fortune_rank,company_name,source_x_handle,source_x_url,account_role,account_index,status,posts_captured,error_type,error_message,started_at,completed_at
42,Target,@target,https://x.com/target,primary,1,success,30,,,2026-06-12T14:29:37.683013+00:00,2026-06-12T14:29:44.901996+00:00
