fortune_rank,company_name,source_x_handle,source_x_url,account_role,account_index,status,posts_captured,error_type,error_message,started_at,completed_at
70,Broadcom,@broadcom,https://x.com/broadcom,primary,1,success,30,,,2026-06-12T14:33:15.619803+00:00,2026-06-12T14:33:26.750583+00:00
