model,term,coefficient,std_error,t_statistic,p_value,stars,n,r_squared,adj_r_squared,df_residual
Human_coded_H3,intercept,3.673089,0.070878,51.8229,0.0,***,925,0.040463,0.038382,922
Human_coded_H3,AggressiveIntensity,7.389063,1.362977,5.4213,0.0,***,925,0.040463,0.038382,922
Human_coded_H3,AggressiveIntensity_sq,-6.295516,1.736951,-3.6245,0.000305,***,925,0.040463,0.038382,922
