model,term,coefficient,std_error,t_statistic,p_value,stars,n,r_squared,adj_r_squared,df_residual
Full_sample_simple_OLS,intercept,3.189117,0.009538,334.3433,0.0,***,68039,0.078775,0.07872,68034
Full_sample_simple_OLS,aggressive,1.919804,0.04195,45.7642,0.0,***,68039,0.078775,0.07872,68034
Full_sample_simple_OLS,affiliative,0.806469,0.020998,38.4064,0.0,***,68039,0.078775,0.07872,68034
Full_sample_simple_OLS,self_enhancing,1.42973,0.026022,54.9433,0.0,***,68039,0.078775,0.07872,68034
Full_sample_simple_OLS,self_defeating,2.168065,0.088809,24.4126,0.0,***,68039,0.078775,0.07872,68034
