fortune_rank,company_name,account_index,account_role,source_x_handle,source_x_url,folder,attempted,status,posts_collected,error_type,error_message,started_at,completed_at
41,Dell Technologies,1,primary,@Dell,https://x.com/Dell,data/raw/fortune_x_2025_ranked/041_dell_technologies/accounts/01_primary_dell,true,success,15,,,2026-06-12T16:49:22.587208+00:00,2026-06-12T16:49:28.746540+00:00
