model,term,coefficient,std_error,t_statistic,p_value,stars,n,r_squared,adj_r_squared,df_residual
Human_coded_H3,intercept,3.667341,0.07262,50.5004,0.0,***,872,0.042327,0.040122,869
Human_coded_H3,AggressiveIntensity,7.644461,1.364928,5.6006,0.0,***,872,0.042327,0.040122,869
Human_coded_H3,AggressiveIntensity_sq,-6.77698,1.58891,-4.2652,2.2e-05,***,872,0.042327,0.040122,869
