fortune_rank,company_name,source_x_handle,source_x_url,account_role,account_index,status,posts_captured,error_type,error_message,started_at,completed_at
72,Publix Super Markets,@Publix,https://x.com/Publix,primary,1,success,30,,,2026-06-12T14:33:38.594868+00:00,2026-06-12T14:33:47.943805+00:00
