fortune_rank,company_name,source_x_handle,source_x_url,account_role,account_index,status,posts_captured,error_type,error_message,started_at,completed_at
33,Freddie Mac,@FreddieMac,https://x.com/FreddieMac,primary,1,success,21,,,2026-06-12T14:23:42.877734+00:00,2026-06-12T14:25:03.371018+00:00
