model,term,coefficient,std_error,t_statistic,p_value,stars,n,r_squared,adj_r_squared,df_residual
Human_coded_Ctrl,intercept,4.534846,0.093353,48.5772,0.0,***,3074,0.106991,0.104952,3066
Human_coded_Ctrl,aggressive,2.547668,0.222863,11.4315,0.0,***,3074,0.106991,0.104952,3066
Human_coded_Ctrl,affiliative,0.905818,0.13262,6.8302,0.0,***,3074,0.106991,0.104952,3066
Human_coded_Ctrl,self_enhancing,1.0037,0.145688,6.8894,0.0,***,3074,0.106991,0.104952,3066
Human_coded_Ctrl,self_defeating,1.658411,0.395876,4.1892,2.9e-05,***,3074,0.106991,0.104952,3066
Human_coded_Ctrl,text_length,-0.000943,0.000333,-2.8329,0.004643,***,3074,0.106991,0.104952,3066
Human_coded_Ctrl,hashtag_count,-0.607973,0.061267,-9.9233,0.0,***,3074,0.106991,0.104952,3066
Human_coded_Ctrl,mention_count,-0.21964,0.057,-3.8533,0.000119,***,3074,0.106991,0.104952,3066
