dataset,source_file,dummy_column_name,company_id,company_name,n_obs_in_dataset,is_reference_firm
full_h2,h2_post_level_regression_ready.csv,firm_dummy_18,18,Cencora,101,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_19,19,Centene,115,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_20,20,Charter Communications,181,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_21,21,Chevron,315,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_22,22,Cigna Group,243,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_23,23,Cisco Systems,283,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_24,24,Citigroup,135,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_25,25,Coca-Cola,105,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_26,26,Comcast,333,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_27,27,ConocoPhillips,247,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_28,28,Dell Technologies,405,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_29,29,Delta Air Lines,515,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_30,30,Elevance Health,276,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_31,31,Eli Lilly,162,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_32,32,Energy Transfer,387,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_33,33,Enterprise Products Partners,676,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_34,34,Exxon Mobil,234,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_35,35,Fannie Mae,106,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_36,36,FedEx,328,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_37,37,Ford Motor,529,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_38,38,Freddie Mac,30,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_39,39,Galaxy Digital,60,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_40,40,General Dynamics,529,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_41,41,General Motors,329,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_42,42,Goldman Sachs Group,298,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_43,43,HCA Healthcare,204,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_44,44,HP,174,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_46,46,Humana,508,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_47,47,IBM,237,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_48,48,Ingram Micro Holding,509,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_49,49,Intel,131,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_50,50,JPMorgan Chase,432,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_51,51,Johnson & Johnson,286,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_52,52,Kroger,455,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_53,53,Liberty Mutual Insurance Group,554,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_54,54,Lockheed Martin,431,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_55,55,Lowe's,490,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_56,56,Marathon Petroleum,178,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_57,57,Massachusetts Mutual Life,556,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_58,58,McKesson,191,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_59,59,Merck,112,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_60,60,MetLife,260,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_61,61,Meta Platforms,80,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_62,62,Microsoft,310,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_64,64,Morgan Stanley,305,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_65,65,Nationwide,420,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_66,66,New York Life Insurance,311,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_67,67,Nike,90,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_68,68,Nvidia,521,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_69,69,Oracle,244,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_70,70,PepsiCo,294,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_71,71,Performance Food Group,2,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_72,72,Pfizer,171,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_73,73,Phillips 66,290,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_74,74,Procter & Gamble,105,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_75,75,Progressive,87,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_76,76,Prudential Financial,443,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_77,77,Publix Super Markets,538,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_78,78,RTX,141,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_79,79,State Farm Insurance,58,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_80,80,StoneX Group,471,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_81,81,Sysco,355,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_82,82,TD Synnex,274,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_83,83,TIAA,63,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_84,84,TJX,307,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_85,85,Target,326,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_86,86,Tesla,438,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_87,87,Travelers,261,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_88,88,Tyson Foods,498,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_89,89,UPS,69,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_90,90,USAA,379,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_91,91,Uber Technologies,373,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_92,92,United Airlines Holdings,143,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_93,93,UnitedHealth Group,38,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_94,94,Valero Energy,80,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_95,95,Verizon Communications,23,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_96,96,Walmart,413,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_97,97,Walt Disney,402,false
full_h2,h2_post_level_regression_ready.csv,firm_dummy_98,98,Wells Fargo,151,false
full_h2,h2_post_level_regression_ready.csv,REFERENCE_firm_id_45,45,Home Depot,701,true (omitted)
full_h3,h3_firm_month_panel.csv,firm_dummy_1,1,AT&T,37,false
full_h3,h3_firm_month_panel.csv,firm_dummy_2,2,AbbVie,34,false
full_h3,h3_firm_month_panel.csv,firm_dummy_3,3,Albertsons,61,false
full_h3,h3_firm_month_panel.csv,firm_dummy_4,4,Allstate,53,false
full_h3,h3_firm_month_panel.csv,firm_dummy_5,5,Alphabet,5,false
full_h3,h3_firm_month_panel.csv,firm_dummy_6,6,Amazon,36,false
full_h3,h3_firm_month_panel.csv,firm_dummy_7,7,American Airlines Group,29,false
full_h3,h3_firm_month_panel.csv,firm_dummy_8,8,American Express,58,false
full_h3,h3_firm_month_panel.csv,firm_dummy_9,9,Archer Daniels Midland,54,false
full_h3,h3_firm_month_panel.csv,firm_dummy_10,10,Bank of America,36,false
full_h3,h3_firm_month_panel.csv,firm_dummy_11,11,Boeing,66,false
full_h3,h3_firm_month_panel.csv,firm_dummy_12,12,Bristol-Myers Squibb,52,false
full_h3,h3_firm_month_panel.csv,firm_dummy_13,13,Broadcom,16,false
full_h3,h3_firm_month_panel.csv,firm_dummy_14,14,CVS Health,24,false
full_h3,h3_firm_month_panel.csv,firm_dummy_15,15,Capital One Financial,32,false
full_h3,h3_firm_month_panel.csv,firm_dummy_16,16,Cardinal Health,30,false
full_h3,h3_firm_month_panel.csv,firm_dummy_17,17,Caterpillar,28,false
full_h3,h3_firm_month_panel.csv,firm_dummy_18,18,Cencora,48,false
full_h3,h3_firm_month_panel.csv,firm_dummy_19,19,Centene,43,false
full_h3,h3_firm_month_panel.csv,firm_dummy_20,20,Charter Communications,52,false
full_h3,h3_firm_month_panel.csv,firm_dummy_21,21,Chevron,53,false
full_h3,h3_firm_month_panel.csv,firm_dummy_22,22,Cigna Group,27,false
full_h3,h3_firm_month_panel.csv,firm_dummy_23,23,Cisco Systems,21,false
full_h3,h3_firm_month_panel.csv,firm_dummy_24,24,Citigroup,27,false
full_h3,h3_firm_month_panel.csv,firm_dummy_25,25,Coca-Cola,18,false
full_h3,h3_firm_month_panel.csv,firm_dummy_26,26,Comcast,30,false
full_h3,h3_firm_month_panel.csv,firm_dummy_27,27,ConocoPhillips,65,false
full_h3,h3_firm_month_panel.csv,firm_dummy_28,28,Dell Technologies,25,false
full_h3,h3_firm_month_panel.csv,firm_dummy_29,29,Delta Air Lines,62,false
full_h3,h3_firm_month_panel.csv,firm_dummy_30,30,Elevance Health,33,false
full_h3,h3_firm_month_panel.csv,firm_dummy_31,31,Eli Lilly,56,false
full_h3,h3_firm_month_panel.csv,firm_dummy_32,32,Energy Transfer,14,false
full_h3,h3_firm_month_panel.csv,firm_dummy_33,33,Enterprise Products Partners,2,false
full_h3,h3_firm_month_panel.csv,firm_dummy_34,34,Exxon Mobil,57,false
full_h3,h3_firm_month_panel.csv,firm_dummy_35,35,Fannie Mae,57,false
full_h3,h3_firm_month_panel.csv,firm_dummy_36,36,FedEx,48,false
full_h3,h3_firm_month_panel.csv,firm_dummy_37,37,Ford Motor,52,false
full_h3,h3_firm_month_panel.csv,firm_dummy_38,38,Freddie Mac,12,false
full_h3,h3_firm_month_panel.csv,firm_dummy_39,39,Galaxy Digital,18,false
full_h3,h3_firm_month_panel.csv,firm_dummy_40,40,General Dynamics,47,false
full_h3,h3_firm_month_panel.csv,firm_dummy_41,41,General Motors,32,false
full_h3,h3_firm_month_panel.csv,firm_dummy_42,42,Goldman Sachs Group,35,false
full_h3,h3_firm_month_panel.csv,firm_dummy_43,43,HCA Healthcare,29,false
full_h3,h3_firm_month_panel.csv,firm_dummy_44,44,HP,42,false
full_h3,h3_firm_month_panel.csv,firm_dummy_46,46,Humana,20,false
full_h3,h3_firm_month_panel.csv,firm_dummy_47,47,IBM,23,false
full_h3,h3_firm_month_panel.csv,firm_dummy_48,48,Ingram Micro Holding,39,false
full_h3,h3_firm_month_panel.csv,firm_dummy_49,49,Intel,11,false
full_h3,h3_firm_month_panel.csv,firm_dummy_50,50,JPMorgan Chase,51,false
full_h3,h3_firm_month_panel.csv,firm_dummy_51,51,Johnson & Johnson,59,false
full_h3,h3_firm_month_panel.csv,firm_dummy_52,52,Kroger,72,false
full_h3,h3_firm_month_panel.csv,firm_dummy_53,53,Liberty Mutual Insurance Group,63,false
full_h3,h3_firm_month_panel.csv,firm_dummy_54,54,Lockheed Martin,22,false
full_h3,h3_firm_month_panel.csv,firm_dummy_55,55,Lowe's,62,false
full_h3,h3_firm_month_panel.csv,firm_dummy_56,56,Marathon Petroleum,17,false
full_h3,h3_firm_month_panel.csv,firm_dummy_57,57,Massachusetts Mutual Life,38,false
full_h3,h3_firm_month_panel.csv,firm_dummy_58,58,McKesson,54,false
full_h3,h3_firm_month_panel.csv,firm_dummy_59,59,Merck,50,false
full_h3,h3_firm_month_panel.csv,firm_dummy_60,60,MetLife,44,false
full_h3,h3_firm_month_panel.csv,firm_dummy_61,61,Meta Platforms,29,false
full_h3,h3_firm_month_panel.csv,firm_dummy_62,62,Microsoft,20,false
full_h3,h3_firm_month_panel.csv,firm_dummy_64,64,Morgan Stanley,47,false
full_h3,h3_firm_month_panel.csv,firm_dummy_65,65,Nationwide,51,false
full_h3,h3_firm_month_panel.csv,firm_dummy_66,66,New York Life Insurance,46,false
full_h3,h3_firm_month_panel.csv,firm_dummy_67,67,Nike,20,false
full_h3,h3_firm_month_panel.csv,firm_dummy_68,68,Nvidia,15,false
full_h3,h3_firm_month_panel.csv,firm_dummy_69,69,Oracle,24,false
full_h3,h3_firm_month_panel.csv,firm_dummy_70,70,PepsiCo,43,false
full_h3,h3_firm_month_panel.csv,firm_dummy_71,71,Performance Food Group,2,false
full_h3,h3_firm_month_panel.csv,firm_dummy_72,72,Pfizer,39,false
full_h3,h3_firm_month_panel.csv,firm_dummy_73,73,Phillips 66,33,false
full_h3,h3_firm_month_panel.csv,firm_dummy_74,74,Procter & Gamble,14,false
full_h3,h3_firm_month_panel.csv,firm_dummy_75,75,Progressive,25,false
full_h3,h3_firm_month_panel.csv,firm_dummy_76,76,Prudential Financial,46,false
full_h3,h3_firm_month_panel.csv,firm_dummy_77,77,Publix Super Markets,50,false
full_h3,h3_firm_month_panel.csv,firm_dummy_78,78,RTX,68,false
full_h3,h3_firm_month_panel.csv,firm_dummy_79,79,State Farm Insurance,16,false
full_h3,h3_firm_month_panel.csv,firm_dummy_80,80,StoneX Group,12,false
full_h3,h3_firm_month_panel.csv,firm_dummy_81,81,Sysco,53,false
full_h3,h3_firm_month_panel.csv,firm_dummy_82,82,TD Synnex,40,false
full_h3,h3_firm_month_panel.csv,firm_dummy_83,83,TIAA,17,false
full_h3,h3_firm_month_panel.csv,firm_dummy_84,84,TJX,62,false
full_h3,h3_firm_month_panel.csv,firm_dummy_85,85,Target,33,false
full_h3,h3_firm_month_panel.csv,firm_dummy_86,86,Tesla,13,false
full_h3,h3_firm_month_panel.csv,firm_dummy_87,87,Travelers,25,false
full_h3,h3_firm_month_panel.csv,firm_dummy_88,88,Tyson Foods,55,false
full_h3,h3_firm_month_panel.csv,firm_dummy_89,89,UPS,11,false
full_h3,h3_firm_month_panel.csv,firm_dummy_90,90,USAA,40,false
full_h3,h3_firm_month_panel.csv,firm_dummy_91,91,Uber Technologies,31,false
full_h3,h3_firm_month_panel.csv,firm_dummy_92,92,United Airlines Holdings,37,false
full_h3,h3_firm_month_panel.csv,firm_dummy_93,93,UnitedHealth Group,25,false
full_h3,h3_firm_month_panel.csv,firm_dummy_94,94,Valero Energy,24,false
full_h3,h3_firm_month_panel.csv,firm_dummy_95,95,Verizon Communications,10,false
full_h3,h3_firm_month_panel.csv,firm_dummy_96,96,Walmart,36,false
full_h3,h3_firm_month_panel.csv,firm_dummy_97,97,Walt Disney,30,false
full_h3,h3_firm_month_panel.csv,firm_dummy_98,98,Wells Fargo,35,false
full_h3,h3_firm_month_panel.csv,REFERENCE_firm_id_45,45,Home Depot,74,true (omitted)
