version,total_rows,binary_training_eligible,presence_0_non_humorous,presence_1_humorous,presence_2_ambiguous,type_training_eligible,type_1_aggressive,type_2_affiliative,type_3_self_enhancing,type_4_self_defeating
v3,3595,3574,2133,1441,21,1410,181,670,506,53
