hypothesis,model_name,measurement_basis,dependent_variable,feature,coefficient,se,se_type,t_stat,p_value,p_stars,n_obs,k_params,r_squared,r_squared_adj,n_predicted_aggressive,n_predicted_other_humor,mean_log_eng_predicted_aggressive,mean_log_eng_predicted_other,sample_definition,controls,label_source,label_source_warning,interpretation_level
H2_1,H2_1_full_simple,full_sample_classifier_predicted,log1p_total_engagement,intercept,3.442636,0.014765,OLS,233.1663,0.0,***,28177,2,0.000275,0.000239,6857,21320,3.52594,3.442636,Fortune100 humor-classified posts via Wendy's model transfer (28177 humor / 65245 total); classifier_status=NOT_A_CANDIDATE,none,classifier_predicted_wendys_model,Type classifier NOT_A_CANDIDATE; source-shortcut leakage confirmed,preliminary_diagnostic
H2_1,H2_1_full_simple,full_sample_classifier_predicted,log1p_total_engagement,predicted_aggressive_vs_other,0.083304,0.02993,OLS,2.7833,0.005385,***,28177,2,0.000275,0.000239,6857,21320,3.52594,3.442636,Fortune100 humor-classified posts via Wendy's model transfer (28177 humor / 65245 total); classifier_status=NOT_A_CANDIDATE,none,classifier_predicted_wendys_model,Type classifier NOT_A_CANDIDATE; source-shortcut leakage confirmed,preliminary_diagnostic
H2_1,H2_1_full_controls,full_sample_classifier_predicted,log1p_total_engagement,intercept,3.380162,0.025743,OLS,131.3029,0.0,***,28177,5,0.018873,0.018734,6857,21320,3.52594,3.442636,Fortune100 humor-classified posts via Wendy's model transfer (28177 humor / 65245 total); classifier_status=NOT_A_CANDIDATE,"text_length, hashtag_count, mention_count",classifier_predicted_wendys_model,Type classifier NOT_A_CANDIDATE; source-shortcut leakage confirmed,preliminary_diagnostic
H2_1,H2_1_full_controls,full_sample_classifier_predicted,log1p_total_engagement,predicted_aggressive_vs_other,0.103452,0.030011,OLS,3.4472,0.000567,***,28177,5,0.018873,0.018734,6857,21320,3.52594,3.442636,Fortune100 humor-classified posts via Wendy's model transfer (28177 humor / 65245 total); classifier_status=NOT_A_CANDIDATE,"text_length, hashtag_count, mention_count",classifier_predicted_wendys_model,Type classifier NOT_A_CANDIDATE; source-shortcut leakage confirmed,preliminary_diagnostic
H2_1,H2_1_full_controls,full_sample_classifier_predicted,log1p_total_engagement,text_length,0.001191,9e-05,OLS,13.2979,0.0,***,28177,5,0.018873,0.018734,6857,21320,3.52594,3.442636,Fortune100 humor-classified posts via Wendy's model transfer (28177 humor / 65245 total); classifier_status=NOT_A_CANDIDATE,"text_length, hashtag_count, mention_count",classifier_predicted_wendys_model,Type classifier NOT_A_CANDIDATE; source-shortcut leakage confirmed,preliminary_diagnostic
H2_1,H2_1_full_controls,full_sample_classifier_predicted,log1p_total_engagement,hashtag_count,-0.272954,0.01328,OLS,-20.5533,0.0,***,28177,5,0.018873,0.018734,6857,21320,3.52594,3.442636,Fortune100 humor-classified posts via Wendy's model transfer (28177 humor / 65245 total); classifier_status=NOT_A_CANDIDATE,"text_length, hashtag_count, mention_count",classifier_predicted_wendys_model,Type classifier NOT_A_CANDIDATE; source-shortcut leakage confirmed,preliminary_diagnostic
H2_1,H2_1_full_controls,full_sample_classifier_predicted,log1p_total_engagement,mention_count,-0.050166,0.017408,OLS,-2.8818,0.003958,***,28177,5,0.018873,0.018734,6857,21320,3.52594,3.442636,Fortune100 humor-classified posts via Wendy's model transfer (28177 humor / 65245 total); classifier_status=NOT_A_CANDIDATE,"text_length, hashtag_count, mention_count",classifier_predicted_wendys_model,Type classifier NOT_A_CANDIDATE; source-shortcut leakage confirmed,preliminary_diagnostic
