hypothesis,model_name,measurement_basis,dependent_variable,analysis_unit,feature,coefficient,se,se_type,t_stat,p_value,p_stars,n_firms,n_firms_with_intensity_gt0,intensity_min,intensity_max,turning_point,turning_point_in_range,inverted_u_check,r_squared,r_squared_adj,k_params,n_obs,sample_definition,label_source,label_source_warning,interpretation_level,not_interpretable_reason
H3,H3_batch1_human_coded_linear,batch1_human_coded,firm_mean_log1p_engagement,firm_level,intercept,3.913799,0.228608,OLS,17.1201,0.0,***,88,24,0.0,1.0,nan,na,na,8.3e-05,-0.011544,2,88,batch1_fortune100: 648 humor posts / 88 firms; intensity=n_agg_labeled/n_humor_labeled per firm,human_coded,batch1_fortune100: 648 human-coded humor posts; firm-level aggregation from labeled sample only,preliminary_diagnostic,
H3,H3_batch1_human_coded_linear,batch1_human_coded,firm_mean_log1p_engagement,firm_level,aggressive_intensity,0.116078,1.373061,OLS,0.0845,0.932824,ns,88,24,0.0,1.0,nan,na,na,8.3e-05,-0.011544,2,88,batch1_fortune100: 648 humor posts / 88 firms; intensity=n_agg_labeled/n_humor_labeled per firm,human_coded,batch1_fortune100: 648 human-coded humor posts; firm-level aggregation from labeled sample only,preliminary_diagnostic,
H3,H3_batch1_human_coded_quadratic,batch1_human_coded,firm_mean_log1p_engagement,firm_level,intercept,3.882578,0.239197,OLS,16.2317,0.0,***,88,24,0.0,1.0,0.3669,True,b1>0_b2<0,0.002639,-0.020828,3,88,batch1_fortune100: 648 humor posts / 88 firms; intensity=n_agg_labeled/n_humor_labeled per firm,human_coded,batch1_fortune100: 648 human-coded humor posts; firm-level aggregation from labeled sample only,preliminary_diagnostic,
H3,H3_batch1_human_coded_quadratic,batch1_human_coded,firm_mean_log1p_engagement,firm_level,aggressive_intensity,1.401675,3.080441,OLS,0.455,0.650252,ns,88,24,0.0,1.0,0.3669,True,b1>0_b2<0,0.002639,-0.020828,3,88,batch1_fortune100: 648 humor posts / 88 firms; intensity=n_agg_labeled/n_humor_labeled per firm,human_coded,batch1_fortune100: 648 human-coded humor posts; firm-level aggregation from labeled sample only,preliminary_diagnostic,
H3,H3_batch1_human_coded_quadratic,batch1_human_coded,firm_mean_log1p_engagement,firm_level,aggressive_intensity_sq,-1.91012,4.09239,OLS,-0.4667,0.641874,ns,88,24,0.0,1.0,0.3669,True,b1>0_b2<0,0.002639,-0.020828,3,88,batch1_fortune100: 648 humor posts / 88 firms; intensity=n_agg_labeled/n_humor_labeled per firm,human_coded,batch1_fortune100: 648 human-coded humor posts; firm-level aggregation from labeled sample only,preliminary_diagnostic,
