hypothesis,model_name,measurement_basis,dependent_variable,analysis_unit,feature,coefficient,se,se_type,t_stat,p_value,p_stars,n_firms,n_firms_with_intensity_gt0,intensity_min,intensity_max,turning_point,turning_point_in_range,inverted_u_check,r_squared,r_squared_adj,k_params,n_obs,sample_definition,label_source,label_source_warning,interpretation_level,not_interpretable_reason
H3,H3_full_sample_classifier_predicted_linear,full_sample_classifier_predicted,firm_mean_log1p_engagement,firm_level,intercept,3.237047,0.403042,OLS,8.0315,0.0,***,97,97,0.061475,1.0,nan,na,na,0.004476,-0.006003,2,97,Fortune100 predicted humor posts (28177) / 97 firms; intensity=n_pred_agg/n_pred_humor per firm,classifier_predicted_wendys_model,Type classifier NOT_A_CANDIDATE; source-shortcut leakage (#NationalRoastDay) confirmed,preliminary_diagnostic,
H3,H3_full_sample_classifier_predicted_linear,full_sample_classifier_predicted,firm_mean_log1p_engagement,firm_level,predicted_aggressive_intensity,0.990073,1.514824,OLS,0.6536,0.514955,ns,97,97,0.061475,1.0,nan,na,na,0.004476,-0.006003,2,97,Fortune100 predicted humor posts (28177) / 97 firms; intensity=n_pred_agg/n_pred_humor per firm,classifier_predicted_wendys_model,Type classifier NOT_A_CANDIDATE; source-shortcut leakage (#NationalRoastDay) confirmed,preliminary_diagnostic,
H3,H3_full_sample_classifier_predicted_quadratic,full_sample_classifier_predicted,firm_mean_log1p_engagement,firm_level,intercept,1.890087,0.680378,OLS,2.778,0.006604,***,97,97,0.061475,1.0,0.4706,True,b1>0_b2<0,0.063109,0.043175,3,97,Fortune100 predicted humor posts (28177) / 97 firms; intensity=n_pred_agg/n_pred_humor per firm,classifier_predicted_wendys_model,Type classifier NOT_A_CANDIDATE; source-shortcut leakage (#NationalRoastDay) confirmed,preliminary_diagnostic,
H3,H3_full_sample_classifier_predicted_quadratic,full_sample_classifier_predicted,firm_mean_log1p_engagement,firm_level,predicted_aggressive_intensity,9.649312,3.863771,OLS,2.4974,0.01425,**,97,97,0.061475,1.0,0.4706,True,b1>0_b2<0,0.063109,0.043175,3,97,Fortune100 predicted humor posts (28177) / 97 firms; intensity=n_pred_agg/n_pred_humor per firm,classifier_predicted_wendys_model,Type classifier NOT_A_CANDIDATE; source-shortcut leakage (#NationalRoastDay) confirmed,preliminary_diagnostic,
H3,H3_full_sample_classifier_predicted_quadratic,full_sample_classifier_predicted,firm_mean_log1p_engagement,firm_level,predicted_aggressive_intensity_sq,-10.252277,4.22699,OLS,-2.4254,0.0172,**,97,97,0.061475,1.0,0.4706,True,b1>0_b2<0,0.063109,0.043175,3,97,Fortune100 predicted humor posts (28177) / 97 firms; intensity=n_pred_agg/n_pred_humor per firm,classifier_predicted_wendys_model,Type classifier NOT_A_CANDIDATE; source-shortcut leakage (#NationalRoastDay) confirmed,preliminary_diagnostic,
