fortune_rank,company_name,account_index,account_role,source_x_handle,source_x_url,folder,attempted,status,posts_collected,error_type,error_message,started_at,completed_at
73,Pfizer,1,primary,@pfizer,https://x.com/pfizer,data/raw/fortune_x_2025_ranked/073_pfizer/accounts/01_primary_pfizer,true,success,15,,,2026-06-12T17:04:37.852497+00:00,2026-06-12T17:04:49.216209+00:00
