fortune_rank,company_name,account_index,account_role,source_x_handle,source_x_url,folder,attempted,status,posts_collected,error_type,error_message,started_at,completed_at
17,Meta Platforms,1,primary,@Meta,https://x.com/Meta,data/raw/fortune_x_2025_ranked/017_meta_platforms/accounts/01_primary_meta,true,success,15,,,2026-06-12T16:32:31.474857+00:00,2026-06-12T16:32:37.948911+00:00
