fortune_rank,company_name,source_x_handle,source_x_url,account_role,account_index,status,posts_captured,error_type,error_message,started_at,completed_at
53,Energy Transfer,@energytransfer,https://x.com/energytransfer,primary,1,success,30,,,2026-06-12T14:31:00.189318+00:00,2026-06-12T14:31:06.102227+00:00
