fortune_rank,company_name,account_index,account_role,source_x_handle,source_x_url,folder,attempted,status,posts_collected,error_type,error_message,started_at,completed_at
35,AT&T,1,primary,@ATT,https://x.com/ATT,data/raw/fortune_x_2025_ranked/035_at_t/accounts/01_primary_att,true,success,15,,,2026-06-12T16:44:39.005908+00:00,2026-06-12T16:44:44.867583+00:00
