fortune_rank,company_name,source_x_handle,source_x_url,account_role,account_index,status,posts_captured,error_type,error_message,started_at,completed_at
22,Ford Motor,@Ford,https://x.com/Ford,primary,1,success,30,,,2026-06-12T14:22:40.283206+00:00,2026-06-12T14:22:45.352087+00:00
