fortune_rank,company_name,account_index,account_role,source_x_handle,source_x_url,folder,attempted,status,posts_collected,retryable,error_type,error_message,started_at,completed_at
93,USAA,1,primary,@usaa,https://x.com/usaa,data/raw/fortune_x_2025_ranked/093_usaa/accounts/01_primary_usaa,true,success,899,false,,,2026-06-13T00:32:52.347893+00:00,2026-06-13T00:39:56.340496+00:00
