fortune_rank_2025,company_name,ticker,cik,cik_padded,target_report_year,download_status,failure_reason,form_type,filing_date,report_date,accession_number,primary_document,sec_filing_url,sec_document_url,local_html_path,local_text_path,total_words,ai_keyword_count,ai_keyword_per_10k_words,sample_role,has_10k_text,audit_category,analysis_treatment,sec_sic_code,sec_sic_description,naics_code,naics_description,naics_sector_code,naics_sector_name,naics_source,industry_enrichment_status,industry_enrichment_reason,final_dataset_role,has_10k_text_final,has_ai_window_k5,is_primary_text_sample,is_k5_topic_sample,ai_window_count,topic_0_count,topic_0_share,topic_1_count,topic_1_share,topic_2_count,topic_2_share,topic_3_count,topic_3_share,topic_4_count,topic_4_share,AI_Privacy_Data_Law_Topic_Count,AI_Privacy_Data_Law_Topic_Share,AI_Business_Product_Topic_Count,AI_Business_Product_Topic_Share,AI_Cybersecurity_Risk_Topic_Count,AI_Cybersecurity_Risk_Topic_Share,AI_Infrastructure_Topic_Count,AI_Infrastructure_Topic_Share,AI_AIUse_LegalRisk_Topic_Count,AI_AIUse_LegalRisk_Topic_Share,AI_NegativeSensitive_Topic_Count,AI_NegativeSensitive_Topic_Share,AI_Negative_Orientation,k,k5_topic_0_label,k5_topic_1_label,k5_topic_2_label,k5_topic_3_label,k5_topic_4_label,AI_Dominant_Topic_ID,AI_Dominant_Topic_Label,event_id,norm_cik,norm_ticker,norm_date,fiscal_year,key_cik_date,key_ticker_date,event_id_estimate,ticker_estimate,company,filing_date_estimate,event_trading_date,market_benchmark,market_data_status,failure_reason_estimate,CAR_m1_p1,CAR_0_p1,CAR_0_p3,CAR_0_p5,AbnormalVolume_0_p1,AbnormalVolume_0_p3,AbnormalVolume_0_p5,CAR_m10_m6,CAR_m5_m2,AbnormalVolume_m5_m2,norm_cik_estimate,norm_ticker_estimate,norm_date_estimate,key_cik_date_estimate,AI_Related_Disclosure_Intensity,AI_RiskRelated_Topic_Share,AI_Risk_Orientation_Proxy,filing_year,log_total_words,AI_Mention_Count,Topic_Entropy
47,Boeing,BA,12927,12927,2025,success,,10-K,2026-01-30,2025-12-31,0001628280-26-004357,ba-20251231.htm,https://www.sec.gov/Archives/edgar/data/12927/000162828026004357/,https://www.sec.gov/Archives/edgar/data/12927/000162828026004357/ba-20251231.htm,data/raw/sec_10k_html/top100/chunk_02/BA/2025_BA_10k.html,data/processed/sec_10k_text/top100/chunk_02/BA/2025_BA_10k.txt,60122,2,0.332657,primary_text_sample,True,,,3721,Aircraft,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,1,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2.0,cybersecurity_attacks_security_threats,BA_2025_12927,0000012927,BA,2026-01-30,2025,0000012927_2026-01-30,BA_2026-01-30,BA_2025_0000012927,BA,Boeing,2026-01-30,2026-01-30,US500,success,,-0.0357536345455788,-0.0056941141517763,0.0242794517912694,0.0446406930459548,-0.4016649683558324,-0.2464289506056294,-0.2318063108753962,0.0382150423846902,-0.0517509221920763,0.8173696461424257,,BA,2026-01-30,,0.332657,1.0,1.0,2026,11.004131110113317,2,-0.0
48,UPS,UPS,1090727,1090727,2023,success,,10-K,2024-02-20,2023-12-31,0001090727-24-000008,ups-20231231.htm,https://www.sec.gov/Archives/edgar/data/1090727/000109072724000008/,https://www.sec.gov/Archives/edgar/data/1090727/000109072724000008/ups-20231231.htm,data/raw/sec_10k_html/top100/chunk_02/UPS/2023_UPS_10k.html,data/processed/sec_10k_text/top100/chunk_02/UPS/2023_UPS_10k.txt,64772,4,0.617551,primary_text_sample,True,,,4210,Trucking & Courier Services (No Air),,,48-49,Transportation and Warehousing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,4,0,0.0,3,0.75,1,0.25,0,0.0,0,0.0,0,0.0,3,0.75,1,0.25,0,0.0,0,0.0,1,0.25,0.25,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1.0,business_product_service_revenue,UPS_2023_1090727,0001090727,UPS,2024-02-20,2023,0001090727_2024-02-20,UPS_2024-02-20,UPS_2023_0001090727,UPS,UPS,2024-02-20,2024-02-20,US500,success,,0.0339938854326358,0.0066830520596783,-0.0117101588475776,-0.0094291900278954,0.2659962333771863,-0.1319725657583175,-0.2669786880076051,0.0217739885466067,0.009074845081291,0.3209060777852084,,UPS,2024-02-20,,0.617551,0.25,0.25,2024,11.078628690193362,4,0.5623351446188083
48,UPS,UPS,1090727,1090727,2024,success,,10-K,2025-02-18,2024-12-31,0001090727-25-000019,ups-20241231.htm,https://www.sec.gov/Archives/edgar/data/1090727/000109072725000019/,https://www.sec.gov/Archives/edgar/data/1090727/000109072725000019/ups-20241231.htm,data/raw/sec_10k_html/top100/chunk_02/UPS/2024_UPS_10k.html,data/processed/sec_10k_text/top100/chunk_02/UPS/2024_UPS_10k.txt,68107,5,0.734139,primary_text_sample,True,,,4210,Trucking & Courier Services (No Air),,,48-49,Transportation and Warehousing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,5,0,0.0,4,0.8,1,0.2,0,0.0,0,0.0,0,0.0,4,0.8,1,0.2,0,0.0,0,0.0,1,0.2,0.2,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1.0,business_product_service_revenue,UPS_2024_1090727,0001090727,UPS,2025-02-18,2024,0001090727_2025-02-18,UPS_2025-02-18,UPS_2024_0001090727,UPS,UPS,2025-02-18,2025-02-18,US500,success,,0.0088744736932413,0.002883635333634,0.028233947287331,0.0506800659754505,0.593479685335093,0.9035559507105536,0.9301587313498206,-0.0037765755674958,0.0177740225119784,0.8933142386006196,,UPS,2025-02-18,,0.734139,0.2,0.2,2025,11.128835276869756,5,0.5004024235381879
48,UPS,UPS,1090727,1090727,2025,success,,10-K,2026-02-17,2025-12-31,0001628280-26-008432,ups-20251231.htm,https://www.sec.gov/Archives/edgar/data/1090727/000162828026008432/,https://www.sec.gov/Archives/edgar/data/1090727/000162828026008432/ups-20251231.htm,data/raw/sec_10k_html/top100/chunk_02/UPS/2025_UPS_10k.html,data/processed/sec_10k_text/top100/chunk_02/UPS/2025_UPS_10k.txt,63188,7,1.107805,primary_text_sample,True,,,4210,Trucking & Courier Services (No Air),,,48-49,Transportation and Warehousing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,12,0,0.0,3,0.25,6,0.5,3,0.25,0,0.0,0,0.0,3,0.25,6,0.5,3,0.25,0,0.0,6,0.5,0.25,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2.0,cybersecurity_attacks_security_threats,UPS_2025_1090727,0001090727,UPS,2026-02-17,2025,0001090727_2026-02-17,UPS_2026-02-17,UPS_2025_0001090727,UPS,UPS,2026-02-17,2026-02-17,US500,success,,-0.0063252174797996,-0.0165359930002514,-0.013127468673812,-0.0210223033447103,-0.6628477799734254,-0.7785271098196482,-0.9541193162470644,0.1041515597747946,0.0210789315135565,0.2135281094251297,,UPS,2026-02-17,,1.107805,0.5,0.25,2026,11.053869688688987,7,1.0397207708399179
49,RTX,RTX,101829,101829,2023,success,,10-K,2024-02-05,2023-12-31,0000101829-24-000008,rtx-20231231.htm,https://www.sec.gov/Archives/edgar/data/101829/000010182924000008/,https://www.sec.gov/Archives/edgar/data/101829/000010182924000008/rtx-20231231.htm,data/raw/sec_10k_html/top100/chunk_02/RTX/2023_RTX_10k.html,data/processed/sec_10k_text/top100/chunk_02/RTX/2023_RTX_10k.txt,78475,4,0.509716,primary_text_sample,True,,,3724,Aircraft Engines & Engine Parts,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,4,0,0.0,3,0.75,1,0.25,0,0.0,0,0.0,0,0.0,3,0.75,1,0.25,0,0.0,0,0.0,1,0.25,0.25,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1.0,business_product_service_revenue,RTX_2023_101829,0000101829,RTX,2024-02-05,2023,0000101829_2024-02-05,RTX_2024-02-05,RTX_2023_0000101829,RTX,RTX,2024-02-05,2024-02-05,US500,success,,-0.0012402454440738,0.0056378933490959,-0.0107504568091905,-0.0103418116675952,-0.0595158115438746,-0.1089502908210523,-0.0858063756877647,0.0545388951323162,0.0213988892646161,0.7505391142990552,,RTX,2024-02-05,,0.509716,0.25,0.25,2024,11.270535381710154,4,0.5623351446188083
49,RTX,RTX,101829,101829,2024,success,,10-K,2025-02-03,2024-12-31,0000101829-25-000005,rtx-20241231.htm,https://www.sec.gov/Archives/edgar/data/101829/000010182925000005/,https://www.sec.gov/Archives/edgar/data/101829/000010182925000005/rtx-20241231.htm,data/raw/sec_10k_html/top100/chunk_02/RTX/2024_RTX_10k.html,data/processed/sec_10k_text/top100/chunk_02/RTX/2024_RTX_10k.txt,84314,10,1.186043,primary_text_sample,True,,,3724,Aircraft Engines & Engine Parts,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,10,2,0.2,4,0.4,1,0.1,0,0.0,3,0.3,2,0.2,4,0.4,1,0.1,0,0.0,3,0.3,6,0.6,0.6,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1.0,business_product_service_revenue,RTX_2024_101829,0000101829,RTX,2025-02-03,2024,0000101829_2025-02-03,RTX_2025-02-03,RTX_2024_0000101829,RTX,RTX,2025-02-03,2025-02-03,US500,success,,-0.0066138220607721,-0.0064252098350217,-0.0068062233695656,-0.012354283527114,-0.3470227988992211,-0.5965090845279901,-0.5882210264454507,0.0288115544863957,0.0258739415829405,0.0750839103309661,,RTX,2025-02-03,,1.186043,0.6,0.6,2025,11.342303203748118,10,1.2798542258336674
49,RTX,RTX,101829,101829,2025,success,,10-K,2026-02-06,2025-12-31,0000101829-26-000006,rtx-20251231.htm,https://www.sec.gov/Archives/edgar/data/101829/000010182926000006/,https://www.sec.gov/Archives/edgar/data/101829/000010182926000006/rtx-20251231.htm,data/raw/sec_10k_html/top100/chunk_02/RTX/2025_RTX_10k.html,data/processed/sec_10k_text/top100/chunk_02/RTX/2025_RTX_10k.txt,77335,9,1.163768,primary_text_sample,True,,,3724,Aircraft Engines & Engine Parts,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,9,2,0.222222,3,0.333333,1,0.111111,0,0.0,3,0.333333,2,0.222222,3,0.333333,1,0.111111,0,0.0,3,0.333333,6,0.666666,0.666667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1.0,business_product_service_revenue,RTX_2025_101829,0000101829,RTX,2026-02-06,2025,0000101829_2026-02-06,RTX_2026-02-06,RTX_2025_0000101829,RTX,RTX,2026-02-06,2026-02-06,US500,success,,-0.0140698345289832,-0.0161094027833249,-0.015269714305252,0.0089646863723974,-0.181091640906519,0.2702394059198871,0.3650614380322173,0.0060960991245065,-0.0139857857461663,1.5512025957027051,,RTX,2026-02-06,,1.163768,0.666666,0.666667,2026,11.25590191347224,9,1.310783367315536
50,FedEx,FDX,1048911,1048911,2023,success,,10-K,2023-07-17,2023-05-31,0000950170-23-033201,fdx-20230531.htm,https://www.sec.gov/Archives/edgar/data/1048911/000095017023033201/,https://www.sec.gov/Archives/edgar/data/1048911/000095017023033201/fdx-20230531.htm,data/raw/sec_10k_html/top100/chunk_02/FDX/2023_FDX_10k.html,data/processed/sec_10k_text/top100/chunk_02/FDX/2023_FDX_10k.txt,73200,9,1.229508,primary_text_sample,True,,,4513,Air Courier Services,,,48-49,Transportation and Warehousing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,8,3,0.375,2,0.25,0,0.0,3,0.375,0,0.0,3,0.375,2,0.25,0,0.0,3,0.375,0,0.0,3,0.375,0.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0.0,privacy_data_law_protection,FDX_2023_1048911,0001048911,FDX,2023-07-17,2023,0001048911_2023-07-17,FDX_2023-07-17,FDX_2023_0001048911,FDX,FedEx,2023-07-17,2023-07-17,US500,success,,0.0046346644048942,0.0072040565767431,0.0182285889870644,-0.0036966399692209,-0.0231827978988786,0.1147737716531097,0.0280422677980396,0.0061452419427752,0.0048545687268062,-0.0184646683982986,,FDX,2023-07-17,,1.229508,0.375,0.0,2023,11.200950699949402,9,1.0821955300387671
50,FedEx,FDX,1048911,1048911,2024,success,,10-K,2024-07-15,2024-05-31,0000950170-24-083577,fdx-20240531.htm,https://www.sec.gov/Archives/edgar/data/1048911/000095017024083577/,https://www.sec.gov/Archives/edgar/data/1048911/000095017024083577/fdx-20240531.htm,data/raw/sec_10k_html/top100/chunk_02/FDX/2024_FDX_10k.html,data/processed/sec_10k_text/top100/chunk_02/FDX/2024_FDX_10k.txt,75805,28,3.693688,primary_text_sample,True,,,4513,Air Courier Services,,,48-49,Transportation and Warehousing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,19,7,0.368421,4,0.210526,3,0.157895,5,0.263158,0,0.0,7,0.368421,4,0.210526,3,0.157895,5,0.263158,0,0.0,10,0.526316,0.263158,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0.0,privacy_data_law_protection,FDX_2024_1048911,0001048911,FDX,2024-07-15,2024,0001048911_2024-07-15,FDX_2024-07-15,FDX_2024_0001048911,FDX,FedEx,2024-07-15,2024-07-15,US500,success,,0.0346324423670255,0.0405658811131896,0.0390298139280276,0.0398596896242639,0.7672620986383466,0.296858234304264,0.0149940309891354,-0.015122489530509,0.0186157269499366,-0.2949049985568163,,FDX,2024-07-15,,3.693688,0.526316,0.263158,2024,11.235919532515682,28,1.3386719599921415
50,FedEx,FDX,1048911,1048911,2025,success,,10-K,2025-07-21,2025-05-31,0001048911-25-000011,fdx-20250531.htm,https://www.sec.gov/Archives/edgar/data/1048911/000104891125000011/,https://www.sec.gov/Archives/edgar/data/1048911/000104891125000011/fdx-20250531.htm,data/raw/sec_10k_html/top100/chunk_02/FDX/2025_FDX_10k.html,data/processed/sec_10k_text/top100/chunk_02/FDX/2025_FDX_10k.txt,75594,27,3.571712,primary_text_sample,True,,,4513,Air Courier Services,,,48-49,Transportation and Warehousing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,19,7,0.368421,5,0.263158,3,0.157895,4,0.210526,0,0.0,7,0.368421,5,0.263158,3,0.157895,4,0.210526,0,0.0,10,0.526316,0.315789,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0.0,privacy_data_law_protection,FDX_2025_1048911,0001048911,FDX,2025-07-21,2025,0001048911_2025-07-21,FDX_2025-07-21,FDX_2025_0001048911,FDX,FedEx,2025-07-21,2025-07-21,US500,success,,0.0180121411366472,0.0238198864936542,0.0398591016814713,0.0641357504167865,-0.1398847926917422,0.2960964717741597,0.272326360692791,-0.0096854730352366,-0.0316510567541793,0.0457551020894019,,FDX,2025-07-21,,3.571712,0.526316,0.315789,2025,11.233132193938685,27,1.3386719599921415
51,Progressive,PGR,80661,80661,2023,success,,10-K,2024-02-26,2023-12-31,0000080661-24-000007,pgr-20231231.htm,https://www.sec.gov/Archives/edgar/data/80661/000008066124000007/,https://www.sec.gov/Archives/edgar/data/80661/000008066124000007/pgr-20231231.htm,data/raw/sec_10k_html/top100/chunk_03/PGR/2023_PGR_10k.html,data/processed/sec_10k_text/top100/chunk_03/PGR/2023_PGR_10k.txt,31937,15,4.696747,primary_text_sample,True,,,6331,"Fire, Marine & Casualty Insurance",,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,17,6,0.352941,1,0.058824,0,0.0,0,0.0,10,0.588235,6,0.352941,1,0.058824,0,0.0,0,0.0,10,0.588235,16,0.941176,0.941176,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4.0,ai_use_legal_regulatory_risk,PGR_2023_80661,0000080661,PGR,2024-02-26,2023,0000080661_2024-02-26,PGR_2024-02-26,PGR_2023_0000080661,PGR,Progressive,2024-02-26,2024-02-26,US500,success,,0.0016254990373604,0.0042770045904484,-0.0116222363296934,-0.016546839217078,-0.0287903643196093,0.3553521175527386,0.4880274892869951,0.0291557059861082,0.0071298097126849,-0.1670785326717336,,PGR,2024-02-26,,4.696747,0.941176,0.941176,2024,10.37152049124621,15,0.8463668230480446
51,Progressive,PGR,80661,80661,2024,success,,10-K,2025-03-03,2024-12-31,0000080661-25-000007,pgr-20241231.htm,https://www.sec.gov/Archives/edgar/data/80661/000008066125000007/,https://www.sec.gov/Archives/edgar/data/80661/000008066125000007/pgr-20241231.htm,data/raw/sec_10k_html/top100/chunk_03/PGR/2024_PGR_10k.html,data/processed/sec_10k_text/top100/chunk_03/PGR/2024_PGR_10k.txt,30889,13,4.208618,primary_text_sample,True,,,6331,"Fire, Marine & Casualty Insurance",,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,17,2,0.117647,0,0.0,0,0.0,0,0.0,15,0.882353,2,0.117647,0,0.0,0,0.0,0,0.0,15,0.882353,17,1.0,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4.0,ai_use_legal_regulatory_risk,PGR_2024_80661,0000080661,PGR,2025-03-03,2024,0000080661_2025-03-03,PGR_2025-03-03,PGR_2024_0000080661,PGR,Progressive,2025-03-03,2025-03-03,US500,success,,0.0162394218593708,0.0099216284834072,0.0024014470815627,-0.002902124469823,0.8216883418522357,0.4139535321050824,0.66338707979707,0.0143625749068341,0.048534743748763,0.9569699424625284,,PGR,2025-03-03,,4.208618,1.0,1.0,2025,10.338155412452387,13,0.3622104386117251
51,Progressive,PGR,80661,80661,2025,success,,10-K,2026-03-02,2025-12-31,0000080661-26-000086,pgr-20251231.htm,https://www.sec.gov/Archives/edgar/data/80661/000008066126000086/,https://www.sec.gov/Archives/edgar/data/80661/000008066126000086/pgr-20251231.htm,data/raw/sec_10k_html/top100/chunk_03/PGR/2025_PGR_10k.html,data/processed/sec_10k_text/top100/chunk_03/PGR/2025_PGR_10k.txt,30534,6,1.965023,primary_text_sample,True,,,6331,"Fire, Marine & Casualty Insurance",,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,18,2,0.111111,0,0.0,1,0.055556,0,0.0,15,0.833333,2,0.111111,0,0.0,1,0.055556,0,0.0,15,0.833333,18,1.0,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4.0,ai_use_legal_regulatory_risk,PGR_2025_80661,0000080661,PGR,2026-03-02,2025,0000080661_2026-03-02,PGR_2026-03-02,PGR_2025_0000080661,PGR,Progressive,2026-03-02,2026-03-02,US500,success,,0.0166461688752457,0.0046100575978344,-0.0063102244190352,-0.0197633804888132,-0.3503400025491748,-0.0939335081377036,-0.221655494808125,-0.0034294361449709,0.0425772104446832,-0.1506983278951104,,PGR,2026-03-02,,1.965023,1.0,1.0,2026,10.326596095816887,6,0.5566478832799606
52,Lowe's,LOW,60667,60667,2023,success,,10-K,2023-03-27,2023-02-03,0000060667-23-000034,low-20230203.htm,https://www.sec.gov/Archives/edgar/data/60667/000006066723000034/,https://www.sec.gov/Archives/edgar/data/60667/000006066723000034/low-20230203.htm,data/raw/sec_10k_html/top100/chunk_03/LOW/2023_LOW_10k.html,data/processed/sec_10k_text/top100/chunk_03/LOW/2023_LOW_10k.txt,41432,0,0.0,primary_text_sample,True,,,5211,Retail-Lumber & Other Building Materials Dealers,,,44-45,Retail Trade,sic_range_sector_crosswalk,success,,master_frame,True,False,True,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,,no_ai_mention_window,LOW_2023_60667,0000060667,LOW,2023-03-27,2023,0000060667_2023-03-27,LOW_2023-03-27,LOW_2023_0000060667,LOW,Lowe's,2023-03-27,2023-03-27,US500,success,,-0.004893077662512,0.0025823619123731,-0.0056943782542469,0.0320210700576453,-1.4339038994891706,-1.3435483724545692,-0.9465864815246788,-0.0134257936437953,-0.0499712401148344,-0.4785438133453301,,LOW,2023-03-27,,0.0,0.0,0.0,2023,10.631808808103727,0,0.0
52,Lowe's,LOW,60667,60667,2024,success,,10-K,2024-03-25,2024-02-02,0000060667-24-000033,low-20240202.htm,https://www.sec.gov/Archives/edgar/data/60667/000006066724000033/,https://www.sec.gov/Archives/edgar/data/60667/000006066724000033/low-20240202.htm,data/raw/sec_10k_html/top100/chunk_03/LOW/2024_LOW_10k.html,data/processed/sec_10k_text/top100/chunk_03/LOW/2024_LOW_10k.txt,40866,7,1.712915,primary_text_sample,True,,,5211,Retail-Lumber & Other Building Materials Dealers,,,44-45,Retail Trade,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,3,0,0.0,2,0.666667,1,0.333333,0,0.0,0,0.0,0,0.0,2,0.666667,1,0.333333,0,0.0,0,0.0,1,0.333333,0.333333,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1.0,business_product_service_revenue,LOW_2024_60667,0000060667,LOW,2024-03-25,2024,0000060667_2024-03-25,LOW_2024-03-25,LOW_2024_0000060667,LOW,Lowe's,2024-03-25,2024-03-25,US500,success,,-0.0279256444162692,-0.0202974289202639,-0.017475006934979,-0.047304085055143,-0.1599381316674582,-0.1578419088820248,-0.1160070852666088,0.0148863138585171,0.0386039978978612,-0.1523117270507373,,LOW,2024-03-25,,1.712915,0.333333,0.333333,2024,10.618053700469373,7,0.6365139372455026
52,Lowe's,LOW,60667,60667,2025,success,,10-K,2025-03-24,2025-01-31,0000060667-25-000049,low-20250131.htm,https://www.sec.gov/Archives/edgar/data/60667/000006066725000049/,https://www.sec.gov/Archives/edgar/data/60667/000006066725000049/low-20250131.htm,data/raw/sec_10k_html/top100/chunk_03/LOW/2025_LOW_10k.html,data/processed/sec_10k_text/top100/chunk_03/LOW/2025_LOW_10k.txt,39568,8,2.021836,primary_text_sample,True,,,5211,Retail-Lumber & Other Building Materials Dealers,,,44-45,Retail Trade,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,13,0,0.0,2,0.153846,3,0.230769,3,0.230769,5,0.384615,0,0.0,2,0.153846,3,0.230769,3,0.230769,5,0.384615,8,0.615384,0.384615,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4.0,ai_use_legal_regulatory_risk,LOW_2025_60667,0000060667,LOW,2025-03-24,2025,0000060667_2025-03-24,LOW_2025-03-24,LOW_2025_0000060667,LOW,Lowe's,2025-03-24,2025-03-24,US500,success,,0.0075673197087008,0.0040456133243762,0.0211758926739451,0.0363854390750452,0.330091246335721,0.0280956235413125,0.2304479823058612,-0.0601371389474999,0.0072381533663637,-0.2616323624133285,,LOW,2025-03-24,,2.021836,0.615384,0.384615,2025,10.585775989761197,8,1.3322445901931106
53,Energy Transfer,ET,1276187,1276187,2023,success,,10-K,2024-02-16,2023-12-31,0001276187-24-000024,et-20231231.htm,https://www.sec.gov/Archives/edgar/data/1276187/000127618724000024/,https://www.sec.gov/Archives/edgar/data/1276187/000127618724000024/et-20231231.htm,data/raw/sec_10k_html/top100/chunk_03/ET/2023_ET_10k.html,data/processed/sec_10k_text/top100/chunk_03/ET/2023_ET_10k.txt,154192,1,0.064854,primary_text_sample,True,,,4922,Natural Gas Transmission,,,48-49,Transportation and Warehousing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,1,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2.0,cybersecurity_attacks_security_threats,ET_2023_1276187,0001276187,ET,2024-02-16,2023,0001276187_2024-02-16,ET_2024-02-16,ET_2023_0001276187,ET,Energy Transfer,2024-02-16,2024-02-16,US500,success,,0.0394396472733376,0.0216011866298158,0.0173059164767598,0.0122892736843761,0.9323800819226856,1.3045128952079923,0.7534729671182436,-0.0230816059235193,0.0130923805248734,-0.3246879512085214,,ET,2024-02-16,,0.064854,1.0,1.0,2024,11.945953858091068,1,-0.0
53,Energy Transfer,ET,1276187,1276187,2024,success,,10-K,2025-02-14,2024-12-31,0001276187-25-000018,et-20241231.htm,https://www.sec.gov/Archives/edgar/data/1276187/000127618725000018/,https://www.sec.gov/Archives/edgar/data/1276187/000127618725000018/et-20241231.htm,data/raw/sec_10k_html/top100/chunk_03/ET/2024_ET_10k.html,data/processed/sec_10k_text/top100/chunk_03/ET/2024_ET_10k.txt,157988,1,0.063296,primary_text_sample,True,,,4922,Natural Gas Transmission,,,48-49,Transportation and Warehousing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,1,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2.0,cybersecurity_attacks_security_threats,ET_2024_1276187,0001276187,ET,2025-02-14,2024,0001276187_2025-02-14,ET_2025-02-14,ET_2024_0001276187,ET,Energy Transfer,2025-02-14,2025-02-14,US500,success,,0.0212754692901547,0.0199161604595711,0.0004891024453254,-0.0393610582837725,-0.1178403615792478,0.1432571472496606,0.4112239819640549,-0.0420750973750356,-0.0222456301089878,0.7130674817939323,,ET,2025-02-14,,0.063296,1.0,1.0,2025,11.970274359757717,1,-0.0
