event_id,company,ticker_original,ticker_yfinance,ticker_used,filing_date,event_trading_day,firm_data_source,benchmark_symbol,benchmark_data_source,firm_rows_raw,benchmark_rows_raw,daily_event_rows,estimation_window_mode,market_data_status,failure_reason
HCA_2024_0000860730,HCA Healthcare,HCA,HCA,HCA,2025-02-14,2025-02-14,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
HCA_2025_0000860730,HCA Healthcare,HCA,HCA,HCA,2026-02-10,2026-02-10,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
LMT_2023_0000936468,Lockheed Martin,LMT,LMT,LMT,2024-01-23,2024-01-23,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
LMT_2024_0000936468,Lockheed Martin,LMT,LMT,LMT,2025-01-28,2025-01-28,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
LMT_2025_0000936468,Lockheed Martin,LMT,LMT,LMT,2026-01-29,2026-01-29,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
COF_2023_0000927628,Capital One Financial,COF,COF,COF,2024-02-23,2024-02-23,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
COF_2024_0000927628,Capital One Financial,COF,COF,COF,2025-02-20,2025-02-20,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
COF_2025_0000927628,Capital One Financial,COF,COF,COF,2026-02-19,2026-02-19,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
ALL_2023_0000899051,Allstate,ALL,ALL,ALL,2024-02-21,2024-02-21,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
ALL_2024_0000899051,Allstate,ALL,ALL,ALL,2025-02-24,2025-02-24,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
ALL_2025_0000899051,Allstate,ALL,ALL,ALL,2026-02-20,2026-02-20,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
CAT_2023_0000018230,Caterpillar,CAT,CAT,CAT,2024-02-16,2024-02-16,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
CAT_2024_0000018230,Caterpillar,CAT,CAT,CAT,2025-02-14,2025-02-14,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
CAT_2025_0000018230,Caterpillar,CAT,CAT,CAT,2026-02-13,2026-02-13,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
IBM_2023_0000051143,IBM,IBM,IBM,IBM,2024-02-26,2024-02-26,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
IBM_2024_0000051143,IBM,IBM,IBM,IBM,2025-02-25,2025-02-25,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
IBM_2025_0000051143,IBM,IBM,IBM,IBM,2026-02-24,2026-02-24,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
LLY_2023_0000059478,Eli Lilly,LLY,LLY,LLY,2024-02-21,2024-02-21,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
LLY_2024_0000059478,Eli Lilly,LLY,LLY,LLY,2025-02-19,2025-02-19,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
LLY_2025_0000059478,Eli Lilly,LLY,LLY,LLY,2026-02-12,2026-02-12,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
MRK_2023_0000310158,Merck,MRK,MRK,MRK,2024-02-26,2024-02-26,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
MRK_2024_0000310158,Merck,MRK,MRK,MRK,2025-02-25,2025-02-25,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
MRK_2025_0000310158,Merck,MRK,MRK,MRK,2026-02-24,2026-02-24,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
AVGO_2023_0001730168,Broadcom,AVGO,AVGO,AVGO,2023-12-14,2023-12-14,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
AVGO_2024_0001730168,Broadcom,AVGO,AVGO,AVGO,2024-12-20,2024-12-20,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
AVGO_2025_0001730168,Broadcom,AVGO,AVGO,AVGO,2025-12-18,2025-12-18,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
DAL_2023_0000027904,Delta Air Lines,DAL,DAL,DAL,2024-02-12,2024-02-12,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
DAL_2024_0000027904,Delta Air Lines,DAL,DAL,DAL,2025-02-11,2025-02-11,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
DAL_2025_0000027904,Delta Air Lines,DAL,DAL,DAL,2026-02-11,2026-02-11,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
PFE_2023_0000078003,Pfizer,PFE,PFE,PFE,2024-02-22,2024-02-22,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
PFE_2024_0000078003,Pfizer,PFE,PFE,PFE,2025-02-27,2025-02-27,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
PFE_2025_0000078003,Pfizer,PFE,PFE,PFE,2026-02-26,2026-02-26,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
SNX_2023_0001177394,TD Synnex,SNX,SNX,SNX,2024-01-26,2024-01-26,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
SNX_2024_0001177394,TD Synnex,SNX,SNX,SNX,2025-01-24,2025-01-24,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
SNX_2025_0001177394,TD Synnex,SNX,SNX,SNX,2026-01-27,2026-01-27,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
COP_2023_0001163165,ConocoPhillips,COP,COP,COP,2024-02-15,2024-02-15,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
COP_2024_0001163165,ConocoPhillips,COP,COP,COP,2025-02-18,2025-02-18,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
COP_2025_0001163165,ConocoPhillips,COP,COP,COP,2026-02-17,2026-02-17,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
GLXY_2025_0001859392,Galaxy Digital,GLXY,GLXY,GLXY,2026-02-26,2026-02-26,finance_datareader,US500,finance_datareader,230,1083,206,fallback_120,success,
ABBV_2023_0001551152,AbbVie,ABBV,ABBV,ABBV,2024-02-20,2024-02-20,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
ABBV_2024_0001551152,AbbVie,ABBV,ABBV,ABBV,2025-02-14,2025-02-14,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
ABBV_2025_0001551152,AbbVie,ABBV,ABBV,ABBV,2026-02-20,2026-02-20,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
PRU_2023_0001137774,Prudential Financial,PRU,PRU,PRU,2024-02-21,2024-02-21,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
PRU_2024_0001137774,Prudential Financial,PRU,PRU,PRU,2025-02-13,2025-02-13,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
PRU_2025_0001137774,Prudential Financial,PRU,PRU,PRU,2026-02-12,2026-02-12,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
TJX_2023_0000109198,TJX,TJX,TJX,TJX,2023-03-29,2023-03-29,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
TJX_2024_0000109198,TJX,TJX,TJX,TJX,2024-04-03,2024-04-03,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
TJX_2025_0000109198,TJX,TJX,TJX,TJX,2025-04-02,2025-04-02,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
PFGC_2023_0001618673,Performance Food Group,PFGC,PFGC,PFGC,2023-08-16,2023-08-16,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
PFGC_2024_0001618673,Performance Food Group,PFGC,PFGC,PFGC,2024-08-14,2024-08-14,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
PFGC_2025_0001618673,Performance Food Group,PFGC,PFGC,PFGC,2025-08-13,2025-08-13,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
UAL_2023_0000100517,United Airlines Holdings,UAL,UAL,UAL,2024-02-29,2024-02-29,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
UAL_2024_0000100517,United Airlines Holdings,UAL,UAL,UAL,2025-02-27,2025-02-27,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
UAL_2025_0000100517,United Airlines Holdings,UAL,UAL,UAL,2026-02-12,2026-02-12,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
ORCL_2023_0001341439,Oracle,ORCL,ORCL,ORCL,2023-06-20,2023-06-20,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
ORCL_2024_0001341439,Oracle,ORCL,ORCL,ORCL,2024-06-20,2024-06-20,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
ORCL_2025_0001341439,Oracle,ORCL,ORCL,ORCL,2025-06-18,2025-06-18,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
CSCO_2023_0000858877,Cisco Systems,CSCO,CSCO,CSCO,2023-09-07,2023-09-07,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
CSCO_2024_0000858877,Cisco Systems,CSCO,CSCO,CSCO,2024-09-05,2024-09-05,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
CSCO_2025_0000858877,Cisco Systems,CSCO,CSCO,CSCO,2025-09-03,2025-09-03,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
HPQ_2023_0000047217,HP,HPQ,HPQ,HPQ,2023-12-18,2023-12-18,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
HPQ_2024_0000047217,HP,HPQ,HPQ,HPQ,2024-12-13,2024-12-13,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
HPQ_2025_0000047217,HP,HPQ,HPQ,HPQ,2025-12-10,2025-12-10,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
CHTR_2023_0001091667,Charter Communications,CHTR,CHTR,CHTR,2024-02-02,2024-02-02,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
CHTR_2024_0001091667,Charter Communications,CHTR,CHTR,CHTR,2025-01-31,2025-01-31,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
CHTR_2025_0001091667,Charter Communications,CHTR,CHTR,CHTR,2026-01-30,2026-01-30,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
AAL_2023_0000006201,American Airlines Group,AAL,AAL,AAL,2024-02-21,2024-02-21,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
AAL_2024_0000006201,American Airlines Group,AAL,AAL,AAL,2025-02-19,2025-02-19,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
AAL_2025_0000006201,American Airlines Group,AAL,AAL,AAL,2026-02-18,2026-02-18,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
TSN_2023_0000100493,Tyson Foods,TSN,TSN,TSN,2023-11-13,2023-11-13,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
TSN_2024_0000100493,Tyson Foods,TSN,TSN,TSN,2024-11-12,2024-11-12,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
TSN_2025_0000100493,Tyson Foods,TSN,TSN,TSN,2025-11-10,2025-11-10,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
INTC_2023_0000050863,Intel,INTC,INTC,INTC,2024-01-26,2024-01-26,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
INTC_2024_0000050863,Intel,INTC,INTC,INTC,2025-01-31,2025-01-31,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
INTC_2025_0000050863,Intel,INTC,INTC,INTC,2026-01-23,2026-01-23,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
EPD_2023_0001061219,Enterprise Products Partners,EPD,EPD,EPD,2024-02-28,2024-02-28,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
EPD_2024_0001061219,Enterprise Products Partners,EPD,EPD,EPD,2025-02-28,2025-02-28,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
EPD_2025_0001061219,Enterprise Products Partners,EPD,EPD,EPD,2026-02-27,2026-02-27,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
INGM_2024_0001897762,Ingram Micro Holding,INGM,INGM,INGM,2025-03-05,2025-03-05,finance_datareader,US500,finance_datareader,369,1083,99,insufficient,insufficient_estimation_window,estimation_n=58; has_event_rows=True
INGM_2025_0001897762,Ingram Micro Holding,INGM,INGM,INGM,2026-03-03,2026-03-03,finance_datareader,US500,finance_datareader,369,1083,271,full_250_30,success,
GD_2023_0000040533,General Dynamics,GD,GD,GD,2024-02-08,2024-02-08,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
GD_2024_0000040533,General Dynamics,GD,GD,GD,2025-02-07,2025-02-07,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
GD_2025_0000040533,General Dynamics,GD,GD,GD,2026-01-30,2026-01-30,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
UBER_2023_0001543151,Uber Technologies,UBER,UBER,UBER,2024-02-15,2024-02-15,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
UBER_2024_0001543151,Uber Technologies,UBER,UBER,UBER,2025-02-14,2025-02-14,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
UBER_2025_0001543151,Uber Technologies,UBER,UBER,UBER,2026-02-13,2026-02-13,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
TRV_2023_0000086312,Travelers,TRV,TRV,TRV,2024-02-15,2024-02-15,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
TRV_2024_0000086312,Travelers,TRV,TRV,TRV,2025-02-13,2025-02-13,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
TRV_2025_0000086312,Travelers,TRV,TRV,TRV,2026-02-12,2026-02-12,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
BMY_2023_0000014272,Bristol-Myers Squibb,BMY,BMY,BMY,2024-02-13,2024-02-13,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
BMY_2024_0000014272,Bristol-Myers Squibb,BMY,BMY,BMY,2025-02-12,2025-02-12,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
BMY_2025_0000014272,Bristol-Myers Squibb,BMY,BMY,BMY,2026-02-11,2026-02-11,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
KO_2023_0000021344,Coca-Cola,KO,KO,KO,2024-02-20,2024-02-20,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
KO_2024_0000021344,Coca-Cola,KO,KO,KO,2025-02-20,2025-02-20,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
KO_2025_0000021344,Coca-Cola,KO,KO,KO,2026-02-20,2026-02-20,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
NKE_2023_0000320187,Nike,NKE,NKE,NKE,2023-07-20,2023-07-20,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
NKE_2024_0000320187,Nike,NKE,NKE,NKE,2024-07-25,2024-07-25,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
NKE_2025_0000320187,Nike,NKE,NKE,NKE,2025-07-17,2025-07-17,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
