event_id,ticker,company,filing_date,estimation_n,event_window_n,market_model_alpha,market_model_beta,market_model_r2,CAR_m1_p1,CAR_0_p1,CAR_0_p3,CAR_0_p5,AbnormalVolume_0_p1,AbnormalVolume_0_p3,AbnormalVolume_0_p5,market_data_status,failure_reason
AVGO_2023_0001730168,AVGO,Broadcom,2023-12-14,221,7,0.001533585069683581,1.4015027229673118,0.39634081570365176,0.024999481700732518,0.029429077584525863,0.025091838374240012,0.017550335303089158,3.3638701278567282,2.525606658399631,1.9000666002217248,success,
AVGO_2024_0001730168,AVGO,Broadcom,2024-12-20,221,7,-0.00040972194121203283,2.568115748944788,0.48010172334015955,-0.001984998329566806,0.01936893571147961,0.047508328448998036,0.06383452127848871,2.314708654174337,1.1079724184356072,0.7850360932622951,success,
AVGO_2025_0001730168,AVGO,Broadcom,2025-12-18,221,7,0.0008986976192516189,1.8311965608933536,0.4589443781270428,-0.01465128008546129,0.010699080434408854,0.016735367511654907,0.0176177101107022,3.331874157548582,1.8798444695648027,0.7612116197073898,success,
AXP_2023_0000004962,AXP,American Express,2024-02-09,221,7,-0.0006801540398949424,1.2855704199361515,0.4591542458439333,0.010261495224142611,0.000178772705807218,0.0005547965051806705,0.00848358430949138,1.2408345476626412,0.7150938470462936,0.4313507024566709,success,
AXP_2024_0000004962,AXP,American Express,2025-02-07,221,7,0.0008230470489145255,1.0271678848143606,0.303107213357545,-0.03587447854124076,-0.03012877624816821,-0.04184112803975234,-0.03903719050898374,-0.45621539761885144,-0.6285260407743062,-0.7885626404503802,success,
AXP_2025_0000004962,AXP,American Express,2026-02-06,221,7,5.609971376263138e-05,1.359246176670968,0.6568044372440578,0.0005088535006047001,-0.018872512132677394,-0.030254088330149007,-0.05734855305956092,0.054236293556878146,0.4043615966478603,0.6480064449464695,success,
BAC_2023_0000070858,BAC,Bank of America,2024-02-20,221,7,-0.0008046724475167978,1.2907333359068658,0.33866950679148333,0.003853410251633634,-0.0037529038605504297,-0.023065897230762886,-0.00820260367278123,-0.8058038833072755,-0.7201399274725537,-0.7074066447917889,success,
BAC_2024_0000070858,BAC,Bank of America,2025-02-25,221,7,0.0008873541962144296,0.8424405981802365,0.2263886117286007,-0.014234917566330548,-0.009702711483247806,0.03673123242403485,-0.01703353156259821,-0.025724657187595062,0.2734582039542685,0.760921930393225,success,
BAC_2025_0000070858,BAC,Bank of America,2026-02-25,221,7,0.000373918545275969,1.0620830364572797,0.5252195962665784,0.011689225861216412,0.03316659553571304,-0.012166118026876891,-0.001252367499448786,0.5892699988124389,0.8431805559501282,0.6624321659562157,success,
BA_2023_0000012927,BA,Boeing,2024-01-31,221,7,0.0002756012788644691,1.0573694572218908,0.24373572753608075,0.02611420184551984,0.04917593220581723,0.025489194774119678,0.039098357680941595,2.9114599293854124,1.9382627063519509,1.645397714351649,success,
BA_2024_0000012927,BA,Boeing,2025-02-03,221,7,-0.0016749632900603445,0.8462669531844368,0.10553143831015854,-0.00887438889854471,0.0020769816363499873,0.04653137150059895,0.02900113417701657,-0.6428910247135156,-0.3634888434157872,-0.558663637187011,success,
BA_2025_0000012927,BA,Boeing,2026-01-30,221,7,-2.348250972010637e-05,1.2888180450089828,0.4084623732932873,-0.035753634545578845,-0.0056941141517763815,0.024279451791269415,0.044640693045954805,-0.40166496835583243,-0.24642895060562947,-0.23180631087539627,success,
BMY_2023_0000014272,BMY,Bristol-Myers Squibb,2024-02-13,221,7,-0.001777465690647669,0.45730473991189285,0.08967286622814097,-0.010939820164606,-0.011946161706376898,0.010802402961823256,0.03737453089279934,0.7675084716072313,0.7852366237037038,0.7725482926039119,success,
BMY_2024_0000014272,BMY,Bristol-Myers Squibb,2025-02-12,221,7,0.000736015374996666,0.1330431695302909,0.0034436157395884015,0.00462217787669922,-0.001952801321038825,-0.031640529907778915,-0.008171390814848266,-0.8215483143135336,-0.443431632939972,-0.475381844157625,success,
BMY_2025_0000014272,BMY,Bristol-Myers Squibb,2026-02-11,221,7,-0.00017677015040419296,0.3353377227066456,0.048067635387018415,-0.008138007539949147,-0.010904421860157732,-0.0029114611399604006,-0.004300371925659697,-0.11582300489495918,-0.2373951641555101,-0.3245757559750303,success,
BRK-B_2023_0001067983,BRK-B,Berkshire Hathaway,2024-02-26,221,7,0.0002193403622942803,0.698767549336221,0.412235899374613,-0.014610262334505585,-0.019097496431151367,-0.020823385596244214,-0.040789867271921264,2.023648967477212,1.5644358775051348,1.2107266763168816,success,
BRK-B_2024_0001067983,BRK-B,Berkshire Hathaway,2025-02-24,221,7,4.100819455516302e-05,0.49952414408657164,0.19017527169455817,0.05002496879821636,0.047839901496207655,0.06084668233303817,0.07692653723859882,2.849402059268625,1.628181400979158,1.6685328601635563,success,
BRK-B_2025_0001067983,BRK-B,Berkshire Hathaway,2026-03-02,221,7,-0.0005474201729229759,0.5125241980243604,0.28493837790089815,-0.03478822460455045,-0.04209002826978005,-0.003260373648146273,-0.005969169707060622,1.9818509626655036,1.4750825740593214,1.2074384675921215,success,
CAH_2023_0000721371,CAH,Cardinal Health,2023-08-15,221,7,0.0014053321025375865,0.45859839236597144,0.14596147617237387,-0.019705675266430453,-0.022252228774951976,-0.07308664404133494,-0.08161710389514999,1.012277755122993,1.533372347861667,1.0356242385808105,success,
CAH_2024_0000721371,CAH,Cardinal Health,2024-08-14,221,7,0.00031779589413382487,0.06483784251124303,0.001122173784723568,0.06622712705324658,0.048733846885714055,0.06461393615125235,0.06255700096065621,1.5673517867063298,0.6180654965016638,0.10886287270492552,success,
CAH_2025_0000721371,CAH,Cardinal Health,2025-08-12,221,7,0.002064297494181513,0.458424341909107,0.17106616615054726,-0.07252486827497816,-0.07319694617262443,-0.06612515552559807,-0.07146548794207652,2.2577134878679126,1.4255434130122604,0.9344860198864664,success,
CAT_2023_0000018230,CAT,Caterpillar,2024-02-16,221,7,-4.950566648122514e-05,1.2845319883873938,0.3046093307060732,-0.0028071424634519247,-0.015283158640053696,-0.017390886445900526,-0.0027027387565434283,-0.13909189598629917,-0.5939526586638292,-0.8525516202393,success,
CAT_2024_0000018230,CAT,Caterpillar,2025-02-14,221,7,-0.000205275792412139,1.1857270761886831,0.33770396348428555,-0.008941229361651471,-0.0015520956552266727,-0.012601428732365527,-0.015613753281615553,0.24955478847975165,0.05793860021731709,0.22961574937903886,success,
CAT_2025_0000018230,CAT,Caterpillar,2026-02-13,221,7,0.001622141668648249,1.1968354062440065,0.5218898796977709,-0.0011062550729774093,0.003421088630917793,-0.008630448239252688,-0.01300963172971676,0.667373677352844,0.390013714753155,0.09519265978127911,success,
CHTR_2023_0001091667,CHTR,Charter Communications,2024-02-02,221,7,-0.0010571128792753429,1.2809148073210903,0.26027121980444934,-0.22180255230942592,-0.23784565324194684,-0.3172648597771566,-0.2971887669042174,3.498722909260952,3.618899082075966,3.1676044363888103,success,
CHTR_2024_0001091667,CHTR,Charter Communications,2025-01-31,221,7,-0.000579846838889025,0.6647935349871235,0.03789208932282384,-0.04421069317770485,0.023993768937541064,0.0281158997702717,0.04123266970581396,1.2701914017452114,0.4642530522304034,-0.20617541209109028,success,
CHTR_2025_0001091667,CHTR,Charter Communications,2026-01-30,221,7,-0.002509849541956901,0.7843579338667817,0.13623437642100655,0.16341285022640914,0.11334354388003486,0.177268866405895,0.20723302286495301,2.564503358081674,2.0578391242437286,1.838267188997737,success,
CI_2023_0001739940,CI,Cigna Group,2024-02-29,221,7,-0.0001264578967425745,0.6168938894309192,0.05993062177276676,-0.029832037406110526,-0.014380788180778434,-0.0035965316520212894,0.01680970315456867,0.361266028819594,0.06937369047497557,0.3349603796684267,success,
CI_2024_0001739940,CI,Cigna Group,2025-02-27,221,7,-0.0007951420281418462,0.09625126352736948,0.0027070542168191603,-0.013821185650355741,0.013045315908420823,0.01756159676410949,0.046397876647320424,0.5957377383157352,0.5350181267917218,0.36179773888495753,success,
CI_2025_0001739940,CI,Cigna Group,2026-02-26,221,7,-0.0005912913214713534,0.22198870503949994,0.015246122383898775,0.03304005021255646,0.02208000603532653,0.004748195414955313,0.0015538749915136353,-0.007406298551958068,0.13780003790904619,0.009555947919033045,success,
CMCSA_2023_0001166691,CMCSA,Comcast,2024-01-31,221,7,-2.4627877006611803e-05,1.0192309851224157,0.2898431106621404,0.017936687477981297,0.005656707400237394,-0.04249022138304374,-0.09898894734924116,0.14602207306936435,0.250459109985776,0.5033005235883277,success,
CMCSA_2024_0001166691,CMCSA,Comcast,2025-01-31,221,7,-0.0011674699183847556,0.44541851182238384,0.05021767054751025,-0.11153749809326662,0.006184418841104747,0.0259208652233553,0.04346126355610312,2.5444437559201214,2.331103204178197,1.9269062622535256,success,
CMCSA_2025_0001166691,CMCSA,Comcast,2026-02-03,221,7,-0.0006467375662625572,0.650171983566431,0.2364848952185229,0.03213535596849181,0.04037712767911978,0.06512930652604845,0.09505619466644841,1.0863664901253343,0.7448373073229047,0.549826906543233,success,
CNC_2023_0001071739,CNC,Centene,2024-02-20,221,7,-6.259607530543225e-05,0.4761349102279137,0.05153044251877659,0.015796586712065373,0.00783776388251856,0.011020179359959333,0.014505754692130599,-0.4776481662542402,-0.5108112023125848,-0.6453214456375601,success,
CNC_2024_0001071739,CNC,Centene,2025-02-18,221,7,-0.0013842598941638837,0.3123834084156225,0.016394945647313253,0.01752206722385432,0.015235606254715154,0.025084359601387808,0.0922329681379118,0.4692580487377037,0.5310651327255879,0.5268437642473732,success,
CNC_2025_0001071739,CNC,Centene,2026-02-17,221,7,-0.0014782153891847916,0.16124723656464832,0.001954110330068537,0.09795322418321901,0.06144650624979565,0.06768283343755116,0.05076808139038208,-0.8088460160118256,-0.7831124336631383,-0.7671773052840624,success,
COF_2023_0000927628,COF,Capital One Financial,2024-02-23,221,7,-0.0002389957120429816,1.3318139052436468,0.304352096182266,-0.026391093733059638,0.004547254428235055,0.027971073465571254,0.004685187135698744,0.06741844519571036,0.2592840905172653,0.27585101508518156,success,
COF_2024_0000927628,COF,Capital One Financial,2025-02-20,221,7,0.00046680309946882197,1.082657782599812,0.21130735965914782,0.006462555931290397,-0.024530098178232533,-0.04691477799633899,-0.01497401570447612,1.4231850709498424,1.336653725031788,1.1718034367764738,success,
COF_2025_0000927628,COF,Capital One Financial,2026-02-19,221,7,0.00012890433794344547,1.5322162878102645,0.6205072298229106,-0.0032453761961496446,-0.009685709842288195,-0.0642141045728008,-0.009817314967893558,0.31087869546192926,0.9940720689305287,0.9794983731070426,success,
COP_2023_0001163165,COP,ConocoPhillips,2024-02-15,221,7,7.167861254022021e-05,0.6932208965216654,0.10178141329450008,0.006859840140090527,0.010357352267959464,0.034101552872382285,0.007104288347457478,1.2041095413737373,0.9276637736838165,0.5855376962599935,success,
COP_2024_0001163165,COP,ConocoPhillips,2025-02-18,221,7,-0.0005496444636278467,0.24911510906028497,0.019965513233399457,0.03573063126348491,0.03370765122216133,0.02367083442365807,0.018359859059778636,1.3268918031125398,1.0035227687293446,0.7251411022282203,success,
COP_2025_0001163165,COP,ConocoPhillips,2026-02-17,221,7,-0.00041140497510667936,1.05755293372534,0.3301782511533434,-0.001302712906176274,-0.006585513941805277,-0.00999717183617439,-0.005652067197452045,0.4758279588038181,0.3557860745804234,-0.08233962948243247,success,
COR_2023_0001140859,COR,Cencora,2023-11-21,221,7,0.0006437178885239023,0.25955057583792757,0.047573839792205086,0.01934727292348236,0.01709310602333984,0.026620600989272266,0.014061107959555926,-0.341589522340979,-0.7325757408961707,-0.3963974516950972,success,
COR_2024_0001140859,COR,Cencora,2024-11-26,221,7,0.0007279898377065744,-0.030899050407567182,0.0004820118570373344,0.016848104075743463,0.020712383216061527,0.0202253736872913,0.012827686405953293,-0.740648599662054,-0.6412109494204591,-0.5431396322349216,success,
COR_2025_0001140859,COR,Cencora,2025-11-25,221,7,0.0012216044649048508,-0.03210628989822281,0.0008091333501458742,0.005102166748488176,-0.011895561811265314,-0.03742351055522164,-0.11107425824748116,0.04490122247349419,-0.4014922060589042,0.33366642428879745,success,
COST_2023_0000909832,COST,Costco Wholesale,2023-10-11,221,7,-0.0002060597960409187,0.8537860467890747,0.4275643052328493,0.006443746217390309,0.0051067148662529704,0.015711435336689814,0.03191071551134746,-0.6106858100901802,-0.7356568926111219,-0.7598160453819807,success,
COST_2024_0000909832,COST,Costco Wholesale,2024-10-09,221,7,0.0013164230224552466,0.8557101849730857,0.2890830401440906,0.006187785271582341,-0.003326520058211619,-0.022032604136705533,-0.024802229453994046,0.008260539490185737,-0.33396421506794977,-0.40544150990127403,success,
COST_2025_0000909832,COST,Costco Wholesale,2025-10-08,221,7,3.822367259747904e-05,0.5628344502727254,0.24741803132489548,0.03478980851004005,0.028450338370988006,0.02732789371277469,0.04642664800941776,1.2488671461136849,1.0335726941483554,0.6564416257231694,success,
CSCO_2023_0000858877,CSCO,Cisco Systems,2023-09-07,221,7,0.00037008363470667584,0.8562609668897919,0.5163638415608833,-0.003943771859682424,-0.007816140039149079,-0.014356067254013994,-0.023701431154760713,-0.7132200948194836,-0.6609902970777936,-0.678951091963765,success,
CSCO_2024_0000858877,CSCO,Cisco Systems,2024-09-05,221,7,-0.0012306794995632872,0.5367881765530995,0.10499858174796473,-0.016137014170252543,-0.011011273311184153,-0.01116417385861378,-0.0017387783283913938,0.07749344612144915,-0.26293811317056176,-0.4241646409332413,success,
CSCO_2025_0000858877,CSCO,Cisco Systems,2025-09-03,221,7,0.001029568178262271,0.8907836080786861,0.628905636024663,-0.024885977993550898,-0.011196354767950297,-0.028766255352554622,-0.017352708103661067,-0.7579172490336886,-0.5064009962186016,-0.6765890363613861,success,
CVS_2023_0000064803,CVS,CVS Health,2024-02-07,221,7,-0.0006488330840168486,0.607514578137464,0.09039164768351193,0.03100702329427059,0.013702242028961033,0.04110864769996608,0.03352772707553752,1.5169450838060414,1.092699707319122,0.8776592953804646,success,
CVS_2024_0000064803,CVS,CVS Health,2025-02-12,221,7,-0.0026930572432403454,0.432161270633979,0.021165510804491805,0.205533859052404,0.18999445663290052,0.18222945892698653,0.18111926808870965,2.286469515147307,1.142564794746376,0.6738745652157458,success,
CVS_2025_0000064803,CVS,CVS Health,2026-02-10,221,7,0.0016559901150618216,0.3461937603395727,0.045574745091003455,-0.022546473454554183,0.014213233054431684,0.03497193945851519,0.020036250831845105,1.0047867873816296,0.42889094425621954,0.00030541945014619004,success,
CVX_2023_0000093410,CVX,Chevron,2024-02-26,221,7,-0.0008488724207995186,0.5701061918955435,0.09929571666535786,-0.017723496729716938,-0.01340770554741858,-0.014723614361326283,-0.03769793588647099,0.6775004216982425,0.31671221671665306,0.3846278688276568,success,
CVX_2024_0000093410,CVX,Chevron,2025-02-21,221,7,-0.00032165135035265287,0.3752388182766655,0.06605886192755517,0.015111525833228695,0.0032870628025297357,-0.011931128603047706,0.010993727760975562,-0.4232645889974518,-0.39848449318878487,-0.13545007822423902,success,
CVX_2025_0000093410,CVX,Chevron,2026-02-24,221,7,-0.00021378306566776256,0.7093632347933108,0.2743043743707808,-0.0015328692262680521,-0.01446639830420689,0.006556142243890981,0.024137258773197914,-0.0426782187949071,0.09180584711781581,0.5629269174052046,success,
C_2023_0000831001,C,Citigroup,2024-02-23,221,7,-0.000497884952043993,1.117492887530051,0.2812211799327743,-0.017472128347800334,-0.004860357684828419,-0.00953073828157042,-0.013334942835858017,-1.0233035070444345,-0.997904041099546,-0.6191018753876474,success,
C_2024_0000831001,C,Citigroup,2025-02-21,221,7,0.0005384703899308957,1.1393055658638778,0.30921153319384265,-0.03787667524423437,-0.010822432831374622,1.5481868682821337e-05,0.010304740373401578,0.25172532287949634,0.24761702061412558,0.22015290456282313,success,
C_2025_0000831001,C,Citigroup,2026-02-20,221,7,0.001171835580908323,1.310401051563529,0.62168271535345,-0.04383370300239029,-0.04015351097770371,-0.03120339689695282,-0.05776866923763126,0.32120593830192684,0.22639827265814066,0.5458904552122431,success,
DAL_2023_0000027904,DAL,Delta Air Lines,2024-02-12,221,7,-0.0006201117794352131,1.3061734855028624,0.306941812561235,0.005143643010023732,0.008045077921325479,0.013693134764634237,0.01928634593646095,-0.5051817580875867,-0.43526142137353674,-0.4300522588473022,success,
DAL_2024_0000027904,DAL,Delta Air Lines,2025-02-11,221,7,0.0009564192095999255,1.2624433394272934,0.26647701030611604,-0.035222549603938655,0.003214796722412705,-0.025974665243309478,-0.039334511834661766,-0.13476717815877148,0.02513594771546393,-0.0930028290836774,success,
DAL_2025_0000027904,DAL,Delta Air Lines,2026-02-11,221,7,-0.0007441731137446315,1.915974369790492,0.5198424917227502,-0.037251268646703334,-0.037109634896474515,-0.019314023402457418,-0.07237233493747837,0.17895488065920237,-0.1857861772819917,-0.20303323314593894,success,
DELL_2023_0001571996,DELL,Dell Technologies,2023-03-30,221,7,-0.00033309936118027704,1.2718170473444834,0.5168007943757955,0.00594712938781574,0.0026705891425572066,0.022316020432182115,0.0058287337175163614,0.5027408765144591,0.5614714925120508,0.17702077700932153,success,
DELL_2024_0001571996,DELL,Dell Technologies,2024-03-25,221,7,0.0027296728345525332,1.0941123768637886,0.13114906210688726,0.00509598794270256,0.022200293573769285,0.0013967171189958848,0.043335372796163334,1.2050747020276087,0.6550763193942649,0.8287656517778564,success,
DELL_2025_0001571996,DELL,Dell Technologies,2025-03-25,221,7,-0.0012877005389605775,2.033685696778897,0.240742446444158,-0.025609378832458445,-0.014021840110760539,-0.006286360395931464,-0.026201062217750155,-0.8984148432544319,-0.5975246838661467,-0.5774763979525138,success,
DIS_2023_0001744489,DIS,Walt Disney,2023-11-21,221,7,-0.0011640693725975875,1.2109682217130355,0.3787365141775375,0.0018416812882257562,0.0002908514937844317,0.005316482279640493,-0.020851522221616865,-1.2704874741898569,-1.2258805073579924,-0.5839899543647122,success,
DIS_2024_0001744489,DIS,Walt Disney,2024-11-14,221,7,-0.0006794250212890356,0.6567049714994898,0.09818478945353393,0.14520534678800057,0.1276931386660407,0.10050063307719653,0.1185998297289026,3.6536750462075895,2.1636582869727,1.3957215963234917,success,
DIS_2025_0001744489,DIS,Walt Disney,2025-11-13,221,7,-3.093518919558323e-05,1.0427682466425618,0.4341772569525598,-0.06470697968249557,-0.07963281306785108,-0.05680094825242879,-0.07855036564698183,2.812640269598651,1.7977797871906307,1.503705716735529,success,
ELV_2023_0001156039,ELV,Elevance Health,2024-02-21,221,7,-0.00036065514248965737,0.5420812078430101,0.07995148080601888,-0.008566596376103377,-0.004909181309258776,-0.013353363538669387,-0.01947076731787315,-1.0002975150211244,-1.0394953752662057,-0.7506537032572874,success,
ELV_2024_0001156039,ELV,Elevance Health,2025-02-20,221,7,-0.0016225537378323932,0.43092656961500064,0.04984136961576913,0.019959846729395835,-0.004484930402372564,0.04570304636437705,0.03298170267783988,0.6243610266916862,0.7234661952123929,0.7684110232851289,success,
ELV_2025_0001156039,ELV,Elevance Health,2026-02-06,221,7,-0.0006099164977720023,0.1961425555506466,0.009744138484037101,-0.03971679059169314,-0.017923374482542772,-0.007682971420472182,0.04543331644858571,0.3200811524519787,0.015886066368320045,-0.10894822878214445,success,
EPD_2023_0001061219,EPD,Enterprise Products Partners,2024-02-28,221,7,0.00018045244520516202,0.34345731748493064,0.16737448620935658,-0.0008900321934662151,-0.007394078040317147,-0.0028246345872519024,0.011150854323809032,-1.2190323851333602,-1.1176327054376234,-0.3482159640204728,success,
EPD_2024_0001061219,EPD,Enterprise Products Partners,2025-02-28,221,7,0.0008478980669972841,0.3941770112536371,0.13496961580044675,0.022204258409068336,0.02645161564315586,0.006077264568676272,0.020418104732781304,0.5129720923162209,0.6329227129792186,0.70737300497772,success,
EPD_2025_0001061219,EPD,Enterprise Products Partners,2026-02-27,221,7,-0.00016534984330241815,0.472286854141052,0.2553278181442665,0.031549091103997805,0.02717379966731164,0.0358984506426167,0.05591992003024878,-0.25567028715241036,0.10612477731913475,0.09487427346843214,success,
ET_2023_0001276187,ET,Energy Transfer,2024-02-16,221,7,0.00020979567191068587,0.6347227813525894,0.21076238111922174,0.03943964727333768,0.021601186629815805,0.017305916476759838,0.012289273684376139,0.9323800819226857,1.3045128952079925,0.7534729671182436,success,
ET_2024_0001276187,ET,Energy Transfer,2025-02-14,221,7,0.0013295846137313916,0.5712678010365096,0.16491958931977768,0.021275469290154718,0.019916160459571168,0.0004891024453254084,-0.03936105828377259,-0.11784036157924786,0.14325714724966068,0.4112239819640549,success,
ET_2025_0001276187,ET,Energy Transfer,2026-02-19,221,7,-0.0011841624950050139,0.8652131905326506,0.41914136016808,0.014898313265103076,0.0051724268645851204,0.0004494946111326366,-0.0054066411058233226,0.19299490158159976,0.22156994369644312,-0.16664649772211856,success,
FDX_2023_0001048911,FDX,FedEx,2023-07-17,221,7,-0.0003288651294543195,0.9925128813608196,0.2577196703392052,0.004634664404894219,0.007204056576743162,0.01822858898706442,-0.0036966399692209446,-0.023182797898878615,0.11477377165310976,0.028042267798039606,success,
FDX_2024_0001048911,FDX,FedEx,2024-07-15,221,7,-0.0006756525710559654,0.8854270968989041,0.1676871704100683,0.034632442367025576,0.04056588111318968,0.039029813928027665,0.03985968962426393,0.7672620986383466,0.29685823430426406,0.01499403098913544,success,
FDX_2025_0001048911,FDX,FedEx,2025-07-21,221,7,-0.00179826799551949,0.955760416783982,0.3020129205140457,0.018012141136647217,0.023819886493654244,0.039859101681471304,0.06413575041678651,-0.1398847926917422,0.29609647177415976,0.272326360692791,success,
FMCC_2023_0001026214,FMCC,Freddie Mac,2024-02-14,221,7,0.002240892040222338,0.20464905271499942,0.0012860303827260111,-0.04408530846325488,-0.026313028691823233,-0.0006678574241257007,-0.018902597779392776,0.6334777285322276,0.6404260712242988,0.5201205115326425,success,
FMCC_2024_0001026214,FMCC,Freddie Mac,2025-02-13,221,7,0.004422618476883996,0.8268305815269976,0.012771492492763326,0.008774485111170585,-0.0017365918901059221,0.026444051042520123,-0.030705910105128756,0.8761713408701349,0.9962386475744209,1.079649396229445,success,
