event_id,ticker,company,filing_date,event_trading_date,market_benchmark,market_data_status,failure_reason,CAR_m1_p1,CAR_0_p1,CAR_0_p3,CAR_0_p5,AbnormalVolume_0_p1,AbnormalVolume_0_p3,AbnormalVolume_0_p5,CAR_m10_m6,CAR_m5_m2,AbnormalVolume_m5_m2
ACI_2024_0001646972,ACI,Albertsons,2024-04-22,2024-04-22,US500,success,,-0.009086887370898026,-0.005612849242777756,-0.018922638400780966,0.001295879409722105,0.39089226383865466,0.45902257627763543,-0.09860456300054062,-0.027722405743052632,0.008865491383027887,-0.594604658208418
ACI_2025_0001646972,ACI,Albertsons,2025-04-21,2025-04-21,US500,success,,0.06163650764084075,0.03607213500493668,0.01621965648756757,-0.010430595095322799,1.6294871091767238,1.4650443368101416,1.3256904532551326,-0.062405922131251804,-0.010839200050914433,1.941046879600085
ADM_2023_0000007084,ADM,Archer Daniels Midland,2024-03-12,2024-03-12,US500,success,,0.062139172689117055,0.0572315242472007,0.08627736502278152,0.11072862696157507,3.3164788983733784,3.1902641702844035,2.789145830450769,0.003528326512167494,0.03954189862708378,1.3569423598676418
ADM_2024_0000007084,ADM,Archer Daniels Midland,2025-02-20,2025-02-20,US500,success,,0.056645010469691365,0.05414149108225428,0.07026782696325311,0.031261912875585204,0.4284551304191218,0.5918359294235419,0.4974328862011473,-0.021609282493753948,-0.0018301056186299514,0.36954553424460984
ADM_2025_0000007084,ADM,Archer Daniels Midland,2026-02-17,2026-02-17,US500,success,,-0.02742337932402711,-0.02628174922281453,-0.024738292369571733,-0.02376398932928689,0.2836560769996709,-0.11256547809471552,-0.3939662158790629,-0.019745196919502994,0.04794806901264425,0.37078870602595215
ALL_2023_0000899051,ALL,Allstate,2024-02-21,2024-02-21,US500,success,,-0.021431242560407498,-0.012814458210233977,-0.012926314710352613,-0.008133284209388598,0.35978114717997733,0.040509216961648636,-0.24295704451353842,0.0042892745915708574,0.01740003357350286,-0.08783992905136995
ALL_2024_0000899051,ALL,Allstate,2025-02-24,2025-02-24,US500,success,,0.010555546835535433,0.026267716773353877,0.052039590261564156,0.0862342705665693,-0.1152885370413273,-0.13707709158247394,0.39354515918941857,-0.0003022157716527432,-0.021913192711850923,1.1455509170079026
ALL_2025_0000899051,ALL,Allstate,2026-02-20,2026-02-20,US500,success,,-0.013134815755063865,0.015735284338727753,0.022518348124696465,0.05155553775831614,-0.0546295912634234,-0.09534363015346724,0.07067388400502421,-0.017032363653245106,0.026288487938141113,0.7479516443573526
AMZN_2023_0001018724,AMZN,Amazon,2024-02-02,2024-02-02,US500,success,,0.06196675838060858,0.05491585103973484,0.03960734371788378,0.05198128766215943,1.3175124704566585,0.3052851537087786,0.0743494693180711,-0.009919250051765045,-0.0036111554038595096,-0.4754701567410171
AMZN_2024_0001018724,AMZN,Amazon,2025-02-07,2025-02-07,US500,success,,-0.014257521714998422,-0.01995321565752385,-0.034665052994079924,-0.051311857532471146,1.006421934657643,-0.006911497879612899,-0.2910483403700141,0.008208304204246356,0.008745206513284368,-0.24915828076422566
AMZN_2025_0001018724,AMZN,Amazon,2026-02-06,2026-02-06,US500,success,,-0.12373147874051374,-0.09662583031703138,-0.1125645856439928,-0.11566303297198373,3.0931119887660867,2.161615661529096,1.9624008194594105,0.024531655291477418,-0.015737255843343394,0.24295794392031358
AVGO_2023_0001730168,AVGO,Broadcom,2023-12-14,2023-12-14,US500,success,,0.024999481700732518,0.029429077584525863,0.025091838374240012,0.017550335303089158,3.3638701278567282,2.525606658399631,1.9000666002217248,-0.04761749402084843,0.13620523360921408,2.8687971388448674
AVGO_2024_0001730168,AVGO,Broadcom,2024-12-20,2024-12-20,US500,success,,-0.001984998329566806,0.01936893571147961,0.047508328448998036,0.06383452127848871,2.314708654174337,1.1079724184356072,0.7850360932622951,0.07021216499943615,0.29212234282481686,2.6474422465959435
AVGO_2025_0001730168,AVGO,Broadcom,2025-12-18,2025-12-18,US500,success,,-0.01465128008546129,0.010699080434408854,0.016735367511654907,0.0176177101107022,3.331874157548582,1.8798444695648027,0.7612116197073898,0.06725204240868798,-0.1710829541743528,2.4099173767655726
AXP_2023_0000004962,AXP,American Express,2024-02-09,2024-02-09,US500,success,,0.010261495224142611,0.000178772705807218,0.0005547965051806705,0.00848358430949138,1.2408345476626412,0.7150938470462936,0.4313507024566709,0.07771950840761006,0.008070309789536784,0.366087554776714
AXP_2024_0000004962,AXP,American Express,2025-02-07,2025-02-07,US500,success,,-0.03587447854124076,-0.03012877624816821,-0.04184112803975234,-0.03903719050898374,-0.45621539761885144,-0.6285260407743062,-0.7885626404503802,-0.017567463902384468,0.0032898879961216487,-0.8692983115527387
AXP_2025_0000004962,AXP,American Express,2026-02-06,2026-02-06,US500,success,,0.0005088535006047001,-0.018872512132677394,-0.030254088330149007,-0.05734855305956092,0.054236293556878146,0.4043615966478603,0.6480064449464695,-0.03738863070891184,0.0031463797100483235,0.674281636828494
BAC_2023_0000070858,BAC,Bank of America,2024-02-20,2024-02-20,US500,success,,0.003853410251633634,-0.0037529038605504297,-0.023065897230762886,-0.00820260367278123,-0.8058038833072755,-0.7201399274725537,-0.7074066447917889,-0.02557988142259755,0.03220855413633871,-0.6245526381039365
BAC_2024_0000070858,BAC,Bank of America,2025-02-25,2025-02-25,US500,success,,-0.014234917566330548,-0.009702711483247806,0.03673123242403485,-0.01703353156259821,-0.025724657187595062,0.2734582039542685,0.760921930393225,-0.02606439121283239,-0.03631280561936501,0.39935939458359515
BAC_2025_0000070858,BAC,Bank of America,2026-02-25,2026-02-25,US500,success,,0.011689225861216412,0.03316659553571304,-0.012166118026876891,-0.001252367499448786,0.5892699988124389,0.8431805559501282,0.6624321659562157,-0.05043494409863582,-0.03282332760576816,0.1495973686490894
BA_2023_0000012927,BA,Boeing,2024-01-31,2024-01-31,US500,success,,0.02611420184551984,0.04917593220581723,0.025489194774119678,0.039098357680941595,2.9114599293854124,1.9382627063519509,1.645397714351649,0.030276641146987762,-0.04506760521696649,2.365507402291057
BA_2024_0000012927,BA,Boeing,2025-02-03,2025-02-03,US500,success,,-0.00887438889854471,0.0020769816363499873,0.04653137150059895,0.02900113417701657,-0.6428910247135156,-0.3634888434157872,-0.558663637187011,0.026670676694834538,0.03039852639892104,0.7420098222100789
BA_2025_0000012927,BA,Boeing,2026-01-30,2026-01-30,US500,success,,-0.035753634545578845,-0.0056941141517763815,0.024279451791269415,0.044640693045954805,-0.40166496835583243,-0.24642895060562947,-0.23180631087539627,0.038215042384690284,-0.051750922192076346,0.8173696461424257
BMY_2023_0000014272,BMY,Bristol-Myers Squibb,2024-02-13,2024-02-13,US500,success,,-0.010939820164606,-0.011946161706376898,0.010802402961823256,0.03737453089279934,0.7675084716072313,0.7852366237037038,0.7725482926039119,-0.031126740553687797,0.036853325538975946,1.4359096407695584
BMY_2024_0000014272,BMY,Bristol-Myers Squibb,2025-02-12,2025-02-12,US500,success,,0.00462217787669922,-0.001952801321038825,-0.031640529907778915,-0.008171390814848266,-0.8215483143135336,-0.443431632939972,-0.475381844157625,0.003083321120701813,-0.0662177462493164,0.6893059248331845
BMY_2025_0000014272,BMY,Bristol-Myers Squibb,2026-02-11,2026-02-11,US500,success,,-0.008138007539949147,-0.010904421860157732,-0.0029114611399604006,-0.004300371925659697,-0.11582300489495918,-0.2373951641555101,-0.3245757559750303,0.011527367695053161,0.080359085102119,0.9156674485086714
BRK-B_2023_0001067983,BRK-B,Berkshire Hathaway,2024-02-26,2024-02-26,US500,success,,-0.014610262334505585,-0.019097496431151367,-0.020823385596244214,-0.040789867271921264,2.023648967477212,1.5644358775051348,1.2107266763168816,0.009351451261256822,0.019818527813355323,0.16346365580229122
BRK-B_2024_0001067983,BRK-B,Berkshire Hathaway,2025-02-24,2025-02-24,US500,success,,0.05002496879821636,0.047839901496207655,0.06084668233303817,0.07692653723859882,2.849402059268625,1.628181400979158,1.6685328601635563,0.004043948873545644,0.002358525858509872,-0.8140663463139056
BRK-B_2025_0001067983,BRK-B,Berkshire Hathaway,2026-03-02,2026-03-02,US500,success,,-0.03478822460455045,-0.04209002826978005,-0.003260373648146273,-0.005969169707060622,1.9818509626655036,1.4750825740593214,1.2074384675921215,-0.00661430145932964,0.011170181089290777,-0.711575212063743
CAH_2023_0000721371,CAH,Cardinal Health,2023-08-15,2023-08-15,US500,success,,-0.019705675266430453,-0.022252228774951976,-0.07308664404133494,-0.08161710389514999,1.012277755122993,1.533372347861667,1.0356242385808105,0.008241420897836903,0.0016659679503893308,-0.894516283757986
CAH_2024_0000721371,CAH,Cardinal Health,2024-08-14,2024-08-14,US500,success,,0.06622712705324658,0.048733846885714055,0.06461393615125235,0.06255700096065621,1.5673517867063298,0.6180654965016638,0.10886287270492552,-0.006611500667567296,0.008840335353573026,-0.8977055057401134
CAH_2025_0000721371,CAH,Cardinal Health,2025-08-12,2025-08-12,US500,success,,-0.07252486827497816,-0.07319694617262443,-0.06612515552559807,-0.07146548794207652,2.2577134878679126,1.4255434130122604,0.9344860198864664,0.008533396417059566,-0.020204404187579204,0.03041012665138615
CAT_2023_0000018230,CAT,Caterpillar,2024-02-16,2024-02-16,US500,success,,-0.0028071424634519247,-0.015283158640053696,-0.017390886445900526,-0.0027027387565434283,-0.13909189598629917,-0.5939526586638292,-0.8525516202393,0.021914269039506565,-0.017063320180680866,-0.2515848366663549
CAT_2024_0000018230,CAT,Caterpillar,2025-02-14,2025-02-14,US500,success,,-0.008941229361651471,-0.0015520956552266727,-0.012601428732365527,-0.015613753281615553,0.24955478847975165,0.05793860021731709,0.22961574937903886,-0.027136197649847583,-0.03038845148842418,-0.42218578870209444
CAT_2025_0000018230,CAT,Caterpillar,2026-02-13,2026-02-13,US500,success,,-0.0011062550729774093,0.003421088630917793,-0.008630448239252688,-0.01300963172971676,0.667373677352844,0.390013714753155,0.09519265978127911,0.04101043150179827,0.10184439712110815,0.7082703568157749
CHTR_2023_0001091667,CHTR,Charter Communications,2024-02-02,2024-02-02,US500,success,,-0.22180255230942592,-0.23784565324194684,-0.3172648597771566,-0.2971887669042174,3.498722909260952,3.618899082075966,3.1676044363888103,-0.012372250117963068,0.021421761559506737,0.13410149459049664
CHTR_2024_0001091667,CHTR,Charter Communications,2025-01-31,2025-01-31,US500,success,,-0.04421069317770485,0.023993768937541064,0.0281158997702717,0.04123266970581396,1.2701914017452114,0.4642530522304034,-0.20617541209109028,0.018091936709932394,0.009250851220994744,-0.03089081600127397
CHTR_2025_0001091667,CHTR,Charter Communications,2026-01-30,2026-01-30,US500,success,,0.16341285022640914,0.11334354388003486,0.177268866405895,0.20723302286495301,2.564503358081674,2.0578391242437286,1.838267188997737,-0.03491946629706527,-0.04979627898964926,0.494603823594913
CI_2023_0001739940,CI,Cigna Group,2024-02-29,2024-02-29,US500,success,,-0.029832037406110526,-0.014380788180778434,-0.0035965316520212894,0.01680970315456867,0.361266028819594,0.06937369047497557,0.3349603796684267,0.014586236290092513,-0.019033100212204078,-0.0013368039584193622
CI_2024_0001739940,CI,Cigna Group,2025-02-27,2025-02-27,US500,success,,-0.013821185650355741,0.013045315908420823,0.01756159676410949,0.046397876647320424,0.5957377383157352,0.5350181267917218,0.36179773888495753,0.009500947022979567,0.060754400277150594,0.9126598403981552
CI_2025_0001739940,CI,Cigna Group,2026-02-26,2026-02-26,US500,success,,0.03304005021255646,0.02208000603532653,0.004748195414955313,0.0015538749915136353,-0.007406298551958068,0.13780003790904619,0.009555947919033045,0.01289366210198181,-0.02985716822130339,-0.13707113604048948
CMCSA_2023_0001166691,CMCSA,Comcast,2024-01-31,2024-01-31,US500,success,,0.017936687477981297,0.005656707400237394,-0.04249022138304374,-0.09898894734924116,0.14602207306936435,0.250459109985776,0.5033005235883277,-0.0009903891003665037,0.03489246466834327,0.6652903761436817
CMCSA_2024_0001166691,CMCSA,Comcast,2025-01-31,2025-01-31,US500,success,,-0.11153749809326662,0.006184418841104747,0.0259208652233553,0.04346126355610312,2.5444437559201214,2.331103204178197,1.9269062622535256,0.019604954127688853,0.007547676490771602,0.2558156854396153
CMCSA_2025_0001166691,CMCSA,Comcast,2026-02-03,2026-02-03,US500,success,,0.03213535596849181,0.04037712767911978,0.06512930652604845,0.09505619466644841,1.0863664901253343,0.7448373073229047,0.549826906543233,0.05853633658939716,0.014450059525636591,1.7859169663634171
CNC_2023_0001071739,CNC,Centene,2024-02-20,2024-02-20,US500,success,,0.015796586712065373,0.00783776388251856,0.011020179359959333,0.014505754692130599,-0.4776481662542402,-0.5108112023125848,-0.6453214456375601,0.01896992182831412,0.012420569208381659,-1.0002432926742046
CNC_2024_0001071739,CNC,Centene,2025-02-18,2025-02-18,US500,success,,0.01752206722385432,0.015235606254715154,0.025084359601387808,0.0922329681379118,0.4692580487377037,0.5310651327255879,0.5268437642473732,-0.0751576379756134,-0.03585455261530032,0.443361502848048
CNC_2025_0001071739,CNC,Centene,2026-02-17,2026-02-17,US500,success,,0.09795322418321901,0.06144650624979565,0.06768283343755116,0.05076808139038208,-0.8088460160118256,-0.7831124336631383,-0.7671773052840624,-0.11144815649125163,0.026792678335493907,-0.20379831246808855
COF_2023_0000927628,COF,Capital One Financial,2024-02-23,2024-02-23,US500,success,,-0.026391093733059638,0.004547254428235055,0.027971073465571254,0.004685187135698744,0.06741844519571036,0.2592840905172653,0.27585101508518156,0.012628618078797444,0.005237295684450645,1.142532630344326
COF_2024_0000927628,COF,Capital One Financial,2025-02-20,2025-02-20,US500,success,,0.006462555931290397,-0.024530098178232533,-0.04691477799633899,-0.01497401570447612,1.4231850709498424,1.336653725031788,1.1718034367764738,-0.012016794168682144,0.007771836968739131,1.167388353485776
COF_2025_0000927628,COF,Capital One Financial,2026-02-19,2026-02-19,US500,success,,-0.0032453761961496446,-0.009685709842288195,-0.0642141045728008,-0.009817314967893558,0.31087869546192926,0.9940720689305287,0.9794983731070426,-0.021337052440021056,-0.040445903917965424,0.6485906539241861
COP_2023_0001163165,COP,ConocoPhillips,2024-02-15,2024-02-15,US500,success,,0.006859840140090527,0.010357352267959464,0.034101552872382285,0.007104288347457478,1.2041095413737373,0.9276637736838165,0.5855376962599935,-0.01739577679049384,-0.017413319146688408,0.5299028290883201
COP_2024_0001163165,COP,ConocoPhillips,2025-02-18,2025-02-18,US500,success,,0.03573063126348491,0.03370765122216133,0.02367083442365807,0.018359859059778636,1.3268918031125398,1.0035227687293446,0.7251411022282203,-0.0014183905042073654,-0.0164117867774696,1.141170238842061
COP_2025_0001163165,COP,ConocoPhillips,2026-02-17,2026-02-17,US500,success,,-0.001302712906176274,-0.006585513941805277,-0.00999717183617439,-0.005652067197452045,0.4758279588038181,0.3557860745804234,-0.08233962948243247,0.03508969000502303,0.046331934660252934,0.253888753668431
COR_2023_0001140859,COR,Cencora,2023-11-21,2023-11-21,US500,success,,0.01934727292348236,0.01709310602333984,0.026620600989272266,0.014061107959555926,-0.341589522340979,-0.7325757408961707,-0.3963974516950972,0.006737590087157097,-0.02818640910524355,0.9786789493837555
COR_2024_0001140859,COR,Cencora,2024-11-26,2024-11-26,US500,success,,0.016848104075743463,0.020712383216061527,0.0202253736872913,0.012827686405953293,-0.740648599662054,-0.6412109494204591,-0.5431396322349216,-0.027225478091347344,0.006296032222988801,-0.8870535450626478
COR_2025_0001140859,COR,Cencora,2025-11-25,2025-11-25,US500,success,,0.005102166748488176,-0.011895561811265314,-0.03742351055522164,-0.11107425824748116,0.04490122247349419,-0.4014922060589042,0.33366642428879745,-0.004266319560860757,-0.003361093167566588,0.02737164099904643
COST_2023_0000909832,COST,Costco Wholesale,2023-10-11,2023-10-11,US500,success,,0.006443746217390309,0.0051067148662529704,0.015711435336689814,0.03191071551134746,-0.6106858100901802,-0.7356568926111219,-0.7598160453819807,0.03149342953700425,-0.031152075752261088,0.5192163994031093
COST_2024_0000909832,COST,Costco Wholesale,2024-10-09,2024-10-09,US500,success,,0.006187785271582341,-0.003326520058211619,-0.022032604136705533,-0.024802229453994046,0.008260539490185737,-0.33396421506794977,-0.40544150990127403,-0.030129543928530615,-0.0076724398476472585,-0.5454646150806107
COST_2025_0000909832,COST,Costco Wholesale,2025-10-08,2025-10-08,US500,success,,0.03478980851004005,0.028450338370988006,0.02732789371277469,0.04642664800941776,1.2488671461136849,1.0335726941483554,0.6564416257231694,-0.022079252413569186,-0.020494266046960447,0.5076802131608446
CSCO_2023_0000858877,CSCO,Cisco Systems,2023-09-07,2023-09-07,US500,success,,-0.003943771859682424,-0.007816140039149079,-0.014356067254013994,-0.023701431154760713,-0.7132200948194836,-0.6609902970777936,-0.678951091963765,-0.0034282334279478865,0.010972189969229256,-0.5287151485737402
CSCO_2024_0000858877,CSCO,Cisco Systems,2024-09-05,2024-09-05,US500,success,,-0.016137014170252543,-0.011011273311184153,-0.01116417385861378,-0.0017387783283913938,0.07749344612144915,-0.26293811317056176,-0.4241646409332413,0.012721374004951047,0.0013453887470852304,-0.49711987894806053
CSCO_2025_0000858877,CSCO,Cisco Systems,2025-09-03,2025-09-03,US500,success,,-0.024885977993550898,-0.011196354767950297,-0.028766255352554622,-0.017352708103661067,-0.7579172490336886,-0.5064009962186016,-0.6765890363613861,-0.0009552005443313849,0.02161980748594769,-0.23687338450292217
CVS_2023_0000064803,CVS,CVS Health,2024-02-07,2024-02-07,US500,success,,0.03100702329427059,0.013702242028961033,0.04110864769996608,0.03352772707553752,1.5169450838060414,1.092699707319122,0.8776592953804646,-0.02103341478465472,-0.018878431909927697,1.2592694898202161
CVS_2024_0000064803,CVS,CVS Health,2025-02-12,2025-02-12,US500,success,,0.205533859052404,0.18999445663290052,0.18222945892698653,0.18111926808870965,2.286469515147307,1.142564794746376,0.6738745652157458,-0.0016475519497493093,-0.028509287165204948,-0.2590878378543201
CVS_2025_0000064803,CVS,CVS Health,2026-02-10,2026-02-10,US500,success,,-0.022546473454554183,0.014213233054431684,0.03497193945851519,0.020036250831845105,1.0047867873816296,0.42889094425621954,0.00030541945014619004,-0.11577853453389937,0.03368680398809447,0.15350204173146484
CVX_2023_0000093410,CVX,Chevron,2024-02-26,2024-02-26,US500,success,,-0.017723496729716938,-0.01340770554741858,-0.014723614361326283,-0.03769793588647099,0.6775004216982425,0.31671221671665306,0.3846278688276568,0.014072053681711175,0.003197598072712818,-0.21087435300422283
CVX_2024_0000093410,CVX,Chevron,2025-02-21,2025-02-21,US500,success,,0.015111525833228695,0.0032870628025297357,-0.011931128603047706,0.010993727760975562,-0.4232645889974518,-0.39848449318878487,-0.13545007822423902,0.014604399189047929,0.02157485294932105,-0.542271249794055
CVX_2025_0000093410,CVX,Chevron,2026-02-24,2026-02-24,US500,success,,-0.0015328692262680521,-0.01446639830420689,0.006556142243890981,0.024137258773197914,-0.0426782187949071,0.09180584711781581,0.5629269174052046,0.026773032082273794,0.004053740088906677,0.46304006568841455
C_2023_0000831001,C,Citigroup,2024-02-23,2024-02-23,US500,success,,-0.017472128347800334,-0.004860357684828419,-0.00953073828157042,-0.013334942835858017,-1.0233035070444345,-0.997904041099546,-0.6191018753876474,-0.009074531145724778,0.030906872327021072,-0.7376885538585347
C_2024_0000831001,C,Citigroup,2025-02-21,2025-02-21,US500,success,,-0.03787667524423437,-0.010822432831374622,1.5481868682821337e-05,0.010304740373401578,0.25172532287949634,0.24761702061412558,0.22015290456282313,0.021619424014422538,0.012949449707068975,0.13110862131316045
C_2025_0000831001,C,Citigroup,2026-02-20,2026-02-20,US500,success,,-0.04383370300239029,-0.04015351097770371,-0.03120339689695282,-0.05776866923763126,0.32120593830192684,0.22639827265814066,0.5458904552122431,-0.017337860287057465,-0.0028675122649147507,0.20525417244978325
DAL_2023_0000027904,DAL,Delta Air Lines,2024-02-12,2024-02-12,US500,success,,0.005143643010023732,0.008045077921325479,0.013693134764634237,0.01928634593646095,-0.5051817580875867,-0.43526142137353674,-0.4300522588473022,-0.006046519316841092,0.0013809710451725757,-0.6135773790267403
DAL_2024_0000027904,DAL,Delta Air Lines,2025-02-11,2025-02-11,US500,success,,-0.035222549603938655,0.003214796722412705,-0.025974665243309478,-0.039334511834661766,-0.13476717815877148,0.02513594771546393,-0.0930028290836774,-0.020276272979808857,0.014237813068585582,-0.8092223084351948
DAL_2025_0000027904,DAL,Delta Air Lines,2026-02-11,2026-02-11,US500,success,,-0.037251268646703334,-0.037109634896474515,-0.019314023402457418,-0.07237233493747837,0.17895488065920237,-0.1857861772819917,-0.20303323314593894,0.08347156562528155,0.05272766234011415,-0.08872126878179407
DELL_2023_0001571996,DELL,Dell Technologies,2023-03-30,2023-03-30,US500,success,,0.00594712938781574,0.0026705891425572066,0.022316020432182115,0.0058287337175163614,0.5027408765144591,0.5614714925120508,0.17702077700932153,0.0021136851031215466,-0.0036786138019337493,0.2153706776416811
DELL_2024_0001571996,DELL,Dell Technologies,2024-03-25,2024-03-25,US500,success,,0.00509598794270256,0.022200293573769285,0.0013967171189958848,0.043335372796163334,1.2050747020276087,0.6550763193942649,0.8287656517778564,-0.09515241103343752,0.026513108421731338,1.9031984756515186
DELL_2025_0001571996,DELL,Dell Technologies,2025-03-25,2025-03-25,US500,success,,-0.025609378832458445,-0.014021840110760539,-0.006286360395931464,-0.026201062217750155,-0.8984148432544319,-0.5975246838661467,-0.5774763979525138,0.06253202628941734,0.006939674939911905,-0.6376183985828334
DIS_2023_0001744489,DIS,Walt Disney,2023-11-21,2023-11-21,US500,success,,0.0018416812882257562,0.0002908514937844317,0.005316482279640493,-0.020851522221616865,-1.2704874741898569,-1.2258805073579924,-0.5839899543647122,0.05575968860035613,0.02817125186185938,0.41019770381805515
DIS_2024_0001744489,DIS,Walt Disney,2024-11-14,2024-11-14,US500,success,,0.14520534678800057,0.1276931386660407,0.10050063307719653,0.1185998297289026,3.6536750462075895,2.1636582869727,1.3957215963234917,0.029782156552194582,0.017672749895630738,-0.5100179971239042
DIS_2025_0001744489,DIS,Walt Disney,2025-11-13,2025-11-13,US500,success,,-0.06470697968249557,-0.07963281306785108,-0.05680094825242879,-0.07855036564698183,2.812640269598651,1.7977797871906307,1.503705716735529,0.02463220766726846,0.023290240123777353,0.1814525115204266
ELV_2023_0001156039,ELV,Elevance Health,2024-02-21,2024-02-21,US500,success,,-0.008566596376103377,-0.004909181309258776,-0.013353363538669387,-0.01947076731787315,-1.0002975150211244,-1.0394953752662057,-0.7506537032572874,0.02315938021522056,0.017722606547874487,-0.9627544313310126
ELV_2024_0001156039,ELV,Elevance Health,2025-02-20,2025-02-20,US500,success,,0.019959846729395835,-0.004484930402372564,0.04570304636437705,0.03298170267783988,0.6243610266916862,0.7234661952123929,0.7684110232851289,-0.02119926378844701,-0.020419102236345365,0.40782686017871556
ELV_2025_0001156039,ELV,Elevance Health,2026-02-06,2026-02-06,US500,success,,-0.03971679059169314,-0.017923374482542772,-0.007682971420472182,0.04543331644858571,0.3200811524519787,0.015886066368320045,-0.10894822878214445,-0.06879486630749156,-0.013674928863087448,-0.09643485908289368
EPD_2023_0001061219,EPD,Enterprise Products Partners,2024-02-28,2024-02-28,US500,success,,-0.0008900321934662151,-0.007394078040317147,-0.0028246345872519024,0.011150854323809032,-1.2190323851333602,-1.1176327054376234,-0.3482159640204728,0.0363961898067042,-0.007880817436547225,0.04910541661884543
EPD_2024_0001061219,EPD,Enterprise Products Partners,2025-02-28,2025-02-28,US500,success,,0.022204258409068336,0.02645161564315586,0.006077264568676272,0.020418104732781304,0.5129720923162209,0.6329227129792186,0.70737300497772,0.011060689166766544,-0.006037963606078754,0.9824945656667476
EPD_2025_0001061219,EPD,Enterprise Products Partners,2026-02-27,2026-02-27,US500,success,,0.031549091103997805,0.02717379966731164,0.0358984506426167,0.05591992003024878,-0.25567028715241036,0.10612477731913475,0.09487427346843214,0.026655782293571288,-0.012313651860521722,-0.5124192926445916
ET_2023_0001276187,ET,Energy Transfer,2024-02-16,2024-02-16,US500,success,,0.03943964727333768,0.021601186629815805,0.017305916476759838,0.012289273684376139,0.9323800819226857,1.3045128952079925,0.7534729671182436,-0.023081605923519315,0.013092380524873493,-0.32468795120852145
ET_2024_0001276187,ET,Energy Transfer,2025-02-14,2025-02-14,US500,success,,0.021275469290154718,0.019916160459571168,0.0004891024453254084,-0.03936105828377259,-0.11784036157924786,0.14325714724966068,0.4112239819640549,-0.04207509737503562,-0.022245630108987897,0.7130674817939323
ET_2025_0001276187,ET,Energy Transfer,2026-02-19,2026-02-19,US500,success,,0.014898313265103076,0.0051724268645851204,0.0004494946111326366,-0.0054066411058233226,0.19299490158159976,0.22156994369644312,-0.16664649772211856,0.005083014824091651,0.0443475854952667,0.9976152450613405
