fortune_rank,company_name,official_x_handle,source_x_handle,source_x_url,account_role,account_index,tweet_id,created_at,text,tweet_url,reply_count,repost_count,like_count,quote_count,view_count_available,media_present,media_type,collected_at,collection_method,max_posts_cap,source_folder
11,Microsoft,@microsoft,@microsoft,https://x.com/microsoft,primary,1,2064392438010245159,Tue Jun 09 17:01:26 +0000 2026,"RT @BradSmi: It was great to sit down with former UK Prime Minister @RishiSunak to talk about the Mythos Moment, named for @AnthropicAI's l…",https://x.com/microsoft/status/2064392438010245159,0,39,0,0,true,false,,2026-06-12T14:20:07.060661+00:00,browser-based scroll-exhaustion collection of observable public posts,30,011_microsoft
11,Microsoft,@microsoft,@microsoft,https://x.com/microsoft,primary,1,2064384536847233241,Tue Jun 09 16:30:02 +0000 2026,"New findings in Nature Methods highlight how Project Ex Vivo is helping researchers uncover patterns in cell behavior that may lead to more personalized therapies for patients dealing with cancer. 

Microsoft researcher Lorin Crawford explains more: https://t.co/gyUk7EO3mT https://t.co/nldvUB9TQM",https://x.com/microsoft/status/2064384536847233241,28,28,124,1,true,false,,2026-06-12T14:20:07.060661+00:00,browser-based scroll-exhaustion collection of observable public posts,30,011_microsoft
11,Microsoft,@microsoft,@microsoft,https://x.com/microsoft,primary,1,2064363149403537784,Tue Jun 09 15:05:03 +0000 2026,"The race is just the part you see. Behind it, 2,000 people at @MercedesAMGF1 turn thousands of simulations into one car across the line — powered by Microsoft. https://t.co/kEoSbmXy2t https://t.co/wUbymQfvA5",https://x.com/microsoft/status/2064363149403537784,20,36,235,2,true,false,,2026-06-12T14:20:07.060661+00:00,browser-based scroll-exhaustion collection of observable public posts,30,011_microsoft
11,Microsoft,@microsoft,@microsoft,https://x.com/microsoft,primary,1,2064345557204975751,Tue Jun 09 13:55:09 +0000 2026,"It was great to sit down with former UK Prime Minister @RishiSunak to talk about the Mythos Moment, named for @AnthropicAI's latest model, and what it means for cybersecurity and AI policy. 

We discussed the real security challenges AI presents, and the responsibility policymakers have to help these tools better serve people. 

Hear the full conversation: https://t.co/6REnYtVjna @Microsoft",https://x.com/microsoft/status/2064345557204975751,31,39,160,2,true,false,,2026-06-12T14:20:07.060661+00:00,browser-based scroll-exhaustion collection of observable public posts,30,011_microsoft
11,Microsoft,@microsoft,@microsoft,https://x.com/microsoft,primary,1,2064053084918362491,Mon Jun 08 18:32:58 +0000 2026,RT @XBOX: WHAT A LINEUP | #XBOXShowcase https://t.co/mlIDJ11sX1,https://x.com/microsoft/status/2064053084918362491,0,6673,0,0,true,false,,2026-06-12T14:20:07.060661+00:00,browser-based scroll-exhaustion collection of observable public posts,30,011_microsoft
11,Microsoft,@microsoft,@microsoft,https://x.com/microsoft,primary,1,2063737243576226024,Sun Jun 07 21:37:55 +0000 2026,"No room, no margin, no second chances. @MercedesAMGF1 and Kimi take Monaco, and the work that won it started long before lights out. https://t.co/X5o0cHvYr3",https://x.com/microsoft/status/2063737243576226024,29,31,257,3,true,false,,2026-06-12T14:20:07.060661+00:00,browser-based scroll-exhaustion collection of observable public posts,30,011_microsoft
11,Microsoft,@microsoft,@microsoft,https://x.com/microsoft,primary,1,2063685218247291268,Sun Jun 07 18:11:12 +0000 2026,WHAT A LINEUP | #XBOXShowcase https://t.co/mlIDJ11sX1,https://x.com/microsoft/status/2063685218247291268,1717,6673,59167,1724,true,false,,2026-06-12T14:20:07.060661+00:00,browser-based scroll-exhaustion collection of observable public posts,30,011_microsoft
11,Microsoft,@microsoft,@microsoft,https://x.com/microsoft,primary,1,2063008730611122257,Fri Jun 05 21:23:04 +0000 2026,"Students from 40+ countries brought AI-powered ideas to life at @redbull Basement. 🌎 This year’s winner, Lifeline AI by USC graduate Darnell Adler, is a personal safety app that sends silent emergency alerts without unlocking a phone or saying a word. 

Congrats, Darnell — see you next year at @MSFTImagine.",https://x.com/microsoft/status/2063008730611122257,22,38,217,3,true,false,,2026-06-12T14:20:07.060661+00:00,browser-based scroll-exhaustion collection of observable public posts,30,011_microsoft
11,Microsoft,@microsoft,@microsoft,https://x.com/microsoft,primary,1,2063004928789053494,Fri Jun 05 21:07:58 +0000 2026,"RT @BradSmi: Our newest AI Diffusion Report is out, and I sat down with Juan M. Lavista Ferres on Tools and Weapons to dig into what the fi…",https://x.com/microsoft/status/2063004928789053494,0,10,0,0,true,false,,2026-06-12T14:20:07.060661+00:00,browser-based scroll-exhaustion collection of observable public posts,30,011_microsoft
11,Microsoft,@microsoft,@microsoft,https://x.com/microsoft,primary,1,2063000446592233895,Fri Jun 05 20:50:09 +0000 2026,"Our newest AI Diffusion Report is out, and I sat down with Juan M. Lavista Ferres on Tools and Weapons to dig into what the first few months of 2026 are telling us. For the first time, we're looking at AI usage county by county across the United States, and some of the findings may surprise you. Link in bio to watch the full episode. @Microsoft",https://x.com/microsoft/status/2063000446592233895,12,10,59,0,true,false,,2026-06-12T14:20:07.060661+00:00,browser-based scroll-exhaustion collection of observable public posts,30,011_microsoft
11,Microsoft,@microsoft,@microsoft,https://x.com/microsoft,primary,1,2062618462820937902,Thu Jun 04 19:32:17 +0000 2026,"A special #MSBuild crossover pod just dropped 👀

@SatyaNadella joined @swyx, @Saranormous, and @EladGil for a wide-ranging convo on AI, platforms, builders, and what comes next. Full episode: https://t.co/jfMD3od4Yy https://t.co/VHS2Qz4yT2",https://x.com/microsoft/status/2062618462820937902,15,35,211,1,true,false,,2026-06-12T14:20:07.060661+00:00,browser-based scroll-exhaustion collection of observable public posts,30,011_microsoft
11,Microsoft,@microsoft,@microsoft,https://x.com/microsoft,primary,1,2062613357719417283,Thu Jun 04 19:12:00 +0000 2026,"RT @nvidia: The agentic AI era is here.

From Taipei, Jensen Huang joined @satyanadella at #MSBuild to show how NVIDIA and @Microsoft are b…",https://x.com/microsoft/status/2062613357719417283,0,103,0,0,true,false,,2026-06-12T14:20:07.060661+00:00,browser-based scroll-exhaustion collection of observable public posts,30,011_microsoft
11,Microsoft,@microsoft,@microsoft,https://x.com/microsoft,primary,1,2062295853059174593,Wed Jun 03 22:10:21 +0000 2026,RT @MayoClinic: Mayo Clinic and @Microsoft are collaborating to develop a frontier AI model designed specifically for healthcare. The model…,https://x.com/microsoft/status/2062295853059174593,0,61,0,0,true,false,,2026-06-12T14:20:07.060661+00:00,browser-based scroll-exhaustion collection of observable public posts,30,011_microsoft
11,Microsoft,@microsoft,@microsoft,https://x.com/microsoft,primary,1,2062281913407357178,Wed Jun 03 21:14:58 +0000 2026,"RT @windowsdev: Powered by WinGet, Windows Developer Configurations enables you to quickly set up a distraction-free dev environment with V…",https://x.com/microsoft/status/2062281913407357178,0,47,0,0,true,false,,2026-06-12T14:20:07.060661+00:00,browser-based scroll-exhaustion collection of observable public posts,30,011_microsoft
11,Microsoft,@microsoft,@microsoft,https://x.com/microsoft,primary,1,2062275813073199147,Wed Jun 03 20:50:43 +0000 2026,RT @mustafasuleyman: So proud of the team today. Six months of super intense and outstanding work. I was honored to stand up and rep the wo…,https://x.com/microsoft/status/2062275813073199147,0,79,0,0,true,false,,2026-06-12T14:20:07.060661+00:00,browser-based scroll-exhaustion collection of observable public posts,30,011_microsoft
11,Microsoft,@microsoft,@microsoft,https://x.com/microsoft,primary,1,2062253941207761180,Wed Jun 03 19:23:49 +0000 2026,"So proud of the team today. Six months of super intense and outstanding work. I was honored to stand up and rep the work of the @MicrosoftAI lab at Build. Tons of technical detail we couldn't fit in the keynote, so we put it in a 109-page paper instead:
https://t.co/EufnIb6xUM",https://x.com/microsoft/status/2062253941207761180,39,79,900,8,true,false,,2026-06-12T14:20:07.060661+00:00,browser-based scroll-exhaustion collection of observable public posts,30,011_microsoft
11,Microsoft,@microsoft,@microsoft,https://x.com/microsoft,primary,1,2062237414530429356,Wed Jun 03 18:18:08 +0000 2026,RT @msdev: From yesterday’s #MicrosoftBuild keynote: a developer-optimized Windows 11 experience built to help you build and ship faster. h…,https://x.com/microsoft/status/2062237414530429356,0,37,0,0,true,false,,2026-06-12T14:20:07.060661+00:00,browser-based scroll-exhaustion collection of observable public posts,30,011_microsoft
