no,id,tweet_url,text,text_preprocessed,final_humor_binary,final_humor_source
307,1653824235846901769,https://x.com/Wendys/status/1653824235846901769,How are you doing? https://t.co/X1mGkQwZsh,how are you doing? <url>,0,coder2
308,1651965168270671872,https://x.com/Wendys/status/1651965168270671872,https://t.co/dyZwO11Voc,<url>,0,coder2
310,1650820225728741378,https://x.com/Wendys/status/1650820225728741378,Hey @Wendys..... what's happening on your fb,hey <mention>..... what's happening on your fb,1,coder2
311,1648417729508958215,https://x.com/Wendys/status/1648417729508958215,Where’s the beef?,where’s the beef?,1,coder2
312,1648372138863214613,https://x.com/Wendys/status/1648372138863214613,This is where the yellow boxes are 🟨,this is where the yellow boxes are 🟨,0,coder2
313,1648334094319882240,https://x.com/Wendys/status/1648334094319882240,"McDonald's announced they're changing their burgers.  
Big Macs &amp; other burgers are getting softer buns, meltier cheese, tastier onions, and Big Macs are getting more Big Mac sauce. 

The changes are rolling out slowly. What do you think of this? https://t.co/7NvFsRco8w","mcdonald's announced they're changing their burgers. big macs &amp; other burgers are getting softer buns, meltier cheese, tastier onions, and big macs are getting more big mac sauce. the changes are rolling out slowly. what do you think of this? <url>",1,coder2
314,1646139417172783117,https://x.com/Wendys/status/1646139417172783117,Play the full clip 😉,play the full clip 😉,0,coder1
315,1646136173037772800,https://x.com/Wendys/status/1646136173037772800,*clears throat* It’s #NationalRoastDay on TikTok https://t.co/YhNuzeZpuP,*clears throat* it’s nationalroastday on tiktok <url>,0,coder1
316,1646128960802111489,https://x.com/Wendys/status/1646128960802111489,thanks for the roast @Wendys https://t.co/CCFo2CXouL,thanks for the roast <mention> <url>,0,coder2
317,1644140500218179585,https://x.com/Wendys/status/1644140500218179585,"I’m a burger girl, in a burger world https://t.co/E5UsSIHwBE","i’m a burger girl, in a burger world <url>",1,coder1
319,1641560467918270465,https://x.com/Wendys/status/1641560467918270465,"Your hour starts now!

From now until 7 PM EDT get up to ❗️$30 off❗️ when you add a Biggie Bag to your Wendy's DoorDash order. DON'T FORGET: make sure your cart has at least a $12 subtotal before you apply the code. 

Promo code BIGGIE",your hour starts now! from now until 7 pm edt get up to ❗️$30 off❗️ when you add a biggie bag to your wendy's doordash order. don't forget: make sure your cart has at least a $12 subtotal before you apply the code. promo code biggie,0,coder1
321,1633912561732145156,https://x.com/Wendys/status/1633912561732145156,say hi before you keep scrolling pls,say hi before you keep scrolling pls,0,coder2
322,1626647347584286720,https://x.com/Wendys/status/1626647347584286720,That’s the perfect place for people that don’t like beef tbh,that’s the perfect place for people that don’t like beef tbh,1,coder1
323,1625171742267256839,https://x.com/Wendys/status/1625171742267256839,"Just kidding, found it. #Daytona500 #NASCAR","just kidding, found it. daytona500 nascar",1,coder2
324,1625171069064839168,https://x.com/Wendys/status/1625171069064839168,.@Wendys https://t.co/BJXFKYHQZo,.<mention> <url>,0,coder2
325,1625165317189009409,https://x.com/Wendys/status/1625165317189009409,Where's the beef?,where's the beef?,1,coder2
328,1623545691305046016,https://x.com/Wendys/status/1623545691305046016,A successful Trios Title defense means one thing.. an ELITE @Wendys feast. https://t.co/aA03WhTYrA,a successful trios title defense means one thing.. an elite <mention> feast. <url>,1,coder1
329,1620815679707582465,https://x.com/Wendys/status/1620815679707582465,https://t.co/GIrRuNlcDy,<url>,0,coder2
330,1620468613915504645,https://x.com/Wendys/status/1620468613915504645,"Put out garlic fries and didn’t even think about how it would make the vampires feel. My bad, y’all. That one’s on me.","put out garlic fries and didn’t even think about how it would make the vampires feel. my bad, y’all. that one’s on me.",1,coder2
331,1619013166251544577,https://x.com/Wendys/status/1619013166251544577,🧐 https://t.co/zfKntViVIe,🧐 <url>,0,coder2
332,1618685219955171328,https://x.com/Wendys/status/1618685219955171328,I'm back. https://t.co/uY7P5KEC18,i'm back. <url>,0,coder2
333,1616553921287278617,https://x.com/Wendys/status/1616553921287278617,“Death is simply another stage of life.” - Grand Elder Guru https://t.co/JfUz7Ilh69,“death is simply another stage of life.” - grand elder guru <url>,0,coder2
334,1616469866348683264,https://x.com/Wendys/status/1616469866348683264,"RT @TheJoker621: My coworker got me breakfast 😎
@Wendys https://t.co/DOT0WiIr0z",rt <mention>: my coworker got me breakfast 😎 <mention> <url>,0,coder2
335,1616440426835369984,https://x.com/Wendys/status/1616440426835369984,"My coworker got me breakfast 😎
@Wendys https://t.co/DOT0WiIr0z",my coworker got me breakfast 😎 <mention> <url>,0,coder2
337,1615817267605901313,https://x.com/Wendys/status/1615817267605901313,It souled out. https://t.co/M7gRH2Tfmv,it souled out. <url>,0,coder2
338,1606445952969150464,https://x.com/Wendys/status/1606445952969150464,Anyone seen this yet?,anyone seen this yet?,0,coder2
339,1605335737368342528,https://x.com/Wendys/status/1605335737368342528,"Want to know the secret behind my voice? Warming up with @wendys Holiday Peppermint Frosty. It is literally INSANE, so good guys. Go out and get one and let me know how much you love it #ad https://t.co/BFFtbYe5ln","want to know the secret behind my voice? warming up with <mention> holiday peppermint frosty. it is literally insane, so good guys. go out and get one and let me know how much you love it ad <url>",1,coder1
341,1604921931530207236,https://x.com/Wendys/status/1604921931530207236,"RT @youngbucks: Dave’s Double, No Cheese.","rt <mention>: dave’s double, no cheese.",0,coder2
342,1604919683584401410,https://x.com/Wendys/status/1604919683584401410,"Dave’s Double, No Cheese.","dave’s double, no cheese.",1,coder1
343,1604918638804598784,https://x.com/Wendys/status/1604918638804598784,@youngbucks @AEW @BranCutler @Minimates @KennyOmegamanX @IsiahKassidy @GarciaWrestling @PAvalon 👀👀👀👀👀👀 https://t.co/TU917wcGV2,<mention> <mention> <mention> <mention> <mention> <mention> <mention> <mention> 👀👀👀👀👀👀 <url>,0,coder2
344,1604865566057144320,https://x.com/Wendys/status/1604865566057144320,"Since the job seems open, should I step up as the head of Twitter? I will abide by this poll.","since the job seems open, should i step up as the head of twitter? i will abide by this poll.",1,coder1
345,1602425619618332673,https://x.com/Wendys/status/1602425619618332673,Love it when a USC Trojan gets what’s rightfully theirs. cc:@ReggieBush https://t.co/rrT0EuFiyt,love it when a usc trojan gets what’s rightfully theirs. cc:<mention> <url>,1,coder1
346,1599873034529042432,https://x.com/Wendys/status/1599873034529042432,https://t.co/kP4yInqjEm,<url>,0,coder2
348,1598721162506215424,https://x.com/Wendys/status/1598721162506215424,https://t.co/pENxCGoER5,<url>,0,coder2
349,1598469601288982528,https://x.com/Wendys/status/1598469601288982528,Jim Cramer says he likes these 3 best-of-breed restaurant stocks https://t.co/wTyUzClLrx,jim cramer says he likes these 3 best-of-breed restaurant stocks <url>,1,coder1
350,1596245866121416704,https://x.com/Wendys/status/1596245866121416704,No one lost. THEREFORE EVERYONE WINS. Free fries with purchase in the Wendy’s app. https://t.co/Wf19A9jLy2,no one lost. therefore everyone wins. free fries with purchase in the wendy’s app. <url>,1,coder2
351,1596229186192302080,https://x.com/Wendys/status/1596229186192302080,"Right proper match, innit? @wendysuk","right proper match, innit? <mention>",1,coder1
352,1596217383001108480,https://x.com/Wendys/status/1596217383001108480,USA! USA! USA! Let’s get these fries,usa! usa! usa! let’s get these fries,1,coder1
354,1592632537486340097,https://x.com/Wendys/status/1592632537486340097,Hey this new one is Peppermint https://t.co/uKFvPSP35a,hey this new one is peppermint <url>,0,coder1
355,1586797319466295296,https://x.com/Wendys/status/1586797319466295296,But for real. Get some free nuggets.,but for real. get some free nuggets.,0,coder1
359,1585376361237340160,https://x.com/Wendys/status/1585376361237340160,Secure the city. Secure the bag. Come hang while we stream Gotham Knights. 🦇 https://t.co/ppA1jjEaki,secure the city. secure the bag. come hang while we stream gotham knights. 🦇 <url>,1,coder1
360,1582484431620567040,https://x.com/Wendys/status/1582484431620567040,You afraid of ghosts? Come hang while we stream Ghostbusters! Thanks. 👻https://t.co/P0GZ7DZXWO,you afraid of ghosts? come hang while we stream ghostbusters! thanks. 👻<url>,1,coder1
361,1581745509441556482,https://x.com/Wendys/status/1581745509441556482,https://t.co/W8EugGOUMD,<url>,0,coder2
364,1581410264339009536,https://x.com/Wendys/status/1581410264339009536,"I had about 6 French Toast Sticks and I’d do it again. BGs, start your day with @wendys new #FrenchToastSticks #BravoCon #ad https://t.co/jXUuOFStao","i had about 6 french toast sticks and i’d do it again. bgs, start your day with <mention> new frenchtoaststicks bravocon ad <url>",1,coder2
366,1580580422408622081,https://x.com/Wendys/status/1580580422408622081,"Who’s a TRUE Reggaeton OG? No need to guess, he is here at #PandoraLIVE El Pulso! Join us by RSVP at https://t.co/bcSKvW6MqW for the show at 8:50pm ET tonight at https://t.co/0qvXb4uABp @pandora","who’s a true reggaeton og? no need to guess, he is here at pandoralive el pulso! join us by rsvp at <url> for the show at 8:50pm et tonight at <url> <mention>",1,coder1
367,1578434005996695553,https://x.com/Wendys/status/1578434005996695553,"Purple and covered in nerds, just like @Twitch #TwitchCon2022 https://t.co/xZYQpzthC6","purple and covered in nerds, just like <mention> twitchcon2022 <url>",1,coder2
368,1577345554614566913,https://x.com/Wendys/status/1577345554614566913,Got tired of chasing trends. Please have a cheeseburger for lunch,got tired of chasing trends. please have a cheeseburger for lunch,1,coder2
369,1577337977071706113,https://x.com/Wendys/status/1577337977071706113,Low vibration angel numbers astrology overwatch 2 house of the dragon sir this is a wendy’s Mario movie spooky season breath of the wild 2 soup-core Minecraft streaming Fortnite anime vibes aesthetic gen z Elden ring corn,low vibration angel numbers astrology overwatch 2 house of the dragon sir this is a wendy’s mario movie spooky season breath of the wild 2 soup-core minecraft streaming fortnite anime vibes aesthetic gen z elden ring corn,1,coder2
370,1574773606520848384,https://x.com/Wendys/status/1574773606520848384,*Dolphin noises* https://t.co/AWi27iAoSa,*dolphin noises* <url>,0,coder2
371,1574473925165449216,https://x.com/Wendys/status/1574473925165449216,Sci-fi is when you have this Wendy; fantasy is when you have that Wendy https://t.co/NwLaLK2Cs3,sci-fi is when you have this wendy; fantasy is when you have that wendy <url>,1,coder1
372,1573323893967822851,https://x.com/Wendys/status/1573323893967822851,He was just excited. https://t.co/BpyGBb6pIS,he was just excited. <url>,1,coder1
373,1572656302614085632,https://x.com/Wendys/status/1572656302614085632,Walking outside after they say the ice cream machine’s broke https://t.co/fEK83Gk9rr,walking outside after they say the ice cream machine’s broke <url>,1,coder2
374,1570426440428187650,https://x.com/Wendys/status/1570426440428187650,You shouldn’t have said anything … https://t.co/iRUrFOCaNs,you shouldn’t have said anything … <url>,1,coder1
375,1570174502453084160,https://x.com/Wendys/status/1570174502453084160,https://t.co/mZzgtv9uEi,<url>,0,coder2
376,1569796617984741378,https://x.com/Wendys/status/1569796617984741378,We’re back on Twitch playing Cooking Mama to see if our new French Toast Sticks live up to mama’s standards. Come find out https://t.co/P0GZ7DIn5g https://t.co/p9o9SwgxUc,we’re back on twitch playing cooking mama to see if our new french toast sticks live up to mama’s standards. come find out <url> <url>,0,coder1
377,1567614811046920193,https://x.com/Wendys/status/1567614811046920193,"Aw geez, the Rick and Morty merch is limited edition?? Better order a Rick and Morty combo through the @ubereats app to win some before it’s gone.","aw geez, the rick and morty merch is limited edition?? better order a rick and morty combo through the <mention> app to win some before it’s gone.",1,coder1
379,1562870837283135495,https://x.com/Wendys/status/1562870837283135495,She's still his favorite mom. https://t.co/8Ip4FPIdwI,she's still his favorite mom. <url>,1,coder1
380,1562500966313627649,https://x.com/Wendys/status/1562500966313627649,"It’s always true crime this true crime that, but the real true crime is that there’s no gallon sized cup with a curly straw for strawberry lemonade 😩","it’s always true crime this true crime that, but the real true crime is that there’s no gallon sized cup with a curly straw for strawberry lemonade 😩",0,coder2
381,1560446512961830912,https://x.com/Wendys/status/1560446512961830912,Me tomorrow morning https://t.co/tbRMnHer3z,me tomorrow morning <url>,0,coder2
382,1560334081308647425,https://x.com/Wendys/status/1560334081308647425,"Q: What’s going on in Wendy’s?
A: New French Toast Sticks https://t.co/3i6O1Lnhwi",q: what’s going on in wendy’s? a: new french toast sticks <url>,0,coder2
383,1559912735525183488,https://x.com/Wendys/status/1559912735525183488,Are you telling me the French Toasted this stick?,are you telling me the french toasted this stick?,1,coder1
384,1559639856925626369,https://x.com/Wendys/status/1559639856925626369,"Whoa, chill. No one said anything about compliments. Just trying to tell you we have new French Toast Sticks. Are you guys new here? https://t.co/EEXGiyMieO","whoa, chill. no one said anything about compliments. just trying to tell you we have new french toast sticks. are you guys new here? <url>",1,coder1
385,1559627059491704832,https://x.com/Wendys/status/1559627059491704832,"You know what rhymes with Roast? 
Toast. Let’s do a whole Toast Day thing. Might be fun.",you know what rhymes with roast? toast. let’s do a whole toast day thing. might be fun.,1,coder2
387,1555198547494051842,https://x.com/Wendys/status/1555198547494051842,"@facelessfreebie Whoops! My b, bestie. Messed up your handle. Hope that proposal still stands.","<mention> whoops! my b, bestie. messed up your handle. hope that proposal still stands.",1,coder2
388,1555192002639175681,https://x.com/Wendys/status/1555192002639175681,@MichaelaBarger7 we only have fries for you (and millions of others) #ChooseHotAndCrispy https://t.co/g2AUqoXZYG,<mention> we only have fries for you (and millions of others) choosehotandcrispy <url>,1,coder2
389,1555191997006286852,https://x.com/Wendys/status/1555191997006286852,@FaceleeFreebie I do… not plan on wearing chains #ChooseHotAndCrispy https://t.co/X0Byoml3pt,<mention> i do… not plan on wearing chains choosehotandcrispy <url>,1,coder2
390,1555191981285974016,https://x.com/Wendys/status/1555191981285974016,@HustleBunnee can we get an amen up in here? #ChooseHotAndCrispy https://t.co/mtlz7F1bty,<mention> can we get an amen up in here? choosehotandcrispy <url>,1,coder2
392,1555191970682867712,https://x.com/Wendys/status/1555191970682867712,"@ChaosYT_ call us mrs. steal ur anime boi, @BurgerKing  #ChooseHotAndCrispy https://t.co/uEfjlwXbV2","<mention> call us mrs. steal ur anime boi, <mention> choosehotandcrispy <url>",1,coder1
393,1555191966182301697,https://x.com/Wendys/status/1555191966182301697,"@Haley23096395 finally, someone without condiment issues #ChooseHotAndCrispy https://t.co/XBOBxYrPsn","<mention> finally, someone without condiment issues choosehotandcrispy <url>",0,coder2
395,1554830029871230979,https://x.com/Wendys/status/1554830029871230979,"If you love us so much, put a 💍 on it baybeee 

Tweet us your fry proposal with #ChooseHotAndCrispy for a chance at FREE FRIES for one year. https://t.co/roTbEnTrOY","if you love us so much, put a 💍 on it baybeee tweet us your fry proposal with choosehotandcrispy for a chance at free fries for one year. <url>",1,coder1
396,1552389305695453184,https://x.com/Wendys/status/1552389305695453184,It’s always BeReal this and BeReal that when it would BeReal nice if you called your mother,it’s always bereal this and bereal that when it would bereal nice if you called your mother,1,coder1
397,1551575748741324801,https://x.com/Wendys/status/1551575748741324801,"Free medium fry with any Frosty. Name a better duo, we’ll wait.","free medium fry with any frosty. name a better duo, we’ll wait.",1,coder1
398,1550536004293074949,https://x.com/Wendys/status/1550536004293074949,RT @sad_dad_time: babe wake up wendy’s is talking to emo bands again,rt <mention>: babe wake up wendy’s is talking to emo bands again,1,coder2
399,1550527908137025536,https://x.com/Wendys/status/1550527908137025536,babe wake up wendy’s is talking to emo bands again,babe wake up wendy’s is talking to emo bands again,1,coder1
401,1549785096974209024,https://x.com/Wendys/status/1549785096974209024,https://t.co/iTACbFhf5B,<url>,0,coder2
402,1549774834535645196,https://x.com/Wendys/status/1549774834535645196,https://t.co/hFkP7ZtIMm,<url>,0,coder2
404,1549035671314366464,https://x.com/Wendys/status/1549035671314366464,RT @AltPress: what if we…. kissed outside the emo wendys? @Wendys https://t.co/8Mwko14vwZ,rt <mention>: what if we…. kissed outside the emo wendys? <mention> <url>,0,coder2
405,1548667210620600321,https://x.com/Wendys/status/1548667210620600321,what if we…. kissed outside the emo wendys? @Wendys https://t.co/8Mwko14vwZ,what if we…. kissed outside the emo wendys? <mention> <url>,0,coder2
406,1546922193661181953,https://x.com/Wendys/status/1546922193661181953,When i text you “🗣” know that sir this is a Wendy’s,when i text you “🗣” know that sir this is a wendy’s,1,coder2
407,1546869599492243457,https://x.com/Wendys/status/1546869599492243457,"If your egg wants to go jellyfishing, you picked the wrong breakfast. https://t.co/FZHhrnjNIh","if your egg wants to go jellyfishing, you picked the wrong breakfast. <url>",1,coder2
408,1545154011778748419,https://x.com/Wendys/status/1545154011778748419,sneak a Frosty in your purse https://t.co/piZUzsFJBo,sneak a frosty in your purse <url>,1,coder1
409,1541483384542842883,https://x.com/Wendys/status/1541483384542842883,They’re a 10 but they say they’re lovin’ it 🧐,they’re a 10 but they say they’re lovin’ it 🧐,1,coder1
411,1537586561033744384,https://x.com/Wendys/status/1537586561033744384,https://t.co/6YIJpwJgV2,<url>,0,coder2
412,1537503288240881665,https://x.com/Wendys/status/1537503288240881665,IT’S STRAWBERRY FROSTY TIME. https://t.co/86ir3U0trr,it’s strawberry frosty time. <url>,0,coder1
414,1536788752739205121,https://x.com/Wendys/status/1536788752739205121,This is the first Strawberry Frosty Moon in 4.53 billion years! This won’t happen again until the heat death of the universe 🤯🤯🤯 @NASA @neiltyson,this is the first strawberry frosty moon in 4.53 billion years! this won’t happen again until the heat death of the universe 🤯🤯🤯 <mention> <mention>,1,coder1
415,1535310096577732608,https://x.com/Wendys/status/1535310096577732608,Who’s had the Strawberry Frosty?,who’s had the strawberry frosty?,0,coder1
417,1533917869230243847,https://x.com/Wendys/status/1533917869230243847,Hey. https://t.co/fW8RyRzuxb,hey. <url>,0,coder2
418,1522284287239897092,https://x.com/Wendys/status/1522284287239897092,"Shout out to all the zero like ratio tweets out there just existing, living the life they want instead of the one they were told to.","shout out to all the zero like ratio tweets out there just existing, living the life they want instead of the one they were told to.",1,coder2
421,1514667895497887748,https://x.com/Wendys/status/1514667895497887748,"Dropped a Spicy Nugget under the front seat one time, but it’s gone now. Not because someone (not me) got out of the car and got down there and found it and ate it…because that definitely didn’t totally happen.","dropped a spicy nugget under the front seat one time, but it’s gone now. not because someone (not me) got out of the car and got down there and found it and ate it…because that definitely didn’t totally happen.",1,coder2
422,1513983410930335753,https://x.com/Wendys/status/1513983410930335753,"Well, no one else was using the drive thru. 🤷‍♀️","well, no one else was using the drive thru. 🤷‍♀️",1,coder1
423,1511766482291765248,https://x.com/Wendys/status/1511766482291765248,When they say “let’s split some nuggs” but they actually mean “do you wanna speed eat in silence as we each try to get the most”.,when they say “let’s split some nuggs” but they actually mean “do you wanna speed eat in silence as we each try to get the most”.,1,coder2
424,1511410018083647489,https://x.com/Wendys/status/1511410018083647489,That tomatonator is sounding good for lunch,that tomatonator is sounding good for lunch,1,coder1
425,1511409448329351168,https://x.com/Wendys/status/1511409448329351168,"Yo, shout-out to @Wendys for giving me the best tomato I’ve ever seen. https://t.co/FRLApQsEBJ","yo, shout-out to <mention> for giving me the best tomato i’ve ever seen. <url>",0,coder2
429,1510996113079296010,https://x.com/Wendys/status/1510996113079296010,"Oh it’s on! @Wendys and @Skittles faced fierce competition, but now it’s time to decide once and for all who the best brand on Twitter is. And it’s all up to you.

Who should win #BestOfTweets Brand Bracket ‘22?

🍟 @Wendys
VS
🌈 @Skittles

Vote now!","oh it’s on! <mention> and <mention> faced fierce competition, but now it’s time to decide once and for all who the best brand on twitter is. and it’s all up to you. who should win bestoftweets brand bracket ‘22? 🍟 <mention> vs 🌈 <mention> vote now!",1,coder2
432,1510643384419037186,https://x.com/Wendys/status/1510643384419037186,STIUCSIB KCAB ERA STIUCSIB KCUB,stiucsib kcab era stiucsib kcub,0,coder2
433,1509595960548204557,https://x.com/Wendys/status/1509595960548204557,"RT @TwitterMktg: The  #BestOfTweets Brand Bracket Semifinals are here.

In this round, Conversation Starters and Iconic Mascots collide. Bu…","rt <mention>: the bestoftweets brand bracket semifinals are here. in this round, conversation starters and iconic mascots collide. bu…",0,coder2
434,1509591862335655943,https://x.com/Wendys/status/1509591862335655943,"The  #BestOfTweets Brand Bracket Semifinals are here.

In this round, Conversation Starters and Iconic Mascots collide. But you pick who will advance to the finals. 

✈️ @Delta’s travel tips
VS
🍟 @Wendys infamous spice

Vote now!","the bestoftweets brand bracket semifinals are here. in this round, conversation starters and iconic mascots collide. but you pick who will advance to the finals. ✈️ <mention>’s travel tips vs 🍟 <mention> infamous spice vote now!",1,coder2
435,1509185783776878598,https://x.com/Wendys/status/1509185783776878598,Ready Player Bun https://t.co/0F6ynAtppa,ready player bun <url>,0,coder2
436,1508870042414424071,https://x.com/Wendys/status/1508870042414424071,"RT @TwitterMktg: Quarterfinals of the #BestOfTweets Brand Bracket is a matter of taste.

Whose Tweets satisfy your appetite? 

🍉 @SourPatch…",rt <mention>: quarterfinals of the bestoftweets brand bracket is a matter of taste. whose tweets satisfy your appetite? 🍉 <mention>…,0,coder2
437,1508851162983723016,https://x.com/Wendys/status/1508851162983723016,"Quarterfinals of the #BestOfTweets Brand Bracket is a matter of taste.

Whose Tweets satisfy your appetite? 

🍉 @SourPatchKids’ sweet mischief
VS
🍟 @Wendys infamous spice

Vote now!",quarterfinals of the bestoftweets brand bracket is a matter of taste. whose tweets satisfy your appetite? 🍉 <mention>’ sweet mischief vs 🍟 <mention> infamous spice vote now!,0,coder2
438,1508469601495138308,https://x.com/Wendys/status/1508469601495138308,https://t.co/14lbopsZSJ,<url>,0,coder2
439,1507071241999560707,https://x.com/Wendys/status/1507071241999560707,"After reviewing the play, we see a good clean block.","after reviewing the play, we see a good clean block.",0,coder2
441,1506347581982613504,https://x.com/Wendys/status/1506347581982613504,Update: they added goats to Fortnite,update: they added goats to fortnite,0,coder2
442,1505869975839559681,https://x.com/Wendys/status/1505869975839559681,Hey @Wendys really like your new skin in Fortnite Season 2 https://t.co/zJvGQRQChl,hey <mention> really like your new skin in fortnite season 2 <url>,0,coder2
445,1504835309258817538,https://x.com/Wendys/status/1504835309258817538,"Rounding out the first week of #BestOfTweets Brand Bracket.

On deck: top hats and hot takes. 
🥜 @MrPeanut’s nonstop nuttiness
VS
🍟 @Wendys infamous spice

Vote now!",rounding out the first week of bestoftweets brand bracket. on deck: top hats and hot takes. 🥜 <mention>’s nonstop nuttiness vs 🍟 <mention> infamous spice vote now!,1,coder2
446,1503793289081851912,https://x.com/Wendys/status/1503793289081851912,Let's get moderately schwifty then hit up Morty's Mayhem at Resorts World for the good brekky.,let's get moderately schwifty then hit up morty's mayhem at resorts world for the good brekky.,1,coder2
447,1503780715489423360,https://x.com/Wendys/status/1503780715489423360,Hoops and @wendys Breakfast go hand in hand and there’s only one place to get them together - VEGAS baby! #ad https://t.co/Cj5g1diqBR,hoops and <mention> breakfast go hand in hand and there’s only one place to get them together - vegas baby! ad <url>,1,coder1
448,1503438625672937479,https://x.com/Wendys/status/1503438625672937479,"RT @Wendys: Wendy’s Pick ‘Em is BACK, baby! 

Hit the ❤️, and we’ll hit you up when it’s time to make your picks for EVERY round of March M…","rt <mention>: wendy’s pick ‘em is back, baby! hit the ❤️, and we’ll hit you up when it’s time to make your picks for every round of march m…",1,coder2
449,1500883144530092034,https://x.com/Wendys/status/1500883144530092034,"What if I told ya the classic ✨Dave’s Single ✨ was just $1 in the app? Welp, this is me telling you.","what if i told ya the classic ✨dave’s single ✨ was just $1 in the app? welp, this is me telling you.",1,coder1
450,1498659324910047233,https://x.com/Wendys/status/1498659324910047233,"Crispy, chicken &amp; habanero hot honey on a fluffy biscuit - Wendy’s NEW Hot Honey Chicken. How’s that for a “good morning”?","crispy, chicken &amp; habanero hot honey on a fluffy biscuit - wendy’s new hot honey chicken. how’s that for a “good morning”?",1,coder1
451,1498426568946892801,https://x.com/Wendys/status/1498426568946892801,"Wendy’s Pick ‘Em is BACK, baby! 

Hit the ❤️, and we’ll hit you up when it’s time to make your picks for EVERY round of March Madness. 

Winning picks win sweet deals, so Choose Wisely #ForTheWendys https://t.co/7l8jasWATw","wendy’s pick ‘em is back, baby! hit the ❤️, and we’ll hit you up when it’s time to make your picks for every round of march madness. winning picks win sweet deals, so choose wisely forthewendys <url>",0,coder1
452,1494385125680893961,https://x.com/Wendys/status/1494385125680893961,Lil ✨sweet✨. Lil 🔥spicy🔥. Wendy’s NEW Hot Honey Chicken Sandwich really can do it all.,lil ✨sweet✨. lil 🔥spicy🔥. wendy’s new hot honey chicken sandwich really can do it all.,1,coder2
453,1493720865254428676,https://x.com/Wendys/status/1493720865254428676,"Come hang with the cool kids while we watch @eNASCARCocaCola Series opener of the @iRacing Series at Daytona tonight! Starts at 9pm EST on Twitch. I’m cheering for @Dr_Bob41 in that Wendy’s car. 🏎 

https://t.co/uEukJGdbM6",come hang with the cool kids while we watch <mention> series opener of the <mention> series at daytona tonight! starts at 9pm est on twitch. i’m cheering for <mention> in that wendy’s car. 🏎 <url>,1,coder1
454,1491535958713458690,https://x.com/Wendys/status/1491535958713458690,"hi, i'm johnny knoxville and...

Sir, this is a Wendy's.","hi, i'm johnny knoxville and... sir, this is a wendy's.",1,coder1
455,1491487068584824843,https://x.com/Wendys/status/1491487068584824843,Soggy fries where? I don’t have any.,soggy fries where? i don’t have any.,1,coder1
458,1486700523201839104,https://x.com/Wendys/status/1486700523201839104,"Whatever wakes ya up, drink it ✨free✨ from a Wendy’s cup. Free drink with any breakfast sandwich.","whatever wakes ya up, drink it ✨free✨ from a wendy’s cup. free drink with any breakfast sandwich.",1,coder1
459,1485407829506904069,https://x.com/Wendys/status/1485407829506904069,Tune in for the cool and crispy moves on the Knuckle Huck while crushing some of those hot and crispy Official Fries of X Games Aspen. (That’s our fries),tune in for the cool and crispy moves on the knuckle huck while crushing some of those hot and crispy official fries of x games aspen. (that’s our fries),1,coder1
461,1483861582073548809,https://x.com/Wendys/status/1483861582073548809,From our lawyers: Not based on actual data. “Coca-Cola” is a registered trademark of The Coca-Cola Company.,from our lawyers: not based on actual data. “coca-cola” is a registered trademark of the coca-cola company.,1,coder2
462,1483829962012569606,https://x.com/Wendys/status/1483829962012569606,Top free drink in your state according to our psychic. https://t.co/zWigqhWQDc,top free drink in your state according to our psychic. <url>,1,coder2
464,1481395692220395527,https://x.com/Wendys/status/1481395692220395527,I heard when they breed the dogs to have faces like that it's really bad for the animal. #NationalRoastDay,i heard when they breed the dogs to have faces like that it's really bad for the animal. nationalroastday,1,coder1
466,1481342770623225856,https://x.com/Wendys/status/1481342770623225856,"New stuff sounds like my little brother trying to cuss for the first time.
#NationalRoastDay",new stuff sounds like my little brother trying to cuss for the first time. nationalroastday,1,coder1
468,1481341396430766085,https://x.com/Wendys/status/1481341396430766085,"Everyone good? Feeling great? 
Still many hours left in the day, but take a quick lunch break because we’re trying to push this free medium fries with purchase thing in the app and I want to keep my job.","everyone good? feeling great? still many hours left in the day, but take a quick lunch break because we’re trying to push this free medium fries with purchase thing in the app and i want to keep my job.",1,coder1
469,1481306650132848645,https://x.com/Wendys/status/1481306650132848645,"For something that pretends to be a sport, your ""athletes"" sure suck at rounding bases.
#NationalRoastDay","for something that pretends to be a sport, your ""athletes"" sure suck at rounding bases. nationalroastday",1,coder1
470,1481299289582231566,https://x.com/Wendys/status/1481299289582231566,"Dang, your hair didn't even show up to your birthday party. #NationalRoastDay","dang, your hair didn't even show up to your birthday party. nationalroastday",1,coder1
471,1481299190139473924,https://x.com/Wendys/status/1481299190139473924,@Wendys Roast me https://t.co/wjiBaHP4Sb,<mention> roast me <url>,0,coder2
472,1481295012646334468,https://x.com/Wendys/status/1481295012646334468,"It’s #NationalRoastDay™ 
Drop the “roast me” below 👇

Oh, and don’t forget to get free medium fries with purchase, in the app.
Gotta do something with all this salt.","it’s nationalroastday™ drop the “roast me” below 👇 oh, and don’t forget to get free medium fries with purchase, in the app. gotta do something with all this salt.",1,coder1
473,1480986154765885443,https://x.com/Wendys/status/1480986154765885443,"There’s still one more holiday that’s just around the corner, and I know exactly what you’re getting 🔥🔥🔥

See ya tomorrow for National Roast Day 😉","there’s still one more holiday that’s just around the corner, and i know exactly what you’re getting 🔥🔥🔥 see ya tomorrow for national roast day 😉",0,coder1
