id,year_quarter,quarter_total_posts,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,created_year,created_month,created_hour,text_length,hashtag_count,mention_count,log1p_engagement_total,log1p_engagement_favorite_retweet,log1p_favorite_count,log1p_retweet_count,log1p_reply_count,log1p_quote_count,log1p_bookmark_count
2041187810728727004,2026-Q2,59,0.15517241,0.024078476825208105,0.44827586,0.20095124665873962,2026,4,16,222,0,0,3.951244,3.806662,3.7612,1.098612,1.94591,0.693147,0.0
2041187699764163013,2026-Q2,59,0.15517241,0.024078476825208105,0.43103448,0.1857907229488704,2026,4,16,140,0,0,5.298317,5.117994,5.030438,2.70805,3.401197,1.098612,1.098612
2040186917312979266,2026-Q2,59,0.15517241,0.024078476825208105,0.43103448,0.1857907229488704,2026,4,21,179,0,0,4.820282,4.615121,4.543295,2.079442,2.772589,0.0,2.197225
2040186893468393651,2026-Q2,59,0.13793103,0.019024969036860902,0.44827586,0.20095124665873962,2026,4,21,48,0,0,5.332719,5.204007,5.187386,1.386294,3.178054,0.0,1.098612
2040186889131479302,2026-Q2,59,0.15517241,0.024078476825208105,0.44827586,0.20095124665873962,2026,4,21,42,0,0,4.804021,4.736198,4.718499,1.098612,1.791759,0.0,1.386294
2040186885704683992,2026-Q2,59,0.15517241,0.024078476825208105,0.44827586,0.20095124665873962,2026,4,21,63,1,0,5.808142,5.602119,5.56452,2.397895,3.73767,0.0,3.091042
2039915068729541060,2026-Q2,59,0.15517241,0.024078476825208105,0.44827586,0.20095124665873962,2026,4,3,318,0,0,3.931826,3.583519,3.583519,0.0,2.197225,0.0,2.079442
2039900754387869992,2026-Q2,59,0.15517241,0.024078476825208105,0.44827586,0.20095124665873962,2026,4,3,172,0,0,5.537334,5.389072,5.288267,3.091042,3.218876,1.098612,2.302585
2039789214120996993,2026-Q2,59,0.15517241,0.024078476825208105,0.43103448,0.1857907229488704,2026,4,19,184,0,0,4.553877,4.382027,4.330733,1.609438,2.639057,0.693147,0.693147
2039714223337463977,2026-Q2,59,0.15517241,0.024078476825208105,0.44827586,0.20095124665873962,2026,4,14,5,0,0,5.231109,4.770685,4.624973,2.833213,3.828641,3.091042,1.386294
2039714041212358979,2026-Q2,59,0.15517241,0.024078476825208105,0.44827586,0.20095124665873962,2026,4,14,5,0,0,4.418841,4.060443,3.970292,1.791759,2.639057,2.302585,1.386294
2039713760378487274,2026-Q2,59,0.15517241,0.024078476825208105,0.44827586,0.20095124665873962,2026,4,14,169,0,0,6.776507,6.398595,6.338594,3.583519,5.153292,3.218876,4.394449
2038738065678811271,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,3,22,5,0,0,4.356709,4.077537,3.988984,1.791759,2.890372,1.098612,0.0
2038737809075565002,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,3,21,5,0,0,3.871201,3.555348,3.465736,1.386294,2.564949,0.693147,0.0
2038737532473803096,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,3,21,5,0,0,3.663562,3.218876,3.044522,1.609438,2.302585,1.609438,0.693147
2038737391863869923,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,3,21,5,0,0,4.043051,3.583519,3.465736,1.609438,2.944439,1.386294,0.0
2038736376653554124,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,3,21,278,0,0,7.138867,6.740519,6.670766,4.060443,5.631212,3.526361,4.644391
2037346325923278851,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,3,1,52,0,1,6.996681,6.916715,6.853299,4.143135,4.158883,1.94591,2.772589
2037342589230408021,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,3,1,89,0,0,8.016978,7.928406,7.753624,6.100319,4.330733,4.465908,4.574711
2036210859299455486,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,3,22,66,0,0,9.579072,9.50398,9.404426,7.148346,5.42495,4.969813,6.519147
2035444365800214846,2026-Q1,46,0.13333333,0.0177777768888889,0.22222222,0.0493827150617284,2026,3,19,88,0,0,7.140453,7.090077,7.019297,4.418841,3.332205,2.302585,3.295837
2035438297070096829,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,3,19,39,0,0,6.230481,6.171701,6.079933,3.7612,2.302585,1.386294,2.890372
2035415108646490534,2026-Q1,46,0.11111111,0.0123456787654321,0.24444444,0.059753084246913606,2026,3,17,88,0,0,7.643004,7.604396,7.493317,5.356586,3.401197,2.639057,3.637586
2035414922763350398,2026-Q1,46,0.13333333,0.0177777768888889,0.22222222,0.0493827150617284,2026,3,17,103,0,0,3.713572,3.663562,3.610918,1.098612,1.098612,0.0,0.0
2035411565797634404,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,3,17,78,1,0,9.048527,8.973225,8.789203,7.190676,4.454347,5.337538,5.786897
2035213787020575096,2026-Q1,46,0.13333333,0.0177777768888889,0.22222222,0.0493827150617284,2026,3,4,52,0,0,5.209486,5.147494,5.01728,3.091042,1.098612,1.098612,2.079442
2035089780396953839,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,3,20,74,0,1,4.584967,4.477337,4.406719,1.94591,2.197225,0.0,1.098612
2035036863413805229,2026-Q1,46,0.13333333,0.0177777768888889,0.22222222,0.0493827150617284,2026,3,16,208,0,0,4.442651,4.26268,4.158883,2.079442,2.639057,0.0,0.693147
2034753037797904417,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,3,22,41,0,0,7.246368,7.181592,7.143618,3.912023,3.135494,1.386294,4.158883
2033636564551524646,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,3,20,43,0,0,6.732211,6.516193,6.452049,3.7612,4.718499,2.70805,3.663562
2033326344264888604,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,3,23,80,0,0,9.155884,9.088512,8.947156,7.063048,5.17615,4.828314,5.762051
2032563031024996510,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,3,21,220,1,0,6.859615,6.401917,6.282267,4.234107,5.204007,3.555348,4.912655
2031884901557965271,2026-Q1,46,0.13333333,0.0177777768888889,0.22222222,0.0493827150617284,2026,3,0,103,0,0,7.24065,7.124478,7.044905,4.564348,4.543295,3.178054,3.637586
2031738937870364955,2026-Q1,46,0.11111111,0.0123456787654321,0.24444444,0.059753084246913606,2026,3,14,75,0,0,7.149132,7.076654,7.037906,3.828641,3.850148,2.302585,3.555348
2030448455412252800,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,3,1,161,0,0,9.757594,9.053102,8.976515,6.447306,8.269757,7.971776,7.570959
2030030225254359259,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,3,21,116,1,1,6.381816,6.126869,6.079933,3.091042,3.526361,1.94591,4.553877
2030030060720164942,2026-Q1,46,0.13333333,0.0177777768888889,0.22222222,0.0493827150617284,2026,3,21,100,0,1,10.558465,10.45288,10.357806,8.052933,7.081709,6.72263,7.517521
2030021566528893409,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,3,20,229,1,2,6.774224,6.47851,6.376727,4.158883,5.003946,2.833213,4.110874
2029952811224514866,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,3,16,359,0,1,7.565793,7.433667,7.321189,5.198497,4.941642,4.043051,3.806662
2029687889098068156,2026-Q1,46,0.13333333,0.0177777768888889,0.22222222,0.0493827150617284,2026,3,22,210,1,0,8.486734,8.332308,8.257904,5.700444,6.013715,4.418841,5.32301
2029585417066946625,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,3,15,166,1,0,7.950855,7.508239,7.412764,5.117994,5.877736,4.691348,6.313548
2029290891425529996,2026-Q1,46,0.11111111,0.0123456787654321,0.24444444,0.059753084246913606,2026,3,20,80,0,0,9.807527,9.69048,9.630037,6.855409,7.042286,4.955827,6.584791
2029249180762341501,2026-Q1,46,0.11111111,0.0123456787654321,0.24444444,0.059753084246913606,2026,3,17,114,0,0,10.993748,10.808131,10.758094,7.788626,7.845808,7.867871,8.50025
2027127868791431190,2026-Q1,46,0.11111111,0.0123456787654321,0.24444444,0.059753084246913606,2026,2,21,54,0,0,6.36647,6.184149,6.137727,3.135494,4.219508,1.609438,3.295837
2027105501260202278,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,2,19,44,0,0,7.188413,7.026427,6.985642,3.828641,4.934474,2.197225,3.970292
2026335579764343176,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,2,16,88,0,0,8.843326,8.674368,8.64365,5.181784,5.652489,5.273,6.39693
2022846838726922625,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,2,1,103,0,0,6.785588,6.603944,6.546785,3.73767,4.762174,2.397895,3.091042
2021355348100313369,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,2,22,35,0,0,5.545177,5.332719,5.273,2.564949,3.713572,1.098612,2.079442
2021268433296367729,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,2,17,237,0,1,6.028279,5.942799,5.799093,3.951244,2.079442,1.386294,3.218876
2020685488789815407,2026-Q1,46,0.13333333,0.0177777768888889,0.22222222,0.0493827150617284,2026,2,2,26,0,0,8.025843,7.956477,7.906915,4.934474,5.062595,3.044522,3.367296
2019221773569728518,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,2,1,83,0,1,8.98507,8.912473,8.825854,6.424869,5.01728,4.189655,5.843544
2015935710449009033,2026-Q1,46,0.13333333,0.0177777768888889,0.22222222,0.0493827150617284,2026,1,23,88,0,0,6.928538,6.770789,6.742881,3.218876,4.919981,1.386294,2.397895
2014446063961178239,2026-Q1,46,0.13333333,0.0177777768888889,0.22222222,0.0493827150617284,2026,1,21,117,0,0,6.261492,6.102559,6.086775,2.079442,3.7612,2.484907,3.218876
2014093064155889768,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,1,21,54,0,0,7.104144,6.839476,6.75227,4.369448,5.252273,3.295837,4.219508
2012261535259726070,2026-Q1,46,0.13333333,0.0177777768888889,0.22222222,0.0493827150617284,2026,1,20,74,0,0,5.697093,5.402677,5.332719,2.772589,4.174387,1.098612,2.397895
2012226909820621147,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,1,18,110,0,0,5.17615,4.905275,4.836282,2.302585,3.465736,1.098612,2.302585
2009777266847363171,2026-Q1,46,0.11111111,0.0123456787654321,0.24444444,0.059753084246913606,2026,1,0,136,0,0,6.672033,6.490724,6.43935,3.526361,4.65396,1.386294,3.218876
2007833761703223723,2026-Q1,46,0.13333333,0.0177777768888889,0.24444444,0.059753084246913606,2026,1,15,152,0,1,5.42495,5.062595,4.927254,3.044522,4.077537,1.098612,2.302585
2001787208093614204,2025-Q4,11,0.3,0.09,0.2,0.04000000000000001,2025,12,22,43,0,0,5.17615,5.043425,4.962845,2.564949,2.890372,0.693147,1.609438
2001787158034866204,2025-Q4,11,0.3,0.09,0.3,0.09,2025,12,22,63,0,0,4.779123,4.59512,4.521789,2.079442,2.833213,0.0,1.609438
2001787068914225487,2025-Q4,11,0.2,0.04000000000000001,0.3,0.09,2025,12,22,165,0,0,5.826,5.31812,5.187386,3.258097,4.812184,0.693147,2.564949
1996659770724696551,2025-Q4,11,0.3,0.09,0.3,0.09,2025,12,19,42,0,0,8.525161,8.349721,8.289791,5.509388,5.958425,5.480639,5.231109
1996272892787778047,2025-Q4,11,0.3,0.09,0.3,0.09,2025,12,17,95,0,0,5.796058,5.638355,5.560682,3.091042,3.637586,1.94591,1.791759
1993735456609972272,2025-Q4,11,0.3,0.09,0.2,0.04000000000000001,2025,11,17,48,0,0,6.45047,6.274762,6.184149,3.850148,4.406719,1.94591,2.772589
1991966149815496874,2025-Q4,11,0.3,0.09,0.3,0.09,2025,11,20,71,0,0,7.893572,7.741534,7.664347,5.147494,5.537334,3.828641,4.394449
1988671571091980633,2025-Q4,11,0.3,0.09,0.2,0.04000000000000001,2025,11,18,115,0,1,6.198479,5.780744,5.638355,3.78419,4.890349,3.091042,2.772589
1980393481068831176,2025-Q4,11,0.2,0.04000000000000001,0.3,0.09,2025,10,21,39,0,0,8.216358,8.139732,8.084562,5.220356,5.283204,3.258097,3.970292
1976057070555132086,2025-Q4,11,0.2,0.04000000000000001,0.3,0.09,2025,10,22,51,0,0,7.777793,7.584265,7.50329,5.036953,5.497168,4.343805,4.624973
1975235300231434581,2025-Q4,11,0.3,0.09,0.3,0.09,2025,10,16,97,1,0,7.643004,7.46049,7.410952,4.442651,4.304065,4.927254,4.934474
1938000813210714481,2025-Q2,14,0.23076923,0.0532544375147929,0.07692308,0.005917160236686401,2025,6,22,30,0,0,8.757941,8.644883,8.586906,5.771441,5.831882,4.204693,5.616771
1934989870239261157,2025-Q2,14,0.23076923,0.0532544375147929,0.07692308,0.005917160236686401,2025,6,15,69,0,1,8.091321,7.753624,7.699842,4.812184,6.582025,4.204693,5.010635
1920237379442397554,2025-Q2,14,0.23076923,0.0532544375147929,0.07692308,0.005917160236686401,2025,5,22,58,0,1,9.149528,9.097843,9.059052,5.831882,5.723585,3.637586,4.890349
1917664473776623724,2025-Q2,14,0.15384615,0.023668637869822495,0.07692308,0.005917160236686401,2025,4,19,53,0,0,9.842888,9.787122,9.717158,7.093405,6.329721,5.129899,5.68358
1914826173638414390,2025-Q2,14,0.23076923,0.0532544375147929,0.07692308,0.005917160236686401,2025,4,23,64,0,0,6.923629,6.778785,6.694562,4.276666,4.682131,1.791759,3.258097
1914824035609027011,2025-Q2,14,0.23076923,0.0532544375147929,0.0,0.0,2025,4,23,90,0,1,6.608001,6.511745,6.410175,4.189655,3.091042,3.091042,3.295837
1914683170374459772,2025-Q2,14,0.23076923,0.0532544375147929,0.07692308,0.005917160236686401,2025,4,14,40,0,0,6.431331,6.234411,6.120297,4.025352,4.574711,1.609438,2.484907
1914680845526278493,2025-Q2,14,0.23076923,0.0532544375147929,0.07692308,0.005917160236686401,2025,4,14,71,0,1,5.690359,5.605802,5.513429,3.218876,2.564949,1.609438,2.197225
1911933396550287524,2025-Q2,14,0.23076923,0.0532544375147929,0.07692308,0.005917160236686401,2025,4,0,34,0,0,12.009029,11.965255,11.915607,8.937875,8.126814,6.755769,7.93523
1911781221559844913,2025-Q2,14,0.23076923,0.0532544375147929,0.07692308,0.005917160236686401,2025,4,13,90,0,0,12.092226,12.024233,11.998519,8.350902,7.358194,8.31801,8.710949
1910713017144127729,2025-Q2,14,0.23076923,0.0532544375147929,0.07692308,0.005917160236686401,2025,4,15,132,0,0,9.260748,9.140669,9.11052,5.627621,5.451038,4.762174,6.736967
1909664559243178141,2025-Q2,14,0.23076923,0.0532544375147929,0.07692308,0.005917160236686401,2025,4,17,34,0,0,9.670546,9.514585,9.487896,5.880533,7.355641,5.631212,6.102559
1907472436305813963,2025-Q2,14,0.15384615,0.023668637869822495,0.07692308,0.005917160236686401,2025,4,16,133,1,0,6.086775,5.926926,5.765191,4.043051,4.077537,1.386294,1.609438
1907167027267010864,2025-Q2,14,0.15384615,0.023668637869822495,0.07692308,0.005917160236686401,2025,4,20,135,1,0,6.059123,5.945421,5.811141,3.89182,3.688879,0.0,2.079442
1906741707875483676,2025-Q1,21,0.2,0.04000000000000001,0.2,0.04000000000000001,2025,3,16,156,1,0,5.686975,5.541264,5.308268,3.988984,3.637586,0.693147,1.098612
1905709754686788031,2025-Q1,21,0.2,0.04000000000000001,0.25,0.0625,2025,3,19,86,0,0,5.777652,5.631212,5.587249,2.564949,2.833213,1.609438,3.218876
1905709287558791496,2025-Q1,21,0.2,0.04000000000000001,0.2,0.04000000000000001,2025,3,19,199,1,0,5.755742,5.624018,5.42495,3.931826,2.995732,1.098612,2.944439
1905701777573621999,2025-Q1,21,0.15,0.0225,0.25,0.0625,2025,3,19,165,1,0,5.713733,5.594711,5.361292,4.043051,3.332205,1.098612,1.791759
1905005766244815166,2025-Q1,21,0.2,0.04000000000000001,0.25,0.0625,2025,3,21,116,0,0,5.676754,5.583496,5.342334,4.060443,2.70805,0.693147,2.484907
1904642614470545836,2025-Q1,21,0.2,0.04000000000000001,0.25,0.0625,2025,3,21,39,0,0,6.785588,6.635947,6.467699,4.779123,4.290459,2.772589,3.610918
1904565120010723568,2025-Q1,21,0.2,0.04000000000000001,0.2,0.04000000000000001,2025,3,16,236,1,0,5.384495,5.257495,4.820282,4.234107,3.091042,0.693147,1.609438
1903162702585008400,2025-Q1,21,0.2,0.04000000000000001,0.25,0.0625,2025,3,19,147,0,0,5.843544,5.7301,5.525453,4.060443,3.295837,0.693147,2.397895
1903112530345521579,2025-Q1,21,0.2,0.04000000000000001,0.25,0.0625,2025,3,15,49,0,1,9.611931,9.589325,9.546955,6.408529,4.276666,3.951244,5.361292
1901851793795219858,2025-Q1,21,0.2,0.04000000000000001,0.2,0.04000000000000001,2025,3,4,138,0,1,8.773075,8.705331,8.668368,5.393628,4.672829,4.70048,5.342334
1899970489797271587,2025-Q1,21,0.2,0.04000000000000001,0.25,0.0625,2025,3,23,44,0,0,7.140453,6.991177,6.892642,4.634729,4.905275,2.944439,3.178054
1893347732040880523,2025-Q1,21,0.15,0.0225,0.25,0.0625,2025,2,17,137,0,0,7.247793,7.019297,6.898715,4.85203,5.361292,3.367296,3.871201
1892979312707473537,2025-Q1,21,0.15,0.0225,0.25,0.0625,2025,2,16,55,0,0,8.323123,8.115521,8.060856,5.187386,6.50279,4.430817,3.178054
1889332081404088470,2025-Q1,21,0.2,0.04000000000000001,0.25,0.0625,2025,2,15,17,0,0,6.852243,6.719013,6.621406,4.356709,4.564348,1.609438,2.995732
1889331721939673543,2025-Q1,21,0.2,0.04000000000000001,0.25,0.0625,2025,2,15,128,1,2,7.044033,6.953684,6.802395,4.997212,3.663562,3.465736,3.433987
1889052840129114344,2025-Q1,21,0.2,0.04000000000000001,0.25,0.0625,2025,2,20,63,0,0,7.288928,7.103322,7.033506,4.418841,5.365976,2.995732,2.833213
