"id","tweet_url","text","created_year","created_month","created_day","created_hour","pred_humor_final_050","p_humor_final_tfidf_logreg","p_type_aggressive_model","p_type_other_humor_model","pred_humor_type_group_model","type_prediction_scope","model_aggressive_humor","model_other_humor","model_non_humor","model_aggressive_vs_other","p_type_aggressive_centered","reply_count","favorite_count","retweet_count","quote_count","bookmark_count","view_count","engagement_total","engagement_favorite_retweet","log1p_engagement_total","log1p_engagement_favorite_retweet","log1p_favorite_count","log1p_retweet_count","log1p_reply_count","log1p_quote_count","log1p_bookmark_count","log1p_view_count"
"2056485781707821429","https://x.com/Wendys/status/2056485781707821429","If you have flaming locks of auburn hair and a face card that never declines, we have the perfect contest for you 😉
Wendy’s Look-Alike Contest is 3:30-5:30pm May 26th at Seaport Square in NYC! https://t.co/sEUa15Db7G","2026","5","18","21","1","0.349927","0.4761","0.5239","other_humor","model_predicted_humor","0","1","0","0","0.020696276595744634","28.0","220.0","31.0","11.0","15.0","197852.0","305.0","251.0","5.723585101952381","5.529429087511423","5.3981627015177525","3.4657359027997265","3.367295829986474","2.4849066497880004","2.772588722239781","12.195279609700888"
"2054933542442848652","https://x.com/Wendys/status/2054933542442848652","🟨🟦🍟 https://t.co/y9M33fb83V","2026","5","14","14","0","0.08009","0.3521","0.6479","non_humor","model_predicted_non_humor","0","0","1","","-0.10330372340425537","108.0","549.0","63.0","26.0","35.0","116668.0","781.0","612.0","6.661854740545311","6.418364935936212","6.309918278226516","4.1588830833596715","4.6913478822291435","3.295836866004329","3.58351893845611","11.667096144597489"
"2054257059399389281","https://x.com/Wendys/status/2054257059399389281","Did you know? One cookie dough frosty is the equivalent of 12 dancing fruit videos?","2026","5","12","17","1","0.493219","0.4787","0.5213","other_humor","model_predicted_humor","0","1","0","0","0.023296276595744625","36.0","86.0","6.0","1.0","4.0","37369.0","133.0","92.0","4.897839799950911","4.532599493153256","4.465908118654584","1.9459101490553132","3.6109179126442243","0.6931471805599453","1.6094379124341003","10.52862352247953"
"2052863834503700774","https://x.com/Wendys/status/2052863834503700774","Their love story is almost as fresh as our beef ❤️ https://t.co/OydNIkjSGV","2026","5","8","21","1","0.307728","0.5726","0.4274","aggressive","model_predicted_humor","1","0","0","1","0.11719627659574461","283.0","29200.0","2668.0","265.0","3228.0","3011951.0","35644.0","31868.0","10.48136416355173","10.369389029448124","10.281958234245314","7.889459149404524","5.648974238161206","5.583496308781699","8.079927770758275","14.918098931519957"
"2052727809756348567","https://x.com/Wendys/status/2052727809756348567","Sir, this is a banana https://t.co/mtSrVrahpo","2026","5","8","12","0","0.08009","0.5938","0.4062","non_humor","model_predicted_non_humor","0","0","1","","0.1383962765957446","168.0","1710.0","126.0","24.0","82.0","273730.0","2110.0","1836.0","7.65491704784832","7.515889085215125","7.444833273892193","4.844187086458591","5.1298987149230735","3.2188758248682006","4.418840607796598","12.519901151311418"
"2052536825336729602","https://x.com/Wendys/status/2052536825336729602","Rick Devens after last night’s tribal council 
@Rick_Devens @MrBeast #Survivor50","2026","5","7","23","1","0.467293","0.5114","0.4886","aggressive","model_predicted_humor","1","0","0","1","0.055996276595744576","17.0","1930.0","62.0","4.0","39.0","176919.0","2052.0","1992.0","7.627057417018934","7.597396320212795","7.565793282428515","4.143134726391533","2.8903717578961645","1.6094379124341003","3.6888794541139363","12.083452931982263"
"2052513071906619715","https://x.com/Wendys/status/2052513071906619715","The necklace of every mom’s dreams is here. Tag a mom and tell us why she deserves one below and we might just surprise a few ❤️ https://t.co/p9208Rvu4D","2026","5","7","22","0","0.242508","0.4175","0.5825","non_humor","model_predicted_non_humor","0","0","1","","-0.03790372340425541","462.0","1124.0","111.0","16.0","75.0","129205.0","1788.0","1235.0","7.489412083508719","7.119635638017636","7.025538314638521","4.718498871295094","6.137727054086234","2.833213344056216","4.330733340286331","11.769163308880835"
"2050328345645133837","https://x.com/Wendys/status/2050328345645133837","new spicy chicken sandwich slaps https://t.co/nDUnSsL79R","2026","5","1","21","0","0.298357","0.3007","0.6993","non_humor","model_predicted_non_humor","0","0","1","","-0.15470372340425537","1462.0","11796.0","1213.0","326.0","1446.0","3249308.0","16243.0","13009.0","9.69547888880619","9.47347357150655","9.375600540841843","7.101675971619444","7.288244401020124","5.7899601708972535","7.277247726631484","14.99395291631545"
"2050307931778732264","https://x.com/Wendys/status/2050307931778732264","I'm trying to get as crispy as the bacon on our Baconator this Girls Trip 😎☀️🌺 https://t.co/8oGyl5S3GO","2026","5","1","20","1","0.311594","0.4686","0.5314","other_humor","model_predicted_humor","0","1","0","0","0.013196276595744627","43.0","446.0","41.0","2.0","20.0","46571.0","552.0","487.0","6.315358001522335","6.1903154058531475","6.102558594613569","3.7376696182833684","3.784189633918261","1.0986122886681096","3.044522437723423","10.748754781156906"
"2050243908991328359","https://x.com/Wendys/status/2050243908991328359","that bow is not just blue, it's not turquoise, it's not lapis, it's actually cerulean. https://t.co/mswbnGHkgg","2026","5","1","16","1","0.281008","0.6732","0.3268","aggressive","model_predicted_humor","1","0","0","1","0.21779627659574463","139.0","1510.0","86.0","18.0","38.0","80264.0","1791.0","1596.0","7.491087593534876","7.3758821482150125","7.32052696227274","4.465908118654584","4.941642422609304","2.9444389791664403","3.6635616461296463","11.293088939413515"
"2048730947017654333","https://x.com/Wendys/status/2048730947017654333","Sweet &amp; Sour is BACK… but only for a limited time unless y’all get loud. Go get the sauce in-restaurant + like, comment and share this post to save it. SWEET &amp; SOUR ARMY DO UR THING. https://t.co/ndF0vOrTpo","2026","4","27","11","1","0.44272","0.3911","0.6089","other_humor","model_predicted_humor","0","1","0","0","-0.06430372340425539","410.0","1009.0","249.0","128.0","81.0","462515.0","1877.0","1258.0","7.537962659768208","7.138073034044347","6.917705609835305","5.521460917862246","6.018593214496234","4.859812404361672","4.406719247264253","13.044436429930832"
"2047463502583869524","https://x.com/Wendys/status/2047463502583869524","THIS would happen at Wendy's 👀 https://t.co/lNjM2bD6pb","2026","4","23","23","1","0.287961","0.4077","0.5923","other_humor","model_predicted_humor","0","1","0","0","-0.04770372340425538","406.0","11821.0","894.0","174.0","617.0","4298623.0","13912.0","12715.0","9.540578933841877","9.450616322030694","9.377717481384314","6.796823718274855","6.008813185442595","5.1647859739235145","6.42648845745769","15.273805529452865"
"2042359791239024659","https://x.com/Wendys/status/2042359791239024659","She a baddie with her baddie friend (I'm the baddie friend)","2026","4","9","21","1","0.40964","0.5358","0.4642","aggressive","model_predicted_humor","1","0","0","1","0.08039627659574466","169.0","1339.0","139.0","16.0","56.0","188105.0","1719.0","1478.0","7.450079569807499","7.2991214627108","7.200424892944957","4.941642422609304","5.135798437050262","2.833213344056216","4.04305126783455","12.144760912707028"
"2042345361310957745","https://x.com/Wendys/status/2042345361310957745","still rich still craving @wendys new spicy chicken sandwich #wendyspartner","2026","4","9","20","0","0.399699","0.3275","0.6725","non_humor","model_predicted_non_humor","0","0","1","","-0.12790372340425538","371.0","6819.0","468.0","119.0","290.0","890197.0","8067.0","7287.0","8.995660899074103","8.893984438939794","8.827614750837508","6.150602768446279","5.918893854273146","4.787491742782046","5.673323267171493","13.699199188875228"
"2042276646711894177","https://x.com/Wendys/status/2042276646711894177","WE’VE GOT OUR WINNER🏆 the Pretzel Bacon Pub Burger is coming back to the menu soon https://t.co/jdeIQgJBnp","2026","4","9","16","0","0.274562","0.4852","0.5148","non_humor","model_predicted_non_humor","0","0","1","","0.02979627659574463","412.0","4930.0","266.0","169.0","577.0","10366059.0","6354.0","5196.0","8.756997183623554","8.555836815008442","8.503297086224126","5.58724865840025","6.023447592961033","5.135798437050262","6.359573868672378","16.154047565868616"
"2041987332509782141","https://x.com/Wendys/status/2041987332509782141","The universe called. It said add me on Co-Star. @ wendys_official https://t.co/7HYmQbBfv7","2026","4","8","21","1","0.617407","0.4895","0.5105","other_humor","model_predicted_humor","0","1","0","0","0.0340962765957446","33.0","185.0","21.0","4.0","19.0","60714.0","262.0","206.0","5.572154032177765","5.332718793265369","5.225746673713202","3.091042453358316","3.5263605246161616","1.6094379124341003","2.995732273553991","11.01394606348792"
"2041526924149690528","https://x.com/Wendys/status/2041526924149690528","Offer only available in-restaurant upon request at participating U.S. Wendy’s on April 7, 2026. No purchase necessary. Limit one (1) free Small Fry and Small Frosty Classic per person. A la carte only. While supplies last.","2026","4","7","14","0","0.193277","0.3663","0.6337","non_humor","model_predicted_non_humor","0","0","1","","-0.08910372340425537","45.0","322.0","14.0","3.0","27.0","81591.0","411.0","336.0","6.021023349349527","5.820082930352362","5.777652323222656","2.70805020110221","3.828641396489095","1.3862943611198906","3.332204510175204","11.309486496930354"
"2041526852036988999","https://x.com/Wendys/status/2041526852036988999","🫵 YOU GET A FREE FRY AND FROSTY 🫵 AND YOU GET A FREE FRY AND FROSTY 🫵 AND YOU GET A FREE FRY AND FROSTY 🫵 https://t.co/OQ2OI18i5U","2026","4","7","14","0","0.326047","0.2720","0.7280","non_humor","model_predicted_non_humor","0","0","1","","-0.18340372340425537","190.0","4762.0","257.0","80.0","774.0","630259.0","6063.0","5019.0","8.710124927322207","8.521185212685776","8.46863300080086","5.552959584921617","5.25227342804663","4.394449154672439","6.652863029353347","13.353887711643846"
"2041332734883201293","https://x.com/Wendys/status/2041332734883201293","Offer only available in-restaurant upon request at participating U.S. Wendy’s on April 7, 2026. No purchase necessary. Limit one (1) free Small Fry and Small Frosty Classic per person. A la carte only. While supplies last.","2026","4","7","01","0","0.193277","0.3663","0.6337","non_humor","model_predicted_non_humor","0","0","1","","-0.08910372340425537","24.0","357.0","16.0","2.0","60.0","73183.0","459.0","373.0","6.131226489483141","5.924255797414532","5.8805329864007","2.833213344056216","3.2188758248682006","1.0986122886681096","4.110873864173311","11.200732096822508"
"2041332610928951432","https://x.com/Wendys/status/2041332610928951432","WE HAVE A DUNK 🚨that means all of America gets free small fry and Frosty on April 7th. Not to be dramatic, but that was the greatest moment in dunk history.","2026","4","7","01","1","0.297696","0.3922","0.6078","other_humor","model_predicted_humor","0","1","0","0","-0.0632037234042554","75.0","5342.0","313.0","46.0","648.0","953789.0","6424.0","5655.0","8.76795190976342","8.640472207576408","8.583542571957771","5.749392985908253","4.330733340286331","3.8501476017100584","6.47543271670409","13.768198800413023"
"2041332103036412007","https://x.com/Wendys/status/2041332103036412007","GET UP RODDY GAYLE 🤯 https://t.co/Yz0SkHVdwC","2026","4","7","01","1","0.08009","0.3248","0.6752","other_humor","model_predicted_humor","0","1","0","0","-0.1306037234042554","39.0","1067.0","126.0","23.0","57.0","2874024.0","1312.0","1193.0","7.180069874302796","7.085064293952548","6.97354301952014","4.844187086458591","3.6888794541139363","3.1780538303479458","4.060443010546419","14.871224044261075"
"2041317545412546926","https://x.com/Wendys/status/2041317545412546926","Tip off time here we goooooo 🫣🏀","2026","4","7","00","1","0.447858","0.4727","0.5273","other_humor","model_predicted_humor","0","1","0","0","0.01729627659574462","18.0","110.0","6.0","1.0","1.0","45549.0","136.0","116.0","4.919980925828125","4.762173934797756","4.709530201312334","1.9459101490553132","2.9444389791664403","0.6931471805599453","0.6931471805599453","10.726565902688105"
"2041286930231373912","https://x.com/Wendys/status/2041286930231373912","You: Wow I hope so and so team wins

Me: DUNKS DUNKS DUNKS DUNKS","2026","4","6","22","1","0.40964","0.4874","0.5126","other_humor","model_predicted_humor","0","1","0","0","0.03199627659574461","16.0","162.0","8.0","2.0","3.0","46079.0","191.0","170.0","5.2574953720277815","5.14166355650266","5.093750200806762","2.1972245773362196","2.833213344056216","1.0986122886681096","1.3862943611198906","10.738134295369774"
"2041274861461586245","https://x.com/Wendys/status/2041274861461586245","Offer only available in-restaurant upon request at participating U.S. Wendy’s on April 7, 2026. No purchase necessary. Limit one (1) free Small Fry and Small Frosty Classic per person. A la carte only. While supplies last.","2026","4","6","22","0","0.193277","0.3663","0.6337","non_humor","model_predicted_non_humor","0","0","1","","-0.08910372340425537","7.0","43.0","4.0","0.0","5.0","37846.0","59.0","47.0","4.0943445622221","3.8712010109078907","3.784189633918261","1.6094379124341003","2.0794415416798357","0.0","1.791759469228055","10.541306995486556"
"2041274790418485741","https://x.com/Wendys/status/2041274790418485741","Who shall fulfill the prophecy?!?!?!?!

Tag us when you see who unlocks it 👀 https://t.co/mmdG7uqh7a","2026","4","6","22","1","0.31109","0.3621","0.6379","other_humor","model_predicted_humor","0","1","0","0","-0.09330372340425541","28.0","218.0","32.0","3.0","18.0","51681.0","299.0","250.0","5.703782474656201","5.5254529391317835","5.389071729816501","3.4965075614664802","3.367295829986474","1.3862943611198906","2.9444389791664403","10.852864837398073"
"2041273129272824054","https://x.com/Wendys/status/2041273129272824054","Get your votes in!","2026","4","6","21","0","0.40964","0.4813","0.5187","non_humor","model_predicted_non_humor","0","0","1","","0.025896276595744616","76.0","256.0","33.0","34.0","13.0","176008.0","412.0","289.0","6.023447592961033","5.66988092298052","5.54907608489522","3.5263605246161616","4.343805421853684","3.5553480614894135","2.639057329615259","12.078290409076505"
"2041272778461258077","https://x.com/Wendys/status/2041272778461258077","The Bourbon Bacon Cheeseburger and Pretzel Bacon Pub Burger have made it to our championship! Get your votes in to decide who will be crowned the winner and end up back on the menu https://t.co/VIgjuIMDNF","2026","4","6","21","1","0.318832","0.4556","0.5444","other_humor","human_type_labeled_humor","0","1","0","0","0.00019627659574461553","220.0","1439.0","74.0","80.0","182.0","5879153.0","1995.0","1513.0","7.59890045687141","7.322510433997394","7.272398392570047","4.31748811353631","5.3981627015177525","4.394449154672439","5.209486152841421","15.586923431972421"
"2041270386478780749","https://x.com/Wendys/status/2041270386478780749","ONLY A FEW HOURS UNTIL SOMEONE DUNKS THEIR WAY INTO AMERICAN HISTORY","2026","4","6","21","1","0.390897","0.5536","0.4464","aggressive","model_predicted_humor","1","0","0","1","0.09819627659574459","20.0","154.0","7.0","2.0","2.0","38813.0","185.0","161.0","5.225746673713202","5.087596335232384","5.043425116919247","2.0794415416798357","3.044522437723423","1.0986122886681096","1.0986122886681096","10.56653628527204"
"2041241219603554599","https://x.com/Wendys/status/2041241219603554599","Tonight we are anti lay ups and anti fundamentals and pro massive jams","2026","4","6","19","1","0.40964","0.3448","0.6552","other_humor","model_predicted_humor","0","1","0","0","-0.1106037234042554","32.0","146.0","11.0","1.0","1.0","35756.0","191.0","157.0","5.2574953720277815","5.062595033026967","4.990432586778736","2.4849066497880004","3.4965075614664802","0.6931471805599453","0.6931471805599453","10.484501333150819"
"2041187810728727004","https://x.com/Wendys/status/2041187810728727004","Offer only available in-restaurant upon request at participating U.S. Wendy’s on April 7, 2026. No purchase necessary. Limit one (1) free Small Fry and Small Frosty Classic per person. A la carte only. While supplies last.","2026","4","6","16","0","0.193277","0.3663","0.6337","non_humor","model_predicted_non_humor","0","0","1","","-0.08910372340425537","6.0","42.0","2.0","1.0","0.0","29125.0","51.0","44.0","3.9512437185814275","3.8066624897703196","3.7612001156935624","1.0986122886681096","1.9459101490553132","0.6931471805599453","0.0","10.279386525042526"
"2041187699764163013","https://x.com/Wendys/status/2041187699764163013","woke up thinking about who’s gonna dunk in the national championship game tonight to unlock a free small fry and Frosty for America tomorrow","2026","4","6","16","1","0.388778","0.4217","0.5783","other_humor","human_type_labeled_humor","0","1","0","0","-0.03370372340425537","29.0","152.0","14.0","2.0","2.0","37962.0","199.0","166.0","5.298317366548036","5.117993812416755","5.030437921392435","2.70805020110221","3.4011973816621555","1.0986122886681096","1.0986122886681096","10.544367280159596"
"2040186917312979266","https://x.com/Wendys/status/2040186917312979266","Oh good you made it. Introducing: The Official Dunks Menu 🏀 Order in the Wendy’s app all March Madness® long for the chance to win prizes in the Dunkstakes https://t.co/hI3HxiD7VV","2026","4","3","21","1","0.36179","0.3733","0.6267","other_humor","model_predicted_humor","0","1","0","0","-0.08210372340425537","15.0","93.0","7.0","0.0","8.0","32132.0","123.0","100.0","4.820281565605037","4.61512051684126","4.543294782270004","2.0794415416798357","2.772588722239781","0.0","2.1972245773362196","10.37763881843274"
"2040186893468393651","https://x.com/Wendys/status/2040186893468393651","YOU COULD GO ALL THE WAY https://t.co/JG6srzZZTh","2026","4","3","21","1","0.279201","0.5766","0.4234","aggressive","model_predicted_humor","1","0","0","1","0.12119627659574461","23.0","178.0","3.0","0.0","2.0","44932.0","206.0","181.0","5.332718793265369","5.204006687076795","5.187385805840755","1.3862943611198906","3.1780538303479458","0.0","1.0986122886681096","10.712927770367092"
"2040186889131479302","https://x.com/Wendys/status/2040186889131479302","keep scrolling 👇👇👇 https://t.co/O8onjjhdsH","2026","4","3","21","0","0.08009","0.4535","0.5465","non_humor","model_predicted_non_humor","0","0","1","","-0.0019037234042553752","5.0","111.0","2.0","0.0","3.0","32921.0","121.0","113.0","4.804021044733257","4.736198448394496","4.718498871295094","1.0986122886681096","1.791759469228055","0.0","1.3862943611198906","10.40189640628703"
"2040186885704683992","https://x.com/Wendys/status/2040186885704683992","Scroll for a #MarchMadness surprise 👀 🏀 https://t.co/FJ4PuPVkOq","2026","4","3","21","0","0.11859","0.3294","0.6706","non_humor","model_predicted_non_humor","0","0","1","","-0.12600372340425536","41.0","260.0","10.0","0.0","21.0","133520.0","332.0","270.0","5.808142489980444","5.602118820879701","5.564520407322694","2.3978952727983707","3.7376696182833684","0.0","3.091042453358316","11.80201404782235"
"2039915068729541060","https://x.com/Wendys/status/2039915068729541060","Offer only available in-restaurant upon request at participating U.S. Wendy’s on April 7, 2026. No purchase necessary. Limit one (1) free Small Fry and Small Frosty Classic per person. A la carte only. While supplies last. Not valid for digital or delivery orders or with any other discount or offer. No substitutions.","2026","4","3","03","0","0.201565","0.3709","0.6291","non_humor","model_predicted_non_humor","0","0","1","","-0.08450372340425538","8.0","35.0","0.0","0.0","7.0","28634.0","50.0","35.0","3.9318256327243257","3.58351893845611","3.58351893845611","0.0","2.1972245773362196","0.0","2.0794415416798357","10.262385024827958"
"2039900754387869992","https://x.com/Wendys/status/2039900754387869992","Help us give the people what they want! If there’s a dunk during the natty everyone in America gets a free small fry and classic Frosty on April 7th https://t.co/UnfLgpYclZ","2026","4","3","03","0","0.27309","0.4873","0.5127","non_humor","model_predicted_non_humor","0","0","1","","0.03189627659574462","24.0","197.0","21.0","2.0","9.0","49288.0","253.0","218.0","5.537334267018537","5.389071729816501","5.288267030694535","3.091042453358316","3.2188758248682006","1.0986122886681096","2.302585092994046","10.805456211402726"
"2039789214120996993","https://x.com/Wendys/status/2039789214120996993","Congrats to these Official Wendy’s Dunk Team athletes on making it to the Final Four. You dunked into hoops. You dunked into Frosty. You dunked into our hearts. https://t.co/b6IeqJW8YD","2026","4","2","19","1","0.360102","0.3520","0.6480","other_humor","human_type_labeled_humor","0","1","0","0","-0.10340372340425541","13.0","75.0","4.0","1.0","1.0","29549.0","94.0","79.0","4.553876891600541","4.382026634673881","4.330733340286331","1.6094379124341003","2.639057329615259","0.6931471805599453","0.6931471805599453","10.293839022834245"
