게시물ID,작성일,작성연도,작성월,작성시간,연도분기,log1p_engagement_total,유머예측이진,유머비율LOO분기,유머비율LOO분기_평균중심화,유머비율LOO분기_평균중심화제곱,유머X유머강도중심화,유머X유머강도중심화제곱,텍스트길이,해시태그수,멘션수,H3분석표본
1562500966313627649,2022-08-24,2022,8,18,2022-Q3,7.70975686,1,0.605263,0.025054651,0.0006277355,0.025054651,0.0006277355,149,0,0,1
1560446512961830912,2022-08-19,2022,8,2,2022-Q3,10.02286931,0,0.631579,0.051370651,0.0026389438,0.0,0.0,43,0,0,1
1560334081308647425,2022-08-18,2022,8,18,2022-Q3,7.57967882,0,0.631579,0.051370651,0.0026389438,0.0,0.0,81,0,0,1
1559912735525183488,2022-08-17,2022,8,14,2022-Q3,8.5362112,1,0.605263,0.025054651,0.0006277355,0.025054651,0.0006277355,49,0,0,1
1559639856925626369,2022-08-16,2022,8,20,2022-Q3,7.24565507,1,0.605263,0.025054651,0.0006277355,0.025054651,0.0006277355,156,0,0,1
1559627059491704832,2022-08-16,2022,8,19,2022-Q3,9.15630648,1,0.605263,0.025054651,0.0006277355,0.025054651,0.0006277355,88,0,0,1
1555554802075156480,2022-08-05,2022,8,14,2022-Q3,7.01481435,0,0.631579,0.051370651,0.0026389438,0.0,0.0,146,1,1,1
1555198547494051842,2022-08-04,2022,8,14,2022-Q3,5.99893656,1,0.605263,0.025054651,0.0006277355,0.025054651,0.0006277355,94,0,1,1
1555192002639175681,2022-08-04,2022,8,14,2022-Q3,5.32300998,1,0.605263,0.025054651,0.0006277355,0.025054651,0.0006277355,112,1,1,1
1555191997006286852,2022-08-04,2022,8,14,2022-Q3,5.73979291,1,0.605263,0.025054651,0.0006277355,0.025054651,0.0006277355,92,1,1,1
1555191981285974016,2022-08-04,2022,8,14,2022-Q3,4.41884061,1,0.605263,0.025054651,0.0006277355,0.025054651,0.0006277355,88,1,1,1
1555191976110301185,2022-08-04,2022,8,14,2022-Q3,3.8918203,1,0.605263,0.025054651,0.0006277355,0.025054651,0.0006277355,93,1,1,1
1555191970682867712,2022-08-04,2022,8,14,2022-Q3,5.45532112,0,0.631579,0.051370651,0.0026389438,0.0,0.0,99,1,2,1
1555191966182301697,2022-08-04,2022,8,14,2022-Q3,4.33073334,0,0.631579,0.051370651,0.0026389438,0.0,0.0,100,1,1,1
1555191949707169794,2022-08-04,2022,8,14,2022-Q3,6.55961524,1,0.605263,0.025054651,0.0006277355,0.025054651,0.0006277355,186,1,0,1
1554830029871230979,2022-08-03,2022,8,14,2022-Q3,6.58755001,1,0.605263,0.025054651,0.0006277355,0.025054651,0.0006277355,164,1,0,1
1552389305695453184,2022-07-27,2022,7,20,2022-Q3,8.27690348,1,0.605263,0.025054651,0.0006277355,0.025054651,0.0006277355,91,0,0,1
1551575748741324801,2022-07-25,2022,7,14,2022-Q3,6.94697599,1,0.605263,0.025054651,0.0006277355,0.025054651,0.0006277355,63,0,0,1
1550536004293074949,2022-07-22,2022,7,17,2022-Q3,4.39444915,1,0.605263,0.025054651,0.0006277355,0.025054651,0.0006277355,68,0,1,1
1550527908137025536,2022-07-22,2022,7,17,2022-Q3,7.21670949,1,0.605263,0.025054651,0.0006277355,0.025054651,0.0006277355,50,0,0,1
1550150187624046592,2022-07-21,2022,7,16,2022-Q3,6.49828215,0,0.631579,0.051370651,0.0026389438,0.0,0.0,170,0,0,1
1549785096974209024,2022-07-20,2022,7,15,2022-Q3,7.51425465,0,0.631579,0.051370651,0.0026389438,0.0,0.0,23,0,0,1
1549774834535645196,2022-07-20,2022,7,15,2022-Q3,8.64646553,0,0.631579,0.051370651,0.0026389438,0.0,0.0,23,0,0,1
1549092266341449728,2022-07-18,2022,7,18,2022-Q3,6.29156914,0,0.631579,0.051370651,0.0026389438,0.0,0.0,148,0,0,1
1549035671314366464,2022-07-18,2022,7,14,2022-Q3,9.12782795,0,0.631579,0.051370651,0.0026389438,0.0,0.0,89,0,2,1
1548667210620600321,2022-07-17,2022,7,13,2022-Q3,11.54294047,0,0.631579,0.051370651,0.0026389438,0.0,0.0,75,0,1,1
1546922193661181953,2022-07-12,2022,7,18,2022-Q3,8.01994169,1,0.605263,0.025054651,0.0006277355,0.025054651,0.0006277355,51,0,0,1
1546869599492243457,2022-07-12,2022,7,14,2022-Q3,7.83478811,1,0.605263,0.025054651,0.0006277355,0.025054651,0.0006277355,93,0,0,1
1545154011778748419,2022-07-07,2022,7,21,2022-Q3,9.12489141,1,0.605263,0.025054651,0.0006277355,0.025054651,0.0006277355,52,0,0,1
1541483384542842883,2022-06-27,2022,6,18,2022-Q2,9.17977807,1,0.73913,0.158921651,0.0252560912,0.158921651,0.0252560912,45,0,0,1
1537805600758824961,2022-06-17,2022,6,14,2022-Q2,6.60934924,0,0.782609,0.202400651,0.0409660235,0.0,0.0,165,0,0,1
1537586561033744384,2022-06-17,2022,6,0,2022-Q2,10.49780838,0,0.782609,0.202400651,0.0409660235,0.0,0.0,23,0,0,1
1537503288240881665,2022-06-16,2022,6,18,2022-Q2,7.77233158,0,0.782609,0.202400651,0.0409660235,0.0,0.0,52,0,0,1
1537078641905090561,2022-06-15,2022,6,14,2022-Q2,6.10031895,1,0.73913,0.158921651,0.0252560912,0.158921651,0.0252560912,140,0,0,1
1536788752739205121,2022-06-14,2022,6,19,2022-Q2,7.11558213,1,0.73913,0.158921651,0.0252560912,0.158921651,0.0252560912,145,0,2,1
1535310096577732608,2022-06-10,2022,6,17,2022-Q2,7.04315992,0,0.782609,0.202400651,0.0409660235,0.0,0.0,32,0,0,1
1534544184438403072,2022-06-08,2022,6,14,2022-Q2,6.26149168,1,0.73913,0.158921651,0.0252560912,0.158921651,0.0252560912,60,0,0,1
1533917869230243847,2022-06-06,2022,6,21,2022-Q2,9.68321488,0,0.782609,0.202400651,0.0409660235,0.0,0.0,28,0,0,1
1522284287239897092,2022-05-05,2022,5,18,2022-Q2,8.71275997,1,0.73913,0.158921651,0.0252560912,0.158921651,0.0252560912,132,0,0,1
1518681018466721792,2022-04-25,2022,4,19,2022-Q2,11.16658267,1,0.73913,0.158921651,0.0252560912,0.158921651,0.0252560912,38,0,1,1
1517169828590764036,2022-04-21,2022,4,15,2022-Q2,8.93800658,1,0.73913,0.158921651,0.0252560912,0.158921651,0.0252560912,102,0,0,1
1514667895497887748,2022-04-14,2022,4,18,2022-Q2,7.73368357,1,0.73913,0.158921651,0.0252560912,0.158921651,0.0252560912,210,0,0,1
1513983410930335753,2022-04-12,2022,4,20,2022-Q2,9.04227669,1,0.73913,0.158921651,0.0252560912,0.158921651,0.0252560912,48,0,0,1
1511766482291765248,2022-04-06,2022,4,18,2022-Q2,8.06211758,1,0.73913,0.158921651,0.0252560912,0.158921651,0.0252560912,129,0,0,1
1511410018083647489,2022-04-05,2022,4,18,2022-Q2,8.45425339,1,0.73913,0.158921651,0.0252560912,0.158921651,0.0252560912,43,0,0,1
1511409448329351168,2022-04-05,2022,4,18,2022-Q2,5.0937502,0,0.782609,0.202400651,0.0409660235,0.0,0.0,94,0,1,1
1511377350830788610,2022-04-05,2022,4,16,2022-Q2,7.80954132,1,0.73913,0.158921651,0.0252560912,0.158921651,0.0252560912,74,0,0,1
1511054225303814146,2022-04-04,2022,4,18,2022-Q2,8.60282028,1,0.73913,0.158921651,0.0252560912,0.158921651,0.0252560912,50,0,0,1
1511006859171352584,2022-04-04,2022,4,15,2022-Q2,5.24174702,1,0.73913,0.158921651,0.0252560912,0.158921651,0.0252560912,140,0,3,1
1510996113079296010,2022-04-04,2022,4,15,2022-Q2,7.91753635,1,0.73913,0.158921651,0.0252560912,0.158921651,0.0252560912,248,1,4,1
1510659635933548556,2022-04-03,2022,4,16,2022-Q2,4.46590812,1,0.73913,0.158921651,0.0252560912,0.158921651,0.0252560912,140,0,1,1
1510656447528542212,2022-04-03,2022,4,16,2022-Q2,7.12367279,1,0.73913,0.158921651,0.0252560912,0.158921651,0.0252560912,187,1,0,1
1510643384419037186,2022-04-03,2022,4,15,2022-Q2,7.60589,1,0.73913,0.158921651,0.0252560912,0.158921651,0.0252560912,31,0,0,1
1509595960548204557,2022-03-31,2022,3,18,2022-Q1,3.66356165,0,0.682927,0.102718651,0.0105511213,0.0,0.0,140,1,1,1
1509591862335655943,2022-03-31,2022,3,18,2022-Q1,6.32972091,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,229,1,2,1
1509185783776878598,2022-03-30,2022,3,15,2022-Q1,8.29903718,0,0.682927,0.102718651,0.0105511213,0.0,0.0,40,0,0,1
1508870042414424071,2022-03-29,2022,3,18,2022-Q1,3.61091791,0,0.682927,0.102718651,0.0105511213,0.0,0.0,140,1,2,1
1508851162983723016,2022-03-29,2022,3,16,2022-Q1,6.22257627,0,0.682927,0.102718651,0.0105511213,0.0,0.0,181,1,2,1
1508469601495138308,2022-03-28,2022,3,15,2022-Q1,7.5164333,0,0.682927,0.102718651,0.0105511213,0.0,0.0,23,0,0,1
1507071241999560707,2022-03-24,2022,3,19,2022-Q1,6.25766759,0,0.682927,0.102718651,0.0105511213,0.0,0.0,52,0,0,1
1507061922922999808,2022-03-24,2022,3,18,2022-Q1,4.84418709,0,0.682927,0.102718651,0.0105511213,0.0,0.0,146,1,1,1
1506347581982613504,2022-03-22,2022,3,19,2022-Q1,10.04459641,0,0.682927,0.102718651,0.0105511213,0.0,0.0,36,0,0,1
1505869975839559681,2022-03-21,2022,3,11,2022-Q1,6.93828448,0,0.682927,0.102718651,0.0105511213,0.0,0.0,82,0,1,1
1504931534410637318,2022-03-18,2022,3,21,2022-Q1,7.8800482,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,118,0,1,1
1504898843703402502,2022-03-18,2022,3,19,2022-Q1,2.99573227,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,140,1,2,1
1504835309258817538,2022-03-18,2022,3,15,2022-Q1,5.97888576,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,165,1,2,1
1503793289081851912,2022-03-15,2022,3,18,2022-Q1,6.75110147,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,94,0,0,1
1503780715489423360,2022-03-15,2022,3,17,2022-Q1,7.3556411,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,133,1,1,1
1503438625672937479,2022-03-14,2022,3,18,2022-Q1,5.170484,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,140,0,1,1
1500883144530092034,2022-03-07,2022,3,17,2022-Q1,7.80588204,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,100,0,0,1
1498659324910047233,2022-03-01,2022,3,14,2022-Q1,7.32118856,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,126,0,0,1
1498426568946892801,2022-02-28,2022,2,22,2022-Q1,8.64329707,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,222,1,0,1
1494385125680893961,2022-02-17,2022,2,18,2022-Q1,7.6362696,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,86,0,0,1
1493720865254428676,2022-02-15,2022,2,22,2022-Q1,6.69950034,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,222,0,3,1
1491535958713458690,2022-02-09,2022,2,22,2022-Q1,9.33662054,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,56,0,0,1
1491487068584824843,2022-02-09,2022,2,19,2022-Q1,8.84520114,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,36,0,0,1
1488953810659725314,2022-02-02,2022,2,19,2022-Q1,8.17018565,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,64,0,0,1
1488512462223667201,2022-02-01,2022,2,14,2022-Q1,7.66293785,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,114,0,0,1
1486700523201839104,2022-01-27,2022,1,14,2022-Q1,7.54486107,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,97,0,0,1
1485407829506904069,2022-01-24,2022,1,0,2022-Q1,6.42810527,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,153,0,0,1
1485399447068573699,2022-01-23,2022,1,23,2022-Q1,4.66343909,0,0.682927,0.102718651,0.0105511213,0.0,0.0,142,1,1,1
1483861582073548809,2022-01-19,2022,1,17,2022-Q1,7.22911388,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,107,0,0,1
1483829962012569606,2022-01-19,2022,1,15,2022-Q1,7.67368813,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,78,0,0,1
1481668920700461062,2022-01-13,2022,1,16,2022-Q1,9.83408388,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,71,1,0,1
1481395692220395527,2022-01-12,2022,1,22,2022-Q1,8.03430694,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,106,1,0,1
1481395069823471618,2022-01-12,2022,1,22,2022-Q1,3.58351894,0,0.682927,0.102718651,0.0105511213,0.0,0.0,20,0,1,1
1481342770623225856,2022-01-12,2022,1,19,2022-Q1,8.80821967,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,92,1,0,1
1481342165573906443,2022-01-12,2022,1,19,2022-Q1,5.54907608,0,0.682927,0.102718651,0.0105511213,0.0,0.0,16,0,1,1
1481341396430766085,2022-01-12,2022,1,19,2022-Q1,8.76841873,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,203,0,0,1
1481306650132848645,2022-01-12,2022,1,16,2022-Q1,8.3584319,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,105,1,0,1
1481299289582231566,2022-01-12,2022,1,16,2022-Q1,8.31483218,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,77,1,0,1
1481299190139473924,2022-01-12,2022,1,16,2022-Q1,4.29045944,0,0.682927,0.102718651,0.0105511213,0.0,0.0,40,0,1,1
1481295012646334468,2022-01-12,2022,1,16,2022-Q1,10.66347529,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,165,1,0,1
1480986154765885443,2022-01-11,2022,1,19,2022-Q1,8.46273701,0,0.682927,0.102718651,0.0105511213,0.0,0.0,146,0,0,1
1480539931294511104,2022-01-10,2022,1,14,2022-Q1,7.75619534,1,0.658537,0.078328651,0.0061353776,0.078328651,0.0061353776,86,0,0,1
1471541646902935552,2021-12-16,2021,12,18,2021-Q4,8.68912766,1,0.875,0.294791651,0.0869021175,0.294791651,0.0869021175,56,0,0,1
1468943521403052038,2021-12-09,2021,12,14,2021-Q4,7.82404601,1,0.875,0.294791651,0.0869021175,0.294791651,0.0869021175,62,0,0,1
1466438148829941770,2021-12-02,2021,12,16,2021-Q4,7.82244473,1,0.875,0.294791651,0.0869021175,0.294791651,0.0869021175,98,0,0,1
1466406802673717250,2021-12-02,2021,12,14,2021-Q4,8.65154924,1,0.875,0.294791651,0.0869021175,0.294791651,0.0869021175,63,0,0,1
1463554140190265344,2021-11-24,2021,11,17,2021-Q4,7.06133437,1,0.875,0.294791651,0.0869021175,0.294791651,0.0869021175,40,0,0,1
1461680665083006976,2021-11-19,2021,11,13,2021-Q4,8.44870019,0,0.916667,0.336458651,0.1132044239,0.0,0.0,83,0,0,1
1461318275560706052,2021-11-18,2021,11,13,2021-Q4,7.38336815,1,0.875,0.294791651,0.0869021175,0.294791651,0.0869021175,58,1,0,1
1460682535650971649,2021-11-16,2021,11,18,2021-Q4,6.84268328,1,0.875,0.294791651,0.0869021175,0.294791651,0.0869021175,57,0,0,1
1460653898184724487,2021-11-16,2021,11,17,2021-Q4,5.42934563,0,0.916667,0.336458651,0.1132044239,0.0,0.0,252,0,2,1
1459189091984150532,2021-11-12,2021,11,15,2021-Q4,10.44170458,1,0.875,0.294791651,0.0869021175,0.294791651,0.0869021175,47,0,0,1
1456269198896680968,2021-11-04,2021,11,14,2021-Q4,7.49942329,1,0.875,0.294791651,0.0869021175,0.294791651,0.0869021175,91,0,0,1
1455253881135538184,2021-11-01,2021,11,19,2021-Q4,6.48768402,1,0.875,0.294791651,0.0869021175,0.294791651,0.0869021175,181,0,0,1
1455209020629950464,2021-11-01,2021,11,16,2021-Q4,9.06079573,0,0.916667,0.336458651,0.1132044239,0.0,0.0,23,0,0,1
1454154005559627781,2021-10-29,2021,10,18,2021-Q4,6.69826805,1,0.875,0.294791651,0.0869021175,0.294791651,0.0869021175,168,0,0,1
1453805031463993346,2021-10-28,2021,10,19,2021-Q4,12.50824547,1,0.875,0.294791651,0.0869021175,0.294791651,0.0869021175,21,0,0,1
1453783325517262852,2021-10-28,2021,10,17,2021-Q4,8.08332861,1,0.875,0.294791651,0.0869021175,0.294791651,0.0869021175,64,0,0,1
1453067485343801349,2021-10-26,2021,10,18,2021-Q4,9.01529825,1,0.875,0.294791651,0.0869021175,0.294791651,0.0869021175,43,0,0,1
1451578964280025096,2021-10-22,2021,10,15,2021-Q4,9.35288106,1,0.875,0.294791651,0.0869021175,0.294791651,0.0869021175,251,0,0,1
1451256272007872517,2021-10-21,2021,10,18,2021-Q4,8.04462628,1,0.875,0.294791651,0.0869021175,0.294791651,0.0869021175,64,0,0,1
1450114742375362565,2021-10-18,2021,10,15,2021-Q4,8.28727676,1,0.875,0.294791651,0.0869021175,0.294791651,0.0869021175,304,2,0,1
1448326668599320576,2021-10-13,2021,10,16,2021-Q4,7.28207366,1,0.875,0.294791651,0.0869021175,0.294791651,0.0869021175,16,0,0,1
1446136625977774083,2021-10-07,2021,10,15,2021-Q4,7.74802852,1,0.875,0.294791651,0.0869021175,0.294791651,0.0869021175,151,1,0,1
1445105618357002243,2021-10-04,2021,10,19,2021-Q4,10.25734353,1,0.875,0.294791651,0.0869021175,0.294791651,0.0869021175,104,0,0,1
1445088131145940995,2021-10-04,2021,10,18,2021-Q4,8.96405613,1,0.875,0.294791651,0.0869021175,0.294791651,0.0869021175,46,0,0,1
1445048052235051010,2021-10-04,2021,10,15,2021-Q4,10.32702176,1,0.875,0.294791651,0.0869021175,0.294791651,0.0869021175,81,0,0,1
1442946786688057344,2021-09-28,2021,9,20,2021-Q3,7.51752085,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,106,0,0,1
1442530592109645832,2021-09-27,2021,9,16,2021-Q3,7.46336305,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,39,0,0,1
1442528227717693445,2021-09-27,2021,9,16,2021-Q3,3.95124372,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,52,0,1,1
1441797252536692744,2021-09-25,2021,9,16,2021-Q3,3.66356165,0,0.857143,0.276934651,0.0766928009,0.0,0.0,140,0,4,1
1441794626281607179,2021-09-25,2021,9,16,2021-Q3,5.64897424,0,0.857143,0.276934651,0.0766928009,0.0,0.0,227,0,5,1
1441107722926104591,2021-09-23,2021,9,18,2021-Q3,8.92305822,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,111,0,0,1
1440695066108989455,2021-09-22,2021,9,15,2021-Q3,6.43454652,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,172,0,0,1
1440360796404400131,2021-09-21,2021,9,17,2021-Q3,3.04452244,0,0.857143,0.276934651,0.0766928009,0.0,0.0,139,0,3,1
1440315177279184904,2021-09-21,2021,9,14,2021-Q3,6.33505425,0,0.857143,0.276934651,0.0766928009,0.0,0.0,218,0,0,1
1440121644920365059,2021-09-21,2021,9,1,2021-Q3,5.66296048,0,0.857143,0.276934651,0.0766928009,0.0,0.0,228,0,3,1
1440059703296348161,2021-09-20,2021,9,21,2021-Q3,11.05144541,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,11,0,0,1
1439257913428615168,2021-09-18,2021,9,16,2021-Q3,6.97260625,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,155,0,0,1
1438927615797104640,2021-09-17,2021,9,18,2021-Q3,9.48600047,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,71,0,0,1
1438222894014865408,2021-09-15,2021,9,19,2021-Q3,8.5726279,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,91,0,0,1
1435333827812106244,2021-09-07,2021,9,20,2021-Q3,6.15273269,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,189,0,0,1
1435261233364615177,2021-09-07,2021,9,15,2021-Q3,6.62671775,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,264,0,0,1
1434154280542474244,2021-09-04,2021,9,14,2021-Q3,7.22402481,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,89,0,0,1
1433133572324532224,2021-09-01,2021,9,18,2021-Q3,8.10288913,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,233,1,0,1
1432774256434233345,2021-08-31,2021,8,18,2021-Q3,7.29369772,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,53,0,0,1
1431621266583261187,2021-08-28,2021,8,14,2021-Q3,7.43720637,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,121,0,0,1
1430213213367513093,2021-08-24,2021,8,16,2021-Q3,7.21450441,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,81,1,0,1
1428703371024900102,2021-08-20,2021,8,13,2021-Q3,8.1158197,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,84,0,0,1
1427345012677910533,2021-08-16,2021,8,19,2021-Q3,7.64969262,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,58,1,0,1
1426529042409213953,2021-08-14,2021,8,13,2021-Q3,6.82979374,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,170,0,0,1
1425937918149943298,2021-08-12,2021,8,21,2021-Q3,8.07464908,0,0.857143,0.276934651,0.0766928009,0.0,0.0,23,0,0,1
1425804264178323456,2021-08-12,2021,8,13,2021-Q3,7.53369371,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,170,0,0,1
1425549128399040519,2021-08-11,2021,8,20,2021-Q3,6.42324696,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,160,0,0,1
1425503905832701956,2021-08-11,2021,8,17,2021-Q3,6.58479139,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,240,0,0,1
1425189040211566593,2021-08-10,2021,8,20,2021-Q3,7.44775128,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,124,1,0,1
1425134843923517449,2021-08-10,2021,8,16,2021-Q3,5.83188248,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,143,0,1,1
1423726854154821635,2021-08-06,2021,8,19,2021-Q3,8.76826315,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,193,0,0,1
1419719465453953024,2021-07-26,2021,7,18,2021-Q3,7.62851763,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,66,0,0,1
1419376178671009792,2021-07-25,2021,7,19,2021-Q3,7.31654818,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,109,0,1,1
1418692734001496069,2021-07-23,2021,7,22,2021-Q3,6.4035742,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,191,0,1,1
1417914905617965066,2021-07-21,2021,7,18,2021-Q3,7.57250299,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,45,0,0,1
1417199040542949378,2021-07-19,2021,7,19,2021-Q3,7.62364195,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,117,0,0,1
1417137962215743489,2021-07-19,2021,7,15,2021-Q3,8.46800295,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,46,0,0,1
1416239232964648960,2021-07-17,2021,7,3,2021-Q3,7.4175804,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,100,0,0,1
1416064251811270660,2021-07-16,2021,7,15,2021-Q3,7.08590146,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,13,0,0,1
1415476190920548354,2021-07-15,2021,7,0,2021-Q3,5.71042702,0,0.857143,0.276934651,0.0766928009,0.0,0.0,183,0,2,1
1415355158700171268,2021-07-14,2021,7,16,2021-Q3,5.8230459,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,153,0,1,1
1414663884720508928,2021-07-12,2021,7,19,2021-Q3,7.65112018,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,84,0,0,1
1412403458687209477,2021-07-06,2021,7,13,2021-Q3,8.05515773,1,0.833333,0.253124651,0.064072089,0.253124651,0.064072089,86,0,0,1
1409943806519173122,2021-06-29,2021,6,18,2021-Q2,7.86940171,0,0.510638,-0.069570349,0.0048400335,-0.0,0.0,110,0,0,1
1407742489528836099,2021-06-23,2021,6,16,2021-Q2,9.56542405,1,0.489362,-0.090846349,0.0082530591,-0.090846349,0.0082530591,117,0,0,1
1407418304151670787,2021-06-22,2021,6,19,2021-Q2,9.19917831,0,0.510638,-0.069570349,0.0048400335,-0.0,0.0,115,0,0,1
1407352689567096832,2021-06-22,2021,6,15,2021-Q2,7.12044437,0,0.510638,-0.069570349,0.0048400335,-0.0,0.0,79,1,1,1
1406823243584053249,2021-06-21,2021,6,3,2021-Q2,8.91958692,1,0.489362,-0.090846349,0.0082530591,-0.090846349,0.0082530591,59,0,0,1
1406822936426606595,2021-06-21,2021,6,3,2021-Q2,9.88629053,0,0.510638,-0.069570349,0.0048400335,-0.0,0.0,73,1,1,1
1406685219315404801,2021-06-20,2021,6,18,2021-Q2,10.3346529,1,0.489362,-0.090846349,0.0082530591,-0.090846349,0.0082530591,59,0,0,1
1406061661425999878,2021-06-19,2021,6,1,2021-Q2,9.71589211,1,0.489362,-0.090846349,0.0082530591,-0.090846349,0.0082530591,100,0,0,1
1406047214963728385,2021-06-19,2021,6,0,2021-Q2,9.67928094,1,0.489362,-0.090846349,0.0082530591,-0.090846349,0.0082530591,190,0,0,1
1406033771154096132,2021-06-18,2021,6,23,2021-Q2,10.58582653,1,0.489362,-0.090846349,0.0082530591,-0.090846349,0.0082530591,42,0,0,1
1406015436915945475,2021-06-18,2021,6,22,2021-Q2,11.65294824,0,0.510638,-0.069570349,0.0048400335,-0.0,0.0,47,0,0,1
1405545529300369411,2021-06-17,2021,6,15,2021-Q2,7.39633529,1,0.489362,-0.090846349,0.0082530591,-0.090846349,0.0082530591,4,0,0,1
1405225063415177224,2021-06-16,2021,6,18,2021-Q2,7.36707706,1,0.489362,-0.090846349,0.0082530591,-0.090846349,0.0082530591,126,0,0,1
1404998233588473857,2021-06-16,2021,6,3,2021-Q2,6.30627529,0,0.510638,-0.069570349,0.0048400335,-0.0,0.0,95,2,1,1
1404796001978880013,2021-06-15,2021,6,13,2021-Q2,7.19518732,1,0.489362,-0.090846349,0.0082530591,-0.090846349,0.0082530591,149,0,0,1
1403414138236383237,2021-06-11,2021,6,18,2021-Q2,6.53524127,0,0.510638,-0.069570349,0.0048400335,-0.0,0.0,125,0,0,1
1403047227170435083,2021-06-10,2021,6,17,2021-Q2,6.02827852,0,0.510638,-0.069570349,0.0048400335,-0.0,0.0,165,0,0,1
1403039695857127431,2021-06-10,2021,6,17,2021-Q2,8.77894188,0,0.510638,-0.069570349,0.0048400335,-0.0,0.0,216,1,0,1
1402298901428899840,2021-06-08,2021,6,16,2021-Q2,9.15090879,0,0.510638,-0.069570349,0.0048400335,-0.0,0.0,33,0,0,1
1400982621757247491,2021-06-05,2021,6,1,2021-Q2,8.67145815,0,0.510638,-0.069570349,0.0048400335,-0.0,0.0,40,0,0,1
1400516310044401671,2021-06-03,2021,6,18,2021-Q2,6.32614947,0,0.510638,-0.069570349,0.0048400335,-0.0,0.0,81,0,1,1
1397992184213917701,2021-05-27,2021,5,19,2021-Q2,8.35960327,1,0.489362,-0.090846349,0.0082530591,-0.090846349,0.0082530591,147,0,0,1
1397559601726476292,2021-05-26,2021,5,14,2021-Q2,8.71866357,1,0.489362,-0.090846349,0.0082530591,-0.090846349,0.0082530591,16,0,0,1
