게시물ID,작성일,작성연도,작성월,작성시간,연도분기,log1p_engagement_total,유머예측이진,유머비율LOO분기,유머비율LOO분기_평균중심화,유머비율LOO분기_평균중심화제곱,유머X유머강도중심화,유머X유머강도중심화제곱,텍스트길이,해시태그수,멘션수,H3분석표본
1834619968442323418,2024-09-13,2024,9,15,2024-Q3,5.78382518,1,0.425,-0.155208349,0.0240896316,-0.155208349,0.0240896316,59,0,0,1
1834347199402229959,2024-09-12,2024,9,21,2024-Q3,4.65396035,0,0.45,-0.130208349,0.0169542141,-0.0,0.0,137,0,1,1
1833595083490238906,2024-09-10,2024,9,19,2024-Q3,4.51085951,0,0.45,-0.130208349,0.0169542141,-0.0,0.0,78,0,1,1
1827852148366843989,2024-08-25,2024,8,23,2024-Q3,6.2146081,1,0.425,-0.155208349,0.0240896316,-0.155208349,0.0240896316,149,0,0,1
1826439447467966764,2024-08-22,2024,8,2,2024-Q3,6.85118493,1,0.425,-0.155208349,0.0240896316,-0.155208349,0.0240896316,17,0,0,1
1826437489961435372,2024-08-22,2024,8,1,2024-Q3,6.1484683,1,0.425,-0.155208349,0.0240896316,-0.155208349,0.0240896316,23,0,0,1
1826437406708695361,2024-08-22,2024,8,1,2024-Q3,5.9242558,1,0.425,-0.155208349,0.0240896316,-0.155208349,0.0240896316,23,0,0,1
1826437226713989454,2024-08-22,2024,8,1,2024-Q3,5.86929691,1,0.425,-0.155208349,0.0240896316,-0.155208349,0.0240896316,12,0,0,1
1826437118563889607,2024-08-22,2024,8,1,2024-Q3,5.80814249,1,0.425,-0.155208349,0.0240896316,-0.155208349,0.0240896316,26,0,0,1
1826437010606764235,2024-08-22,2024,8,1,2024-Q3,5.77144112,1,0.425,-0.155208349,0.0240896316,-0.155208349,0.0240896316,34,0,0,1
1826436573988090093,2024-08-22,2024,8,1,2024-Q3,5.9242558,0,0.45,-0.130208349,0.0169542141,-0.0,0.0,14,0,0,1
1826436504614273198,2024-08-22,2024,8,1,2024-Q3,6.00881319,1,0.425,-0.155208349,0.0240896316,-0.155208349,0.0240896316,18,0,0,1
1826432938801570164,2024-08-22,2024,8,1,2024-Q3,6.04263283,0,0.45,-0.130208349,0.0169542141,-0.0,0.0,27,0,0,1
1826432611092136230,2024-08-22,2024,8,1,2024-Q3,6.00141488,0,0.45,-0.130208349,0.0169542141,-0.0,0.0,29,0,0,1
1826432485950898219,2024-08-22,2024,8,1,2024-Q3,6.25382881,0,0.45,-0.130208349,0.0169542141,-0.0,0.0,35,0,0,1
1826432151862026427,2024-08-22,2024,8,1,2024-Q3,8.32530603,0,0.45,-0.130208349,0.0169542141,-0.0,0.0,60,0,0,1
1826331865781075979,2024-08-21,2024,8,18,2024-Q3,9.24946493,0,0.45,-0.130208349,0.0169542141,-0.0,0.0,171,0,0,1
1825520839032291500,2024-08-19,2024,8,13,2024-Q3,5.83481074,0,0.45,-0.130208349,0.0169542141,-0.0,0.0,12,0,0,1
1825310472368791724,2024-08-18,2024,8,23,2024-Q3,6.15697899,1,0.425,-0.155208349,0.0240896316,-0.155208349,0.0240896316,118,0,0,1
1822987972481806759,2024-08-12,2024,8,13,2024-Q3,6.02102335,0,0.45,-0.130208349,0.0169542141,-0.0,0.0,12,0,0,1
1822772454533579005,2024-08-11,2024,8,23,2024-Q3,6.20050917,0,0.45,-0.130208349,0.0169542141,-0.0,0.0,95,0,0,1
1821635837161029764,2024-08-08,2024,8,19,2024-Q3,5.23110862,0,0.45,-0.130208349,0.0169542141,-0.0,0.0,42,0,2,1
1821610694745485569,2024-08-08,2024,8,18,2024-Q3,5.53338949,0,0.45,-0.130208349,0.0169542141,-0.0,0.0,31,0,1,1
1821610561962176956,2024-08-08,2024,8,18,2024-Q3,6.61204103,1,0.425,-0.155208349,0.0240896316,-0.155208349,0.0240896316,23,0,0,1
1820445708874658217,2024-08-05,2024,8,13,2024-Q3,6.13122649,0,0.45,-0.130208349,0.0169542141,-0.0,0.0,12,0,0,1
1820231911635087503,2024-08-04,2024,8,22,2024-Q3,6.3526294,1,0.425,-0.155208349,0.0240896316,-0.155208349,0.0240896316,133,0,0,1
1818340302802850216,2024-07-30,2024,7,17,2024-Q3,7.15305163,1,0.425,-0.155208349,0.0240896316,-0.155208349,0.0240896316,97,0,0,1
1817921258727862748,2024-07-29,2024,7,13,2024-Q3,6.39859493,0,0.45,-0.130208349,0.0169542141,-0.0,0.0,12,0,0,1
1817695153110528201,2024-07-28,2024,7,22,2024-Q3,6.71417053,0,0.45,-0.130208349,0.0169542141,-0.0,0.0,123,0,0,1
1811795717297508777,2024-07-12,2024,7,16,2024-Q3,9.12793655,0,0.45,-0.130208349,0.0169542141,-0.0,0.0,75,0,0,1
1811499139739398639,2024-07-11,2024,7,20,2024-Q3,6.92951677,0,0.45,-0.130208349,0.0169542141,-0.0,0.0,72,0,1,1
1811077661101301959,2024-07-10,2024,7,16,2024-Q3,8.10349428,1,0.425,-0.155208349,0.0240896316,-0.155208349,0.0240896316,89,0,0,1
1810668075450036606,2024-07-09,2024,7,13,2024-Q3,9.83654615,0,0.45,-0.130208349,0.0169542141,-0.0,0.0,99,0,0,1
1810406280198299682,2024-07-08,2024,7,20,2024-Q3,6.54678541,0,0.45,-0.130208349,0.0169542141,-0.0,0.0,85,0,0,1
1810007794310840603,2024-07-07,2024,7,17,2024-Q3,6.65027905,1,0.425,-0.155208349,0.0240896316,-0.155208349,0.0240896316,90,0,1,1
1808626600872665366,2024-07-03,2024,7,22,2024-Q3,6.89972311,1,0.425,-0.155208349,0.0240896316,-0.155208349,0.0240896316,97,0,1,1
1806348032662802747,2024-06-27,2024,6,15,2024-Q2,6.71417053,0,0.384615,-0.195593349,0.0382567582,-0.0,0.0,32,0,0,1
1806180519689834523,2024-06-27,2024,6,4,2024-Q2,6.80239476,0,0.384615,-0.195593349,0.0382567582,-0.0,0.0,260,0,5,1
1806158973009097170,2024-06-27,2024,6,2,2024-Q2,7.73979446,0,0.384615,-0.195593349,0.0382567582,-0.0,0.0,160,0,1,1
1806124723254022149,2024-06-27,2024,6,0,2024-Q2,5.94542061,1,0.346154,-0.234054349,0.0547814383,-0.234054349,0.0547814383,10,0,0,1
1806116941091811827,2024-06-27,2024,6,0,2024-Q2,7.76895604,0,0.384615,-0.195593349,0.0382567582,-0.0,0.0,69,0,0,1
1801112110136500397,2024-06-13,2024,6,4,2024-Q2,7.41938058,1,0.346154,-0.234054349,0.0547814383,-0.234054349,0.0547814383,36,0,0,1
1801106753884434800,2024-06-13,2024,6,4,2024-Q2,7.89245204,0,0.384615,-0.195593349,0.0382567582,-0.0,0.0,29,0,0,1
1797664751524384826,2024-06-03,2024,6,16,2024-Q2,7.80425138,0,0.384615,-0.195593349,0.0382567582,-0.0,0.0,69,0,0,1
1793796655512183145,2024-05-24,2024,5,0,2024-Q2,7.14440718,1,0.346154,-0.234054349,0.0547814383,-0.234054349,0.0547814383,59,0,0,1
1793780306484285515,2024-05-23,2024,5,23,2024-Q2,4.17438727,0,0.384615,-0.195593349,0.0382567582,-0.0,0.0,127,0,0,1
1793669890429358538,2024-05-23,2024,5,15,2024-Q2,5.66988092,0,0.384615,-0.195593349,0.0382567582,-0.0,0.0,10,0,0,1
1793669887094927716,2024-05-23,2024,5,15,2024-Q2,6.57228254,0,0.384615,-0.195593349,0.0382567582,-0.0,0.0,43,0,0,1
1787884953876705769,2024-05-07,2024,5,16,2024-Q2,8.75573754,0,0.384615,-0.195593349,0.0382567582,-0.0,0.0,35,0,0,1
1787542849061626009,2024-05-06,2024,5,18,2024-Q2,9.0752077,1,0.346154,-0.234054349,0.0547814383,-0.234054349,0.0547814383,31,0,0,1
1785760296335822857,2024-05-01,2024,5,19,2024-Q2,8.06934237,0,0.384615,-0.195593349,0.0382567582,-0.0,0.0,41,0,0,1
1785674044190175475,2024-05-01,2024,5,14,2024-Q2,10.10168246,1,0.346154,-0.234054349,0.0547814383,-0.234054349,0.0547814383,86,0,0,1
1785401765271101734,2024-04-30,2024,4,20,2024-Q2,7.53369371,1,0.346154,-0.234054349,0.0547814383,-0.234054349,0.0547814383,106,0,0,1
1783201437113082357,2024-04-24,2024,4,18,2024-Q2,6.81673588,1,0.346154,-0.234054349,0.0547814383,-0.234054349,0.0547814383,76,0,1,1
1783192374044184957,2024-04-24,2024,4,17,2024-Q2,6.02344759,1,0.346154,-0.234054349,0.0547814383,-0.234054349,0.0547814383,201,0,1,1
1783121130837954590,2024-04-24,2024,4,13,2024-Q2,8.77801781,0,0.384615,-0.195593349,0.0382567582,-0.0,0.0,83,0,1,1
1781058134250758398,2024-04-18,2024,4,20,2024-Q2,8.99912539,0,0.384615,-0.195593349,0.0382567582,-0.0,0.0,38,0,0,1
1781022004847522155,2024-04-18,2024,4,18,2024-Q2,6.228511,1,0.346154,-0.234054349,0.0547814383,-0.234054349,0.0547814383,100,0,0,1
1781013620115312711,2024-04-18,2024,4,17,2024-Q2,5.61312811,0,0.384615,-0.195593349,0.0382567582,-0.0,0.0,80,0,0,1
1779914355594727486,2024-04-15,2024,4,16,2024-Q2,7.13966034,0,0.384615,-0.195593349,0.0382567582,-0.0,0.0,74,0,0,1
1778907911395107025,2024-04-12,2024,4,22,2024-Q2,5.34233425,0,0.384615,-0.195593349,0.0382567582,-0.0,0.0,10,0,0,1
1778907905896435764,2024-04-12,2024,4,22,2024-Q2,6.82110747,0,0.384615,-0.195593349,0.0382567582,-0.0,0.0,77,0,0,1
1775209957358522399,2024-04-02,2024,4,17,2024-Q2,6.60394382,1,0.346154,-0.234054349,0.0547814383,-0.234054349,0.0547814383,64,0,1,1
1770483284897616104,2024-03-20,2024,3,16,2024-Q1,6.5971457,1,0.352941,-0.227267349,0.0516504479,-0.227267349,0.0516504479,106,0,0,1
1769903716776157419,2024-03-19,2024,3,1,2024-Q1,7.28138566,1,0.352941,-0.227267349,0.0516504479,-0.227267349,0.0516504479,77,0,1,1
1769882785836371981,2024-03-19,2024,3,0,2024-Q1,6.44413126,0,0.411765,-0.168443349,0.0283731618,-0.0,0.0,108,0,5,1
1769784989338464723,2024-03-18,2024,3,17,2024-Q1,6.96602419,1,0.352941,-0.227267349,0.0516504479,-0.227267349,0.0516504479,58,0,0,1
1767684773659418706,2024-03-12,2024,3,22,2024-Q1,7.08924316,0,0.411765,-0.168443349,0.0283731618,-0.0,0.0,41,0,0,1
1767666525698207989,2024-03-12,2024,3,21,2024-Q1,7.46622756,1,0.352941,-0.227267349,0.0516504479,-0.227267349,0.0516504479,44,0,0,1
1757905771189190791,2024-02-14,2024,2,23,2024-Q1,7.37525578,1,0.352941,-0.227267349,0.0516504479,-0.227267349,0.0516504479,119,0,0,1
1757549861858119986,2024-02-13,2024,2,23,2024-Q1,5.85507192,0,0.411765,-0.168443349,0.0283731618,-0.0,0.0,228,0,1,1
1757109191762747848,2024-02-12,2024,2,18,2024-Q1,6.08221891,1,0.352941,-0.227267349,0.0516504479,-0.227267349,0.0516504479,111,0,1,1
1755700112045580732,2024-02-08,2024,2,21,2024-Q1,5.91889385,0,0.411765,-0.168443349,0.0283731618,-0.0,0.0,115,0,1,1
1755671017173774387,2024-02-08,2024,2,19,2024-Q1,7.17088848,0,0.411765,-0.168443349,0.0283731618,-0.0,0.0,109,0,0,1
1752389070351675762,2024-01-30,2024,1,17,2024-Q1,9.34145635,0,0.411765,-0.168443349,0.0283731618,-0.0,0.0,54,0,0,1
1750997136404029658,2024-01-26,2024,1,21,2024-Q1,8.61613314,0,0.411765,-0.168443349,0.0283731618,-0.0,0.0,23,0,0,1
1750522723510493356,2024-01-25,2024,1,14,2024-Q1,10.83883554,0,0.411765,-0.168443349,0.0283731618,-0.0,0.0,64,0,0,1
1748061377682387211,2024-01-18,2024,1,19,2024-Q1,7.20934026,0,0.411765,-0.168443349,0.0283731618,-0.0,0.0,42,0,0,1
1747413044945117351,2024-01-17,2024,1,0,2024-Q1,5.41164605,0,0.411765,-0.168443349,0.0283731618,-0.0,0.0,119,0,1,1
1747408308141494598,2024-01-16,2024,1,23,2024-Q1,7.65349491,0,0.411765,-0.168443349,0.0283731618,-0.0,0.0,99,0,0,1
1744381160086524197,2024-01-08,2024,1,15,2024-Q1,7.68662133,1,0.352941,-0.227267349,0.0516504479,-0.227267349,0.0516504479,70,0,0,1
1705356808959787436,2023-09-22,2023,9,23,2023-Q3,6.80793494,0,0.272727,-0.307481349,0.09454478,-0.0,0.0,54,0,0,1
1704183136916017577,2023-09-19,2023,9,17,2023-Q3,7.57455848,1,0.181818,-0.398390349,0.1587148701,-0.398390349,0.1587148701,101,0,0,1
1703862493611802817,2023-09-18,2023,9,20,2023-Q3,7.76004068,0,0.272727,-0.307481349,0.09454478,-0.0,0.0,144,0,0,1
1699798695691395159,2023-09-07,2023,9,14,2023-Q3,6.22059017,0,0.272727,-0.307481349,0.09454478,-0.0,0.0,23,0,0,1
1699796550636200229,2023-09-07,2023,9,14,2023-Q3,7.27724773,0,0.272727,-0.307481349,0.09454478,-0.0,0.0,23,0,0,1
1699409208628650328,2023-09-06,2023,9,13,2023-Q3,7.06902343,0,0.272727,-0.307481349,0.09454478,-0.0,0.0,93,0,0,1
1692596616299999573,2023-08-18,2023,8,17,2023-Q3,8.40402449,0,0.272727,-0.307481349,0.09454478,-0.0,0.0,23,0,0,1
1692415477480411288,2023-08-18,2023,8,5,2023-Q3,3.40119738,1,0.181818,-0.398390349,0.1587148701,-0.398390349,0.1587148701,67,0,1,1
1684338270325424129,2023-07-26,2023,7,23,2023-Q3,7.72709448,0,0.272727,-0.307481349,0.09454478,-0.0,0.0,73,0,0,1
1683273880004173824,2023-07-24,2023,7,0,2023-Q3,8.51057132,1,0.181818,-0.398390349,0.1587148701,-0.398390349,0.1587148701,33,0,0,1
1681758534982148097,2023-07-19,2023,7,20,2023-Q3,7.46049031,0,0.272727,-0.307481349,0.09454478,-0.0,0.0,60,0,0,1
1677057469187518465,2023-07-06,2023,7,20,2023-Q3,8.90571558,0,0.272727,-0.307481349,0.09454478,-0.0,0.0,30,0,0,1
1674801534251552769,2023-06-30,2023,6,15,2023-Q2,7.67925143,0,0.354839,-0.225369349,0.0507913434,-0.0,0.0,45,1,0,1
1673337925763776513,2023-06-26,2023,6,14,2023-Q2,7.02286809,0,0.354839,-0.225369349,0.0507913434,-0.0,0.0,36,0,0,1
1673334051069997057,2023-06-26,2023,6,14,2023-Q2,5.97126184,0,0.354839,-0.225369349,0.0507913434,-0.0,0.0,17,0,1,1
1671254412919205888,2023-06-20,2023,6,20,2023-Q2,7.72841578,0,0.354839,-0.225369349,0.0507913434,-0.0,0.0,23,0,0,1
1669414854078218240,2023-06-15,2023,6,18,2023-Q2,8.00803285,0,0.354839,-0.225369349,0.0507913434,-0.0,0.0,23,0,0,1
1668661154325966852,2023-06-13,2023,6,16,2023-Q2,8.95751051,0,0.354839,-0.225369349,0.0507913434,-0.0,0.0,23,0,0,1
1667183491551821832,2023-06-09,2023,6,14,2023-Q2,4.46590812,1,0.322581,-0.257627349,0.0663718509,-0.257627349,0.0663718509,78,0,1,1
1664302314826416129,2023-06-01,2023,6,16,2023-Q2,6.82979374,1,0.322581,-0.257627349,0.0663718509,-0.257627349,0.0663718509,74,0,0,1
1663376242433720321,2023-05-30,2023,5,2,2023-Q2,7.57095858,0,0.354839,-0.225369349,0.0507913434,-0.0,0.0,109,1,3,1
1662099102618857473,2023-05-26,2023,5,14,2023-Q2,7.3065314,0,0.354839,-0.225369349,0.0507913434,-0.0,0.0,23,0,0,1
1662098257575649282,2023-05-26,2023,5,14,2023-Q2,7.12205988,0,0.354839,-0.225369349,0.0507913434,-0.0,0.0,197,0,0,1
1661089747027017748,2023-05-23,2023,5,19,2023-Q2,5.88610403,1,0.322581,-0.257627349,0.0663718509,-0.257627349,0.0663718509,156,0,0,1
1661013813658009603,2023-05-23,2023,5,14,2023-Q2,7.36137543,1,0.322581,-0.257627349,0.0663718509,-0.257627349,0.0663718509,144,0,0,1
1659651535268093953,2023-05-19,2023,5,20,2023-Q2,7.1831117,0,0.354839,-0.225369349,0.0507913434,-0.0,0.0,180,0,1,1
1658178790713876486,2023-05-15,2023,5,18,2023-Q2,6.79009724,1,0.322581,-0.257627349,0.0663718509,-0.257627349,0.0663718509,119,0,0,1
1656345646134353921,2023-05-10,2023,5,17,2023-Q2,7.34601021,1,0.322581,-0.257627349,0.0663718509,-0.257627349,0.0663718509,66,0,1,1
1655950878724202499,2023-05-09,2023,5,15,2023-Q2,6.40687999,0,0.354839,-0.225369349,0.0507913434,-0.0,0.0,261,0,0,1
1654524291231129600,2023-05-05,2023,5,16,2023-Q2,7.99226864,0,0.354839,-0.225369349,0.0507913434,-0.0,0.0,23,0,0,1
1654284843490988033,2023-05-05,2023,5,0,2023-Q2,3.17805383,0,0.354839,-0.225369349,0.0507913434,-0.0,0.0,140,0,2,1
1654276971214299136,2023-05-05,2023,5,0,2023-Q2,5.33271879,0,0.354839,-0.225369349,0.0507913434,-0.0,0.0,271,0,4,1
1653824235846901769,2023-05-03,2023,5,18,2023-Q2,6.62804138,0,0.354839,-0.225369349,0.0507913434,-0.0,0.0,42,0,0,1
1651965168270671872,2023-04-28,2023,4,15,2023-Q2,8.43141741,0,0.354839,-0.225369349,0.0507913434,-0.0,0.0,23,0,0,1
1650890952855150592,2023-04-25,2023,4,15,2023-Q2,6.75693239,0,0.354839,-0.225369349,0.0507913434,-0.0,0.0,25,0,0,1
1650820225728741378,2023-04-25,2023,4,11,2023-Q2,3.09104245,1,0.322581,-0.257627349,0.0663718509,-0.257627349,0.0663718509,44,0,1,1
1648417729508958215,2023-04-18,2023,4,20,2023-Q2,8.3854887,1,0.322581,-0.257627349,0.0663718509,-0.257627349,0.0663718509,17,0,0,1
1648372138863214613,2023-04-18,2023,4,17,2023-Q2,7.26122509,1,0.322581,-0.257627349,0.0663718509,-0.257627349,0.0663718509,36,0,0,1
1648334094319882240,2023-04-18,2023,4,14,2023-Q2,5.36597602,1,0.322581,-0.257627349,0.0663718509,-0.257627349,0.0663718509,274,0,0,1
1646139417172783117,2023-04-12,2023,4,13,2023-Q2,6.5539334,0,0.354839,-0.225369349,0.0507913434,-0.0,0.0,20,0,0,1
1646136173037772800,2023-04-12,2023,4,13,2023-Q2,7.97177612,0,0.354839,-0.225369349,0.0507913434,-0.0,0.0,72,1,0,1
1646128960802111489,2023-04-12,2023,4,12,2023-Q2,5.56068163,0,0.354839,-0.225369349,0.0507913434,-0.0,0.0,52,0,1,1
1644140500218179585,2023-04-07,2023,4,0,2023-Q2,7.82164313,1,0.322581,-0.257627349,0.0663718509,-0.257627349,0.0663718509,60,0,0,1
1644025053384679530,2023-04-06,2023,4,17,2023-Q2,6.23441073,0,0.354839,-0.225369349,0.0507913434,-0.0,0.0,74,0,0,1
1641560467918270465,2023-03-30,2023,3,21,2023-Q1,8.81373589,1,0.444444,-0.135764349,0.0184319584,-0.135764349,0.0184319584,235,0,0,1
1641209202222723073,2023-03-29,2023,3,22,2023-Q1,8.48094406,0,0.5,-0.080208349,0.0064333792,-0.0,0.0,181,0,0,1
1633912561732145156,2023-03-09,2023,3,19,2023-Q1,9.56437182,0,0.5,-0.080208349,0.0064333792,-0.0,0.0,36,0,0,1
1626647347584286720,2023-02-17,2023,2,18,2023-Q1,8.63763934,1,0.444444,-0.135764349,0.0184319584,-0.135764349,0.0184319584,60,0,0,1
1625171742267256839,2023-02-13,2023,2,16,2023-Q1,7.79110951,1,0.444444,-0.135764349,0.0184319584,-0.135764349,0.0184319584,43,2,0,1
1625171069064839168,2023-02-13,2023,2,16,2023-Q1,8.51998928,0,0.5,-0.080208349,0.0064333792,-0.0,0.0,32,0,1,1
1625165317189009409,2023-02-13,2023,2,16,2023-Q1,8.85280792,1,0.444444,-0.135764349,0.0184319584,-0.135764349,0.0184319584,17,0,0,1
1623778043176124416,2023-02-09,2023,2,20,2023-Q1,7.86211221,1,0.444444,-0.135764349,0.0184319584,-0.135764349,0.0184319584,11,0,0,1
1623714551152648193,2023-02-09,2023,2,16,2023-Q1,7.73280753,1,0.444444,-0.135764349,0.0184319584,-0.135764349,0.0184319584,121,1,0,1
1623545691305046016,2023-02-09,2023,2,4,2023-Q1,8.83141982,1,0.444444,-0.135764349,0.0184319584,-0.135764349,0.0184319584,98,0,1,1
1620815679707582465,2023-02-01,2023,2,16,2023-Q1,10.844666,0,0.5,-0.080208349,0.0064333792,-0.0,0.0,23,0,0,1
1620468613915504645,2023-01-31,2023,1,17,2023-Q1,9.05847042,1,0.444444,-0.135764349,0.0184319584,-0.135764349,0.0184319584,118,0,0,1
1619013166251544577,2023-01-27,2023,1,16,2023-Q1,8.44290059,0,0.5,-0.080208349,0.0064333792,-0.0,0.0,25,0,0,1
1618685219955171328,2023-01-26,2023,1,19,2023-Q1,9.48235028,0,0.5,-0.080208349,0.0064333792,-0.0,0.0,33,0,0,1
1616553921287278617,2023-01-20,2023,1,21,2023-Q1,8.80267284,0,0.5,-0.080208349,0.0064333792,-0.0,0.0,83,0,0,1
1616469866348683264,2023-01-20,2023,1,16,2023-Q1,2.56494936,0,0.5,-0.080208349,0.0064333792,-0.0,0.0,79,0,2,1
1616440426835369984,2023-01-20,2023,1,14,2023-Q1,6.68835471,0,0.5,-0.080208349,0.0064333792,-0.0,0.0,62,0,1,1
1616147413210628117,2023-01-19,2023,1,18,2023-Q1,8.63355299,1,0.444444,-0.135764349,0.0184319584,-0.135764349,0.0184319584,4,0,0,1
1615817267605901313,2023-01-18,2023,1,21,2023-Q1,9.28933638,0,0.5,-0.080208349,0.0064333792,-0.0,0.0,38,0,0,1
1606445952969150464,2022-12-24,2022,12,0,2022-Q4,7.29165621,0,0.612903,0.032694651,0.0010689402,0.0,0.0,21,0,0,1
1605335737368342528,2022-12-20,2022,12,22,2022-Q4,9.14676139,1,0.580645,0.000436651,1.907e-07,0.000436651,1.907e-07,213,1,1,1
1605240519017525248,2022-12-20,2022,12,16,2022-Q4,8.58110652,1,0.580645,0.000436651,1.907e-07,0.000436651,1.907e-07,14,1,0,1
1604921931530207236,2022-12-19,2022,12,19,2022-Q4,5.62040087,0,0.612903,0.032694651,0.0010689402,0.0,0.0,41,0,1,1
1604919683584401410,2022-12-19,2022,12,19,2022-Q4,8.51278348,1,0.580645,0.000436651,1.907e-07,0.000436651,1.907e-07,25,0,0,1
1604918638804598784,2022-12-19,2022,12,19,2022-Q4,8.4631593,0,0.612903,0.032694651,0.0010689402,0.0,0.0,126,0,8,1
1604865566057144320,2022-12-19,2022,12,15,2022-Q4,8.61250337,1,0.580645,0.000436651,1.907e-07,0.000436651,1.907e-07,93,0,0,1
1602425619618332673,2022-12-12,2022,12,22,2022-Q4,6.88346259,0,0.612903,0.032694651,0.0010689402,0.0,0.0,95,0,1,1
1599873034529042432,2022-12-05,2022,12,21,2022-Q4,9.56057462,0,0.612903,0.032694651,0.0010689402,0.0,0.0,23,0,0,1
1598740786518134805,2022-12-02,2022,12,18,2022-Q4,7.678789,1,0.580645,0.000436651,1.907e-07,0.000436651,1.907e-07,42,0,0,1
1598721162506215424,2022-12-02,2022,12,16,2022-Q4,7.8883345,0,0.612903,0.032694651,0.0010689402,0.0,0.0,23,0,0,1
1598469601288982528,2022-12-02,2022,12,0,2022-Q4,4.00733319,0,0.612903,0.032694651,0.0010689402,0.0,0.0,88,0,0,1
1596245866121416704,2022-11-25,2022,11,20,2022-Q4,7.76811038,1,0.580645,0.000436651,1.907e-07,0.000436651,1.907e-07,106,0,0,1
1596229186192302080,2022-11-25,2022,11,19,2022-Q4,7.55118687,1,0.580645,0.000436651,1.907e-07,0.000436651,1.907e-07,36,0,1,1
1596217383001108480,2022-11-25,2022,11,19,2022-Q4,8.3492478,1,0.580645,0.000436651,1.907e-07,0.000436651,1.907e-07,36,0,0,1
1595102167110922241,2022-11-22,2022,11,17,2022-Q4,7.29776828,1,0.580645,0.000436651,1.907e-07,0.000436651,1.907e-07,190,2,1,1
1592632537486340097,2022-11-15,2022,11,21,2022-Q4,8.62173337,0,0.612903,0.032694651,0.0010689402,0.0,0.0,54,0,0,1
1586797319466295296,2022-10-30,2022,10,19,2022-Q4,10.40110635,0,0.612903,0.032694651,0.0010689402,0.0,0.0,36,0,0,1
1586734670754058243,2022-10-30,2022,10,15,2022-Q4,8.56579286,0,0.612903,0.032694651,0.0010689402,0.0,0.0,148,0,1,1
1586372289758576640,2022-10-29,2022,10,15,2022-Q4,8.45190772,0,0.612903,0.032694651,0.0010689402,0.0,0.0,156,0,1,1
1586062805207244803,2022-10-28,2022,10,18,2022-Q4,8.14757774,1,0.580645,0.000436651,1.907e-07,0.000436651,1.907e-07,194,0,0,1
1585376361237340160,2022-10-26,2022,10,21,2022-Q4,6.29341928,1,0.580645,0.000436651,1.907e-07,0.000436651,1.907e-07,100,0,0,1
1582484431620567040,2022-10-18,2022,10,21,2022-Q4,6.47543272,1,0.580645,0.000436651,1.907e-07,0.000436651,1.907e-07,94,0,0,1
1581745509441556482,2022-10-16,2022,10,20,2022-Q4,5.87773578,0,0.612903,0.032694651,0.0010689402,0.0,0.0,23,0,0,1
1581683892016205825,2022-10-16,2022,10,16,2022-Q4,6.9902565,1,0.580645,0.000436651,1.907e-07,0.000436651,1.907e-07,173,2,2,1
1581414595939700736,2022-10-15,2022,10,22,2022-Q4,7.02997291,1,0.580645,0.000436651,1.907e-07,0.000436651,1.907e-07,12,0,0,1
1581410264339009536,2022-10-15,2022,10,22,2022-Q4,7.43070708,1,0.580645,0.000436651,1.907e-07,0.000436651,1.907e-07,148,3,1,1
1580645245423071233,2022-10-13,2022,10,19,2022-Q4,5.05624581,0,0.612903,0.032694651,0.0010689402,0.0,0.0,13,0,1,1
1580580422408622081,2022-10-13,2022,10,15,2022-Q4,5.49716823,1,0.580645,0.000436651,1.907e-07,0.000436651,1.907e-07,194,1,1,1
1578434005996695553,2022-10-07,2022,10,17,2022-Q4,8.54305585,1,0.580645,0.000436651,1.907e-07,0.000436651,1.907e-07,85,1,1,1
1577345554614566913,2022-10-04,2022,10,17,2022-Q4,8.83913175,1,0.580645,0.000436651,1.907e-07,0.000436651,1.907e-07,65,0,0,1
1577337977071706113,2022-10-04,2022,10,16,2022-Q4,10.18591836,1,0.580645,0.000436651,1.907e-07,0.000436651,1.907e-07,221,0,0,1
1574773606520848384,2022-09-27,2022,9,14,2022-Q3,6.84587988,0,0.631579,0.051370651,0.0026389438,0.0,0.0,40,0,0,1
1574473925165449216,2022-09-26,2022,9,19,2022-Q3,7.59438124,1,0.605263,0.025054651,0.0006277355,0.025054651,0.0006277355,95,0,0,1
1573323893967822851,2022-09-23,2022,9,14,2022-Q3,6.93244789,1,0.605263,0.025054651,0.0006277355,0.025054651,0.0006277355,44,0,0,1
1572656302614085632,2022-09-21,2022,9,18,2022-Q3,8.58559922,1,0.605263,0.025054651,0.0006277355,0.025054651,0.0006277355,84,0,0,1
1570426440428187650,2022-09-15,2022,9,14,2022-Q3,7.14677218,1,0.605263,0.025054651,0.0006277355,0.025054651,0.0006277355,58,0,0,1
1570174502453084160,2022-09-14,2022,9,22,2022-Q3,8.86615849,0,0.631579,0.051370651,0.0026389438,0.0,0.0,23,0,0,1
1569796617984741378,2022-09-13,2022,9,21,2022-Q3,7.38956395,0,0.631579,0.051370651,0.0026389438,0.0,0.0,170,0,0,1
1567614811046920193,2022-09-07,2022,9,20,2022-Q3,7.16394668,1,0.605263,0.025054651,0.0006277355,0.025054651,0.0006277355,146,0,1,1
1565438020790243329,2022-09-01,2022,9,20,2022-Q3,10.36904381,1,0.605263,0.025054651,0.0006277355,0.025054651,0.0006277355,7,0,0,1
1562870837283135495,2022-08-25,2022,8,18,2022-Q3,7.22838845,0,0.631579,0.051370651,0.0026389438,0.0,0.0,53,0,0,1
