id,tweet_url,text,created_year,created_month,created_day,created_time,created_hour,created_date,year_month,year_quarter,pred_humor_final_050,p_humor_final_tfidf_logreg,reply_count,favorite_count,retweet_count,quote_count,bookmark_count,view_count,engagement_total,engagement_favorite_retweet,log1p_engagement_total,log1p_engagement_favorite_retweet,log1p_favorite_count,log1p_retweet_count,log1p_reply_count,log1p_quote_count,log1p_bookmark_count,log1p_view_count,humor_intensity_month,humor_intensity_quarter,humor_intensity_month_loo,humor_intensity_quarter_loo,month_total_posts,month_humor_posts,month_non_humor_posts,humor_frequency_month,humor_proportion_month,humor_proportion_month_loo,quarter_total_posts,quarter_humor_posts,quarter_non_humor_posts,humor_frequency_quarter,humor_proportion_quarter,humor_proportion_quarter_loo,pred_humor_type_group_model,p_type_aggressive_model,p_type_other_humor_model,pred_humor_type_group_model_050,is_aggressive_humor,is_other_humor,is_non_humor,is_predicted_humor,quarter_aggressive_posts,quarter_other_humor_posts,quarter_predicted_humor_posts,aggressive_humor_frequency_quarter,other_humor_frequency_quarter,aggressive_humor_proportion_quarter,other_humor_proportion_quarter,aggressive_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo,aggressive_share_among_humor_quarter,aggressive_share_among_humor_quarter_loo,in_h3_aggressive_filtered,no,final_humor_binary,final_humor_source,final_humor_label_available,model_humor,p_humor,p_humor_ml,log1p_p_humor_final_tfidf_logreg,prediction_set,text_length,hashtag_count,mention_count,emoji_count
1826437226713989454,https://x.com/Wendys/status/1826437226713989454,“Casablanda”,2024,8,22,01:52:23,01,2024-08-22,2024-08,2024-Q3,1,0.525364,9,327,14,1,2,85471,353,341,5.869297,5.834811,5.793014,2.70805,2.302585,0.693147,1.098612,11.355944,0.478261,0.439024,0.454545,0.425,23,11,12,11,0.478261,0.454545,41,18,23,18,0.439024,0.425,aggressive,0.5270,0.4730,aggressive,1,0,0,1,10,8,18,10,8,0.24390244,0.19512195,0.225,0.2,0.55555556,0.52941176,1,193,,,0,1,0.5298,0.40964,0.422233,unlabeled,12,0,0,0
1826437118563889607,https://x.com/Wendys/status/1826437118563889607,“The Bland Budapest Motel”,2024,8,22,01:51:57,01,2024-08-22,2024-08,2024-Q3,1,0.559759,6,313,10,2,1,79215,332,323,5.808142,5.780744,5.749393,2.397895,1.94591,1.098612,0.693147,11.279934,0.478261,0.439024,0.454545,0.425,23,11,12,11,0.478261,0.454545,41,18,23,18,0.439024,0.425,aggressive,0.5700,0.4300,aggressive,1,0,0,1,10,8,18,10,8,0.24390244,0.19512195,0.225,0.2,0.55555556,0.52941176,1,194,0,coder2,1,1,0.5516,0.40964,0.444531,labeled,26,0,0,0
1826437010606764235,https://x.com/Wendys/status/1826437010606764235,“James and the Giant Flavor Reach”,2024,8,22,01:51:31,01,2024-08-22,2024-08,2024-Q3,1,0.576413,2,304,11,1,2,77305,320,315,5.771441,5.755742,5.720312,2.484907,1.098612,0.693147,1.098612,11.255527,0.478261,0.439024,0.454545,0.425,23,11,12,11,0.478261,0.454545,41,18,23,18,0.439024,0.425,other_humor,0.4063,0.5937,other_humor,0,1,0,1,10,8,18,10,8,0.24390244,0.19512195,0.25,0.175,0.55555556,0.58823529,1,195,,,0,1,0.5048,0.40964,0.455152,unlabeled,34,0,0,0
1826436573988090093,https://x.com/Wendys/status/1826436573988090093,“Chicken Runs”,2024,8,22,01:49:47,01,2024-08-22,2024-08,2024-Q3,0,0.473723,9,351,12,0,1,77307,373,363,5.924256,5.897154,5.863631,2.564949,2.302585,0.0,0.693147,11.255553,0.478261,0.439024,0.5,0.45,23,11,12,11,0.478261,0.5,41,18,23,18,0.439024,0.45,non_humor,0.3871,0.6129,non_humor,0,0,1,0,10,8,18,10,8,0.24390244,0.19512195,0.25,0.2,0.55555556,0.55555556,1,196,,,0,0,0.4222,0.370267,0.387792,unlabeled,14,0,0,0
1826436504614273198,https://x.com/Wendys/status/1826436504614273198,“Horrible Sauces “,2024,8,22,01:49:30,01,2024-08-22,2024-08,2024-Q3,1,0.525364,15,379,10,0,2,70289,406,389,6.008813,5.966147,5.940171,2.397895,2.772589,0.0,1.098612,11.160385,0.478261,0.439024,0.454545,0.425,23,11,12,11,0.478261,0.454545,41,18,23,18,0.439024,0.425,aggressive,0.5270,0.4730,aggressive,1,0,0,1,10,8,18,10,8,0.24390244,0.19512195,0.225,0.2,0.55555556,0.52941176,1,197,,,0,1,0.5298,0.40964,0.422233,unlabeled,18,0,0,0
1826432938801570164,https://x.com/Wendys/status/1826432938801570164,“We Bought A Streaming App”,2024,8,22,01:35:20,01,2024-08-22,2024-08,2024-Q3,0,0.492027,5,400,12,0,3,82881,420,412,6.042633,6.023448,5.993961,2.564949,1.791759,0.0,1.386294,11.325173,0.478261,0.439024,0.5,0.45,23,11,12,11,0.478261,0.5,41,18,23,18,0.439024,0.45,non_humor,0.4370,0.5630,non_humor,0,0,1,0,10,8,18,10,8,0.24390244,0.19512195,0.25,0.2,0.55555556,0.55555556,1,198,0,coder2,1,1,0.5593,0.498158,0.400136,labeled,27,0,0,0
1826432611092136230,https://x.com/Wendys/status/1826432611092136230,“Appetite Gone in 60 Seconds”,2024,8,22,01:34:02,01,2024-08-22,2024-08,2024-Q3,0,0.439193,6,381,14,0,2,68685,403,395,6.001415,5.981414,5.945421,2.70805,1.94591,0.0,1.098612,11.137301,0.478261,0.439024,0.5,0.45,23,11,12,11,0.478261,0.5,41,18,23,18,0.439024,0.45,non_humor,0.4956,0.5044,non_humor,0,0,1,0,10,8,18,10,8,0.24390244,0.19512195,0.25,0.2,0.55555556,0.55555556,1,199,0,coder2,1,0,0.4634,0.40964,0.364082,labeled,29,0,0,0
1826432485950898219,https://x.com/Wendys/status/1826432485950898219,“Forgetting Sarah Marshall’s Order”,2024,8,22,01:33:32,01,2024-08-22,2024-08,2024-Q3,0,0.387969,10,484,21,1,3,75861,519,505,6.253829,6.226537,6.184149,3.091042,2.397895,0.693147,1.386294,11.236671,0.478261,0.439024,0.5,0.45,23,11,12,11,0.478261,0.5,41,18,23,18,0.439024,0.45,non_humor,0.5361,0.4639,non_humor,0,0,1,0,10,8,18,10,8,0.24390244,0.19512195,0.25,0.2,0.55555556,0.55555556,1,200,0,coder2,1,0,0.4996,0.437437,0.327841,labeled,35,0,0,0
1826432151862026427,https://x.com/Wendys/status/1826432151862026427,"Can’t wait to watch… 
“Any Given Day but Sunday” 
a thread 🧵",2024,8,22,01:32:13,01,2024-08-22,2024-08,2024-Q3,0,0.395672,171,3353,329,106,167,515647,4126,3682,8.325306,8.211483,8.117909,5.799093,5.147494,4.672829,5.123964,13.15318,0.478261,0.439024,0.5,0.45,23,11,12,11,0.478261,0.5,41,18,23,18,0.439024,0.45,non_humor,0.4058,0.5942,non_humor,0,0,1,0,10,8,18,10,8,0.24390244,0.19512195,0.25,0.2,0.55555556,0.55555556,1,201,0,coder2,1,1,0.5304,0.42338,0.333376,labeled,60,0,0,1
1826331865781075979,https://x.com/Wendys/status/1826331865781075979,"Chick-Fil-A is launching its own streaming platform 

• The plan is to launch a slate of TV shows
• There are also talks of doing animated projects https://t.co/RamoYkIxPw",2024,8,21,18:53:43,18,2024-08-21,2024-08,2024-Q3,0,0.448679,647,6815,400,1732,804,5448858,10398,7215,9.249465,8.884056,8.827028,5.993961,6.473891,7.457609,6.690842,15.510917,0.478261,0.439024,0.5,0.45,23,11,12,11,0.478261,0.5,41,18,23,18,0.439024,0.45,non_humor,0.4465,0.5535,non_humor,0,0,1,0,10,8,18,10,8,0.24390244,0.19512195,0.25,0.2,0.55555556,0.55555556,1,202,,,0,0,0.4651,0.504152,0.370652,unlabeled,171,0,0,0
1825520839032291500,https://x.com/Wendys/status/1825520839032291500,UNHAPPY HOUR,2024,8,19,13:10:59,13,2024-08-19,2024-08,2024-Q3,0,0.492373,20,275,41,2,3,97703,341,316,5.834811,5.758902,5.620401,3.73767,3.044522,1.098612,1.386294,11.489698,0.478261,0.439024,0.5,0.45,23,11,12,11,0.478261,0.5,41,18,23,18,0.439024,0.45,non_humor,0.4756,0.5244,non_humor,0,0,1,0,10,8,18,10,8,0.24390244,0.19512195,0.25,0.2,0.55555556,0.55555556,1,203,,,0,1,0.5298,0.316967,0.400368,unlabeled,12,0,0,0
1825310472368791724,https://x.com/Wendys/status/1825310472368791724,Unhappy Hour means you can get a $1 Honey Buddy w purchase in the app. Also means monday morning but forget that part.,2024,8,18,23:15:03,23,2024-08-18,2024-08,2024-Q3,1,0.595190,25,394,41,4,7,146051,471,435,6.156979,6.077642,5.978886,3.73767,3.258097,1.609438,2.079442,11.891718,0.478261,0.439024,0.454545,0.425,23,11,12,11,0.478261,0.454545,41,18,23,18,0.439024,0.425,other_humor,0.3659,0.6341,other_humor,0,1,0,1,10,8,18,10,8,0.24390244,0.19512195,0.25,0.175,0.55555556,0.58823529,1,204,1,coder2,1,1,0.5194,0.208769,0.466993,labeled,118,0,0,0
1822987972481806759,https://x.com/Wendys/status/1822987972481806759,UNHAPPY HOUR,2024,8,12,13:26:16,13,2024-08-12,2024-08,2024-Q3,0,0.492373,36,325,42,2,6,100851,411,367,6.021023,5.908083,5.786897,3.7612,3.610918,1.098612,1.94591,11.521409,0.478261,0.439024,0.5,0.45,23,11,12,11,0.478261,0.5,41,18,23,18,0.439024,0.45,non_humor,0.4756,0.5244,non_humor,0,0,1,0,10,8,18,10,8,0.24390244,0.19512195,0.25,0.2,0.55555556,0.55555556,1,205,,,0,1,0.5298,0.316967,0.400368,unlabeled,12,0,0,0
1822772454533579005,https://x.com/Wendys/status/1822772454533579005,Unhappy Hour is tomorrow so yew can get a $1 Honey Buddy w purchase in the app. Does that help?,2024,8,11,23:09:53,23,2024-08-11,2024-08,2024-Q3,0,0.456155,46,397,41,5,3,117021,492,438,6.200509,6.084499,5.986452,3.73767,3.850148,1.791759,1.386294,11.670117,0.478261,0.439024,0.5,0.45,23,11,12,11,0.478261,0.5,41,18,23,18,0.439024,0.45,non_humor,0.4455,0.5545,non_humor,0,0,1,0,10,8,18,10,8,0.24390244,0.19512195,0.25,0.2,0.55555556,0.55555556,1,206,0,coder2,1,0,0.4685,0.199965,0.375800,labeled,95,0,0,0
1821635837161029764,https://x.com/Wendys/status/1821635837161029764,@NYTGames Why ru playing games 😔 @NYTGames,2024,8,8,19:53:22,19,2024-08-08,2024-08,2024-Q3,0,0.331100,13,156,14,1,2,87470,186,170,5.231109,5.141664,5.056246,2.70805,2.639057,0.693147,1.098612,11.379063,0.478261,0.439024,0.5,0.45,23,11,12,11,0.478261,0.5,41,18,23,18,0.439024,0.45,non_humor,0.5897,0.4103,non_humor,0,0,1,0,10,8,18,10,8,0.24390244,0.19512195,0.25,0.2,0.55555556,0.55555556,1,207,0,coder2,1,0,0.3692,0.467293,0.286005,labeled,42,0,2,1
1821610694745485569,https://x.com/Wendys/status/1821610694745485569,@NYTGames why u flirtin with me,2024,8,8,18:13:28,18,2024-08-08,2024-08,2024-Q3,0,0.347833,9,227,12,1,3,112252,252,239,5.533389,5.480639,5.429346,2.564949,2.302585,0.693147,1.386294,11.628511,0.478261,0.439024,0.5,0.45,23,11,12,11,0.478261,0.5,41,18,23,18,0.439024,0.45,non_humor,0.5756,0.4244,non_humor,0,0,1,0,10,8,18,10,8,0.24390244,0.19512195,0.25,0.2,0.55555556,0.55555556,1,208,0,coder2,1,0,0.4510,0.505793,0.298498,labeled,31,0,1,0
1821610561962176956,https://x.com/Wendys/status/1821610561962176956,"Wordle 1,146 1/6

🟩🟩🟩🟩🟩",2024,8,8,18:12:56,18,2024-08-08,2024-08,2024-Q3,1,0.525364,61,616,51,6,9,131759,743,667,6.612041,6.504288,6.424869,3.951244,4.127134,1.94591,2.302585,11.788737,0.478261,0.439024,0.454545,0.425,23,11,12,11,0.478261,0.454545,41,18,23,18,0.439024,0.425,aggressive,0.5270,0.4730,aggressive,1,0,0,1,10,8,18,10,8,0.24390244,0.19512195,0.225,0.2,0.55555556,0.52941176,1,209,0,coder2,1,1,0.5298,0.47614,0.422233,labeled,23,0,0,1
1820445708874658217,https://x.com/Wendys/status/1820445708874658217,UNHAPPY HOUR,2024,8,5,13:04:13,13,2024-08-05,2024-08,2024-Q3,0,0.492373,48,349,47,6,9,105658,459,396,6.131226,5.983936,5.857933,3.871201,3.89182,1.94591,2.302585,11.567972,0.478261,0.439024,0.5,0.45,23,11,12,11,0.478261,0.5,41,18,23,18,0.439024,0.45,non_humor,0.4756,0.5244,non_humor,0,0,1,0,10,8,18,10,8,0.24390244,0.19512195,0.25,0.2,0.55555556,0.55555556,1,210,,,0,1,0.5298,0.316967,0.400368,unlabeled,12,0,0,0
1820231911635087503,https://x.com/Wendys/status/1820231911635087503,"Unhappy Hour: get a $1 Honey Buddy w purchase in the app. Monday mornings, it’s literally the least we could do.

Hope that’s enough.",2024,8,4,22:54:40,22,2024-08-04,2024-08,2024-Q3,1,0.516201,51,457,55,6,4,122728,573,512,6.352629,6.240276,6.126869,4.025352,3.951244,1.94591,1.609438,11.717734,0.478261,0.439024,0.454545,0.425,23,11,12,11,0.478261,0.454545,41,18,23,18,0.439024,0.425,other_humor,0.4428,0.5572,other_humor,0,1,0,1,10,8,18,10,8,0.24390244,0.19512195,0.25,0.175,0.55555556,0.58823529,1,211,0,coder2,1,1,0.5513,0.222019,0.416208,labeled,133,0,0,0
1818340302802850216,https://x.com/Wendys/status/1818340302802850216,My saucy nuggs get such a good block from the table they do a yurchenko double pike into my mouth,2024,7,30,17:38:05,17,2024-07-30,2024-07,2024-Q3,1,0.659430,93,1018,118,20,28,150585,1277,1136,7.153052,7.036148,6.926577,4.779123,4.543295,3.044522,3.367296,11.92229,0.4,0.439024,0.333333,0.425,10,4,6,4,0.4,0.333333,41,18,23,18,0.439024,0.425,other_humor,0.3733,0.6267,other_humor,0,1,0,1,10,8,18,10,8,0.24390244,0.19512195,0.25,0.175,0.55555556,0.58823529,1,212,1,coder2,1,1,0.5707,0.433352,0.506474,labeled,97,0,0,0
1817921258727862748,https://x.com/Wendys/status/1817921258727862748,UNHAPPY HOUR,2024,7,29,13:52:58,13,2024-07-29,2024-07,2024-Q3,0,0.492373,71,443,58,15,13,231477,600,501,6.398595,6.2186,6.095825,4.077537,4.276666,2.772589,2.639057,12.35224,0.4,0.439024,0.444444,0.45,10,4,6,4,0.4,0.444444,41,18,23,18,0.439024,0.45,non_humor,0.4756,0.5244,non_humor,0,0,1,0,10,8,18,10,8,0.24390244,0.19512195,0.25,0.2,0.55555556,0.55555556,1,213,,,0,1,0.5298,0.316967,0.400368,unlabeled,12,0,0,0
1817695153110528201,https://x.com/Wendys/status/1817695153110528201,Happy hours are overrated. Come to Unhappy Hour tomorrow AM for a $1 Honey Buddy w purchase in the app (and lil’ head pats),2024,7,28,22:54:30,22,2024-07-28,2024-07,2024-Q3,0,0.499072,68,663,71,7,14,144120,823,734,6.714171,6.59987,6.498282,4.276666,4.234107,2.079442,2.70805,11.878409,0.4,0.439024,0.444444,0.45,10,4,6,4,0.4,0.444444,41,18,23,18,0.439024,0.45,non_humor,0.4446,0.5554,non_humor,0,0,1,0,10,8,18,10,8,0.24390244,0.19512195,0.25,0.2,0.55555556,0.55555556,1,214,,,0,0,0.4508,0.191322,0.404847,unlabeled,123,0,0,0
1811795717297508777,https://x.com/Wendys/status/1811795717297508777,"That’s cute. 

We’ve got free fries every Friday in the app. All year long.",2024,7,12,16:12:15,16,2024-07-12,2024-07,2024-Q3,0,0.478285,530,7710,580,152,236,629470,9208,8290,9.127937,9.022926,8.950403,6.364751,6.274762,5.030438,5.46806,13.352635,0.4,0.439024,0.444444,0.45,10,4,6,4,0.4,0.444444,41,18,23,18,0.439024,0.45,non_humor,0.4228,0.5772,non_humor,0,0,1,0,10,8,18,10,8,0.24390244,0.19512195,0.25,0.2,0.55555556,0.55555556,1,215,0,coder2,1,1,0.5062,0.293194,0.390883,labeled,75,0,0,0
1811499139739398639,https://x.com/Wendys/status/1811499139739398639,.@nytgames it’s literally been a word since 2007 https://t.co/flCQAfCAjP,2024,7,11,20:33:45,20,2024-07-11,2024-07,2024-Q3,0,0.302111,49,868,83,4,17,128850,1021,951,6.929517,6.858565,6.767343,4.430817,3.912023,1.609438,2.890372,11.766412,0.4,0.439024,0.444444,0.45,10,4,6,4,0.4,0.444444,41,18,23,18,0.439024,0.45,non_humor,0.4511,0.5489,non_humor,0,0,1,0,10,8,18,10,8,0.24390244,0.19512195,0.25,0.2,0.55555556,0.55555556,1,216,0,coder2,1,0,0.4159,0.29212,0.263987,labeled,72,0,1,0
1811077661101301959,https://x.com/Wendys/status/1811077661101301959,"Workin’ on the ol’ photoshop skills again…
Hit us up if your profile pic needs some sauce",2024,7,10,16:38:57,16,2024-07-10,2024-07,2024-Q3,1,0.724009,1168,1962,109,16,50,346260,3305,2071,8.103494,7.63627,7.582229,4.70048,7.063904,2.833213,3.931826,12.754948,0.4,0.439024,0.333333,0.425,10,4,6,4,0.4,0.333333,41,18,23,18,0.439024,0.425,other_humor,0.4176,0.5824,other_humor,0,1,0,1,10,8,18,10,8,0.24390244,0.19512195,0.25,0.175,0.55555556,0.58823529,1,217,1,coder2,1,0,0.4872,0.40964,0.544652,labeled,89,0,0,0
1810668075450036606,https://x.com/Wendys/status/1810668075450036606,"McDonald’s are giving away free fries on National French Fry Day, July 12th https://t.co/B8V25hppkI",2024,7,9,13:31:24,13,2024-07-09,2024-07,2024-Q3,0,0.393057,361,16283,678,484,898,2013589,18704,16961,9.836546,9.738731,9.697938,6.520621,5.891644,6.184149,6.801283,14.51543,0.4,0.439024,0.444444,0.45,10,4,6,4,0.4,0.444444,41,18,23,18,0.439024,0.45,non_humor,0.4497,0.5503,non_humor,0,0,1,0,10,8,18,10,8,0.24390244,0.19512195,0.25,0.2,0.55555556,0.55555556,1,218,0,coder2,1,1,0.5648,0.310121,0.331500,labeled,99,0,0,0
1810406280198299682,https://x.com/Wendys/status/1810406280198299682,"Missing messy? Well, our saucy nuggs are just sitting there waiting for ya. Go messy!",2024,7,8,20:11:07,20,2024-07-08,2024-07,2024-Q3,0,0.495668,90,541,47,15,3,139263,696,588,6.546785,6.378426,6.295266,3.871201,4.51086,2.772589,1.386294,11.844127,0.4,0.439024,0.444444,0.45,10,4,6,4,0.4,0.444444,41,18,23,18,0.439024,0.45,non_humor,0.4419,0.5581,non_humor,0,0,1,0,10,8,18,10,8,0.24390244,0.19512195,0.25,0.2,0.55555556,0.55555556,1,219,0,coder2,1,1,0.5244,0.407327,0.402573,labeled,85,0,0,0
1810007794310840603,https://x.com/Wendys/status/1810007794310840603,Whenever i need new tires i just pull up to a pit crew during a nascar race @NASCARChicago,2024,7,7,17:47:41,17,2024-07-07,2024-07,2024-Q3,1,0.687155,52,632,76,6,6,146604,772,708,6.650279,6.563856,6.45047,4.343805,3.970292,1.94591,1.94591,11.895497,0.4,0.439024,0.333333,0.425,10,4,6,4,0.4,0.333333,41,18,23,18,0.439024,0.425,aggressive,0.7409,0.2591,aggressive,1,0,0,1,10,8,18,10,8,0.24390244,0.19512195,0.225,0.2,0.55555556,0.52941176,1,220,1,coder2,1,0,0.4547,0.431928,0.523044,labeled,90,0,1,0
1808626600872665366,https://x.com/Wendys/status/1808626600872665366,.@shanevg97 you asked for some sauce for your race in Chicago. This work? https://t.co/e67YBsIvdK,2024,7,3,22:19:18,22,2024-07-03,2024-07,2024-Q3,1,0.611889,66,803,94,11,17,151068,991,897,6.899723,6.80017,6.689599,4.553877,4.204693,2.484907,2.890372,11.925492,0.4,0.439024,0.333333,0.425,10,4,6,4,0.4,0.333333,41,18,23,18,0.439024,0.425,aggressive,0.5375,0.4625,aggressive,1,0,0,1,10,8,18,10,8,0.24390244,0.19512195,0.225,0.2,0.55555556,0.52941176,1,221,1,coder2,1,0,0.3978,0.349225,0.477407,labeled,97,0,1,0
1806348032662802747,https://x.com/Wendys/status/1806348032662802747,ANYTHING IS SAUCE-A-BLEEEEEEEEEE,2024,6,27,15:25:05,15,2024-06-27,2024-06,2024-Q2,0,0.463853,31,696,83,3,10,199314,823,779,6.714171,6.659294,6.546785,4.430817,3.465736,1.386294,2.397895,12.202642,0.25,0.37037,0.285714,0.384615,8,2,6,2,0.25,0.285714,27,10,17,10,0.37037,0.384615,non_humor,0.5596,0.4404,non_humor,0,0,1,0,8,2,10,8,2,0.2962963,0.07407407,0.30769231,0.07692308,0.8,0.8,1,222,0,coder2,1,1,0.5088,0.40964,0.381072,labeled,32,0,0,0
1806180519689834523,https://x.com/Wendys/status/1806180519689834523,"Never change Deuce. 

DaRon Holmes II (@DaRonagon) joked about getting free @Wendys sauces as a new member of the Nuggets and that he needs an inhaler for the altitude in Denver. 😂 @WDTN 

You got a great one, @nuggets fans.

(📽️: @NBA) https://t.co/tJ1bDyME5N",2024,6,27,04:19:27,04,2024-06-27,2024-06,2024-Q2,0,0.463113,3,801,46,12,37,251103,899,847,6.802395,6.742881,6.687109,3.850148,1.386294,2.564949,3.637586,12.433622,0.25,0.37037,0.285714,0.384615,8,2,6,2,0.25,0.285714,27,10,17,10,0.37037,0.384615,non_humor,0.4034,0.5966,non_humor,0,0,1,0,8,2,10,8,2,0.2962963,0.07407407,0.30769231,0.07692308,0.8,0.8,1,223,0,coder2,1,0,0.3835,0.459975,0.380567,labeled,260,0,5,2
1806158973009097170,https://x.com/Wendys/status/1806158973009097170,"Congrats to @DaRonagon on achieving your life long dream. And also being drafted to the NBA.

A year’s worth of saucy nuggs comin’ atcha https://t.co/wXE3qADVg0",2024,6,27,02:53:50,02,2024-06-27,2024-06,2024-Q2,0,0.447364,62,1932,225,49,29,244941,2297,2157,7.739794,7.676937,7.566828,5.420535,4.143135,3.912023,3.401197,12.408777,0.25,0.37037,0.285714,0.384615,8,2,6,2,0.25,0.285714,27,10,17,10,0.37037,0.384615,non_humor,0.4300,0.5700,non_humor,0,0,1,0,8,2,10,8,2,0.2962963,0.07407407,0.30769231,0.07692308,0.8,0.8,1,224,,,0,0,0.3927,0.368473,0.369744,unlabeled,160,0,1,0
1806124723254022149,https://x.com/Wendys/status/1806124723254022149,🏀🏀🏀🏀🏀🏀🏀🏀🏀🏀,2024,6,27,00:37:44,00,2024-06-27,2024-06,2024-Q2,1,0.525364,19,314,42,0,6,104904,381,356,5.945421,5.877736,5.752573,3.7612,2.995732,0.0,1.94591,11.56081,0.25,0.37037,0.142857,0.346154,8,2,6,2,0.25,0.142857,27,10,17,10,0.37037,0.346154,aggressive,0.5270,0.4730,aggressive,1,0,0,1,8,2,10,8,2,0.2962963,0.07407407,0.26923077,0.07692308,0.8,0.77777778,1,225,,,0,1,0.5298,0.40964,0.422233,unlabeled,10,0,0,1
1806116941091811827,https://x.com/Wendys/status/1806116941091811827,Whoever becomes a nugget tonight gets FREE saucy nuggets for a year 👀,2024,6,27,00:06:49,00,2024-06-27,2024-06,2024-Q2,0,0.466906,258,1894,125,58,30,384425,2365,2019,7.768956,7.610853,7.546974,4.836282,5.556828,4.077537,3.433987,12.859507,0.25,0.37037,0.285714,0.384615,8,2,6,2,0.25,0.285714,27,10,17,10,0.37037,0.384615,non_humor,0.3821,0.6179,non_humor,0,0,1,0,8,2,10,8,2,0.2962963,0.07407407,0.30769231,0.07692308,0.8,0.8,1,226,0,coder2,1,1,0.5261,0.451267,0.383155,labeled,69,0,0,1
1801112110136500397,https://x.com/Wendys/status/1801112110136500397,Like this tweet (no one will see it),2024,6,13,04:39:24,04,2024-06-13,2024-06,2024-Q2,1,0.538073,36,1573,49,4,5,117261,1667,1622,7.419381,7.392032,7.361375,3.912023,3.610918,1.609438,1.791759,11.672166,0.25,0.37037,0.142857,0.346154,8,2,6,2,0.25,0.142857,27,10,17,10,0.37037,0.346154,other_humor,0.4687,0.5313,other_humor,0,1,0,1,8,2,10,8,2,0.2962963,0.07407407,0.30769231,0.03846154,0.8,0.88888889,1,227,0,coder2,1,1,0.5853,0.430382,0.430531,labeled,36,0,0,0
1801106753884434800,https://x.com/Wendys/status/1801106753884434800,Wait now I wanna see ur likes,2024,6,13,04:18:07,04,2024-06-13,2024-06,2024-Q2,0,0.408943,239,2236,161,23,17,196633,2676,2397,7.892452,7.78239,7.712891,5.087596,5.480639,3.178054,2.890372,12.189099,0.25,0.37037,0.285714,0.384615,8,2,6,2,0.25,0.285714,27,10,17,10,0.37037,0.384615,non_humor,0.4388,0.5612,non_humor,0,0,1,0,8,2,10,8,2,0.2962963,0.07407407,0.30769231,0.07692308,0.8,0.8,1,228,0,coder2,1,1,0.5231,0.44814,0.342840,labeled,29,0,0,0
1797664751524384826,https://x.com/Wendys/status/1797664751524384826,WE HAVE SAUCY NUGGS IN OUR APP NOW SEND TWEET https://t.co/cnnCnVJlsa,2024,6,3,16:20:50,16,2024-06-03,2024-06,2024-Q2,0,0.465775,307,1738,186,128,91,502969,2450,1924,7.804251,7.562681,7.461066,5.231109,5.7301,4.859812,4.521789,13.128286,0.25,0.37037,0.285714,0.384615,8,2,6,2,0.25,0.285714,27,10,17,10,0.37037,0.384615,non_humor,0.3317,0.6683,non_humor,0,0,1,0,8,2,10,8,2,0.2962963,0.07407407,0.30769231,0.07692308,0.8,0.8,1,229,,,0,1,0.5142,0.265029,0.382384,unlabeled,69,0,0,0
1793796655512183145,https://x.com/Wendys/status/1793796655512183145,Stop taking the concept of a Biggie Bag and making it worse,2024,5,24,00:10:24,00,2024-05-24,2024-05,2024-Q2,1,0.664007,139,978,94,22,33,251799,1266,1072,7.144407,6.978214,6.886532,4.553877,4.941642,3.135494,3.526361,12.43639,0.375,0.37037,0.285714,0.346154,8,3,5,3,0.375,0.285714,27,10,17,10,0.37037,0.346154,aggressive,0.5517,0.4483,aggressive,1,0,0,1,8,2,10,8,2,0.2962963,0.07407407,0.26923077,0.07692308,0.8,0.77777778,1,230,1,coder2,1,1,0.5735,0.40964,0.509229,labeled,59,0,0,0
1793780306484285515,https://x.com/Wendys/status/1793780306484285515,"Burger King to launch $5 value meal ahead of McDonald's, Bloomberg News reports https://t.co/X7zmrnINjM https://t.co/jAgCVLjwkH",2024,5,23,23:05:26,23,2024-05-23,2024-05,2024-Q2,0,0.426758,11,32,9,8,4,298383,64,41,4.174387,3.73767,3.496508,2.302585,2.484907,2.197225,1.609438,12.606137,0.375,0.37037,0.428571,0.384615,8,3,5,3,0.375,0.428571,27,10,17,10,0.37037,0.384615,non_humor,0.5892,0.4108,non_humor,0,0,1,0,8,2,10,8,2,0.2962963,0.07407407,0.30769231,0.07692308,0.8,0.8,1,231,0,coder2,1,1,0.5176,0.171587,0.355405,labeled,127,0,0,0
1793669890429358538,https://x.com/Wendys/status/1793669890429358538,Vote below,2024,5,23,15:46:41,15,2024-05-23,2024-05,2024-Q2,0,0.326880,43,196,44,0,6,100847,289,240,5.669881,5.484797,5.283204,3.806662,3.78419,0.0,1.94591,11.52137,0.375,0.37037,0.428571,0.384615,8,3,5,3,0.375,0.428571,27,10,17,10,0.37037,0.384615,non_humor,0.5889,0.4111,non_humor,0,0,1,0,8,2,10,8,2,0.2962963,0.07407407,0.30769231,0.07692308,0.8,0.8,1,232,,,0,0,0.3193,0.16956,0.282830,unlabeled,10,0,0,0
1793669887094927716,https://x.com/Wendys/status/1793669887094927716,What’s this called? https://t.co/yn4TwIhXnu,2024,5,23,15:46:40,15,2024-05-23,2024-05,2024-Q2,0,0.354099,184,428,74,13,15,154234,714,502,6.572283,6.22059,6.061457,4.317488,5.220356,2.639057,2.772589,11.946233,0.375,0.37037,0.428571,0.384615,8,3,5,3,0.375,0.428571,27,10,17,10,0.37037,0.384615,non_humor,0.4338,0.5662,non_humor,0,0,1,0,8,2,10,8,2,0.2962963,0.07407407,0.30769231,0.07692308,0.8,0.8,1,233,0,coder2,1,1,0.5252,0.08009,0.303136,labeled,43,0,0,0
