id,tweet_url,text,created_year,created_month,created_day,created_time,created_hour,created_date,year_month,year_quarter,pred_humor_final_050,p_humor_final_tfidf_logreg,reply_count,favorite_count,retweet_count,quote_count,bookmark_count,view_count,engagement_total,engagement_favorite_retweet,log1p_engagement_total,log1p_engagement_favorite_retweet,log1p_favorite_count,log1p_retweet_count,log1p_reply_count,log1p_quote_count,log1p_bookmark_count,log1p_view_count,humor_intensity_month,humor_intensity_quarter,humor_intensity_month_loo,humor_intensity_quarter_loo,month_total_posts,month_humor_posts,month_non_humor_posts,humor_frequency_month,humor_proportion_month,humor_proportion_month_loo,quarter_total_posts,quarter_humor_posts,quarter_non_humor_posts,humor_frequency_quarter,humor_proportion_quarter,humor_proportion_quarter_loo,pred_humor_type_group_model,p_type_aggressive_model,p_type_other_humor_model,pred_humor_type_group_model_050,is_aggressive_humor,is_other_humor,is_non_humor,is_predicted_humor,quarter_aggressive_posts,quarter_other_humor_posts,quarter_predicted_humor_posts,aggressive_humor_frequency_quarter,other_humor_frequency_quarter,aggressive_humor_proportion_quarter,other_humor_proportion_quarter,aggressive_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo,aggressive_share_among_humor_quarter,aggressive_share_among_humor_quarter_loo,in_h3_aggressive_filtered,no,final_humor_binary,final_humor_source,final_humor_label_available,model_humor,p_humor,p_humor_ml,log1p_p_humor_final_tfidf_logreg,prediction_set,text_length,hashtag_count,mention_count,emoji_count
1439257913428615168,https://x.com/Wendys/status/1439257913428615168,"Every Saturday and Sunday in September, get a free 6pc Spicy Nuggs w/ purchase AND free delivery in the Wendy’s App!

Your coffee table should be so lucky.",2021,9,18,16:00:01,16,2021-09-18,2021-09,2021-Q3,1,0.745304,88,907,53,8,10,0,1066,960,6.972606,6.867974,6.811244,3.988984,4.488636,2.197225,2.397895,0.0,0.722222,0.837209,0.705882,0.833333,18,13,5,13,0.722222,0.705882,43,36,7,36,0.837209,0.833333,other_humor,0.3183,0.6817,other_humor,0,1,0,1,8,28,36,8,28,0.18604651,0.65116279,0.19047619,0.64285714,0.22222222,0.22857143,1,511,1,coder1,1,0,0.4404,0.31827,0.556929,labeled,155,0,0,0
1438927615797104640,https://x.com/Wendys/status/1438927615797104640,Soda in the water cup is about as sneaky as three kids in a trench coat,2021,9,17,18:07:32,18,2021-09-17,2021-09,2021-Q3,1,0.663780,389,11998,643,112,31,0,13173,12641,9.486,9.44478,9.392579,6.467699,5.966147,4.727388,3.465736,0.0,0.722222,0.837209,0.705882,0.833333,18,13,5,13,0.722222,0.705882,43,36,7,36,0.837209,0.833333,aggressive,0.6130,0.3870,aggressive,1,0,0,1,8,28,36,8,28,0.18604651,0.65116279,0.16666667,0.66666667,0.22222222,0.2,1,512,1,coder2,1,1,0.5680,0.40964,0.509092,labeled,71,0,0,0
1438222894014865408,https://x.com/Wendys/status/1438222894014865408,Who else has a “normal person voice” they use when they pull up to order at the drive-thru?,2021,9,15,19:27:13,19,2021-09-15,2021-09,2021-Q3,1,0.754642,330,4721,159,56,18,0,5284,4880,8.572628,8.493105,8.459988,5.075174,5.802118,4.043051,2.944439,0.0,0.722222,0.837209,0.705882,0.833333,18,13,5,13,0.722222,0.705882,43,36,7,36,0.837209,0.833333,aggressive,0.6762,0.3238,aggressive,1,0,0,1,8,28,36,8,28,0.18604651,0.65116279,0.16666667,0.66666667,0.22222222,0.2,1,513,1,coder1,1,1,0.5862,0.490485,0.562265,labeled,91,0,0,0
1435333827812106244,https://x.com/Wendys/status/1435333827812106244,Use your big brain to win the right to sit on your big brain. Our Tetris 99 tournament for the Wendy’s Big Brain Bean Bag Chair starts NOW at https://t.co/P0GZ7DIn5g https://t.co/ZKC1qBpjXc,2021,9,7,20:07:06,20,2021-09-07,2021-09,2021-Q3,1,0.660504,76,360,23,7,3,0,469,383,6.152733,5.950643,5.888878,3.178054,4.343805,2.079442,1.386294,0.0,0.722222,0.837209,0.705882,0.833333,18,13,5,13,0.722222,0.705882,43,36,7,36,0.837209,0.833333,other_humor,0.3322,0.6678,other_humor,0,1,0,1,8,28,36,8,28,0.18604651,0.65116279,0.19047619,0.64285714,0.22222222,0.22857143,1,514,1,coder1,1,0,0.4694,0.337655,0.507121,labeled,189,0,0,0
1435261233364615177,https://x.com/Wendys/status/1435261233364615177,Attn: ✨ 🧠  𝔹𝕀𝔾 𝔹ℝ𝔸𝕀ℕ𝕊 🧠 ✨  the Wendy’s Big Brain Bean Bag Chair is up for grabs. Compete in our Tetris 99 tournament TODAY at https://t.co/P0GZ7DIn5g @ 4 PM EST. Winner takes home this intelligent piece of furniture. https://t.co/ZKC1qBpjXc https://t.co/jx8wYbrxkq,2021,9,7,15:18:38,15,2021-09-07,2021-09,2021-Q3,1,0.565220,85,581,50,31,7,0,754,631,6.626718,6.448889,6.36647,3.931826,4.454347,3.465736,2.079442,0.0,0.722222,0.837209,0.705882,0.833333,18,13,5,13,0.722222,0.705882,43,36,7,36,0.837209,0.833333,other_humor,0.3013,0.6987,other_humor,0,1,0,1,8,28,36,8,28,0.18604651,0.65116279,0.19047619,0.64285714,0.22222222,0.22857143,1,515,,,0,0,0.4681,0.314215,0.448027,unlabeled,264,0,0,4
1434154280542474244,https://x.com/Wendys/status/1434154280542474244,"Best way to get game ready? A good breakfast, duh. Don’t worry tho. We’ve got ya covered.",2021,9,4,14:00:00,14,2021-09-04,2021-09,2021-Q3,1,0.609522,134,1188,35,11,3,0,1371,1223,7.224025,7.109879,7.080868,3.583519,4.905275,2.484907,1.386294,0.0,0.722222,0.837209,0.705882,0.833333,18,13,5,13,0.722222,0.705882,43,36,7,36,0.837209,0.833333,other_humor,0.3541,0.6459,other_humor,0,1,0,1,8,28,36,8,28,0.18604651,0.65116279,0.19047619,0.64285714,0.22222222,0.22857143,1,516,1,coder2,1,0,0.4861,0.417256,0.475937,labeled,89,0,0,0
1433133572324532224,https://x.com/Wendys/status/1433133572324532224,Introducing Wendy’s BOGO $1 Big Brain Bean Bag Chair. The FIRST ever chair that transforms the knowledge of great deals into back support. And it can be YOURS! Stay tuned for deets on how to win. #BOGOBigBrain https://t.co/7wEgIhajgN,2021,9,1,18:24:04,18,2021-09-01,2021-09,2021-Q3,1,0.723496,263,2678,238,85,39,0,3303,2916,8.102889,7.978311,7.893199,5.476464,5.575949,4.454347,3.688879,0.0,0.722222,0.837209,0.705882,0.833333,18,13,5,13,0.722222,0.705882,43,36,7,36,0.837209,0.833333,other_humor,0.3312,0.6688,other_humor,0,1,0,1,8,28,36,8,28,0.18604651,0.65116279,0.19047619,0.64285714,0.22222222,0.22857143,1,517,,,0,1,0.5361,0.289559,0.544355,unlabeled,233,1,0,0
1432774256434233345,https://x.com/Wendys/status/1432774256434233345,"BOGO $1 your faves. And yup, we mean Spicy Nuggs too.",2021,8,31,18:36:17,18,2021-08-31,2021-08,2021-Q3,1,0.700356,164,1232,48,24,2,0,1470,1280,7.293698,7.155396,7.117206,3.89182,5.105945,3.218876,1.098612,0.0,0.923077,0.837209,0.916667,0.833333,13,12,1,12,0.923077,0.916667,43,36,7,36,0.837209,0.833333,other_humor,0.3100,0.6900,other_humor,0,1,0,1,8,28,36,8,28,0.18604651,0.65116279,0.19047619,0.64285714,0.22222222,0.22857143,1,518,,,0,1,0.5177,0.430526,0.530838,unlabeled,53,0,0,0
1431621266583261187,https://x.com/Wendys/status/1431621266583261187,Just cause we’re the Official Breakfast of College Football doesn’t mean we are playing around with breakfast.  ¯\_(ツ)_/¯,2021,8,28,14:14:42,14,2021-08-28,2021-08,2021-Q3,1,0.685071,105,1546,35,7,4,0,1697,1581,7.437206,7.366445,7.344073,3.583519,4.663439,2.079442,1.609438,0.0,0.923077,0.837209,0.916667,0.833333,13,12,1,12,0.923077,0.916667,43,36,7,36,0.837209,0.833333,other_humor,0.3939,0.6061,other_humor,0,1,0,1,8,28,36,8,28,0.18604651,0.65116279,0.19047619,0.64285714,0.22222222,0.22857143,1,519,1,coder1,1,1,0.5801,0.403496,0.521808,labeled,121,0,0,0
1430213213367513093,https://x.com/Wendys/status/1430213213367513093,There are Wendy’s Spicy Nuggs and then there are the knockoffs. #WendysSpicyNuggs,2021,8,24,16:59:36,16,2021-08-24,2021-08,2021-Q3,1,0.688351,163,1135,49,9,2,0,1358,1184,7.214504,7.077498,7.035269,3.912023,5.099866,2.302585,1.098612,0.0,0.923077,0.837209,0.916667,0.833333,13,12,1,12,0.923077,0.916667,43,36,7,36,0.837209,0.833333,other_humor,0.3422,0.6578,other_humor,0,1,0,1,8,28,36,8,28,0.18604651,0.65116279,0.19047619,0.64285714,0.22222222,0.22857143,1,520,1,coder2,1,1,0.5015,0.456637,0.523752,labeled,81,1,0,0
1428703371024900102,https://x.com/Wendys/status/1428703371024900102,"Croissant or ✨𝒬𝒲𝒜𝒮𝒜𝒰𝒩𝒯✨, no matter how you say it grab one this a.m. for just $1.99.",2021,8,20,13:00:02,13,2021-08-20,2021-08,2021-Q3,1,0.629397,169,3012,122,29,14,0,3346,3134,8.11582,8.050384,8.010692,4.812184,5.135798,3.401197,2.70805,0.0,0.923077,0.837209,0.916667,0.833333,13,12,1,12,0.923077,0.916667,43,36,7,36,0.837209,0.833333,other_humor,0.3547,0.6453,other_humor,0,1,0,1,8,28,36,8,28,0.18604651,0.65116279,0.19047619,0.64285714,0.22222222,0.22857143,1,521,1,coder1,1,1,0.5880,0.360587,0.488210,labeled,84,0,0,2
1427345012677910533,https://x.com/Wendys/status/1427345012677910533,Best Spicy Nuggs on the block. Verified. #WendysSpicyNuggs,2021,8,16,19:02:24,19,2021-08-16,2021-08,2021-Q3,1,0.624969,240,1752,79,23,5,0,2099,1831,7.649693,7.513164,7.469084,4.382027,5.484797,3.178054,1.791759,0.0,0.923077,0.837209,0.916667,0.833333,13,12,1,12,0.923077,0.916667,43,36,7,36,0.837209,0.833333,other_humor,0.3285,0.6715,other_humor,0,1,0,1,8,28,36,8,28,0.18604651,0.65116279,0.19047619,0.64285714,0.22222222,0.22857143,1,522,1,coder1,1,0,0.4097,0.439154,0.485489,labeled,58,1,0,0
1426529042409213953,https://x.com/Wendys/status/1426529042409213953,"It’s the final croissant-down. Head to Wendy’s before 10:30am today for your last chance to get a FREE Sausage or Bacon, Egg &amp; Swiss Croissant. No purchase necessary.",2021,8,14,13:00:01,13,2021-08-14,2021-08,2021-Q3,1,0.619591,101,769,42,11,1,0,924,811,6.829794,6.6995,6.646391,3.7612,4.624973,2.484907,0.693147,0.0,0.923077,0.837209,0.916667,0.833333,13,12,1,12,0.923077,0.916667,43,36,7,36,0.837209,0.833333,aggressive,0.5163,0.4837,aggressive,1,0,0,1,8,28,36,8,28,0.18604651,0.65116279,0.16666667,0.66666667,0.22222222,0.2,1,523,,,0,1,0.5029,0.290539,0.482174,unlabeled,170,0,0,0
1425937918149943298,https://x.com/Wendys/status/1425937918149943298,https://t.co/HAMiQPcCFm,2021,8,12,21:51:06,21,2021-08-12,2021-08,2021-Q3,0,0.045542,173,2862,132,13,31,0,3211,2994,8.074649,8.0047,7.959625,4.890349,5.159055,2.639057,3.465736,0.0,0.923077,0.837209,1.0,0.857143,13,12,1,12,0.923077,1.0,43,36,7,36,0.837209,0.857143,non_humor,0.3521,0.6479,non_humor,0,0,1,0,8,28,36,8,28,0.18604651,0.65116279,0.19047619,0.66666667,0.22222222,0.22222222,1,524,0,coder2,1,0,0.3475,0.08009,0.044535,labeled,23,0,0,0
1425804264178323456,https://x.com/Wendys/status/1425804264178323456,"Tomorrow and Saturday, let your free flag fly! ‘Cause you can get a Bacon or Sausage, Egg &amp; Swiss Croissant FOR FREE. No catch. Available during breakfast hours only.",2021,8,12,13:00:01,13,2021-08-12,2021-08,2021-Q3,1,0.663850,179,1467,164,49,10,0,1869,1631,7.533694,7.397562,7.291656,5.105945,5.192957,3.912023,2.397895,0.0,0.923077,0.837209,0.916667,0.833333,13,12,1,12,0.923077,0.916667,43,36,7,36,0.837209,0.833333,other_humor,0.4308,0.5692,other_humor,0,1,0,1,8,28,36,8,28,0.18604651,0.65116279,0.19047619,0.64285714,0.22222222,0.22857143,1,525,,,0,1,0.5151,0.323061,0.509134,unlabeled,170,0,0,0
1425549128399040519,https://x.com/Wendys/status/1425549128399040519,"Only real spiceheads can enter our new Spice Club on Discord. If you’re a fan of authentic spicy nuggs, join our Spice Club Channel now: https://t.co/omlOuutGf3",2021,8,11,20:06:12,20,2021-08-11,2021-08,2021-Q3,1,0.511644,113,415,36,40,11,0,615,451,6.423247,6.113682,6.030685,3.610918,4.736198,3.713572,2.484907,0.0,0.923077,0.837209,0.916667,0.833333,13,12,1,12,0.923077,0.916667,43,36,7,36,0.837209,0.833333,other_humor,0.3587,0.6413,other_humor,0,1,0,1,8,28,36,8,28,0.18604651,0.65116279,0.19047619,0.64285714,0.22222222,0.22857143,1,526,,,0,0,0.4956,0.359282,0.413198,unlabeled,160,0,0,0
1425503905832701956,https://x.com/Wendys/status/1425503905832701956,Do you love Wendy’s? Do you love Wendy’s Spicy Nuggs? Do you also love Discord? Then you’re going to triple love our Genshin Impact stream on Twitch. Watch us live or hang out in our new Spice Club channel on Discord https://t.co/P0GZ7DIn5g,2021,8,11,17:06:30,17,2021-08-11,2021-08,2021-Q3,1,0.701331,81,540,45,51,6,0,723,585,6.584791,6.37332,6.293419,3.828641,4.406719,3.951244,1.94591,0.0,0.923077,0.837209,0.916667,0.833333,13,12,1,12,0.923077,0.916667,43,36,7,36,0.837209,0.833333,other_humor,0.2365,0.7635,other_humor,0,1,0,1,8,28,36,8,28,0.18604651,0.65116279,0.19047619,0.64285714,0.22222222,0.22857143,1,527,1,coder1,1,1,0.5197,0.447809,0.531411,labeled,240,0,0,0
1425189040211566593,https://x.com/Wendys/status/1425189040211566593,"Verified tweets for verified eats. There’s only one top dog in the spicy nugget game, and that’s verified. #WendysSpicyNuggs",2021,8,10,20:15:20,20,2021-08-10,2021-08,2021-Q3,1,0.685815,213,1454,37,11,0,0,1715,1491,7.447751,7.307873,7.282761,3.637586,5.365976,2.484907,0.0,0.0,0.923077,0.837209,0.916667,0.833333,13,12,1,12,0.923077,0.916667,43,36,7,36,0.837209,0.833333,other_humor,0.3620,0.6380,other_humor,0,1,0,1,8,28,36,8,28,0.18604651,0.65116279,0.19047619,0.64285714,0.22222222,0.22857143,1,528,1,coder2,1,0,0.4762,0.460158,0.522249,labeled,124,1,0,0
1425134843923517449,https://x.com/Wendys/status/1425134843923517449,"RT @Wendys: Did somebody say FREE Sausage or Bacon, Egg &amp; Swiss Croissant? Yep, it was us. ❤️ this Tweet and we’ll remind you when it’s go…",2021,8,10,16:39:59,16,2021-08-10,2021-08,2021-Q3,1,0.529575,0,0,340,0,0,0,340,340,5.831882,5.831882,0.0,5.831882,0.0,0.0,0.0,0.0,0.923077,0.837209,0.916667,0.833333,13,12,1,12,0.923077,0.916667,43,36,7,36,0.837209,0.833333,other_humor,0.3571,0.6429,other_humor,0,1,0,1,8,28,36,8,28,0.18604651,0.65116279,0.19047619,0.64285714,0.22222222,0.22857143,1,529,,,0,1,0.6011,0.397155,0.424990,unlabeled,143,0,1,1
1423726854154821635,https://x.com/Wendys/status/1423726854154821635,"Did somebody say FREE Sausage or Bacon, Egg &amp; Swiss Croissant? Yep, it was us. ❤️ this Tweet and we’ll remind you when it’s go time on Friday 8/13 and Saturday 8/14. https://t.co/pzsEgNdykw",2021,8,6,19:25:08,19,2021-08-06,2021-08,2021-Q3,1,0.586932,123,5856,340,46,61,0,6426,6196,8.768263,8.731821,8.675393,5.831882,4.820282,3.850148,4.127134,0.0,0.923077,0.837209,0.916667,0.833333,13,12,1,12,0.923077,0.916667,43,36,7,36,0.837209,0.833333,other_humor,0.3321,0.6679,other_humor,0,1,0,1,8,28,36,8,28,0.18604651,0.65116279,0.19047619,0.64285714,0.22222222,0.22857143,1,530,,,0,1,0.6157,0.33486,0.461802,unlabeled,193,0,0,1
1419719465453953024,https://x.com/Wendys/status/1419719465453953024,Expand your  ✨🧠𝑀𝐼𝐼𝐼𝐼𝐼𝒩𝒟🧠✨and keep your pockets lined with BOGO $1.,2021,7,26,18:01:12,18,2021-07-26,2021-07,2021-Q3,1,0.706363,472,1514,38,25,6,0,2055,1552,7.628518,7.347944,7.323171,3.663562,6.159095,3.258097,1.94591,0.0,0.916667,0.837209,0.909091,0.833333,12,11,1,11,0.916667,0.909091,43,36,7,36,0.837209,0.833333,aggressive,0.5222,0.4778,aggressive,1,0,0,1,8,28,36,8,28,0.18604651,0.65116279,0.16666667,0.66666667,0.22222222,0.2,1,531,1,coder2,1,0,0.4477,0.40964,0.534364,labeled,66,0,0,2
1419376178671009792,https://x.com/Wendys/status/1419376178671009792,"Hey @Grubhub, what kind of food are you going to have at this livestream tonight? Asking for a hungry friend.",2021,7,25,19:17:06,19,2021-07-25,2021-07,2021-Q3,1,0.604374,183,1282,31,8,0,0,1504,1313,7.316548,7.180831,7.156956,3.465736,5.214936,2.197225,0.0,0.0,0.916667,0.837209,0.909091,0.833333,12,11,1,11,0.916667,0.909091,43,36,7,36,0.837209,0.833333,other_humor,0.4317,0.5683,other_humor,0,1,0,1,8,28,36,8,28,0.18604651,0.65116279,0.19047619,0.64285714,0.22222222,0.22857143,1,532,1,coder2,1,1,0.5340,0.464127,0.472734,labeled,109,0,1,0
1418692734001496069,https://x.com/Wendys/status/1418692734001496069,We’re teaming up with our friends over at @Grubhub to deliver you more than just food. Tune into our Facebook page on 7/25 at 7pm ET for a can’t-miss livestream event. https://t.co/F5SkQ4Wetv,2021,7,23,22:01:20,22,2021-07-23,2021-07,2021-Q3,1,0.536227,79,487,27,4,6,0,603,514,6.403574,6.244167,6.190315,3.332205,4.382027,1.609438,1.94591,0.0,0.916667,0.837209,0.909091,0.833333,12,11,1,11,0.916667,0.909091,43,36,7,36,0.837209,0.833333,other_humor,0.3528,0.6472,other_humor,0,1,0,1,8,28,36,8,28,0.18604651,0.65116279,0.19047619,0.64285714,0.22222222,0.22857143,1,533,0,coder1,1,1,0.5400,0.465253,0.429330,labeled,191,0,1,0
1417914905617965066,https://x.com/Wendys/status/1417914905617965066,Our BOGO $1 is for the big brains (not smol).,2021,7,21,18:30:31,18,2021-07-21,2021-07,2021-Q3,1,0.583132,193,1691,48,11,0,0,1943,1739,7.572503,7.46164,7.433667,3.89182,5.267858,2.484907,0.0,0.0,0.916667,0.837209,0.909091,0.833333,12,11,1,11,0.916667,0.909091,43,36,7,36,0.837209,0.833333,other_humor,0.4491,0.5509,other_humor,0,1,0,1,8,28,36,8,28,0.18604651,0.65116279,0.19047619,0.64285714,0.22222222,0.22857143,1,534,1,coder2,1,1,0.5078,0.40964,0.459405,labeled,45,0,0,0
1417199040542949378,https://x.com/Wendys/status/1417199040542949378,Replying to your own tweet about BOGO $1 headshots knowing you’re going to big brain yourself https://t.co/ukbFR9wKJF,2021,7,19,19:05:56,19,2021-07-19,2021-07,2021-Q3,1,0.670726,90,1883,58,8,6,0,2045,1941,7.623642,7.571474,7.541152,4.077537,4.51086,2.197225,1.94591,0.0,0.916667,0.837209,0.909091,0.833333,12,11,1,11,0.916667,0.909091,43,36,7,36,0.837209,0.833333,other_humor,0.3753,0.6247,other_humor,0,1,0,1,8,28,36,8,28,0.18604651,0.65116279,0.19047619,0.64285714,0.22222222,0.22857143,1,535,1,coder2,1,1,0.5214,0.331839,0.513258,labeled,117,0,0,0
1417137962215743489,https://x.com/Wendys/status/1417137962215743489,We’re taking BOGO $1 headshots. Who wants one?,2021,7,19,15:03:13,15,2021-07-19,2021-07,2021-Q3,1,0.695274,728,3874,104,40,13,0,4759,3978,8.468003,8.288786,8.262301,4.65396,6.591674,3.713572,2.639057,0.0,0.916667,0.837209,0.909091,0.833333,12,11,1,11,0.916667,0.909091,43,36,7,36,0.837209,0.833333,aggressive,0.5554,0.4446,aggressive,1,0,0,1,8,28,36,8,28,0.18604651,0.65116279,0.16666667,0.66666667,0.22222222,0.2,1,536,1,coder2,1,1,0.5612,0.40964,0.527844,labeled,46,0,0,0
1416239232964648960,https://x.com/Wendys/status/1416239232964648960,"If these BMX Streets could talk, they’d tell you Wendy’s is the official spicy nuggs of the X-Games.",2021,7,17,03:32:00,03,2021-07-17,2021-07,2021-Q3,1,0.668039,99,1509,45,9,2,0,1664,1554,7.41758,7.349231,7.319865,3.828641,4.60517,2.302585,1.098612,0.0,0.916667,0.837209,0.909091,0.833333,12,11,1,11,0.916667,0.909091,43,36,7,36,0.837209,0.833333,other_humor,0.3747,0.6253,other_humor,0,1,0,1,8,28,36,8,28,0.18604651,0.65116279,0.19047619,0.64285714,0.22222222,0.22857143,1,537,,,0,1,0.5249,0.431959,0.511649,unlabeled,100,0,0,0
1416064251811270660,https://x.com/Wendys/status/1416064251811270660,Bogos binted?,2021,7,16,15:56:41,15,2021-07-16,2021-07,2021-Q3,1,0.525364,110,981,80,11,12,0,1194,1061,7.085901,6.967909,6.889591,4.394449,4.70953,2.484907,2.564949,0.0,0.916667,0.837209,0.909091,0.833333,12,11,1,11,0.916667,0.909091,43,36,7,36,0.837209,0.833333,aggressive,0.5270,0.4730,aggressive,1,0,0,1,8,28,36,8,28,0.18604651,0.65116279,0.16666667,0.66666667,0.22222222,0.2,1,538,,,0,1,0.5298,0.40964,0.422233,unlabeled,13,0,0,0
1415476190920548354,https://x.com/Wendys/status/1415476190920548354,It’s showtime! Get a FREE 4 piece spicy nuggets with FREE delivery on orders of $15 or more through @grubhub. Things are guaranteed to get spicy. @pandoramusic https://t.co/wmQvIcdfAH,2021,7,15,00:59:56,00,2021-07-15,2021-07,2021-Q3,0,0.436812,53,235,9,3,1,0,301,244,5.710427,5.501258,5.463832,2.302585,3.988984,1.386294,0.693147,0.0,0.916667,0.837209,1.0,0.857143,12,11,1,11,0.916667,1.0,43,36,7,36,0.837209,0.857143,non_humor,0.2996,0.7004,non_humor,0,0,1,0,8,28,36,8,28,0.18604651,0.65116279,0.19047619,0.66666667,0.22222222,0.22222222,1,539,1,coder1,1,0,0.3922,0.359273,0.362427,labeled,183,0,2,0
1415355158700171268,https://x.com/Wendys/status/1415355158700171268,"Get your favorite Wendy’s meal, get your favorite chair, and get ready for @edsheeran to go live tonight at 9pm ET! Tune in here: https://t.co/wmQvIcdfAH",2021,7,14,16:59:00,16,2021-07-14,2021-07,2021-Q3,1,0.627223,39,279,14,2,3,0,337,293,5.823046,5.68358,5.63479,2.70805,3.688879,1.098612,1.386294,0.0,0.916667,0.837209,0.909091,0.833333,12,11,1,11,0.916667,0.909091,43,36,7,36,0.837209,0.833333,other_humor,0.3564,0.6436,other_humor,0,1,0,1,8,28,36,8,28,0.18604651,0.65116279,0.19047619,0.64285714,0.22222222,0.22857143,1,540,1,coder1,1,0,0.4433,0.371292,0.486875,labeled,153,0,1,0
1414663884720508928,https://x.com/Wendys/status/1414663884720508928,"Double up on our Spicy Nugget Bois for one extra buck? Awwwww, yeah. It’s a BOGO $1.",2021,7,12,19:12:07,19,2021-07-12,2021-07,2021-Q3,1,0.655130,204,1822,57,17,2,0,2102,1879,7.65112,7.539027,7.508239,4.060443,5.32301,2.890372,1.098612,0.0,0.916667,0.837209,0.909091,0.833333,12,11,1,11,0.916667,0.909091,43,36,7,36,0.837209,0.833333,other_humor,0.3660,0.6340,other_humor,0,1,0,1,8,28,36,8,28,0.18604651,0.65116279,0.19047619,0.64285714,0.22222222,0.22857143,1,541,,,0,1,0.5126,0.432646,0.503879,unlabeled,84,0,0,0
1412403458687209477,https://x.com/Wendys/status/1412403458687209477,Wendy’s breakfast 2 for $4? Oh Yeah! Get 2 sammies just 4 buckaroonies ya lil rascals.,2021,7,6,13:30:00,13,2021-07-06,2021-07,2021-Q3,1,0.676663,311,2703,89,41,5,0,3149,2792,8.055158,7.934872,7.902487,4.49981,5.743003,3.73767,1.791759,0.0,0.916667,0.837209,0.909091,0.833333,12,11,1,11,0.916667,0.909091,43,36,7,36,0.837209,0.833333,other_humor,0.3481,0.6519,other_humor,0,1,0,1,8,28,36,8,28,0.18604651,0.65116279,0.19047619,0.64285714,0.22222222,0.22857143,1,542,,,0,1,0.5238,0.414642,0.516805,unlabeled,86,0,0,0
1409943806519173122,https://x.com/Wendys/status/1409943806519173122,What’s the opposite of fresh? Can’t remember ¯\_(ツ)_/¯ This Summer Strawberry Chicken Salad has me forgetting.,2021,6,29,18:36:13,18,2021-06-29,2021-06,2021-Q2,0,0.480695,304,2239,42,28,2,0,2615,2281,7.869402,7.732808,7.714231,3.7612,5.720312,3.367296,1.098612,0.0,0.428571,0.5,0.45,0.510638,21,9,12,9,0.428571,0.45,48,24,24,24,0.5,0.510638,non_humor,0.5272,0.4728,non_humor,0,0,1,0,9,15,24,9,15,0.1875,0.3125,0.19148936,0.31914894,0.375,0.375,1,543,,,0,1,0.5589,0.383467,0.392512,unlabeled,110,0,0,0
1407742489528836099,https://x.com/Wendys/status/1407742489528836099,I am tired of lunch. These clowns. I am tired of people caught in the freezers of their beef. https://t.co/8qMWdd2CGf,2021,6,23,16:48:58,16,2021-06-23,2021-06,2021-Q2,1,0.618816,605,11450,1456,639,112,0,14262,12906,9.565424,9.465525,9.345832,7.284135,6.40688,6.461468,4.727388,0.0,0.428571,0.5,0.4,0.489362,21,9,12,9,0.428571,0.4,48,24,24,24,0.5,0.489362,aggressive,0.5810,0.4190,aggressive,1,0,0,1,9,15,24,9,15,0.1875,0.3125,0.17021277,0.31914894,0.375,0.34782609,1,544,1,coder1,1,0,0.4832,0.290091,0.481695,labeled,117,0,0,0
1407418304151670787,https://x.com/Wendys/status/1407418304151670787,And now a Bird Person's eye view of the greatest cheeseburger restaurant in the multiverse. https://t.co/oawFI9wF6S,2021,6,22,19:20:46,19,2021-06-22,2021-06,2021-Q2,0,0.470856,261,8508,815,163,141,0,9888,9323,9.199178,9.140347,9.04888,6.704414,5.568345,5.099866,4.955827,0.0,0.428571,0.5,0.45,0.510638,21,9,12,9,0.428571,0.45,48,24,24,24,0.5,0.510638,non_humor,0.4623,0.5377,non_humor,0,0,1,0,9,15,24,9,15,0.1875,0.3125,0.19148936,0.31914894,0.375,0.375,1,545,,,0,0,0.4624,0.573275,0.385845,unlabeled,115,0,0,0
1407352689567096832,https://x.com/Wendys/status/1407352689567096832,"Hey, check the #TMobileTuesdays app. We got you a little somethin’ 😘💝💝 @tmobile",2021,6,22,15:00:03,15,2021-06-22,2021-06,2021-Q2,0,0.401839,117,1048,58,12,1,0,1236,1106,7.120444,7.009409,6.955593,4.077537,4.770685,2.564949,0.693147,0.0,0.428571,0.5,0.45,0.510638,21,9,12,9,0.428571,0.45,48,24,24,24,0.5,0.510638,non_humor,0.4712,0.5288,non_humor,0,0,1,0,9,15,24,9,15,0.1875,0.3125,0.19148936,0.31914894,0.375,0.375,1,546,,,0,0,0.4804,0.390529,0.337785,unlabeled,79,1,1,1
1406823243584053249,https://x.com/Wendys/status/1406823243584053249,"The longer you run, the hungrier you'll get. Choose wisely.",2021,6,21,03:56:13,03,2021-06-21,2021-06,2021-Q2,1,0.554530,90,6818,483,25,60,0,7476,7301,8.919587,8.895904,8.827468,6.182085,4.51086,3.258097,4.110874,0.0,0.428571,0.5,0.4,0.489362,21,9,12,9,0.428571,0.4,48,24,24,24,0.5,0.489362,other_humor,0.3990,0.6010,other_humor,0,1,0,1,9,15,24,9,15,0.1875,0.3125,0.19148936,0.29787234,0.375,0.39130435,1,547,,,0,1,0.5481,0.411898,0.441173,unlabeled,59,0,0,0
