fortune_rank,company_name,account_index,account_role,source_x_handle,source_x_url,folder,attempted,status,posts_collected,retryable,error_type,error_message,started_at,completed_at
60,HCA Healthcare,1,primary,@hcahealthcare,https://x.com/hcahealthcare,data/raw/fortune_x_2025_ranked/060_hca_healthcare/accounts/01_primary_hcahealthcare,true,success,5,false,,,2026-06-12T18:21:38.342417+00:00,2026-06-12T18:21:43.345859+00:00
