fortune_year,fortune_rank,firm_name,fortune_company_url,target_report_year,sec_cik,sec_company_name,sec_ticker,sec_match_score,sec_match_status,form,filing_date,report_date,accession_number,primary_document,sec_filing_url,local_report_path,download_status,status,notes,collected_at
2025,8,McKesson,https://fortune.com/company/mckesson/,2023,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,9,Exxon Mobil,https://fortune.com/company/exxon-mobil/,2025,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,9,Exxon Mobil,https://fortune.com/company/exxon-mobil/,2024,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,9,Exxon Mobil,https://fortune.com/company/exxon-mobil/,2023,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,10,Cencora,https://fortune.com/company/amerisourcebergen/,2025,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,10,Cencora,https://fortune.com/company/amerisourcebergen/,2024,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,10,Cencora,https://fortune.com/company/amerisourcebergen/,2023,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,11,Microsoft,https://fortune.com/company/microsoft/,2025,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,11,Microsoft,https://fortune.com/company/microsoft/,2024,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,11,Microsoft,https://fortune.com/company/microsoft/,2023,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,12,JPMorgan Chase,https://fortune.com/company/jpmorgan-chase/,2025,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,12,JPMorgan Chase,https://fortune.com/company/jpmorgan-chase/,2024,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,12,JPMorgan Chase,https://fortune.com/company/jpmorgan-chase/,2023,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,13,Costco Wholesale,https://fortune.com/company/costco/,2025,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,13,Costco Wholesale,https://fortune.com/company/costco/,2024,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,13,Costco Wholesale,https://fortune.com/company/costco/,2023,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,14,Cigna Group,https://fortune.com/company/cigna/,2025,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,14,Cigna Group,https://fortune.com/company/cigna/,2024,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,14,Cigna Group,https://fortune.com/company/cigna/,2023,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,15,Cardinal Health,https://fortune.com/company/cardinal-health/,2025,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,15,Cardinal Health,https://fortune.com/company/cardinal-health/,2024,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,15,Cardinal Health,https://fortune.com/company/cardinal-health/,2023,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,16,Nvidia,https://fortune.com/company/nvidia/,2025,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,16,Nvidia,https://fortune.com/company/nvidia/,2024,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,16,Nvidia,https://fortune.com/company/nvidia/,2023,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,17,Meta Platforms,https://fortune.com/company/facebook/,2025,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,17,Meta Platforms,https://fortune.com/company/facebook/,2024,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,17,Meta Platforms,https://fortune.com/company/facebook/,2023,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,18,Elevance Health,https://fortune.com/company/elevance-health/,2025,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,18,Elevance Health,https://fortune.com/company/elevance-health/,2024,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,18,Elevance Health,https://fortune.com/company/elevance-health/,2023,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,19,Centene,https://fortune.com/company/centene/,2025,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,19,Centene,https://fortune.com/company/centene/,2024,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,19,Centene,https://fortune.com/company/centene/,2023,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,20,Bank of America,https://fortune.com/company/bank-of-america-corp/,2025,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,20,Bank of America,https://fortune.com/company/bank-of-america-corp/,2024,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,20,Bank of America,https://fortune.com/company/bank-of-america-corp/,2023,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,21,Chevron,https://fortune.com/company/chevron/,2025,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,21,Chevron,https://fortune.com/company/chevron/,2024,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,21,Chevron,https://fortune.com/company/chevron/,2023,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,22,Ford Motor,https://fortune.com/company/ford-motor/,2025,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,22,Ford Motor,https://fortune.com/company/ford-motor/,2024,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,22,Ford Motor,https://fortune.com/company/ford-motor/,2023,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,23,General Motors,https://fortune.com/company/general-motors/,2025,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,23,General Motors,https://fortune.com/company/general-motors/,2024,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,23,General Motors,https://fortune.com/company/general-motors/,2023,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,24,Citigroup,https://fortune.com/company/citigroup/,2025,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,24,Citigroup,https://fortune.com/company/citigroup/,2024,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,24,Citigroup,https://fortune.com/company/citigroup/,2023,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,25,Home Depot,https://fortune.com/company/home-depot/,2025,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,25,Home Depot,https://fortune.com/company/home-depot/,2024,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,25,Home Depot,https://fortune.com/company/home-depot/,2023,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,26,Fannie Mae,https://fortune.com/company/fannie-mae/,2025,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,26,Fannie Mae,https://fortune.com/company/fannie-mae/,2024,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,26,Fannie Mae,https://fortune.com/company/fannie-mae/,2023,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,27,Kroger,https://fortune.com/company/kroger/,2025,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,27,Kroger,https://fortune.com/company/kroger/,2024,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,27,Kroger,https://fortune.com/company/kroger/,2023,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,28,Verizon Communications,https://fortune.com/company/verizon/,2025,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,28,Verizon Communications,https://fortune.com/company/verizon/,2024,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
2025,28,Verizon Communications,https://fortune.com/company/verizon/,2023,,,,0.00,sec_source_fetch_failed,,,,,,,,not_attempted,sec_source_fetch_failed,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,2026-06-12T04:09:26+00:00
