fortune_year,fortune_rank,firm_name,entity_type,fortune_company_url,official_x_account_status,x_candidate_found,x_handle_candidate,x_profile_url_candidate,x_candidate_role,x_candidate_score,x_candidate_confidence,recommendation_status,needs_manual_review,review_decision,reviewed_x_handle,reviewed_x_profile_url,source_file,notes,generated_at
2025,27,Kroger,Organization,https://fortune.com/company/kroger/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,28,Verizon Communications,Organization,https://fortune.com/company/verizon/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,29,Phillips 66,Organization,https://fortune.com/company/phillips/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,30,Marathon Petroleum,Organization,https://fortune.com/company/marathon-petroleum/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,31,StoneX Group,Organization,https://fortune.com/company/stonex-group/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,32,State Farm Insurance,Organization,https://fortune.com/company/state-farm-insurance-cos/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,33,Freddie Mac,Organization,https://fortune.com/company/freddie-mac/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,34,Humana,Organization,https://fortune.com/company/humana/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,35,AT&T,Organization,https://fortune.com/company/att/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,36,Goldman Sachs Group,Organization,https://fortune.com/company/goldman-sachs-group/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,37,Comcast,Organization,https://fortune.com/company/comcast/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,38,Wells Fargo,Organization,https://fortune.com/company/wells-fargo/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,39,Morgan Stanley,Organization,https://fortune.com/company/morgan-stanley/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,40,Valero Energy,Organization,https://fortune.com/company/valero-energy/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,41,Dell Technologies,Organization,https://fortune.com/company/dell-technologies/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,42,Target,Organization,https://fortune.com/company/target/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,43,Tesla,Organization,https://fortune.com/company/tesla/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,44,Walt Disney,Organization,https://fortune.com/company/disney/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,45,Johnson & Johnson,Organization,https://fortune.com/company/johnson-johnson/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,46,PepsiCo,Organization,https://fortune.com/company/pepsico/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,47,Boeing,Organization,https://fortune.com/company/boeing/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,48,UPS,Organization,https://fortune.com/company/ups/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,49,RTX,Organization,https://fortune.com/company/raytheon-technologies/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,50,FedEx,Organization,https://fortune.com/company/fedex/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,51,Progressive,Organization,https://fortune.com/company/progressive/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,52,Lowe's,Organization,https://fortune.com/company/lowes/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,53,Energy Transfer,Organization,https://fortune.com/company/energy-transfer-equity/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,54,Procter & Gamble,Organization,https://fortune.com/company/procter-gamble/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,55,Sysco,Organization,https://fortune.com/company/sysco/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,56,American Express,Organization,https://fortune.com/company/american-express/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,57,Albertsons,Organization,https://fortune.com/company/albertsons-cos/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,58,Archer Daniels Midland,Organization,https://fortune.com/company/archer-daniels-midland/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,59,MetLife,Organization,https://fortune.com/company/metlife/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,60,HCA Healthcare,Organization,https://fortune.com/company/hca-holdings/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,61,Lockheed Martin,Organization,https://fortune.com/company/lockheed-martin/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,62,New York Life Insurance,Organization,https://fortune.com/company/new-york-life-insurance/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,63,Capital One Financial,Organization,https://fortune.com/company/capital-one-financial/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,64,Allstate,Organization,https://fortune.com/company/allstate/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,65,Caterpillar,Organization,https://fortune.com/company/caterpillar/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,66,IBM,Organization,https://fortune.com/company/ibm/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,67,Eli Lilly,Organization,https://fortune.com/company/eli-lilly/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,68,Merck,Organization,https://fortune.com/company/merck/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,69,Nationwide,Organization,https://fortune.com/company/nationwide/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,70,Broadcom,Organization,https://fortune.com/company/broadcom/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,71,Delta Air Lines,Organization,https://fortune.com/company/delta-air-lines/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,72,Publix Super Markets,Organization,https://fortune.com/company/publix-super-markets/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,73,Pfizer,Organization,https://fortune.com/company/pfizer/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,74,TD Synnex,Organization,https://fortune.com/company/synnex/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,75,ConocoPhillips,Organization,https://fortune.com/company/conocophillips/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,76,Galaxy Digital,Organization,https://fortune.com/company/galaxy-digital/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,77,AbbVie,Organization,https://fortune.com/company/abbvie/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,78,Prudential Financial,Organization,https://fortune.com/company/prudential-financial/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,79,TJX,Organization,https://fortune.com/company/tjx/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,80,Performance Food Group,Organization,https://fortune.com/company/performance-food-group/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,81,United Airlines Holdings,Organization,https://fortune.com/company/united-continental-holdings/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,82,Oracle,Organization,https://fortune.com/company/oracle/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,83,Cisco Systems,Organization,https://fortune.com/company/cisco-systems-inc/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,84,HP,Organization,https://fortune.com/company/hp/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,85,Charter Communications,Organization,https://fortune.com/company/charter-communications/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,86,American Airlines Group,Organization,https://fortune.com/company/american-airlines-group/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,87,Tyson Foods,Organization,https://fortune.com/company/tyson-foods/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,88,Intel,Organization,https://fortune.com/company/intel/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,89,Enterprise Products Partners,Organization,https://fortune.com/company/enterprise-products-partners/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,90,Ingram Micro Holding,Organization,https://fortune.com/company/ingram-micro/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,91,General Dynamics,Organization,https://fortune.com/company/general-dynamics/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,92,Uber Technologies,Organization,https://fortune.com/company/uber-technologies/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,93,USAA,Organization,https://fortune.com/company/usaa/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,94,TIAA,Organization,https://fortune.com/company/tiaa/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,95,Liberty Mutual Insurance Group,Organization,https://fortune.com/company/liberty-mutual-insurance-group/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,96,Travelers,Organization,https://fortune.com/company/travelers-cos/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,97,Bristol-Myers Squibb,Organization,https://fortune.com/company/bristol-myers-squibb/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,98,Coca-Cola,Organization,https://fortune.com/company/coca-cola/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,99,Nike,Organization,https://fortune.com/company/nike/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,100,Massachusetts Mutual Life,Organization,https://fortune.com/company/massachusetts-mutual-life-insurance/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,101,GE Aerospace,Organization,https://fortune.com/company/general-electric/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,102,Deere,Organization,https://fortune.com/company/deere/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,103,Plains GP Holdings,Organization,https://fortune.com/company/plains-gp-holdings/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,104,Molina Healthcare,Organization,https://fortune.com/company/molina-healthcare/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,105,Netflix,Organization,https://fortune.com/company/netflix/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,106,Thermo Fisher Scientific,Organization,https://fortune.com/company/thermo-fisher-scientific/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,107,Abbott Laboratories,Organization,https://fortune.com/company/abbott-laboratories/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,108,Qualcomm,Organization,https://fortune.com/company/qualcomm/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,109,Northwestern Mutual,Organization,https://fortune.com/company/northwestern-mutual/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,110,U.S. Bancorp,Organization,https://fortune.com/company/u-s-bancorp/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,111,Dollar General,Organization,https://fortune.com/company/dollar-general/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,112,Northrop Grumman,Organization,https://fortune.com/company/northrop-grumman/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,113,Best Buy,Organization,https://fortune.com/company/best-buy/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,114,Salesforce,Organization,https://fortune.com/company/salesforce-com/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,115,Bank of New York (BNY),Organization,https://fortune.com/company/bank-of-new-york-mellon-corp/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,116,Honeywell International,Organization,https://fortune.com/company/honeywell-international/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,117,Philip Morris International,Organization,https://fortune.com/company/philip-morris-international/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,118,CBRE Group,Organization,https://fortune.com/company/cbre-group/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,119,Visa,Organization,https://fortune.com/company/visa/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,120,Dow,Organization,https://fortune.com/company/dow/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,121,US Foods Holding,Organization,https://fortune.com/company/us-foods-holding/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,122,Mondelez International,Organization,https://fortune.com/company/mondelez-international/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,123,Lithia Motors,Organization,https://fortune.com/company/lithia-motors/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,124,GE Vernova,Organization,https://fortune.com/company/gevernova/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
2025,125,Micron Technology,Organization,https://fortune.com/company/micron-technology/,unknown,0,,,,,,not_searched,1,,,,fortune_2025_ranking_only,No X discovery run has been executed for this Fortune 500 row.,2026-06-10T09:01:44+00:00
