fortune_year,fortune_rank,firm_name,entity_type,fortune_company_url,official_x_account_status,direct_x_profile_exists,direct_x_handle_candidate,direct_x_profile_url,direct_check_status,x_access_method,page_title,current_url,needs_manual_review,review_decision,reviewed_x_handle,reviewed_x_profile_url,source_file,notes,generated_at
2025,72,Publix Super Markets,Organization,https://fortune.com/company/publix-super-markets/,unknown,no,@publixsupermarkets,https://x.com/publixsupermarkets,not_found,authenticated_playwright,Profile / X,https://x.com/publixsupermarkets,1,,,,fortune2025_itemListElement_rows.csv; fortune2025_top100_x_direct_check.csv,Direct X URL rendered a not-found/unavailable account message.,2026-06-10T10:03:54+00:00
2025,73,Pfizer,Organization,https://fortune.com/company/pfizer/,unknown,unknown,@pfizer,https://x.com/pfizer,rate_limited_or_transient,authenticated_playwright,Pfizer Inc. (@pfizer) / X,https://x.com/pfizer,1,,,,fortune2025_itemListElement_rows.csv; fortune2025_top100_x_direct_check.csv,X returned a transient/rate-limit style page.,2026-06-10T10:03:54+00:00
2025,74,TD Synnex,Organization,https://fortune.com/company/synnex/,unknown,unknown,@tdsynnex,https://x.com/tdsynnex,rate_limited_or_transient,authenticated_playwright,TD SYNNEX (@TDSYNNEX) / X,https://x.com/tdsynnex,1,,,,fortune2025_itemListElement_rows.csv; fortune2025_top100_x_direct_check.csv,X returned a transient/rate-limit style page.,2026-06-10T10:03:54+00:00
2025,75,ConocoPhillips,Organization,https://fortune.com/company/conocophillips/,unknown,unknown,@conocophillips,https://x.com/conocophillips,rate_limited_or_transient,authenticated_playwright,ConocoPhillips (@conocophillips) / X,https://x.com/conocophillips,1,,,,fortune2025_itemListElement_rows.csv; fortune2025_top100_x_direct_check.csv,X returned a transient/rate-limit style page.,2026-06-10T10:03:54+00:00
2025,76,Galaxy Digital,Organization,https://fortune.com/company/galaxy-digital/,unknown,unknown,@galaxydigital,https://x.com/galaxydigital,rate_limited_or_transient,authenticated_playwright,Galaxy Digital (@GalaxyDigital) / X,https://x.com/galaxydigital,1,,,,fortune2025_itemListElement_rows.csv; fortune2025_top100_x_direct_check.csv,X returned a transient/rate-limit style page.,2026-06-10T10:03:54+00:00
2025,77,AbbVie,Organization,https://fortune.com/company/abbvie/,unknown,unknown,@abbvie,https://x.com/abbvie,rate_limited_or_transient,authenticated_playwright,AbbVie (@abbvie) / X,https://x.com/abbvie,1,,,,fortune2025_itemListElement_rows.csv; fortune2025_top100_x_direct_check.csv,X returned a transient/rate-limit style page.,2026-06-10T10:03:54+00:00
2025,78,Prudential Financial,Organization,https://fortune.com/company/prudential-financial/,unknown,no,@prudentialfinancial,https://x.com/prudentialfinancial,not_found,authenticated_playwright,Profile / X,https://x.com/prudentialfinancial,1,,,,fortune2025_itemListElement_rows.csv; fortune2025_top100_x_direct_check.csv,Direct X URL rendered a not-found/unavailable account message.,2026-06-10T10:03:54+00:00
2025,79,TJX,Organization,https://fortune.com/company/tjx/,unknown,unknown,@tjx,https://x.com/tjx,rate_limited_or_transient,authenticated_playwright,TJ Sassani (@tjx) / X,https://x.com/tjx,1,,,,fortune2025_itemListElement_rows.csv; fortune2025_top100_x_direct_check.csv,X returned a transient/rate-limit style page.,2026-06-10T10:03:54+00:00
2025,80,Performance Food Group,Organization,https://fortune.com/company/performance-food-group/,unknown,no,@performancefoodgroup,https://x.com/performancefoodgroup,not_found,authenticated_playwright,Profile / X,https://x.com/performancefoodgroup,1,,,,fortune2025_itemListElement_rows.csv; fortune2025_top100_x_direct_check.csv,Direct X URL rendered a not-found/unavailable account message.,2026-06-10T10:03:54+00:00
2025,81,United Airlines Holdings,Organization,https://fortune.com/company/united-continental-holdings/,unknown,no,@unitedairlinesholdings,https://x.com/unitedairlinesholdings,not_found,authenticated_playwright,Profile / X,https://x.com/unitedairlinesholdings,1,,,,fortune2025_itemListElement_rows.csv; fortune2025_top100_x_direct_check.csv,Direct X URL rendered a not-found/unavailable account message.,2026-06-10T10:03:54+00:00
