source_file,file_type,raw_rows,detected_label_columns,detected_text_columns,detected_id_columns,detected_date_columns,usable_for_h1_presence,reason_if_not_usable
20260618expand/model_transfer/data/diagnostics/humor_presence_frequency.csv,csv,2,,,,,no,no explicit H1 presence label column
data/audit/humor/human_labels/wendys_human_label_raw_link_audit.json,json,0,,,,,no,no explicit H1 presence label column
data/audit/humor_presence_local_smoke_ambiguous_diagnosis.csv,csv,7,,,,,no,no explicit H1 presence label column
data/audit/humor_presence_local_smoke_audit_summary.csv,csv,24,,,,,no,no explicit H1 presence label column
data/audit/humor_presence_local_smoke_probability_bins.csv,csv,10,,,,,no,no explicit H1 presence label column
data/audit/humor_presence_local_smoke_review_sample.csv,csv,62,,text,global_post_id;tweet_id,created_at,no,no explicit H1 presence label column
data/audit/humor_presence_local_smoke_v1_v2_comparison.csv,csv,2,,,,,no,no explicit H1 presence label column
data/audit/humor_presence_local_smoke_v2_audit_summary.csv,csv,24,,,,,no,no explicit H1 presence label column
data/audit/humor_presence_local_smoke_v2_review_sample.csv,csv,74,,text,global_post_id;tweet_id,created_at,no,no explicit H1 presence label column
data/audit/humor_presence_local_threshold_sensitivity.csv,csv,4,,,,,no,no explicit H1 presence label column
data/audit/humor_presence_training_seed_audit.csv,csv,8,,,,,no,no explicit H1 presence label column
data/derived/humor/human_labels/wendys_human_label_h1_ols_results.csv,csv,7,,,,,no,no explicit H1 presence label column
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,csv,69,human_humor_label_raw;human_humor_binary,human_text;raw_text,global_post_id;tweet_id;tweet_url,created_at_human;created_at_raw,yes,
data/derived/humor/human_labels/wendys_humor_ttest_results.csv,csv,14,,,,,no,no explicit H1 presence label column
data/derived/humor/humor_presence_local_smoke_evaluation.json,json,0,,,,,no,no explicit H1 presence label column
data/derived/humor/humor_presence_local_smoke_results.csv,csv,100,,text,global_post_id;tweet_id,,no,no explicit H1 presence label column
data/derived/humor/humor_presence_local_smoke_review_sample.csv,csv,100,,text,global_post_id;tweet_id,,no,no explicit H1 presence label column
data/derived/humor/humor_presence_local_smoke_sample.csv,csv,100,,text,global_post_id;tweet_id;tweet_url,created_at,no,no explicit H1 presence label column
data/derived/humor/humor_presence_local_smoke_v2_results.csv,csv,100,,text,global_post_id;tweet_id,,no,no explicit H1 presence label column
data/derived/humor/humor_presence_pilot_results_smoke50.csv,csv,50,,text,global_post_id;tweet_id,,no,no explicit H1 presence label column
data/derived/humor/humor_presence_pilot_results_smoke50_test.csv,csv,5,,text,global_post_id;tweet_id,,no,no explicit H1 presence label column
data/derived/humor/humor_presence_pilot_sample.csv,csv,800,,text,global_post_id;tweet_id;tweet_url,created_at,no,no explicit H1 presence label column
data/derived/humor/humor_presence_pilot_sample_smoke50.csv,csv,50,,text,global_post_id;tweet_id;tweet_url,created_at,no,no explicit H1 presence label column
data/manual_labels/wendys_human_humor_labels.csv,csv,69,humor,text,global_post_id,date,yes,
data/wendys/hsq_humor_classification.json,json,978,,text,id;tweet_url,created_at,no,no explicit H1 presence label column
data/wendys/lda_topics.json,json,0,,,,,no,no explicit H1 presence label column
data/wendys/posts.json,json,978,,text,id;tweet_url,created_at,no,no explicit H1 presence label column
data/wendys/scrape_state.json,json,0,,,,,no,no explicit H1 presence label column
data/wendys/zero_shot_sentiment.json,json,978,,text,id;tweet_url,created_at,no,no explicit H1 presence label column
