model,term,coefficient,std_error,t_statistic,p_value,stars,n,r_squared,adj_r_squared,df_residual
Full_sample_H3,intercept,3.449523,0.048421,71.2395,0.0,***,1420,0.16122,0.160036,1417
Full_sample_H3,AggressiveIntensity,11.435958,0.964258,11.8599,0.0,***,1420,0.16122,0.160036,1417
Full_sample_H3,AggressiveIntensity_sq,-4.674035,2.040174,-2.291,0.02211,**,1420,0.16122,0.160036,1417
