fortune_rank,company_name,account_index,account_role,source_x_handle,source_x_url,folder,attempted,status,posts_collected,error_type,error_message,started_at,completed_at
77,AbbVie,1,primary,@abbvie,https://x.com/abbvie,data/raw/fortune_x_2025_ranked/077_abbvie/accounts/01_primary_abbvie,true,success,15,,,2026-06-12T17:06:10.732864+00:00,2026-06-12T17:06:16.840400+00:00
