fortune_rank,company_name,account_index,account_role,source_x_handle,source_x_url,folder,attempted,status,posts_collected,error_type,error_message,started_at,completed_at
64,Allstate,1,primary,@allstate,https://x.com/allstate,data/raw/fortune_x_2025_ranked/064_allstate/accounts/01_primary_allstate,true,success,15,,,2026-06-12T16:59:06.828127+00:00,2026-06-12T16:59:13.412686+00:00
