fortune_rank,company_name,source_x_handle,source_x_url,account_role,account_index,status,posts_captured,error_type,error_message,started_at,completed_at
3,UnitedHealth Group,@UnitedHealthGrp,https://x.com/UnitedHealthGrp,primary,1,success,30,,,2026-06-12T14:19:54.355642+00:00,2026-06-12T14:20:00.408899+00:00
