metric,value
total_batch1_rows,1500
presence_valid_rows,1482
uncertain_excluded,18
humor_count,648
non_humor_count,834
humor_base_rate,0.4372
aggressive_detector_rows,648
aggressive_positives,44
non_aggressive_humor,604
aggressive_base_rate,0.0679
type_aggressive,44
type_affiliative,321
type_self_enhancing,259
type_self_defeating,24
n_unique_firms_presence,97
n_firms_with_aggressive,24
batch2_used,NO
raw_data_modified,NO
labels_modified,NO
