file_path,matched_pattern,match_level,total_rows,humor_count,non_humor_count,unknown_or_excluded_count,aggressive_count,affiliative_count,self_enhancing_count,self_defeating_count,four_type_total,difference_from_slide_total,notes
20260618expand/classifier_improvement/batch1_only_improvement/results/firm_held_out_presence_results.csv,none,no_match,98,0,0,0,0,0,0,0,0,889,cols=model_id;eval_mode;oof_auc_ref;company_name;n_posts;n_humor_actual
20260618expand/classifier_improvement/h1_presence_only/full_corpus_classification/data/fortune100_h1_presence_by_firm_summary.csv,none,no_match,97,0,0,0,0,0,0,0,0,890,cols=company_name;source_x_handle;total_posts;classified_posts;missing_text_posts;mean_humor_probability
20260618expand/classifier_improvement/batch1_only_improvement/results/firm_held_out_aggressive_results.csv,none,no_match,89,0,0,0,0,0,0,0,0,898,cols=model_id;eval_mode;oof_pr_auc_ref;company_name;n_humor_posts;n_aggressive_actual
20260615wendy's/result/wendys_h1_literature_post_format_diagnostics.csv,none,no_match,85,0,0,0,0,0,0,0,0,902,cols=metric;value
20260615wendy's/result/wendys_humor_frequency_proportion_monthly.csv,none,no_match,80,0,0,0,0,0,0,0,0,907,cols=period;period_type;total_posts;humor_posts;non_humor_posts;humor_frequency
20260615wendy's/result/wendys_simple_humor_intensity_monthly_audit.csv,none,no_match,80,0,0,0,0,0,0,0,0,907,cols=period;period_type;total_posts;humor_posts;non_humor_posts;humor_intensity
data/audit/humor_presence_local_smoke_v2_review_sample.csv,none,no_match,74,7,13,54,0,0,0,0,0,913,cols=sample_bucket;global_post_id;tweet_id;sample_group;company_name;created_at
20260615wendy's/data/wendys_partial_human_coded_humor_labels.csv,none,no_match,69,37,31,1,13,21,3,1,38,918,cols=global_post_id;company_name;date;text;humor;type
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,none,no_match,69,0,0,0,0,0,0,0,0,918,cols=global_post_id;tweet_id;company_name;source_x_handle;human_label_source;human_label_scope
data/manual_labels/wendys_human_humor_labels.csv,none,no_match,69,37,31,1,13,21,3,1,38,918,cols=global_post_id;company_name;date;text;humor;type
20260615wendy's/result/wendys_human_tfidf_logreg_error_audit.csv,none,no_match,68,37,31,0,13,21,3,1,38,919,cols=id;tweet_url;text;human_humor_binary;oof_p_humor_tfidf_logreg;oof_pred_humor_tfidf_logreg
20260615wendy's/result/wendys_h1_multicollinearity_vif.csv,none,no_match,66,0,0,0,0,0,0,0,0,921,cols=model_set;sample;variable;vif;vif_severity
20260615wendy's/result/wendys_h3_supplemental_other_humor_proportion_results.csv,none,no_match,63,0,0,0,0,0,0,0,0,924,cols=h3_test_type;model_name;dv;predictor;squared_predictor;n
data/audit/humor_presence_local_smoke_review_sample.csv,none,no_match,62,2,13,47,0,0,0,0,0,925,cols=sample_bucket;global_post_id;tweet_id;sample_group;company_name;created_at
20260615wendy's/result/wendys_h3_step3_post_format_diagnostics.csv,none,no_match,60,0,0,0,0,0,0,0,0,927,cols=label;check;value
data/derived/regression/humor_iv_measurement_diagnostic_detail.csv,none,no_match,57,0,0,0,1,1,1,1,4,930,cols=section;bin;count;pct;type;pct_of_humor
20260615wendy's/result/wendys_h1_three_post_format_fullsample_binary_results.csv,none,no_match,56,0,0,0,0,0,0,0,0,931,cols=sample_type;model_name;dv;iv;n;coefficient
20260615wendy's/result/wendys_h1_three_post_format_fullsample_probability_results.csv,none,no_match,56,0,0,0,0,0,0,0,0,931,cols=sample_type;model_name;dv;iv;n;coefficient
20260615wendy's/result/wendys_h1_three_post_format_human_validation_results.csv,none,no_match,56,0,0,0,0,0,0,0,0,931,cols=sample_type;model_name;dv;iv;n;coefficient
20260615wendy's/result/wendys_h1_time_fe_combinations_fullsample_binary_results.csv,none,no_match,56,0,0,0,0,0,0,0,0,931,cols=sample_type;model_name;dv;iv;n;coefficient
20260615wendy's/result/wendys_h1_time_fe_combinations_primary_human_results.csv,none,no_match,56,0,0,0,0,0,0,0,0,931,cols=sample_type;model_name;dv;iv;n;coefficient
20260615wendy's/result/wendys_h1_time_fe_combinations_probability_results.csv,none,no_match,56,0,0,0,0,0,0,0,0,931,cols=sample_type;model_name;dv;iv;n;coefficient
20260615wendy's/result/wendys_h2_step2_time_fe_human_validation_results.csv,none,no_match,56,0,0,0,0,0,0,0,0,931,cols=sample_type;model_name;dv;iv;n;aggressive_n
20260615wendy's/result/wendys_h2_step2_time_fe_model_based_results.csv,none,no_match,56,0,0,0,0,0,0,0,0,931,cols=sample_type;model_name;dv;iv;n;aggressive_n
20260615wendy's/result/wendys_h2_step3_post_format_human_validation_results.csv,none,no_match,56,0,0,0,0,0,0,0,0,931,cols=sample_type;model_name;dv;iv;n;aggressive_n
20260615wendy's/result/wendys_h2_step3_post_format_model_based_results.csv,none,no_match,56,0,0,0,0,0,0,0,0,931,cols=sample_type;model_name;dv;iv;n;aggressive_n
20260615wendy's/result/wendys_h3_step2_aggressive_humor_time_results.csv,none,no_match,56,0,0,0,0,0,0,0,0,931,cols=h3_test_type;model_name;dv;predictor;squared_predictor;n
20260615wendy's/result/wendys_h3_step2_general_humor_time_results.csv,none,no_match,56,0,0,0,0,0,0,0,0,931,cols=h3_test_type;model_name;dv;predictor;squared_predictor;n
20260615wendy's/result/wendys_h3_step3_aggressive_humor_post_format_results.csv,none,no_match,56,0,0,0,0,0,0,0,0,931,cols=h3_test_type;model_name;dv;predictor;squared_predictor;n
20260615wendy's/result/wendys_h3_step3_general_humor_post_format_results.csv,none,no_match,56,0,0,0,0,0,0,0,0,931,cols=h3_test_type;model_name;dv;predictor;squared_predictor;n
20260615wendy's/result/wendys_h1_multicollinearity_pairwise_correlations.csv,none,no_match,55,0,0,0,0,0,0,0,0,932,cols=var1;var2;n_valid;pearson_r;pearson_p;spearman_r
20260615wendy's/result/wendys_h1_time_fe_combinations_diagnostics.csv,none,no_match,50,0,0,0,0,0,0,0,0,937,cols=metric;value
data/derived/humor/humor_presence_pilot_results_smoke50.csv,none,no_match,50,11,15,24,0,0,0,0,0,937,cols=global_post_id;tweet_id;sample_group;company_name;text;humor_presence
