total_rows,labeled_rows,humor_only_rows,aggressive_count,other_humor_count,nonhumor_count,ttest_diff_log1p_engagement_total,ttest_p_log1p_engagement_total,ttest_cohens_d_log1p_engagement_total,ttest_h2_interpretation,ols_ho_beta_aggressive_log1p_engagement_total,ols_ho_p_aggressive_log1p_engagement_total,ols_ho_r2_log1p_engagement_total,ols_ho_h2_interpretation,ols_fl_beta_aggressive_log1p_engagement_total,ols_fl_p_aggressive_log1p_engagement_total,ols_fl_beta_other_log1p_engagement_total,ols_fl_p_other_log1p_engagement_total,ols_fl_beta1_minus_beta2,ols_fl_r2_log1p_engagement_total,ols_fl_h2_interpretation
978,597,309,90,219,288,0.9009,0.000056,0.5420,H2 예비적 지지,0.900917,0.000020,0.057517,H2 예비적 지지,1.142836,0.000000,0.241918,0.114440,+0.900917,0.049274,H2 예비적 지지
