"total_rows","merged_rows","humor_only_predicted_rows","full_predicted_rows","predicted_non_humor_rows","predicted_aggressive_rows","predicted_other_humor_rows","missing_predicted_type_rows","primary_dv_missing_rows","engagement_total_min","engagement_total_max","log1p_engagement_total_mean","original_posts_json_modified"
"978","978","564","978","414","200","364","0","0","4.0000","931445.0000","7.4138","False"
