"dv","n_aggressive","n_other_humor","mean_aggressive","mean_other_humor","diff_aggressive_minus_other","sd_aggressive","sd_other_humor","t_stat","p_value","ci_lower_95","ci_upper_95","cohens_d","effect_size","significance","h2_direction","h2_preliminary_support","notes"
"log1p_engagement_total","200","364","7.9281","7.4597","0.4684","1.8300","1.6637","3.0016","0.0029","0.1616","0.7752","0.2716","small","**","positive","H2 예비적 지지","Welch two-sided; model_based pred; supplemental H2"
"log1p_engagement_favorite_retweet","200","364","7.8146","7.3327","0.4819","1.8562","1.6875","3.0448","0.0025","0.1707","0.7931","0.2755","small","**","positive","H2 예비적 지지","Welch two-sided; model_based pred; supplemental H2"
"log1p_favorite_count","200","364","7.7386","7.1524","0.5862","1.8986","1.9692","3.4615","0.0006","0.2533","0.9190","0.3015","small","***","positive","H2 예비적 지지","Welch two-sided; model_based pred; supplemental H2"
"log1p_retweet_count","200","364","4.8844","4.4095","0.4749","1.9862","1.7492","2.8313","0.0049","0.1451","0.8047","0.2586","small","**","positive","H2 예비적 지지","Welch two-sided; model_based pred; supplemental H2"
"log1p_reply_count","200","364","4.9080","4.7060","0.2020","1.6568","1.5865","1.4058","0.1606","-0.0805","0.4844","0.1253","negligible","","positive","H2 방향성 지지","Welch two-sided; model_based pred; supplemental H2"
"log1p_quote_count","200","364","3.2164","2.8869","0.3295","2.0418","1.7837","1.9156","0.0562","-0.0087","0.6677","0.1753","negligible",".","positive","H2 방향성 지지","Welch two-sided; model_based pred; supplemental H2"
"log1p_bookmark_count","200","364","2.8861","2.3940","0.4920","1.7334","1.6060","3.3091","0.0010","0.1997","0.7844","0.2978","small","**","positive","H2 예비적 지지","Welch two-sided; model_based pred; supplemental H2"
"log1p_view_count","200","364","4.0344","2.6935","1.3409","5.9340","5.1821","2.6827","0.0076","0.3580","2.3238","0.2456","small","**","positive","H2 예비적 지지","Welch two-sided; model_based pred; supplemental H2"
