"total_rows","merged_rows","humor_type_analysis_rows","aggressive_rows","affiliative_rows","self_enhancing_rows","self_defeating_rows","excluded_non_humor_rows","excluded_humor_missing_type_rows","excluded_unlabeled_rows","invalid_type_rows","primary_dv_missing_rows","min_type_cell_size","small_cell_warning","original_posts_json_modified"
"978","978","278","95","106","62","15","288","31","381","0","0","15","True","False"
