hypothesis,model_number,model_label,sample_type,dv,iv_primary,n,quarter_count,coefficient_name,coefficient,standard_error,t_value,p_value,r_squared,adj_r_squared,aic,bic,included_time_fe,included_post_format_controls,significance,interpretation_flag,existing_source_file,existing_model_name,coef_matches_existing,p_matches_existing,r2_matches_existing,adj_r2_matches_existing,notes
H2,1,Model-Based OLS,model_based,log1p_engagement_total,H2공격적유머모델더미,564,,Aggressive Humor,0.468372,0.151781,3.085847,0.002130,0.016662,0.014912,2217.194170,2225.864279,no,no,***,supports_H2,wendys_h2_step1_model_based_direct_results.csv,M_aggressive_vs_other,PASS,PASS,PASS,PASS,existing M_aggressive_vs_other in model_based direct results
H2,2,Model-Based Time FE,model_based,log1p_engagement_total,H2공격적유머모델더미,564,,Aggressive Humor,0.519900,0.149834,3.469847,0.000564,0.227866,0.167219,2160.821877,2342.894156,yes,no,***,supports_H2,wendys_h2_step2_time_fe_model_based_results.csv,M7_year_month_hour_fe,PASS,PASS,PASS,PASS,existing M7_year_month_hour_fe in model_based time FE results
H2,3,Model-Based Time FE+Controls,model_based,log1p_engagement_total,H2공격적유머모델더미,564,,Aggressive Humor,0.405555,0.146854,2.761609,0.005956,0.319465,0.261770,2095.600240,2290.677681,yes,yes,***,supports_H2,wendys_h2_step3_post_format_model_based_results.csv,M7_time_fe_all_post_format,PASS,PASS,PASS,PASS,existing M7_time_fe_all_post_format in model_based step3 results
H2,4,Human-Coded OLS,human_coded,log1p_engagement_total,H2공격적유머인간더미,278,,Aggressive Humor,0.707352,0.205216,3.446859,0.000656,0.041270,0.037796,1060.126884,1067.382126,no,no,***,supports_H2,wendys_h2_step1_human_validation_results.csv,M_aggressive_vs_other,PASS,PASS,PASS,PASS,existing M_aggressive_vs_other in human validation step1 results
H2,5,Human-Coded Time FE,human_coded,log1p_engagement_total,H2공격적유머인간더미,278,,Aggressive Humor,0.726091,0.197663,3.673374,0.000295,0.381269,0.282894,1012.379679,1153.856902,yes,no,***,supports_H2,wendys_h2_step2_time_fe_human_validation_results.csv,M7_year_month_hour_fe,PASS,PASS,PASS,PASS,existing M7_year_month_hour_fe in human validation step2 results
H2,6,Human-Coded Time FE+Controls,human_coded,log1p_engagement_total,H2공격적유머인간더미,278,,Aggressive Humor,0.640460,0.191454,3.345244,0.000956,0.449658,0.354047,985.817769,1138.177856,yes,yes,***,supports_H2,wendys_h2_step3_post_format_human_validation_results.csv,M7_time_fe_all_post_format,PASS,PASS,PASS,PASS,existing M7_time_fe_all_post_format in human validation step3 results
