source_file,variable_name,inferred_variable_group,dtype,non_missing_n,missing_n,missing_rate,unique_n,example_values,min,max,mean,std,notes
wendys_humor_frequency_proportion_post_level_dataset.csv,quarter_humor_posts,date_time,numeric,978,0,0.0,21,"35, 17, 6",1.0,78.0,31.3804,21.1122,
wendys_humor_frequency_proportion_post_level_dataset.csv,quarter_non_humor_posts,date_time,numeric,978,0,0.0,22,"24, 29, 5",0.0,32.0,19.3926,8.1234,
wendys_humor_frequency_proportion_post_level_dataset.csv,humor_frequency_quarter,date_time,numeric,978,0,0.0,21,"35, 17, 6",1.0,78.0,31.3804,21.1122,
wendys_humor_frequency_proportion_post_level_dataset.csv,humor_proportion_quarter,date_time,numeric,978,0,0.0,27,"0.59322, 0.369565, 0.545455",0.2,1.0,0.5767,0.1544,
wendys_humor_frequency_proportion_post_level_dataset.csv,humor_proportion_quarter_loo,date_time,string/mixed,977,1,0.0,53,"0.586207, 0.603448, 0.377778",0.1579,0.9167,0.5763,0.1548,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,id,identifier,numeric,978,0,0.0,978,"2065192194277818396, 2064726596179706275, 2064504139749417369",6083264102.0,2.0651921942778184e+18,1.5380194409677256e+18,2.7473973786319725e+17,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,tweet_url,identifier,string/mixed,0,978,0.0,978,"https://x.com/Wendys/status/2065192194277818396, https://x.com/Wendys/status/2064726596179706275, https://x.com/Wendys/status/2064504139749417369",nan,nan,nan,nan,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,text,text_raw,string/mixed,0,978,0.0,964,"if u dress up i will love u forever. Come experience the most bananas drive-thru ever. https://t.co/FDvzC4JTr1, Her: Gimme 10
Me: minutes or nuggets?, What does one wear to meet a minion",nan,nan,nan,nan,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,created_year,date_time,numeric,978,0,0.0,9,"2026, 2025, 2024",2009.0,2026.0,2022.0153,2.1243,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,created_month,date_time,numeric,978,0,0.0,12,"6, 5, 4",1.0,12.0,5.8793,3.2532,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,created_day,date_time,numeric,978,0,0.0,31,"11, 10, 5",1.0,31.0,14.8517,8.5068,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,created_time,date_time,string/mixed,0,978,0.0,946,"21:59:23, 15:09:15, 00:25:18",nan,nan,nan,nan,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,created_hour,date_time,numeric,978,0,0.0,22,"21, 15, 00",0.0,23.0,16.1544,5.5387,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,created_date,date_time,string/mixed,0,978,0.0,600,"2026-06-11, 2026-06-10, 2026-06-05",nan,nan,nan,nan,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,year_month,date_time,string/mixed,0,978,0.0,80,"2026-06, 2026-05, 2026-04",nan,nan,nan,nan,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,year_quarter,date_time,string/mixed,0,978,0.0,28,"2026-Q2, 2026-Q1, 2025-Q4",nan,nan,nan,nan,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,pred_humor_final_050,humor_presence_prediction,numeric,978,0,0.0,2,"1, 0",0.0,1.0,0.5767,0.4943,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,p_humor_final_tfidf_logreg,humor_presence_prediction,numeric,978,0,0.0,907,"0.689021, 0.536777, 0.445943",0.0455,0.7926,0.5116,0.1592,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,reply_count,engagement_dv,numeric,978,0,0.0,435,"37, 83, 75",0.0,19267.0,351.5266,1095.0637,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,favorite_count,engagement_dv,numeric,978,0,0.0,871,"401, 507, 411",0.0,796387.0,8032.6861,38447.5282,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,retweet_count,engagement_dv,numeric,978,0,0.0,401,"69, 40, 26",0.0,112925.0,765.4683,5006.6987,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,quote_count,engagement_dv,numeric,978,0,0.0,235,"9, 8, 7",0.0,11260.0,165.8548,773.9672,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,bookmark_count,engagement_dv,numeric,978,0,0.0,202,"54, 11, 15",0.0,21285.0,114.955,779.9911,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,view_count,engagement_dv,numeric,978,0,0.0,345,"43444, 40600, 44746",0.0,44350314.0,384342.0552,2281000.5383,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,engagement_total,engagement_dv,numeric,978,0,0.0,900,"570, 649, 534",4.0,931445.0,9430.4908,44762.1267,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,engagement_favorite_retweet,engagement_dv,numeric,978,0,0.0,888,"470, 547, 437",4.0,909312.0,8798.1544,43340.4245,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,log1p_engagement_total,engagement_dv,numeric,978,0,0.0,900,"6.347389, 6.476972, 6.282267",1.6094,13.7445,7.4138,1.7633,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,log1p_engagement_favorite_retweet,engagement_dv,numeric,978,0,0.0,888,"6.154858, 6.306275, 6.082219",1.6094,13.7204,7.2843,1.7883,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,log1p_favorite_count,engagement_dv,numeric,978,0,0.0,871,"5.996452, 6.230481, 6.021023",0.0,13.5878,7.093,2.0823,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,log1p_retweet_count,engagement_dv,numeric,978,0,0.0,401,"4.248495, 3.713572, 3.295837",0.0,11.6345,4.4687,1.8066,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,log1p_reply_count,engagement_dv,numeric,978,0,0.0,435,"3.637586, 4.430817, 4.330733",0.0,9.8662,4.5934,1.6654,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,log1p_quote_count,engagement_dv,numeric,978,0,0.0,235,"2.302585, 2.197225, 2.079442",0.0,9.3291,2.9027,1.8769,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,log1p_bookmark_count,engagement_dv,numeric,978,0,0.0,202,"4.007333, 2.484907, 2.772589",0.0,9.9658,2.627,1.7437,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,log1p_view_count,engagement_dv,numeric,978,0,0.0,345,"10.679251, 10.611548, 10.70878",0.0,17.6076,4.3844,6.0515,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,humor_intensity_month,date_time,numeric,978,0,0.0,47,"0.6, 0.695652, 0.516129",0.0,1.0,0.5767,0.189,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,humor_intensity_quarter,date_time,numeric,978,0,0.0,27,"0.59322, 0.369565, 0.545455",0.2,1.0,0.5767,0.1544,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,humor_intensity_month_loo,date_time,string/mixed,975,3,0.0,62,"0.5, 0.75, 0.681818",0.0,1.0,0.5764,0.1953,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,humor_intensity_quarter_loo,date_time,string/mixed,977,1,0.0,53,"0.586207, 0.603448, 0.377778",0.1579,0.9167,0.5763,0.1548,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,month_total_posts,date_time,numeric,978,0,0.0,28,"5, 23, 31",1.0,50.0,20.3497,13.2256,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,month_humor_posts,date_time,numeric,978,0,0.0,20,"3, 16, 11",0.0,37.0,12.4693,9.6138,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,month_non_humor_posts,date_time,numeric,978,0,0.0,17,"2, 7, 15",0.0,20.0,7.8804,4.8337,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,humor_frequency_month,date_time,numeric,978,0,0.0,20,"3, 16, 11",0.0,37.0,12.4693,9.6138,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,humor_proportion_month,date_time,numeric,978,0,0.0,47,"0.6, 0.695652, 0.516129",0.0,1.0,0.5767,0.189,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,humor_proportion_month_loo,date_time,string/mixed,975,3,0.0,62,"0.5, 0.75, 0.681818",0.0,1.0,0.5764,0.1953,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,quarter_total_posts,date_time,numeric,978,0,0.0,27,"59, 46, 11",1.0,110.0,50.773,27.3041,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,quarter_humor_posts,date_time,numeric,978,0,0.0,21,"35, 17, 6",1.0,78.0,31.3804,21.1122,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,quarter_non_humor_posts,date_time,numeric,978,0,0.0,22,"24, 29, 5",0.0,32.0,19.3926,8.1234,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,humor_frequency_quarter,date_time,numeric,978,0,0.0,21,"35, 17, 6",1.0,78.0,31.3804,21.1122,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,humor_proportion_quarter,date_time,numeric,978,0,0.0,27,"0.59322, 0.369565, 0.545455",0.2,1.0,0.5767,0.1544,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,humor_proportion_quarter_loo,date_time,string/mixed,977,1,0.0,53,"0.586207, 0.603448, 0.377778",0.1579,0.9167,0.5763,0.1548,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,pred_humor_type_group_model,humor_presence_prediction,string/mixed,0,978,0.0,3,"other_humor, aggressive, non_humor",nan,nan,nan,nan,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,p_type_aggressive_model,humor_type_prediction,numeric,978,0,0.0,794,"0.4599, 0.6184, 0.4188",0.1996,0.7409,0.4402,0.1066,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,p_type_other_humor_model,humor_type_prediction,numeric,978,0,0.0,794,"0.5401, 0.3816, 0.5812",0.2591,0.8004,0.5598,0.1066,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,pred_humor_type_group_model_050,humor_presence_prediction,string/mixed,0,978,0.0,3,"other_humor, aggressive, non_humor",nan,nan,nan,nan,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,is_aggressive_humor,humor_type_prediction,numeric,978,0,0.0,2,"0, 1",0.0,1.0,0.2045,0.4035,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,is_other_humor,humor_type_prediction,numeric,978,0,0.0,2,"1, 0",0.0,1.0,0.3722,0.4836,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,is_non_humor,humor_type_prediction,numeric,978,0,0.0,2,"0, 1",0.0,1.0,0.4233,0.4943,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,is_predicted_humor,humor_type_prediction,numeric,978,0,0.0,2,"1, 0",0.0,1.0,0.5767,0.4943,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,quarter_aggressive_posts,date_time,numeric,978,0,0.0,13,"9, 6, 3",0.0,26.0,10.4785,6.7739,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,quarter_other_humor_posts,date_time,numeric,978,0,0.0,20,"26, 11, 3",0.0,57.0,20.9018,15.9857,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,quarter_predicted_humor_posts,date_time,numeric,978,0,0.0,21,"35, 17, 6",1.0,78.0,31.3804,21.1122,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,aggressive_humor_frequency_quarter,date_time,numeric,978,0,0.0,13,"9, 6, 3",0.0,26.0,10.4785,6.7739,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,other_humor_frequency_quarter,date_time,numeric,978,0,0.0,20,"26, 11, 3",0.0,57.0,20.9018,15.9857,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,aggressive_humor_proportion_quarter,date_time,numeric,978,0,0.0,26,"0.15254237, 0.13043478, 0.27272727",0.0,1.0,0.2045,0.0759,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,other_humor_proportion_quarter,date_time,numeric,978,0,0.0,28,"0.44067797, 0.23913043, 0.27272727",0.0,0.6512,0.3722,0.1549,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,aggressive_humor_proportion_quarter_loo,date_time,string/mixed,977,1,0.0,44,"0.15517241, 0.13793103, 0.13333333",0.0,0.3377,0.2037,0.0727,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,other_humor_proportion_quarter_loo,date_time,string/mixed,977,1,0.0,47,"0.43103448, 0.44827586, 0.24444444",0.0,0.6667,0.3726,0.1553,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,aggressive_share_among_humor_quarter,date_time,numeric,978,0,0.0,21,"0.25714286, 0.35294118, 0.5",0.0,1.0,0.3718,0.1664,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,aggressive_share_among_humor_quarter_loo,date_time,string/mixed,977,1,0.0,52,"0.26470588, 0.23529412, 0.25714286",0.0,1.0,0.3711,0.1677,
wendys_h3_aggressive_vs_other_intensity_dataset.csv,in_h3_aggressive_filtered,h3_proportion,numeric,978,0,0.0,2,"1, 0",0.0,1.0,0.9816,0.1345,
