h3_test_type,dv,predictor,squared_predictor,n,quarter_count,predictor_min,predictor_max,predictor_mean,predictor_std,beta_linear,p_linear,beta_quadratic,p_quadratic,turning_point,turning_point_in_range,r_squared,adj_r_squared,aic,bic,interpretation_flag
H3-pre,log1p_engagement_total,humor_proportion_quarter_loo,humor_proportion_quarter_loo_sq,960,25,0.157895,0.916667,0.5802083489583333,0.15301432509844543,0.191699,0.928846,0.315328,0.870801,-0.303967,False,0.002178,9.3e-05,3820.3368,3834.9376,not_support
H3-pre,log1p_engagement_favorite_retweet,humor_proportion_quarter_loo,humor_proportion_quarter_loo_sq,960,25,0.157895,0.916667,0.5802083489583333,0.15301432509844543,0.900739,0.678888,-0.238465,0.903405,1.888617,False,0.00301,0.000926,3846.0591,3860.6599,directional_only
H3-pre,log1p_favorite_count,humor_proportion_quarter_loo,humor_proportion_quarter_loo_sq,960,25,0.157895,0.916667,0.5802083489583333,0.15301432509844543,0.249665,0.921723,0.176574,0.938662,-0.706971,False,0.001054,-0.001034,4143.8741,4158.4749,not_support
H3-pre,log1p_retweet_count,humor_proportion_quarter_loo,humor_proportion_quarter_loo_sq,960,25,0.157895,0.916667,0.5802083489583333,0.15301432509844543,-1.243697,0.571071,0.89511,0.651665,0.694717,True,0.000727,-0.001361,3863.2901,3877.8909,not_support
H3-pre,log1p_reply_count,humor_proportion_quarter_loo,humor_proportion_quarter_loo_sq,960,25,0.157895,0.916667,0.5802083489583333,0.15301432509844543,-4.757907,0.019245,4.718187,0.010186,0.504209,True,0.008118,0.006045,3712.7176,3727.3184,not_support
H3-pre,log1p_quote_count,humor_proportion_quarter_loo,humor_proportion_quarter_loo_sq,960,25,0.157895,0.916667,0.5802083489583333,0.15301432509844543,-3.874683,0.087849,3.91891,0.055985,0.494357,True,0.004871,0.002792,3926.1199,3940.7207,not_support
H3-pre,log1p_bookmark_count,humor_proportion_quarter_loo,humor_proportion_quarter_loo_sq,960,25,0.157895,0.916667,0.5802083489583333,0.15301432509844543,-6.903567,0.000728,3.705169,0.044233,0.931613,False,0.067745,0.065796,3719.6275,3734.2283,not_support
