total_rows,ols_rows_used,primary_ttest_rows_used,primary_ttest_humor_count,primary_ttest_nonhumor_count,supplemental_ttest_rows_used,supplemental_ttest_humor_count,supplemental_ttest_nonhumor_count,missing_reply_count,missing_favorite_count,missing_retweet_count,missing_quote_count,missing_bookmark_count,missing_p_humor_final_tfidf_logreg,missing_log1p_p_humor_final_tfidf_logreg,main_ols_beta_log1p_engagement_total,main_ols_p_log1p_engagement_total,main_ols_r2_log1p_engagement_total,primary_ttest_diff_log1p_engagement_total,primary_ttest_p_log1p_engagement_total,primary_ttest_cohens_d_log1p_engagement_total,supplemental_ttest_diff_log1p_engagement_total,supplemental_ttest_p_log1p_engagement_total,supplemental_ttest_cohens_d_log1p_engagement_total
978,978,597,309,288,978,564,414,0,0,0,0,0,0,0,1.521396,0.002332,0.009456,0.5043,0.000409,0.2914,0.5008,0.000011,0.2867
