total_rows,labeled_rows,unlabeled_rows,final_humor_count,final_nonhumor_count,final_humor_share,coder1_source_count,human_source_count,coder2_source_count,cv_accuracy_mean,cv_accuracy_std,cv_precision_mean,cv_precision_std,cv_recall_mean,cv_recall_std,cv_f1_mean,cv_f1_std,cv_roc_auc_mean,cv_roc_auc_std,cv_balanced_accuracy_mean,cv_balanced_accuracy_std,oof_true_positive,oof_true_negative,oof_false_positive,oof_false_negative,oof_accuracy,oof_precision,oof_recall,oof_f1,p_humor_final_tfidf_logreg_min,p_humor_final_tfidf_logreg_mean,p_humor_final_tfidf_logreg_median,p_humor_final_tfidf_logreg_max,pred_humor_final_050_count,pred_humor_final_050_share,correlation_with_existing_p_humor,correlation_with_p_humor_ml
978,597,381,309,288,0.5176,250,99,248,0.6600,0.0261,0.6503,0.0260,0.7443,0.0330,0.6937,0.0235,0.7095,0.0337,0.6568,0.0261,230,164,124,79,0.6600,0.6497,0.7443,0.6938,0.045542,0.511644,0.532379,0.792643,564,0.5767,0.7039,0.4845
