id,tweet_url,created_at,text,lang,conversation_id,is_quote_status,is_retweet_text,reply_count,favorite_count,retweet_count,quote_count,bookmark_count,view_count,humor_score,humor_score_band,humor_present_050,humor_score_reason,humor_score_components
2057593602490970314,https://x.com/Wendys/status/2057593602490970314,Thu May 21 22:45:17 +0000 2026,Hi @KenJennings,und,2057589742649192842,False,false,5,128,2,0,3,27416,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal; non_english_or_undefined
2057590511653794039,https://x.com/Wendys/status/2057590511653794039,Thu May 21 22:33:00 +0000 2026,This isn’t my living room btw I was at a friends house,en,2057589742649192842,False,false,16,164,6,0,1,24293,0.11,very_low,0,casual conversational tone detected,casual_conversational_tone
2057590262373785937,https://x.com/Wendys/status/2057590262373785937,Thu May 21 22:32:01 +0000 2026,@James_Holzhauer,qam,2057589742649192842,False,false,1,24,1,0,1,13228,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal; non_english_or_undefined
2057589742649192842,https://x.com/Wendys/status/2057589742649192842,Thu May 21 22:29:57 +0000 2026,it's not roasting if it's true 😌 @Jeopardy https://t.co/Da3mvCbEFB,en,2057589742649192842,False,false,159,5229,297,8,97,158953,1.0,very_high,1,sarcasm or irony detected,sarcasm_irony; roast_teasing; pop_culture_reference; brand_persona; casual_conversational_tone
2057509387422380064,https://x.com/Wendys/status/2057509387422380064,Thu May 21 17:10:39 +0000 2026,"From one redheaded baddie to another, we just wanted to formally invite you to compete in our Wendy’s look-alike contest this weekend for #worldredheadday

https://t.co/Plz0ZCapd2",en,2057509387422380064,True,false,22,140,16,0,6,88702,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2056803537636467033,https://x.com/Wendys/status/2056803537636467033,Tue May 19 18:25:51 +0000 2026,might change my name to Wemby’s and only serve french fries after last night’s game,en,2056803537636467033,False,false,511,67538,7060,455,1962,2379809,0.743,high,1,absurd or surreal phrasing detected,absurdity_surrealism; pop_culture_reference
2056485781707821429,https://x.com/Wendys/status/2056485781707821429,Mon May 18 21:23:12 +0000 2026,"If you have flaming locks of auburn hair and a face card that never declines, we have the perfect contest for you 😉
Wendy’s Look-Alike Contest is 3:30-5:30pm May 26th at Seaport Square in NYC! https://t.co/sEUa15Db7G",en,2056485781707821429,False,false,28,220,31,11,15,197852,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2054933542442848652,https://x.com/Wendys/status/2054933542442848652,Thu May 14 14:35:09 +0000 2026,🟨🟦🍟 https://t.co/y9M33fb83V,qme,2054933542442848652,False,false,108,549,63,26,35,116668,0.0,very_low,0,URL-only or near-empty text,url_only; non_english_or_undefined
2054257059399389281,https://x.com/Wendys/status/2054257059399389281,Tue May 12 17:47:03 +0000 2026,Did you know? One cookie dough frosty is the equivalent of 12 dancing fruit videos?,en,2054257059399389281,False,false,36,86,6,1,4,37369,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2052863834503700774,https://x.com/Wendys/status/2052863834503700774,Fri May 08 21:30:53 +0000 2026,Their love story is almost as fresh as our beef ❤️ https://t.co/OydNIkjSGV,en,2052863834503700774,False,false,283,29200,2668,265,3228,3011951,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2052727809756348567,https://x.com/Wendys/status/2052727809756348567,Fri May 08 12:30:22 +0000 2026,"Sir, this is a banana https://t.co/mtSrVrahpo",en,2052727809756348567,False,false,168,1710,126,24,82,273730,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2052536825336729602,https://x.com/Wendys/status/2052536825336729602,Thu May 07 23:51:28 +0000 2026,"Rick Devens after last night’s tribal council 
@Rick_Devens @MrBeast #Survivor50",en,2052536825336729602,True,false,17,1930,62,4,39,176919,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2052513071906619715,https://x.com/Wendys/status/2052513071906619715,Thu May 07 22:17:04 +0000 2026,The necklace of every mom’s dreams is here. Tag a mom and tell us why she deserves one below and we might just surprise a few ❤️ https://t.co/p9208Rvu4D,en,2052513071906619715,False,false,462,1124,111,16,75,129205,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2050328345645133837,https://x.com/Wendys/status/2050328345645133837,Fri May 01 21:35:45 +0000 2026,new spicy chicken sandwich slaps https://t.co/nDUnSsL79R,en,2050328345645133837,False,false,1462,11796,1213,326,1446,3249308,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2050307931778732264,https://x.com/Wendys/status/2050307931778732264,Fri May 01 20:14:38 +0000 2026,I'm trying to get as crispy as the bacon on our Baconator this Girls Trip 😎☀️🌺 https://t.co/8oGyl5S3GO,en,2050307931778732264,False,false,43,446,41,2,20,46571,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2050243908991328359,https://x.com/Wendys/status/2050243908991328359,Fri May 01 16:00:14 +0000 2026,"that bow is not just blue, it's not turquoise, it's not lapis, it's actually cerulean. https://t.co/mswbnGHkgg",en,2050243908991328359,False,false,139,1510,86,18,38,80264,0.11,very_low,0,casual conversational tone detected,casual_conversational_tone
2048730947017654333,https://x.com/Wendys/status/2048730947017654333,Mon Apr 27 11:48:16 +0000 2026,"Sweet &amp; Sour is BACK… but only for a limited time unless y’all get loud. Go get the sauce in-restaurant + like, comment and share this post to save it. SWEET &amp; SOUR ARMY DO UR THING. https://t.co/ndF0vOrTpo",en,2048730947017654333,False,false,410,1009,249,128,81,462515,0.11,very_low,0,casual conversational tone detected,casual_conversational_tone; plain_promotion
2047463502583869524,https://x.com/Wendys/status/2047463502583869524,Thu Apr 23 23:51:53 +0000 2026,THIS would happen at Wendy's 👀 https://t.co/lNjM2bD6pb,en,2047463502583869524,False,false,406,11821,894,174,617,4298623,0.11,very_low,0,casual conversational tone detected,casual_conversational_tone
2042359791239024659,https://x.com/Wendys/status/2042359791239024659,Thu Apr 09 21:51:34 +0000 2026,She a baddie with her baddie friend (I'm the baddie friend),en,2042359791239024659,True,false,169,1339,139,16,56,188105,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2042345361310957745,https://x.com/Wendys/status/2042345361310957745,Thu Apr 09 20:54:13 +0000 2026,still rich still craving @wendys new spicy chicken sandwich #wendyspartner,en,2042345361310957745,False,false,371,6819,468,119,290,890197,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2042276646711894177,https://x.com/Wendys/status/2042276646711894177,Thu Apr 09 16:21:10 +0000 2026,WE’VE GOT OUR WINNER🏆 the Pretzel Bacon Pub Burger is coming back to the menu soon https://t.co/jdeIQgJBnp,en,2042276646711894177,False,false,412,4930,266,169,577,10366059,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2041987332509782141,https://x.com/Wendys/status/2041987332509782141,Wed Apr 08 21:11:33 +0000 2026,The universe called. It said add me on Co-Star. @ wendys_official https://t.co/7HYmQbBfv7,en,2041987332509782141,False,false,33,185,21,4,19,60714,0.6,high,1,absurd or surreal phrasing detected,absurdity_surrealism
2041526924149690528,https://x.com/Wendys/status/2041526924149690528,Tue Apr 07 14:42:03 +0000 2026,"Offer only available in-restaurant upon request at participating U.S. Wendy’s on April 7, 2026. No purchase necessary. Limit one (1) free Small Fry and Small Frosty Classic per person. A la carte only. While supplies last.",en,2041526852036988999,False,false,45,322,14,3,27,81591,0.0,very_low,0,plain promotion without clear humor,plain_promotion
2041526852036988999,https://x.com/Wendys/status/2041526852036988999,Tue Apr 07 14:41:45 +0000 2026,🫵 YOU GET A FREE FRY AND FROSTY 🫵 AND YOU GET A FREE FRY AND FROSTY 🫵 AND YOU GET A FREE FRY AND FROSTY 🫵 https://t.co/OQ2OI18i5U,en,2041526852036988999,False,false,190,4762,257,80,774,630259,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2041332734883201293,https://x.com/Wendys/status/2041332734883201293,Tue Apr 07 01:50:24 +0000 2026,"Offer only available in-restaurant upon request at participating U.S. Wendy’s on April 7, 2026. No purchase necessary. Limit one (1) free Small Fry and Small Frosty Classic per person. A la carte only. While supplies last.",en,2041332610928951432,False,false,24,357,16,2,60,73183,0.0,very_low,0,plain promotion without clear humor,plain_promotion
2041332610928951432,https://x.com/Wendys/status/2041332610928951432,Tue Apr 07 01:49:55 +0000 2026,"WE HAVE A DUNK 🚨that means all of America gets free small fry and Frosty on April 7th. Not to be dramatic, but that was the greatest moment in dunk history.",en,2041332610928951432,True,false,75,5342,313,46,648,953789,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2041332103036412007,https://x.com/Wendys/status/2041332103036412007,Tue Apr 07 01:47:54 +0000 2026,GET UP RODDY GAYLE 🤯 https://t.co/Yz0SkHVdwC,en,2041332103036412007,False,false,39,1067,126,23,57,2874024,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2041317545412546926,https://x.com/Wendys/status/2041317545412546926,Tue Apr 07 00:50:03 +0000 2026,Tip off time here we goooooo 🫣🏀,en,2041317545412546926,False,false,18,110,6,1,1,45549,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2041286930231373912,https://x.com/Wendys/status/2041286930231373912,Mon Apr 06 22:48:24 +0000 2026,"You: Wow I hope so and so team wins

Me: DUNKS DUNKS DUNKS DUNKS",en,2041286930231373912,False,false,16,162,8,2,3,46079,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2041274861461586245,https://x.com/Wendys/status/2041274861461586245,Mon Apr 06 22:00:26 +0000 2026,"Offer only available in-restaurant upon request at participating U.S. Wendy’s on April 7, 2026. No purchase necessary. Limit one (1) free Small Fry and Small Frosty Classic per person. A la carte only. While supplies last.",en,2041274790418485741,False,false,7,43,4,0,5,37846,0.0,very_low,0,plain promotion without clear humor,plain_promotion
2041274790418485741,https://x.com/Wendys/status/2041274790418485741,Mon Apr 06 22:00:09 +0000 2026,"Who shall fulfill the prophecy?!?!?!?!

Tag us when you see who unlocks it 👀 https://t.co/mmdG7uqh7a",en,2041274790418485741,False,false,28,218,32,3,18,51681,0.66,high,1,absurd or surreal phrasing detected,absurdity_surrealism; casual_conversational_tone
2041273129272824054,https://x.com/Wendys/status/2041273129272824054,Mon Apr 06 21:53:33 +0000 2026,Get your votes in!,en,2041272778461258077,False,false,76,256,33,34,13,176008,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2041272778461258077,https://x.com/Wendys/status/2041272778461258077,Mon Apr 06 21:52:10 +0000 2026,The Bourbon Bacon Cheeseburger and Pretzel Bacon Pub Burger have made it to our championship! Get your votes in to decide who will be crowned the winner and end up back on the menu https://t.co/VIgjuIMDNF,en,2041272778461258077,False,false,220,1439,74,80,182,5879153,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2041270386478780749,https://x.com/Wendys/status/2041270386478780749,Mon Apr 06 21:42:39 +0000 2026,ONLY A FEW HOURS UNTIL SOMEONE DUNKS THEIR WAY INTO AMERICAN HISTORY,en,2041270386478780749,False,false,20,154,7,2,2,38813,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2041241219603554599,https://x.com/Wendys/status/2041241219603554599,Mon Apr 06 19:46:45 +0000 2026,Tonight we are anti lay ups and anti fundamentals and pro massive jams,en,2041241219603554599,False,false,32,146,11,1,1,35756,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2041187810728727004,https://x.com/Wendys/status/2041187810728727004,Mon Apr 06 16:14:32 +0000 2026,"Offer only available in-restaurant upon request at participating U.S. Wendy’s on April 7, 2026. No purchase necessary. Limit one (1) free Small Fry and Small Frosty Classic per person. A la carte only. While supplies last.",en,2041187699764163013,False,false,6,42,2,1,0,29125,0.0,very_low,0,plain promotion without clear humor,plain_promotion
2041187699764163013,https://x.com/Wendys/status/2041187699764163013,Mon Apr 06 16:14:05 +0000 2026,woke up thinking about who’s gonna dunk in the national championship game tonight to unlock a free small fry and Frosty for America tomorrow,en,2041187699764163013,False,false,29,152,14,2,2,37962,0.11,very_low,0,casual conversational tone detected,casual_conversational_tone
2040186917312979266,https://x.com/Wendys/status/2040186917312979266,Fri Apr 03 21:57:20 +0000 2026,Oh good you made it. Introducing: The Official Dunks Menu 🏀 Order in the Wendy’s app all March Madness® long for the chance to win prizes in the Dunkstakes https://t.co/hI3HxiD7VV,en,2040186885704683992,False,false,15,93,7,0,8,32132,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2040186893468393651,https://x.com/Wendys/status/2040186893468393651,Fri Apr 03 21:57:14 +0000 2026,YOU COULD GO ALL THE WAY https://t.co/JG6srzZZTh,en,2040186885704683992,False,false,23,178,3,0,2,44932,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2040186889131479302,https://x.com/Wendys/status/2040186889131479302,Fri Apr 03 21:57:13 +0000 2026,keep scrolling 👇👇👇 https://t.co/O8onjjhdsH,en,2040186885704683992,False,false,5,111,2,0,3,32921,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2040186885704683992,https://x.com/Wendys/status/2040186885704683992,Fri Apr 03 21:57:13 +0000 2026,Scroll for a #MarchMadness surprise 👀 🏀 https://t.co/FJ4PuPVkOq,en,2040186885704683992,False,false,41,260,10,0,21,133520,0.11,very_low,0,casual conversational tone detected,casual_conversational_tone
2039915068729541060,https://x.com/Wendys/status/2039915068729541060,Fri Apr 03 03:57:06 +0000 2026,"Offer only available in-restaurant upon request at participating U.S. Wendy’s on April 7, 2026. No purchase necessary. Limit one (1) free Small Fry and Small Frosty Classic per person. A la carte only. While supplies last. Not valid for digital or delivery orders or with any other discount or offer. No substitutions.",en,2039900754387869992,False,false,8,35,0,0,7,28634,0.0,very_low,0,plain promotion without clear humor,plain_promotion
2039900754387869992,https://x.com/Wendys/status/2039900754387869992,Fri Apr 03 03:00:14 +0000 2026,Help us give the people what they want! If there’s a dunk during the natty everyone in America gets a free small fry and classic Frosty on April 7th https://t.co/UnfLgpYclZ,en,2039900754387869992,False,false,24,197,21,2,9,49288,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2039789214120996993,https://x.com/Wendys/status/2039789214120996993,Thu Apr 02 19:37:00 +0000 2026,Congrats to these Official Wendy’s Dunk Team athletes on making it to the Final Four. You dunked into hoops. You dunked into Frosty. You dunked into our hearts. https://t.co/b6IeqJW8YD,en,2039789214120996993,False,false,13,75,4,1,1,29549,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2039714223337463977,https://x.com/Wendys/status/2039714223337463977,Thu Apr 02 14:39:01 +0000 2026,Vote!,fr,2039713760378487274,False,false,45,101,16,21,3,49412,0.0,very_low,0,URL-only or near-empty text,url_only; non_english_or_undefined
2039714041212358979,https://x.com/Wendys/status/2039714041212358979,Thu Apr 02 14:38:18 +0000 2026,Vote!,fr,2039713760378487274,False,false,13,52,5,9,3,17403,0.0,very_low,0,URL-only or near-empty text,url_only; non_english_or_undefined
2039713760378487274,https://x.com/Wendys/status/2039713760378487274,Thu Apr 02 14:37:11 +0000 2026,We’ve got our final four! It’s time to decide who will make it to the championship and ultimately end up back on the menu. Get your votes in now! https://t.co/Yat9QPbeFA,en,2039713760378487274,False,false,172,565,35,24,80,950485,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2038738065678811271,https://x.com/Wendys/status/2038738065678811271,Mon Mar 30 22:00:07 +0000 2026,Vote!,fr,2038736376653554124,False,false,17,53,5,2,0,45845,0.0,very_low,0,URL-only or near-empty text,url_only; non_english_or_undefined
2038737809075565002,https://x.com/Wendys/status/2038737809075565002,Mon Mar 30 21:59:06 +0000 2026,Vote!,fr,2038736376653554124,False,false,12,31,3,1,0,18807,0.0,very_low,0,URL-only or near-empty text,url_only; non_english_or_undefined
2038737532473803096,https://x.com/Wendys/status/2038737532473803096,Mon Mar 30 21:58:00 +0000 2026,Vote!,fr,2038736376653554124,False,false,9,20,4,4,1,18906,0.0,very_low,0,URL-only or near-empty text,url_only; non_english_or_undefined
2038737391863869923,https://x.com/Wendys/status/2038737391863869923,Mon Mar 30 21:57:26 +0000 2026,Vote!,fr,2038736376653554124,False,false,18,31,4,3,0,31526,0.0,very_low,0,URL-only or near-empty text,url_only; non_english_or_undefined
2038736376653554124,https://x.com/Wendys/status/2038736376653554124,Mon Mar 30 21:53:24 +0000 2026,"After a tough fight to make it on the bracket, we have our finalists! America, we want to hear from you! Tell us what you want to see back on the menu. Voting starts… NOW!

Better luck next time to the Sunroom, Salad SuperBar, Giant JBC, and Trex burger. https://t.co/Ypg0dTCSnT",en,2038736376653554124,False,false,278,788,57,33,103,1152023,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2037346325923278851,https://x.com/Wendys/status/2037346325923278851,Fri Mar 27 01:49:50 +0000 2026,Okay not a dunk but that’s STILL OUR GUY @jmilly2410,en,2037346325923278851,True,false,63,946,62,6,15,110271,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2037342589230408021,https://x.com/Wendys/status/2037342589230408021,Fri Mar 27 01:34:59 +0000 2026,"TREY KAUFMAN-RENN GAME-WINNER 🚨

PURDUE ADVANCES TO THE ELITE 8 🤯 https://t.co/CYj7ltsGXT",en,2037342589230408021,False,false,75,2329,445,86,96,322022,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2036210859299455486,https://x.com/Wendys/status/2036210859299455486,Mon Mar 23 22:37:54 +0000 2026,“Fries + Frosty = The Best of Both Worlds” https://t.co/ixuIhrXwcR,en,2036210859299455486,False,false,226,12141,1271,143,677,400749,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2035444365800214846,https://x.com/Wendys/status/2035444365800214846,Sat Mar 21 19:52:08 +0000 2026,"On and off the court, Coen Carr can’t stop (won’t stop) dunking. https://t.co/pvLNEM1zSj",en,2035444365800214846,True,false,27,1117,82,9,26,111913,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2035438297070096829,https://x.com/Wendys/status/2035438297070096829,Sat Mar 21 19:28:01 +0000 2026,Fears ➡️ Carr 🔨 https://t.co/Y7Wa3vl7X5,en,2035438297070096829,False,false,9,436,42,3,17,932891,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2035415108646490534,https://x.com/Wendys/status/2035415108646490534,Sat Mar 21 17:55:52 +0000 2026,I hope Yaxel doesn’t dunk his fries in his Frosty this violently https://t.co/l75Yp2p6YX,en,2035415108646490534,True,false,29,1795,211,13,37,140406,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2035414922763350398,https://x.com/Wendys/status/2035414922763350398,Sat Mar 21 17:55:08 +0000 2026,"Tarris Reed stat line: buckets, boards, and dunks. Basically a Dunk Menu combo. https://t.co/rktHfBeiwV",en,2035414922763350398,True,false,2,36,2,0,0,45394,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2035411565797634404,https://x.com/Wendys/status/2035411565797634404,Sat Mar 21 17:41:48 +0000 2026,"YAXEL LENDEBORG. ABSOLUTELY DISGUSTING.

#MarchMadness https://t.co/GzFu2ZqKzo",en,2035411565797634404,False,false,85,6562,1326,207,325,1137891,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2035213787020575096,https://x.com/Wendys/status/2035213787020575096,Sat Mar 21 04:35:53 +0000 2026,Tarris Reed throws it down 🔨 https://t.co/kGW6Ewxnon,en,2035213787020575096,False,false,2,150,21,2,7,72733,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2035089780396953839,https://x.com/Wendys/status/2035089780396953839,Fri Mar 20 20:23:08 +0000 2026,"“Hold my Frosty” – Coen Carr, probably. @Coencarr2 https://t.co/8hGMcWQRSr",en,2035089780396953839,True,false,8,81,6,0,2,47689,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2035036863413805229,https://x.com/Wendys/status/2035036863413805229,Fri Mar 20 16:52:52 +0000 2026,"A championship-caliber roster that dunks on and off the court: introducing the Official Wendy’s Dunk Team 🤝Tune in for the dunks, then try your own with the Dunk Menu, only in the app. https://t.co/ACwbEmgmQE",en,2035036863413805229,False,false,13,63,7,0,1,26531,0.0,very_low,0,plain promotion without clear humor,plain_promotion
2034753037797904417,https://x.com/Wendys/status/2034753037797904417,Thu Mar 19 22:05:02 +0000 2026,Coen Carr AGAIN 😤 https://t.co/Hwfed2ciRF,en,2034753037797904417,False,false,22,1265,49,3,63,5659803,0.11,very_low,0,casual conversational tone detected,casual_conversational_tone
2033636564551524646,https://x.com/Wendys/status/2033636564551524646,Mon Mar 16 20:08:34 +0000 2026,truly life changing https://t.co/0tX6CyMW2P,en,2033636564551524646,False,false,111,633,42,14,38,57599,0.11,very_low,0,casual conversational tone detected,casual_conversational_tone
2033326344264888604,https://x.com/Wendys/status/2033326344264888604,Sun Mar 15 23:35:52 +0000 2026,Congrats to our Aunt on winning Best Supporting Actress! https://t.co/5EVi2wrFcH,en,2033326344264888604,False,false,176,7685,1167,124,317,341295,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2032563031024996510,https://x.com/Wendys/status/2032563031024996510,Fri Mar 13 21:02:44 +0000 2026,"Head to https://t.co/lkd5mlJoiZ to see how to apply. WHAT ARE YOU WAITING FOR?!?!?!?! IT’S $100,000 !!!!!

No purch nec. 50 US/DC, 18+. Ends 3/30. Rules: https://t.co/mNIqecbPOQ

#WendysCTOContest https://t.co/WD3ZxE9iee",en,2032563031024996510,False,false,181,534,68,34,135,326061,0.11,very_low,0,casual conversational tone detected,casual_conversational_tone
2031884901557965271,https://x.com/Wendys/status/2031884901557965271,Thu Mar 12 00:08:05 +0000 2026,What the fries at the bottom of my biggie bag see when I go scavenging for them https://t.co/qO9JGCgaXs,en,2031884901557965271,False,false,93,1146,95,23,37,84188,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2031738937870364955,https://x.com/Wendys/status/2031738937870364955,Wed Mar 11 14:28:05 +0000 2026,travis gonna love the drive thru at his mom's house https://t.co/ssjGEuifjO,en,2031738937870364955,True,false,46,1138,45,9,34,124216,0.11,very_low,0,casual conversational tone detected,casual_conversational_tone
2030448455412252800,https://x.com/Wendys/status/2030448455412252800,Sun Mar 08 01:00:10 +0000 2026,"Travis and Jason Kelce’s mom, Donna Kelce, is in the middle of a home renovation ... TMZ has learned.

Read more: https://t.co/4KursdUOlk https://t.co/FsAv2tPWyz",en,2030448455412252800,False,false,3903,7914,630,2897,1940,30886979,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2030030225254359259,https://x.com/Wendys/status/2030030225254359259,Fri Mar 06 21:18:16 +0000 2026,"No purch nec. 50 US/DC, 18+. Ends 3/30. Rules: https://t.co/mNIqecbPOQ. To qualify tag @Wendys and #WendysCTOcontest",en,2030030060720164942,False,false,33,436,21,6,94,210969,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2030030060720164942,https://x.com/Wendys/status/2030030060720164942,Fri Mar 06 21:17:37 +0000 2026,.@GenoSmith3 in case things don’t work out in free agency we’re looking for a Chief Tasting Officer…,en,2030030060720164942,True,false,1189,31501,3142,830,1839,7850707,0.0,very_low,0,insufficient textual humor signal,insufficient_text_signal
2030021566528893409,https://x.com/Wendys/status/2030021566528893409,Fri Mar 06 20:43:52 +0000 2026,".@maurahiggins Since being a faithful fell through, here’s a job to get u more Birkins 
https://t.co/mNIqecbPOQ.

No purch nec. 50 US/DC, 18+. Ends 3/30. Rules: To qualify tag @Wendys and #WendysCTOContest https://t.co/RWQGC4PJmA",en,2030021566528893409,False,false,148,587,63,16,60,101066,0.11,very_low,0,casual conversational tone detected,casual_conversational_tone
2029952811224514866,https://x.com/Wendys/status/2029952811224514866,Fri Mar 06 16:10:39 +0000 2026,"Breaking: The Raiders are releasing last season’s starting QB Geno Smith, barring a trade before the start of the new league year, sources tell @AdamSchefter.  

By releasing Smith, the Raiders will open up $8M in salary cap space while taking on $18.5M in dead money.

Get breaking news alerts from Adam Schefter through the ESPN App: https://t.co/wLAog0kJUB",en,2029952811224514866,False,false,139,1511,180,56,44,3719009,0.52,medium,1,mock-serious framing detected,mock_serious_framing
