"total_rows","labeled_rows","unlabeled_rows","final_humor_binary_1_count","final_humor_binary_0_count","aggressive_count","other_humor_count","humor_missing_type_count","non_humor_labeled_count","non_humor_total_group_count","ttest_rows_used","humor_only_ols_rows_used","full_labeled_ols_rows_used","main_ttest_diff_log1p_engagement_total","main_ttest_p_log1p_engagement_total","main_ttest_cohens_d_log1p_engagement_total","main_humor_only_ols_beta_log1p_engagement_total","main_humor_only_ols_p_log1p_engagement_total","main_humor_only_ols_r2_log1p_engagement_total","main_full_ols_beta_aggressive_log1p_engagement_total","main_full_ols_p_aggressive_log1p_engagement_total","main_full_ols_beta_other_log1p_engagement_total","main_full_ols_p_other_log1p_engagement_total","main_full_ols_beta_diff_aggressive_minus_other","main_full_ols_p_diff_aggressive_minus_other"
"978","597","381","309","288","95","183","31","288","669","278","278","566","0.7074","0.0012","0.4359","0.7074","0.0007","0.0413","1.0715","0.0000","0.3642","0.0230","0.7074","0.0012"
