"dv","n","iv","coef_p_aggressive_raw","se_raw","p_value_raw","r_squared_raw","iv_centered","coef_p_aggressive_centered","se_centered","p_value_centered","r_squared_centered","p_aggressive_mean_used_for_centering","h2_direction","h2_preliminary_support","notes"
"log1p_engagement_total","564","p_type_aggressive_model","2.7026","0.6223","0.0000","0.0325","p_type_aggressive_centered","2.7026","0.6223","0.0000","0.0325","0.4554","positive","H2 예비적 지지","robustness; continuous probability; humor-only predicted sample"
"log1p_engagement_favorite_retweet","564","p_type_aggressive_model","2.7798","0.6310","0.0000","0.0334","p_type_aggressive_centered","2.7798","0.6310","0.0000","0.0334","0.4554","positive","H2 예비적 지지","robustness; continuous probability; humor-only predicted sample"
"log1p_favorite_count","564","p_type_aggressive_model","3.3092","0.7010","0.0000","0.0381","p_type_aggressive_centered","3.3092","0.7010","0.0000","0.0381","0.4554","positive","H2 예비적 지지","robustness; continuous probability; humor-only predicted sample"
"log1p_retweet_count","564","p_type_aggressive_model","2.6194","0.6641","0.0001","0.0269","p_type_aggressive_centered","2.6194","0.6641","0.0001","0.0269","0.4554","positive","H2 예비적 지지","robustness; continuous probability; humor-only predicted sample"
"log1p_reply_count","564","p_type_aggressive_model","1.2265","0.5851","0.0365","0.0078","p_type_aggressive_centered","1.2265","0.5851","0.0365","0.0078","0.4554","positive","H2 예비적 지지","robustness; continuous probability; humor-only predicted sample"
"log1p_quote_count","564","p_type_aggressive_model","1.8695","0.6815","0.0063","0.0132","p_type_aggressive_centered","1.8695","0.6815","0.0063","0.0132","0.4554","positive","H2 예비적 지지","robustness; continuous probability; humor-only predicted sample"
"log1p_bookmark_count","564","p_type_aggressive_model","2.7823","0.5957","0.0000","0.0374","p_type_aggressive_centered","2.7823","0.5957","0.0000","0.0374","0.4554","positive","H2 예비적 지지","robustness; continuous probability; humor-only predicted sample"
"log1p_view_count","564","p_type_aggressive_model","7.8104","1.9728","0.0001","0.0271","p_type_aggressive_centered","7.8104","1.9728","0.0001","0.0271","0.4554","positive","H2 예비적 지지","robustness; continuous probability; humor-only predicted sample"
