"dv","n","coef_model_aggressive_vs_other","std_error","t_value","p_value","ci_lower_95","ci_upper_95","r_squared","adj_r_squared","intercept","h2_direction","h2_preliminary_support","notes"
"log1p_engagement_total","564","0.4684","0.1518","3.0858","0.0021","0.1702","0.7665","0.0167","0.0149","7.4597","positive","H2 예비적 지지","model_aggressive_vs_other=1(agg),0(other); supplemental H2"
"log1p_engagement_favorite_retweet","564","0.4819","0.1540","3.1302","0.0018","0.1795","0.7843","0.0171","0.0154","7.3327","positive","H2 예비적 지지","model_aggressive_vs_other=1(agg),0(other); supplemental H2"
"log1p_favorite_count","564","0.5862","0.1711","3.4249","0.0007","0.2500","0.9223","0.0204","0.0187","7.1524","positive","H2 예비적 지지","model_aggressive_vs_other=1(agg),0(other); supplemental H2"
"log1p_retweet_count","564","0.4749","0.1617","2.9376","0.0034","0.1574","0.7924","0.0151","0.0134","4.4095","positive","H2 예비적 지지","model_aggressive_vs_other=1(agg),0(other); supplemental H2"
"log1p_reply_count","564","0.2020","0.1419","1.4236","0.1551","-0.0767","0.4806","0.0036","0.0018","4.7060","positive","H2 방향성 지지","model_aggressive_vs_other=1(agg),0(other); supplemental H2"
"log1p_quote_count","564","0.3295","0.1654","1.9921","0.0468","0.0046","0.6544","0.0070","0.0052","2.8869","positive","H2 예비적 지지","model_aggressive_vs_other=1(agg),0(other); supplemental H2"
"log1p_bookmark_count","564","0.4920","0.1454","3.3834","0.0008","0.2064","0.7777","0.0200","0.0182","2.3940","positive","H2 예비적 지지","model_aggressive_vs_other=1(agg),0(other); supplemental H2"
"log1p_view_count","564","1.3409","0.4806","2.7901","0.0054","0.3969","2.2849","0.0137","0.0119","2.6935","positive","H2 예비적 지지","model_aggressive_vs_other=1(agg),0(other); supplemental H2"
