"dv","model_name","sample","n_obs","iv","intercept","beta_aggressive","standard_error","t_value","p_value","ci_lower_95","ci_upper_95","r_squared","adj_r_squared","direction","h2_interpretation","notes"
"log1p_engagement_total","Simple OLS","humor_only_aggressive_vs_other","278","aggressive_humor (1=aggressive, 0=other_humor)","7.6338","0.7074","0.2052","3.4469","0.0007","0.3034","1.1113","0.0413","0.0378","positive","H2 예비적 지지","aggressive=1 vs other_humor=0; n_agg=95, n_other=183"
"log1p_engagement_favorite_retweet","Simple OLS","humor_only_aggressive_vs_other","278","aggressive_humor (1=aggressive, 0=other_humor)","7.5009","0.7111","0.2097","3.3907","0.0008","0.2982","1.1239","0.0400","0.0365","positive","H2 예비적 지지","aggressive=1 vs other_humor=0; n_agg=95, n_other=183"
"log1p_favorite_count","Simple OLS","humor_only_aggressive_vs_other","278","aggressive_humor (1=aggressive, 0=other_humor)","7.3858","0.7560","0.2230","3.3902","0.0008","0.3170","1.1949","0.0400","0.0365","positive","H2 예비적 지지","aggressive=1 vs other_humor=0; n_agg=95, n_other=183"
"log1p_retweet_count","Simple OLS","humor_only_aggressive_vs_other","278","aggressive_humor (1=aggressive, 0=other_humor)","4.5306","0.8703","0.2196","3.9624","0.0001","0.4379","1.3027","0.0538","0.0504","positive","H2 예비적 지지","aggressive=1 vs other_humor=0; n_agg=95, n_other=183"
"log1p_reply_count","Simple OLS","humor_only_aggressive_vs_other","278","aggressive_humor (1=aggressive, 0=other_humor)","4.9438","0.3682","0.1819","2.0242","0.0439","0.0101","0.7263","0.0146","0.0111","positive","H2 예비적 지지","aggressive=1 vs other_humor=0; n_agg=95, n_other=183"
"log1p_quote_count","Simple OLS","humor_only_aggressive_vs_other","278","aggressive_humor (1=aggressive, 0=other_humor)","3.0616","0.8035","0.2301","3.4927","0.0006","0.3506","1.2564","0.0423","0.0389","positive","H2 예비적 지지","aggressive=1 vs other_humor=0; n_agg=95, n_other=183"
"log1p_bookmark_count","Simple OLS","humor_only_aggressive_vs_other","278","aggressive_humor (1=aggressive, 0=other_humor)","2.5014","0.8391","0.2011","4.1730","0.0000","0.4432","1.2349","0.0594","0.0559","positive","H2 예비적 지지","aggressive=1 vs other_humor=0; n_agg=95, n_other=183"
