fortune_rank,company_name,account_index,account_role,source_x_handle,source_x_url,folder,attempted,status,posts_collected,retryable,error_type,error_message,started_at,completed_at
39,Morgan Stanley,1,primary,@morganstanley,https://x.com/morganstanley,data/raw/fortune_x_2025_ranked/039_morgan_stanley/accounts/01_primary_morganstanley,true,success,5,false,,,2026-06-12T18:18:07.107347+00:00,2026-06-12T18:18:12.782059+00:00
