company_name,ticker,cik,cik_padded,target_report_year,filing_date,event_trading_date,naics_code,naics_sector_code,naics_sector_name,CAR_m1_p1,CAR_m3_p3,CAR_m5_p5,CAR_m1_p1_available,CAR_m3_p3_available,CAR_m5_p5_available,car_source,car_calculation_status,missing_car_reason,future_date_flag,date_alignment_warning,CAR_m3_p3_window_n,CAR_m3_p3_nonmissing_ar_n,CAR_m3_p3_complete_window,CAR_m5_p5_window_n,CAR_m5_p5_nonmissing_ar_n,CAR_m5_p5_complete_window,CAR_m1_p1_recomputed,ar_computation_status,crosscheck_pass
FedEx,FDX,1048911,1048911,2025,2025-07-21,2025-07-21,,48-49,Transportation and Warehousing,0.018012,0.01950038,0.02667695,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.01801214,computed,True
Progressive,PGR,80661,80661,2023,2024-02-26,2024-02-26,,52,Finance and Insurance,0.001625,-0.0109816,-0.01206854,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.0016255,computed,True
Progressive,PGR,80661,80661,2024,2025-03-03,2025-03-03,,52,Finance and Insurance,0.016239,0.01160539,0.05195041,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.01623942,computed,True
Progressive,PGR,80661,80661,2025,2026-03-02,2026-03-02,,52,Finance and Insurance,0.016646,0.03468993,0.03484994,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.01664617,computed,True
Lowe's,LOW,60667,60667,2023,2023-03-27,2023-03-27,,44-45,Retail Trade,-0.004893,-0.03691726,-0.02542561,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.00489308,computed,True
Lowe's,LOW,60667,60667,2024,2024-03-25,2024-03-25,,44-45,Retail Trade,-0.027926,0.0129336,-0.0163283,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.02792564,computed,True
Lowe's,LOW,60667,60667,2025,2025-03-24,2025-03-24,,44-45,Retail Trade,0.007567,0.0347057,0.0471453,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.00756732,computed,True
Energy Transfer,ET,1276187,1276187,2023,2024-02-16,2024-02-16,,48-49,Transportation and Warehousing,0.03944,0.03883079,0.04322011,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.03943965,computed,True
Energy Transfer,ET,1276187,1276187,2024,2025-02-14,2025-02-14,,48-49,Transportation and Warehousing,0.021275,-0.02159155,-0.06024738,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.02127547,computed,True
Energy Transfer,ET,1276187,1276187,2025,2026-02-19,2026-02-19,,48-49,Transportation and Warehousing,0.014898,0.03020632,0.04866683,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.01489831,computed,True
Procter & Gamble,PG,80424,80424,2023,2023-08-04,2023-08-04,,31-33,Manufacturing,0.001157,0.01631857,0.03854094,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.00115693,computed,True
Procter & Gamble,PG,80424,80424,2024,2024-08-05,2024-08-05,,31-33,Manufacturing,0.02286,0.05868476,-0.01124045,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.02285954,computed,True
Procter & Gamble,PG,80424,80424,2025,2025-08-04,2025-08-04,,31-33,Manufacturing,0.001726,-0.01823251,-0.01902159,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.00172573,computed,True
Sysco,SYY,96021,96021,2023,2023-08-25,2023-08-25,,42,Wholesale Trade,0.002464,-0.02627543,-0.03036937,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.00246373,computed,True
Sysco,SYY,96021,96021,2024,2024-08-28,2024-08-28,,42,Wholesale Trade,0.009338,0.01295676,0.04028739,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.009338,computed,True
Sysco,SYY,96021,96021,2025,2025-08-22,2025-08-22,,42,Wholesale Trade,-0.022653,0.01227914,-0.00801892,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.02265271,computed,True
American Express,AXP,4962,4962,2023,2024-02-09,2024-02-09,,52,Finance and Insurance,0.010261,0.01361167,0.02663662,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.0102615,computed,True
American Express,AXP,4962,4962,2024,2025-02-07,2025-02-07,,52,Finance and Insurance,-0.035874,-0.04807671,-0.041493,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.03587448,computed,True
American Express,AXP,4962,4962,2025,2026-02-06,2026-02-06,,52,Finance and Insurance,0.000509,0.00977658,-0.03482081,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.00050885,computed,True
Albertsons,ACI,1646972,1646972,2023,2023-04-25,2023-04-25,,44-45,Retail Trade,0.026373,0.00752004,0.0324041,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.02637264,computed,True
Albertsons,ACI,1646972,1646972,2024,2024-04-22,2024-04-22,,44-45,Retail Trade,-0.009087,-0.00827001,0.00668733,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.00908689,computed,True
Albertsons,ACI,1646972,1646972,2025,2025-04-21,2025-04-21,,44-45,Retail Trade,0.061637,0.03021765,0.00429458,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.06163651,computed,True
Archer Daniels Midland,ADM,7084,7084,2023,2024-03-12,2024-03-12,,31-33,Manufacturing,0.062139,0.10514603,0.15517817,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.06213917,computed,True
Archer Daniels Midland,ADM,7084,7084,2024,2025-02-20,2025-02-20,,31-33,Manufacturing,0.056645,0.08844083,0.03193533,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.05664501,computed,True
Archer Daniels Midland,ADM,7084,7084,2025,2026-02-17,2026-02-17,,31-33,Manufacturing,-0.027423,-0.00915739,0.02304245,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.02742338,computed,True
MetLife,MET,1099219,1099219,2023,2024-02-16,2024-02-16,,52,Finance and Insurance,0.012995,-0.00458494,0.02001104,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.01299465,computed,True
MetLife,MET,1099219,1099219,2024,2025-02-21,2025-02-21,,52,Finance and Insurance,-0.00364,0.02777779,0.04959716,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.0036397,computed,True
MetLife,MET,1099219,1099219,2025,2026-02-19,2026-02-19,,52,Finance and Insurance,-0.002842,-0.03173021,-0.01283966,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.00284244,computed,True
HCA Healthcare,HCA,860730,860730,2023,2024-02-16,2024-02-16,,62,Health Care and Social Assistance,0.016047,-0.00084545,0.01579933,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.01604691,computed,True
HCA Healthcare,HCA,860730,860730,2024,2025-02-14,2025-02-14,,62,Health Care and Social Assistance,0.009475,0.00907296,-0.00455469,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.00947469,computed,True
HCA Healthcare,HCA,860730,860730,2025,2026-02-10,2026-02-10,,62,Health Care and Social Assistance,0.052217,0.08066635,0.0598338,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.05221724,computed,True
Lockheed Martin,LMT,936468,936468,2023,2024-01-23,2024-01-23,,31-33,Manufacturing,-0.060635,-0.07023482,-0.0798479,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.06063506,computed,True
Lockheed Martin,LMT,936468,936468,2024,2025-01-28,2025-01-28,,31-33,Manufacturing,-0.093087,-0.08258385,-0.08718033,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.09308664,computed,True
Lockheed Martin,LMT,936468,936468,2025,2026-01-29,2026-01-29,,31-33,Manufacturing,0.064171,0.0592211,0.03735107,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.06417124,computed,True
Capital One Financial,COF,927628,927628,2023,2024-02-23,2024-02-23,,52,Finance and Insurance,-0.026391,-0.01245954,-0.02101587,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.02639109,computed,True
Capital One Financial,COF,927628,927628,2024,2025-02-20,2025-02-20,,52,Finance and Insurance,0.006463,0.01099477,0.02379048,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.00646256,computed,True
Capital One Financial,COF,927628,927628,2025,2026-02-19,2026-02-19,,52,Finance and Insurance,-0.003245,-0.06110078,-0.04382289,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.00324538,computed,True
Allstate,ALL,899051,899051,2023,2024-02-21,2024-02-21,,52,Finance and Insurance,-0.021431,-0.01993429,0.00064997,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.02143124,computed,True
Allstate,ALL,899051,899051,2024,2025-02-24,2025-02-24,,52,Finance and Insurance,0.010556,0.0364691,0.04860891,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.01055555,computed,True
Allstate,ALL,899051,899051,2025,2026-02-20,2026-02-20,,52,Finance and Insurance,-0.013135,-0.00093985,0.04897393,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.01313482,computed,True
Caterpillar,CAT,18230,18230,2023,2024-02-16,2024-02-16,,31-33,Manufacturing,-0.002807,-0.01479196,-0.00729004,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.00280714,computed,True
Caterpillar,CAT,18230,18230,2024,2025-02-14,2025-02-14,,31-33,Manufacturing,-0.008941,-0.04801223,-0.05339134,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.00894123,computed,True
Caterpillar,CAT,18230,18230,2025,2026-02-13,2026-02-13,,31-33,Manufacturing,-0.001106,0.03096912,0.08430742,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.00110626,computed,True
IBM,IBM,51143,51143,2023,2024-02-26,2024-02-26,,31-33,Manufacturing,0.002392,-0.00893352,0.01436124,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.00239234,computed,True
IBM,IBM,51143,51143,2024,2025-02-25,2025-02-25,,31-33,Manufacturing,-0.01617,-0.02621328,0.00503499,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.01617005,computed,True
IBM,IBM,51143,51143,2025,2026-02-24,2026-02-24,,31-33,Manufacturing,-0.084088,-0.08363976,-0.06790939,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.08408754,computed,True
Eli Lilly,LLY,59478,59478,2023,2024-02-21,2024-02-21,,31-33,Manufacturing,-0.031744,-0.00566961,-0.00393876,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.03174407,computed,True
Eli Lilly,LLY,59478,59478,2024,2025-02-19,2025-02-19,,31-33,Manufacturing,0.035312,0.02729309,0.07893179,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.03531187,computed,True
Eli Lilly,LLY,59478,59478,2025,2026-02-12,2026-02-12,,31-33,Manufacturing,0.02565,-0.03312326,-0.0996684,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.02565018,computed,True
Merck,MRK,310158,310158,2023,2024-02-26,2024-02-26,,31-33,Manufacturing,-0.002053,-0.00972325,-0.02777568,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.00205289,computed,True
Merck,MRK,310158,310158,2024,2025-02-25,2025-02-25,,31-33,Manufacturing,0.003927,0.08873242,0.13206997,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.0039267,computed,True
Merck,MRK,310158,310158,2025,2026-02-24,2026-02-24,,31-33,Manufacturing,-0.003032,0.01288065,-0.01939075,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.00303234,computed,True
Broadcom,AVGO,1730168,1730168,2023,2023-12-14,2023-12-14,,31-33,Manufacturing,0.024999,0.13277295,0.14932597,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.02499948,computed,True
Broadcom,AVGO,1730168,1730168,2024,2024-12-20,2024-12-20,,31-33,Manufacturing,-0.001985,0.00228397,0.33460293,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.001985,computed,True
Broadcom,AVGO,1730168,1730168,2025,2025-12-18,2025-12-18,,31-33,Manufacturing,-0.014651,-0.05626346,-0.1788156,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.01465128,computed,True
Delta Air Lines,DAL,27904,27904,2023,2024-02-12,2024-02-12,,48-49,Transportation and Warehousing,0.005144,0.00478836,0.01776588,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.00514364,computed,True
Delta Air Lines,DAL,27904,27904,2024,2025-02-11,2025-02-11,,48-49,Transportation and Warehousing,-0.035223,-0.07232272,-0.06353405,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.03522255,computed,True
Delta Air Lines,DAL,27904,27904,2025,2026-02-11,2026-02-11,,48-49,Transportation and Warehousing,-0.037251,0.00783662,-0.01978631,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.03725127,computed,True
Pfizer,PFE,78003,78003,2023,2024-02-22,2024-02-22,,31-33,Manufacturing,0.001788,-0.01409768,-0.00754283,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.00178793,computed,True
Pfizer,PFE,78003,78003,2024,2025-02-27,2025-02-27,,31-33,Manufacturing,-0.011532,-0.01133841,0.03017963,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.01153179,computed,True
Pfizer,PFE,78003,78003,2025,2026-02-26,2026-02-26,,31-33,Manufacturing,0.020571,0.00715604,-0.02023403,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.02057092,computed,True
TD Synnex,SNX,1177394,1177394,2023,2024-01-26,2024-01-26,,42,Wholesale Trade,-0.051829,-0.05297309,-0.05201167,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.05182882,computed,True
TD Synnex,SNX,1177394,1177394,2024,2025-01-24,2025-01-24,,42,Wholesale Trade,0.012528,0.02799356,0.03604402,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.01252789,computed,True
TD Synnex,SNX,1177394,1177394,2025,2026-01-27,2026-01-27,,42,Wholesale Trade,0.027866,0.04764105,0.07684794,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.02786577,computed,True
ConocoPhillips,COP,1163165,1163165,2023,2024-02-15,2024-02-15,,31-33,Manufacturing,0.00686,0.02808019,-0.01380654,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.00685984,computed,True
ConocoPhillips,COP,1163165,1163165,2024,2025-02-18,2025-02-18,,31-33,Manufacturing,0.035731,-0.02355744,0.00397105,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.03573063,computed,True
ConocoPhillips,COP,1163165,1163165,2025,2026-02-17,2026-02-17,,31-33,Manufacturing,-0.001303,0.04336024,0.04596267,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.00130271,computed,True
Galaxy Digital,GLXY,1859392,1859392,2025,2026-02-26,2026-02-26,,52,Finance and Insurance,-0.032635,0.03795126,0.09563373,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.03263463,computed,True
AbbVie,ABBV,1551152,1551152,2023,2024-02-20,2024-02-20,,31-33,Manufacturing,-0.007376,0.01982874,0.02225963,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.0073757,computed,True
AbbVie,ABBV,1551152,1551152,2024,2025-02-14,2025-02-14,,31-33,Manufacturing,0.01377,0.05175599,0.05916984,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.01376989,computed,True
AbbVie,ABBV,1551152,1551152,2025,2026-02-20,2026-02-20,,31-33,Manufacturing,0.004775,-0.03128623,0.04796416,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.00477501,computed,True
Prudential Financial,PRU,1137774,1137774,2023,2024-02-21,2024-02-21,,52,Finance and Insurance,-0.008652,0.00475024,0.01302331,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.0086519,computed,True
Prudential Financial,PRU,1137774,1137774,2024,2025-02-13,2025-02-13,,52,Finance and Insurance,-0.007621,-0.01586776,-0.0212655,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.00762124,computed,True
Prudential Financial,PRU,1137774,1137774,2025,2026-02-12,2026-02-12,,52,Finance and Insurance,0.029789,0.03829595,0.0248603,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.02978882,computed,True
TJX,TJX,109198,109198,2023,2023-03-29,2023-03-29,,44-45,Retail Trade,0.001653,0.01138047,-0.01124609,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.00165326,computed,True
TJX,TJX,109198,109198,2024,2024-04-03,2024-04-03,,44-45,Retail Trade,-0.027929,-0.04545425,-0.01574365,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.0279288,computed,True
