company_name,ticker,cik,cik_padded,target_report_year,filing_date,event_trading_date,naics_code,naics_sector_code,naics_sector_name,CAR_m1_p1,CAR_m3_p3,CAR_m5_p5,CAR_m1_p1_available,CAR_m3_p3_available,CAR_m5_p5_available,car_source,car_calculation_status,missing_car_reason,future_date_flag,date_alignment_warning,CAR_m3_p3_window_n,CAR_m3_p3_nonmissing_ar_n,CAR_m3_p3_complete_window,CAR_m5_p5_window_n,CAR_m5_p5_nonmissing_ar_n,CAR_m5_p5_complete_window,CAR_m1_p1_recomputed,ar_computation_status,crosscheck_pass
Citigroup,C,831001,831001,2024,2025-02-21,2025-02-21,,52,Finance and Insurance,-0.037877,-0.04155277,-0.00380005,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.03787668,computed,True
Citigroup,C,831001,831001,2025,2026-02-20,2026-02-20,,52,Finance and Insurance,-0.043834,0.00179536,-0.06431637,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.0438337,computed,True
Home Depot,HD,354950,354950,2023,2023-03-15,2023-03-15,,44-45,Retail Trade,-0.025654,-0.00529425,-0.01141805,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.02565359,computed,True
Home Depot,HD,354950,354950,2024,2024-03-13,2024-03-13,,44-45,Retail Trade,0.003549,-0.01148569,-0.00723914,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.00354872,computed,True
Home Depot,HD,354950,354950,2025,2025-03-21,2025-03-21,,44-45,Retail Trade,0.017855,0.01822795,0.02412023,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.01785515,computed,True
Fannie Mae,FNMA,310522,310522,2023,2024-02-15,2024-02-15,,52,Finance and Insurance,0.014541,-0.07650888,-0.0264058,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.01454103,computed,True
Fannie Mae,FNMA,310522,310522,2024,2025-02-14,2025-02-14,,52,Finance and Insurance,0.01379,0.07054964,-0.02485751,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.01379031,computed,True
Fannie Mae,FNMA,310522,310522,2025,2026-02-11,2026-02-11,,52,Finance and Insurance,-0.046316,-0.07662032,-0.02508787,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.04631565,computed,True
Kroger,KR,56873,56873,2023,2023-03-28,2023-03-28,,44-45,Retail Trade,-0.004074,0.01397941,0.03609523,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.00407377,computed,True
Kroger,KR,56873,56873,2024,2024-04-02,2024-04-02,,44-45,Retail Trade,0.013453,0.01785495,-0.01651208,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.01345307,computed,True
Kroger,KR,56873,56873,2025,2025-04-01,2025-04-01,,44-45,Retail Trade,0.00418,0.02913471,0.02792817,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.00418037,computed,True
Verizon Communications,VZ,732712,732712,2023,2024-02-09,2024-02-09,,51,Information,-0.009492,-0.03333272,-0.05410758,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.00949167,computed,True
Verizon Communications,VZ,732712,732712,2024,2025-02-12,2025-02-12,,51,Information,0.026408,0.02971702,0.06305748,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.02640807,computed,True
Verizon Communications,VZ,732712,732712,2025,2026-02-17,2026-02-17,,51,Information,-0.0301,0.03831701,0.07342883,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.0301003,computed,True
Phillips 66,PSX,1534701,1534701,2023,2024-02-21,2024-02-21,,31-33,Manufacturing,0.00771,0.01377013,-0.0318274,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.00771008,computed,True
Phillips 66,PSX,1534701,1534701,2024,2025-02-21,2025-02-21,,31-33,Manufacturing,0.005929,0.0129936,0.06952573,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.00592916,computed,True
Phillips 66,PSX,1534701,1534701,2025,2026-02-20,2026-02-20,,31-33,Manufacturing,0.000191,-0.05913964,-0.0234532,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.0001907,computed,True
Marathon Petroleum,MPC,1510295,1510295,2023,2024-02-28,2024-02-28,,31-33,Manufacturing,-0.023968,0.0256365,0.04074782,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.02396833,computed,True
Marathon Petroleum,MPC,1510295,1510295,2024,2025-02-27,2025-02-27,,31-33,Manufacturing,-4.3e-05,-0.04836932,-0.08499291,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-4.347e-05,computed,True
Marathon Petroleum,MPC,1510295,1510295,2025,2026-02-26,2026-02-26,,31-33,Manufacturing,0.01609,0.08772946,0.09147072,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.01608982,computed,True
StoneX Group,SNEX,913760,913760,2023,2023-11-24,2023-11-24,,52,Finance and Insurance,0.027814,-0.00706446,-0.08363972,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.02781414,computed,True
StoneX Group,SNEX,913760,913760,2024,2024-11-29,2024-11-29,,52,Finance and Insurance,-0.002164,-0.00929088,-0.02961856,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.00216351,computed,True
StoneX Group,SNEX,913760,913760,2025,2025-11-28,2025-11-28,,52,Finance and Insurance,-0.026845,0.06212406,0.02239335,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.02684501,computed,True
Freddie Mac,FMCC,1026214,1026214,2023,2024-02-14,2024-02-14,,52,Finance and Insurance,-0.044085,0.00375207,0.02709521,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.04408531,computed,True
Freddie Mac,FMCC,1026214,1026214,2024,2025-02-13,2025-02-13,,52,Finance and Insurance,0.008774,0.04651185,0.11238866,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.00877449,computed,True
Freddie Mac,FMCC,1026214,1026214,2025,2026-02-12,2026-02-12,,52,Finance and Insurance,-0.023946,0.0057222,-0.06865618,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.02394628,computed,True
Humana,HUM,49071,49071,2023,2024-02-15,2024-02-15,,52,Finance and Insurance,0.005027,-0.00161154,-0.01584607,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.0050266,computed,True
Humana,HUM,49071,49071,2024,2025-02-20,2025-02-20,,52,Finance and Insurance,0.010036,0.05126578,0.05366674,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.01003573,computed,True
Humana,HUM,49071,49071,2025,2026-02-19,2026-02-19,,52,Finance and Insurance,0.021596,-0.02767899,0.03127096,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.02159631,computed,True
AT&T,T,732717,732717,2023,2024-02-23,2024-02-23,,51,Information,-0.029893,-0.00171275,-0.00085547,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.02989318,computed,True
AT&T,T,732717,732717,2024,2025-02-12,2025-02-12,,51,Information,0.026672,0.05370052,0.05917661,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.02667185,computed,True
AT&T,T,732717,732717,2025,2026-02-09,2026-02-09,,51,Information,8.4e-05,0.072441,0.09165283,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,8.398e-05,computed,True
Goldman Sachs Group,GS,886982,886982,2023,2024-02-23,2024-02-23,,52,Finance and Insurance,-0.013979,0.01846914,0.00773325,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.01397911,computed,True
Goldman Sachs Group,GS,886982,886982,2024,2025-02-27,2025-02-27,,52,Finance and Insurance,0.013851,-0.02791469,-0.08696647,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.01385077,computed,True
Goldman Sachs Group,GS,886982,886982,2025,2026-02-25,2026-02-25,,52,Finance and Insurance,0.022727,-0.06798917,-0.06648485,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.02272693,computed,True
Comcast,CMCSA,1166691,1166691,2023,2024-01-31,2024-01-31,,51,Information,0.017937,-0.0187842,-0.0518165,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.01793669,computed,True
Comcast,CMCSA,1166691,1166691,2024,2025-01-31,2025-01-31,,51,Information,-0.111537,-0.11448424,-0.06671298,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.1115375,computed,True
Comcast,CMCSA,1166691,1166691,2025,2026-02-03,2026-02-03,,51,Information,0.032135,0.10791295,0.10126448,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.03213536,computed,True
Wells Fargo,WFC,72971,72971,2023,2024-02-20,2024-02-20,,52,Finance and Insurance,0.025011,0.08002909,0.12379269,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.02501063,computed,True
Wells Fargo,WFC,72971,72971,2024,2025-02-25,2025-02-25,,52,Finance and Insurance,-0.007867,-0.0044474,-0.04781666,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.00786692,computed,True
Wells Fargo,WFC,72971,72971,2025,2026-02-24,2026-02-24,,52,Finance and Insurance,-0.028768,-0.08550559,-0.05287414,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.02876818,computed,True
Morgan Stanley,MS,895421,895421,2023,2024-02-22,2024-02-22,,52,Finance and Insurance,-0.012161,-0.00660538,-0.00035751,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.0121613,computed,True
Morgan Stanley,MS,895421,895421,2024,2025-02-21,2025-02-21,,52,Finance and Insurance,-0.053632,-0.03746422,-0.02370858,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.05363218,computed,True
Morgan Stanley,MS,895421,895421,2025,2026-02-19,2026-02-19,,52,Finance and Insurance,0.007114,-0.01163406,-0.00269801,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.00711363,computed,True
Valero Energy,VLO,1035002,1035002,2023,2024-02-22,2024-02-22,,31-33,Manufacturing,0.032515,0.00403526,-0.01527165,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.03251497,computed,True
Valero Energy,VLO,1035002,1035002,2024,2025-02-26,2025-02-26,,31-33,Manufacturing,-0.029919,-0.0558442,-0.09832871,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.02991854,computed,True
Valero Energy,VLO,1035002,1035002,2025,2026-02-25,2026-02-25,,31-33,Manufacturing,0.018653,0.06796202,0.12240126,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.01865321,computed,True
Dell Technologies,DELL,1571996,1571996,2023,2023-03-30,2023-03-30,,31-33,Manufacturing,0.005947,0.05074421,0.00542666,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.00594713,computed,True
Dell Technologies,DELL,1571996,1571996,2024,2024-03-25,2024-03-25,,31-33,Manufacturing,0.005096,0.02447115,0.05274418,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.00509599,computed,True
Dell Technologies,DELL,1571996,1571996,2025,2025-03-25,2025-03-25,,31-33,Manufacturing,-0.025609,-0.02424405,-0.03084893,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.02560938,computed,True
Target,TGT,27419,27419,2023,2023-03-08,2023-03-08,,44-45,Retail Trade,0.014918,-0.00410562,-0.02355439,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.01491849,computed,True
Target,TGT,27419,27419,2024,2024-03-13,2024-03-13,,44-45,Retail Trade,-0.024046,-0.01301047,0.00163753,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.02404571,computed,True
Target,TGT,27419,27419,2025,2025-03-12,2025-03-12,,44-45,Retail Trade,-0.073748,-0.06290093,-0.08863896,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.0737485,computed,True
Tesla,TSLA,1318605,1318605,2023,2024-01-29,2024-01-29,,31-33,Manufacturing,0.034618,-0.11979793,-0.2031406,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.034618,computed,True
Tesla,TSLA,1318605,1318605,2024,2025-01-30,2025-01-30,,31-33,Manufacturing,0.022666,-0.02102386,-0.11848568,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.02266593,computed,True
Tesla,TSLA,1318605,1318605,2025,2026-01-29,2026-01-29,,31-33,Manufacturing,0.013004,-0.0604973,-0.05278763,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.01300417,computed,True
Walt Disney,DIS,1744489,1744489,2023,2023-11-21,2023-11-21,,56,Administrative and Support and Waste Management and Remediation Services,0.001842,0.00854269,0.00887056,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.00184168,computed,True
Walt Disney,DIS,1744489,1744489,2024,2024-11-14,2024-11-14,,56,Administrative and Support and Waste Management and Remediation Services,0.145205,0.14033773,0.15378479,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.14520535,computed,True
Walt Disney,DIS,1744489,1744489,2025,2025-11-13,2025-11-13,,56,Administrative and Support and Waste Management and Remediation Services,-0.064707,-0.02347061,-0.04033429,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.06470698,computed,True
Johnson & Johnson,JNJ,200406,200406,2023,2024-02-16,2024-02-16,,31-33,Manufacturing,0.022523,0.01992999,0.03080206,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.02252283,computed,True
Johnson & Johnson,JNJ,200406,200406,2024,2025-02-13,2025-02-13,,31-33,Manufacturing,0.001145,0.04110668,0.05799712,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.00114489,computed,True
Johnson & Johnson,JNJ,200406,200406,2025,2026-02-11,2026-02-11,,31-33,Manufacturing,0.021827,0.01286277,0.04302395,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.02182744,computed,True
PepsiCo,PEP,77476,77476,2023,2024-02-09,2024-02-09,,31-33,Manufacturing,-0.006424,-0.02301135,-0.0371343,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.00642419,computed,True
PepsiCo,PEP,77476,77476,2024,2025-02-04,2025-02-04,,31-33,Manufacturing,-0.032988,-0.03709218,-0.05626656,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.03298846,computed,True
PepsiCo,PEP,77476,77476,2025,2026-02-03,2026-02-03,,31-33,Manufacturing,0.07962,0.13868767,0.13459769,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.07961965,computed,True
Boeing,BA,12927,12927,2023,2024-01-31,2024-01-31,,31-33,Manufacturing,0.026114,0.01086831,-0.02903098,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.0261142,computed,True
Boeing,BA,12927,12927,2024,2025-02-03,2025-02-03,,31-33,Manufacturing,-0.008874,0.04824163,0.04844829,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.00887439,computed,True
Boeing,BA,12927,12927,2025,2026-01-30,2026-01-30,,31-33,Manufacturing,-0.035754,-0.03879691,-0.03716975,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.03575363,computed,True
UPS,UPS,1090727,1090727,2023,2024-02-20,2024-02-20,,48-49,Transportation and Warehousing,0.033994,0.01550052,0.02695649,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.03399389,computed,True
UPS,UPS,1090727,1090727,2024,2025-02-18,2025-02-18,,48-49,Transportation and Warehousing,0.008874,0.04152569,0.07444493,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.00887447,computed,True
UPS,UPS,1090727,1090727,2025,2026-02-17,2026-02-17,,48-49,Transportation and Warehousing,-0.006325,0.00624358,0.0102674,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.00632522,computed,True
RTX,RTX,101829,101829,2023,2024-02-05,2024-02-05,,31-33,Manufacturing,-0.00124,0.00352696,0.00417894,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.00124025,computed,True
RTX,RTX,101829,101829,2024,2025-02-03,2025-02-03,,31-33,Manufacturing,-0.006614,-0.00422504,0.01333105,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.00661382,computed,True
RTX,RTX,101829,101829,2025,2026-02-06,2026-02-06,,31-33,Manufacturing,-0.01407,-0.0298206,-0.00298153,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,-0.01406983,computed,True
FedEx,FDX,1048911,1048911,2023,2023-07-17,2023-07-17,,48-49,Transportation and Warehousing,0.004635,0.00084908,-0.00141146,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.00463466,computed,True
FedEx,FDX,1048911,1048911,2024,2024-07-15,2024-07-15,,48-49,Transportation and Warehousing,0.034632,0.05624561,0.05254198,true,True,True,korea_uni_event_study_direct,m1p1_direct_from_dataset__m3p3_m5p5_missing_daily_ar_required,CAR_m3_p3 and CAR_m5_p5: daily_abnormal_returns not available,false,,7,7,True,11,11,True,0.03463244,computed,True
