fortune_rank,company_name,source_x_handle,source_x_url,account_role,account_index,status,posts_captured,error_type,error_message,started_at,completed_at
6,CVS Health,@cvshealth,https://x.com/cvshealth,primary,1,success,30,,,2026-06-12T14:21:06.172633+00:00,2026-06-12T14:21:14.415955+00:00
