fortune_rank,company_name,account_index,account_role,source_x_handle,source_x_url,folder,attempted,status,posts_collected,error_type,error_message,started_at,completed_at
26,Fannie Mae,1,primary,@fanniemae,https://x.com/fanniemae,data/raw/fortune_x_2025_ranked/026_fannie_mae/accounts/01_primary_fanniemae,true,success,15,,,2026-06-12T16:39:27.873029+00:00,2026-06-12T16:39:35.292722+00:00
