total_posts,parsed_date_rows,missing_date_rows,min_date,max_date,n_years,n_year_months,most_active_year,most_active_month,most_active_hour,highest_humor_rate_hour_t50,lowest_humor_rate_hour_t50
68039,68039,0,2009-11-26,2026-06-18,14,133,2022,2026-05,15,3,11
