fortune_rank,company_name,account_index,account_role,source_x_handle,source_x_url,folder,attempted,status,posts_collected,error_type,error_message,started_at,completed_at
91,General Dynamics,1,primary,@generaldynamics,https://x.com/generaldynamics,data/raw/fortune_x_2025_ranked/091_general_dynamics/accounts/01_primary_generaldynamics,true,success,15,,,2026-06-12T17:14:15.784021+00:00,2026-06-12T17:14:22.225223+00:00
